gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Ccng1,0.10184397,0.06018868,0.08036669,0.09664949,0.09879099,0.09371746,0.113262706,0.05515933,0.066135176,0.073217206,0.08310311,0.08788545,0.079233564,0.12153638,0.06361853,0.07991748,0.07864633,0.030176122
Pttg1,0.17969622,0.19911093,0.19500025,0.157367,0.20960921,0.13644198,0.20118862,0.17446686,0.1991585,0.117012255,0.13798016,0.14726697,0.10443809,0.1507494,0.12774402,0.12966232,0.17938572,0.13801216
Ttc1,0.15571581,0.1714727,0.17620234,0.17325094,0.20970532,0.10093609,0.13944407,0.122726984,0.13784496,0.18169358,0.14717346,0.1793274,0.17439736,0.21182206,0.16960749,0.15293877,0.14834619,0.09879328
Ublcp1,0.12243075,0.15574014,0.13759944,0.122812614,0.114216805,0.1537828,0.11963427,0.13222328,0.12900828,0.064637534,0.16924037,0.12718335,0.122310504,0.10719163,0.12555443,0.14909187,0.1080326,0.075922325
Lsm11,0.009289963,0.005057844,0.008478158,0.008565718,0.00491083,0.0036589894,0.008437105,0.0032718156,0.010851933,0.013436766,0.008040004,0.014823965,0.008973692,0.009440691,0.0005115726,0.0028193349,0.0014662775,0.0
Thg1l,0.013718021,0.005595021,0.01305389,0.014531459,0.020194579,0.0054171383,0.0040930146,0.0069016865,0.004394283,0.018464552,0.009523886,0.024781136,0.020424431,0.013333125,0.011080511,0.0067342636,0.0083154505,0.0
Cyfip2,1.3294861,1.6394743,1.4879304,1.5850749,1.4663724,1.4108713,1.3130549,1.4368204,1.3515928,1.1784543,1.3118029,1.1428949,1.1596205,1.4366808,1.0994481,1.4705307,1.532916,2.2032828
Itk,10.158576,14.749357,13.319829,12.85269,13.497103,11.28062,13.945831,15.278609,15.643091,9.060263,12.424332,12.797171,12.090013,13.577162,10.977123,8.242838,15.044735,12.963992
Trim41,0.1150183,0.10817898,0.12043361,0.093875274,0.11343979,0.07444214,0.052024588,0.07454118,0.06819728,0.051917445,0.0990862,0.088170506,0.06501304,0.100095965,0.08046818,0.05089463,0.06916019,0.0432445
Irgm1,0.025507493,0.04148571,0.0230096,0.023433704,0.036678366,0.04898294,0.061036527,0.06080536,0.04185323,0.044352133,0.03517165,0.025515653,0.019766863,0.037603576,0.04361081,0.065967575,0.028325232,0.0
Gm12185,0.25099382,0.36036572,0.29993528,0.2587347,0.36047727,0.38971794,0.38364947,0.46087626,0.46791998,0.19413537,0.27968383,0.19965838,0.17544018,0.3240132,0.2856675,0.50325996,0.42093545,0.44101116
9930111J21Rik2,0.04945386,0.09839265,0.07918176,0.07643654,0.11119174,0.075262964,0.06338331,0.070933506,0.075622305,0.020194428,0.07047819,0.06055727,0.055440325,0.08806095,0.07060088,0.09349351,0.09031228,0.03611198
Tgtp2,0.025027884,0.031620827,0.031626016,0.029228449,0.03872233,0.051035028,0.044918533,0.07848363,0.052221105,0.006124443,0.022833442,0.020384867,0.025705839,0.032985922,0.03914208,0.040923007,0.08103663,0.07989387
Cnot6,0.485574,0.31146878,0.38119924,0.3498697,0.39465895,0.30046523,0.285428,0.23482119,0.22959799,0.47522035,0.39819688,0.4121093,0.43159562,0.38056692,0.41592678,0.25090364,0.26397282,0.16896829
Sqstm1,1.7773958,1.4741036,1.8121818,1.8520472,1.8741945,2.1050203,1.8851177,1.6997274,1.3857802,1.0599704,1.371097,1.5469927,1.5029048,1.8045423,1.8069115,1.3294446,2.1322932,2.0422645
Maml1,0.35757646,0.3696896,0.33373597,0.33170873,0.29888076,0.3460937,0.43835264,0.38741174,0.3712262,0.24999812,0.37003997,0.36265695,0.33475596,0.38324255,0.33226314,0.27158672,0.3986428,0.40257692
Canx,0.75327367,0.41716248,0.5627949,0.50588626,0.5165999,0.3402625,0.271037,0.23513275,0.21583134,0.7475045,0.507155,0.6592875,0.5069433,0.50491273,0.4184753,0.4649907,0.49252945,0.59716755
Rufy1,0.19057718,0.15169293,0.17187569,0.15900041,0.19804893,0.12881845,0.23823175,0.21066774,0.20009856,0.17566057,0.16162372,0.15551996,0.21437949,0.23290217,0.15717185,0.14856409,0.16374925,0.11446321
Zfp354c,0.014049632,0.0043289713,0.009942414,0.008123384,0.013575962,0.02281175,0.01309822,0.017775008,0.0079513155,0.01949273,0.0072660604,0.022865104,0.017058177,0.011383582,0.012344478,0.010701527,0.007702888,0.0
Hnrnpab,0.1619174,0.09612118,0.11226426,0.12452592,0.10460919,0.063145384,0.057279296,0.05994174,0.05789255,0.14140946,0.06760491,0.083685726,0.11129964,0.055354472,0.05225385,0.056556117,0.046380814,0.01723267
Rmnd5b,0.14611454,0.17076747,0.17616172,0.17138283,0.1996354,0.16748841,0.20147763,0.15513374,0.10319081,0.13339607,0.12708366,0.15244795,0.14727457,0.18657234,0.15258357,0.15091865,0.17639917,0.12917212
0610009B22Rik,0.02127,0.0060838684,0.008922989,0.010173623,0.011222369,0.0043507116,0.0,0.0035116652,0.0033016058,0.012694271,0.01564587,0.012534929,0.012188589,0.019766623,0.006434661,0.0028941885,0.0017394287,0.0
Sec24a,0.9810523,0.7293133,0.86734796,0.94692874,1.2376386,0.88492495,0.9496876,0.97386414,0.82056904,0.8590714,0.7168166,0.8259785,0.9162301,1.2283523,0.89889055,1.2150556,1.2065871,1.0522411
Jade2,0.11824047,0.06254858,0.08944385,0.07134351,0.084381424,0.0869606,0.07231523,0.07186115,0.1605422,0.16633837,0.13611422,0.16534647,0.14133404,0.13616809,0.09084851,0.08210246,0.0700398,0.029499449
Ube2b,1.088222,1.446333,1.3779876,1.2711483,1.418334,1.8596569,1.7034647,1.8591822,1.6117997,1.0329425,1.4859852,1.4844257,1.4726291,1.5930768,1.9912238,1.3079177,1.7404058,1.6654236
Tcf7,0.15457186,0.104672216,0.13979053,0.07556649,0.069051795,1.1526264,0.045321107,0.3020412,0.0555634,0.15578476,0.3281776,0.09974588,0.1846334,0.12808684,1.4224575,0.03447218,0.12911102,0.14580803
Hspa4,1.6841522,1.8259515,1.7261654,1.7128974,1.8908255,1.532615,1.7909827,1.5012552,1.5850873,1.6017727,1.6483132,1.6771158,1.5208129,1.6235095,1.5844854,1.3567301,1.4749435,1.5734534
Uqcrq,1.132386,0.9229143,1.0012372,1.0081083,1.1268399,0.6203552,0.84268767,0.46792784,0.40990806,1.1040727,0.73989,0.87343395,0.8119709,0.8710419,0.70939183,0.5977313,0.58346003,0.5069965
Rad50,0.3565091,0.24030201,0.27764153,0.3450393,0.24689598,0.15412182,0.09490692,0.13058615,0.1266381,0.4043847,0.29541108,0.2904157,0.3019592,0.16201806,0.16799815,0.34903106,0.1811793,0.16489118
Gm12216,0.38981825,0.6017893,0.48342785,0.49139622,0.632076,0.5307179,0.85294217,0.75625,0.6304379,0.31712225,0.4587519,0.3116667,0.33410713,0.4988589,0.3454978,1.0970598,0.65107745,0.86442184
Slc22a5,0.1399606,0.18164818,0.17164099,0.1485717,0.17911223,0.15763909,0.12106978,0.1012321,0.12033708,0.10441413,0.11764112,0.1350609,0.11799031,0.13455114,0.10466929,0.08834713,0.11964173,0.024795165
Cdc42se2,1.2849519,1.6103423,1.5410222,1.5735191,1.7746806,1.6713756,1.7205521,1.7027893,1.8909905,1.2288857,1.4189615,1.571525,1.4796423,1.7018374,1.3575665,1.4645373,1.695671,1.5066545
Lyrm7,0.082057424,0.028665615,0.034685,0.0350914,0.06314256,0.016138375,0.0062618754,0.016676458,0.019401047,0.023803182,0.018072525,0.0202189,0.034266606,0.022415524,0.019709427,0.013762744,0.033938136,0.021398699
Tnip1,1.5619628,1.471949,1.712057,1.5163974,1.5360944,2.0407495,1.3712907,1.5923421,1.386174,1.2693602,1.5847733,1.8182492,1.6493384,1.6149422,2.2708526,0.75448585,1.6171303,1.4592147
Anxa6,0.95601785,1.3071889,1.1847483,1.1442041,1.1147312,0.95402926,1.2333951,1.5439435,1.698443,0.9077959,1.2497246,1.1993903,0.97659993,1.061954,0.78179157,1.3714774,1.243218,1.1235628
Ccdc69,0.15964365,0.19302242,0.15293126,0.18679126,0.15139845,0.07654365,0.08956008,0.09123474,0.112226605,0.1542328,0.17603108,0.18756971,0.16843444,0.13426581,0.08156995,0.15945284,0.088013195,0.1578517
Slc36a3,0.17043555,0.17008919,0.19289052,0.1889608,0.2370403,0.083793364,0.16460417,0.06787998,0.054758895,0.04980254,0.08007253,0.07596105,0.071161255,0.11861789,0.06556918,0.03720762,0.07598238,0.052910164
Atox1,0.13302596,0.13007408,0.1379815,0.122552596,0.14971383,0.06657318,0.119659945,0.082305424,0.102329426,0.12771058,0.08901748,0.11333106,0.07556898,0.101370476,0.069935516,0.07289293,0.110338874,0.014990235
Fam114a2,0.11093794,0.11062429,0.11433975,0.09939477,0.12886566,0.16337839,0.14473936,0.16037203,0.15137026,0.14580713,0.11177634,0.14245704,0.10533544,0.113157116,0.1404895,0.14094098,0.12943459,0.10069973
Gemin5,0.17255358,0.08524368,0.13017994,0.14267297,0.12474065,0.09657147,0.08552369,0.075542204,0.090461984,0.1986466,0.09522471,0.15515482,0.16685365,0.13678506,0.09503347,0.11635997,0.090825066,0.12866929
Zfp672,0.16745508,0.1308119,0.15269735,0.15154526,0.15453327,0.11044374,0.16242866,0.13140655,0.14946857,0.16545272,0.15933517,0.15704544,0.14440297,0.18373369,0.14503495,0.18205766,0.17796503,0.053117458
Zfp39,0.052224133,0.0706803,0.068512015,0.061116602,0.05650082,0.038891762,0.057726078,0.01596082,0.015600442,0.045048792,0.07209756,0.09585191,0.090442814,0.06964498,0.03434434,0.03444042,0.070943594,0.0
Rnf187,0.0329999,0.02602606,0.02639712,0.022337832,0.014097844,0.03587946,0.035452984,0.028117958,0.04687717,0.016455064,0.036375325,0.018143266,0.022281975,0.025051765,0.038126558,0.036362067,0.02035164,0.0594079
Guk1,0.025331762,0.031374395,0.030046605,0.024672298,0.029570144,0.014977604,0.039647378,0.009352623,0.014398203,0.0224812,0.013053233,0.0214403,0.018562054,0.032512967,0.022598846,0.030337024,0.017735709,0.015888076
Arf1,0.21285945,0.22965072,0.23684135,0.2220855,0.2618619,0.17751275,0.10799485,0.18978657,0.19328474,0.2334635,0.2281547,0.26665026,0.22196631,0.22223145,0.24311075,0.19840696,0.2894493,0.22828183
Snap47,0.06944843,0.036714524,0.047170345,0.04948045,0.048499577,0.06519817,0.036621682,0.02222797,0.021122571,0.09313047,0.0393859,0.052526593,0.041026566,0.042286985,0.06467284,0.04118525,0.024111066,0.06801084
Zfp867,0.057005536,0.03525511,0.03425164,0.031037645,0.053649977,0.05294195,0.06827234,0.019153506,0.017412016,0.017064666,0.039961815,0.064088054,0.01581518,0.04211466,0.024395365,0.023018874,0.016699232,0.0
Zkscan17,0.045877762,0.038025577,0.04453752,0.026450524,0.053378362,0.030623002,0.045652106,0.034101713,0.03947306,0.07452414,0.054580778,0.04742411,0.059438955,0.023453506,0.03767164,0.029421173,0.029457636,0.037385367
Flcn,0.02530962,0.030735178,0.04132977,0.021790652,0.03399307,0.03276843,0.052602645,0.049300183,0.046547882,0.02611945,0.032861087,0.04835437,0.025137356,0.033529367,0.046778552,0.030618334,0.033237267,0.034489915
Cops3,0.8468355,0.6444846,0.73882085,0.79383737,0.7388643,0.4735495,0.38186142,0.3115646,0.2530494,0.8077187,0.62150866,0.7696845,0.8247812,0.6678361,0.50625354,0.28152522,0.43573195,0.6180664
Srebf1,0.062004536,0.03556596,0.0536695,0.057563607,0.07198547,0.053452548,0.025264412,0.030640595,0.029892718,0.07425473,0.03747958,0.05919393,0.06006463,0.055727698,0.06176663,0.0228556,0.05843123,0.04847619
Tom1l2,0.08570121,0.07263344,0.09000354,0.09740488,0.062573105,0.13759558,0.12721023,0.1643918,0.21112661,0.096693255,0.08452642,0.06453458,0.083915636,0.088520125,0.19226412,0.24249505,0.17475876,0.13903767
Atpaf2,0.0526197,0.052409325,0.06382732,0.043470725,0.052718993,0.047189355,0.01803314,0.014484729,0.0133696,0.04657792,0.049056273,0.0556453,0.068996914,0.0538611,0.031672228,0.032237962,0.031178039,0.10056483
Flii,0.22839433,0.26617447,0.2681232,0.21088229,0.25622773,0.24036796,0.18960315,0.30241534,0.44914716,0.15918203,0.2142651,0.21233921,0.15306413,0.19059388,0.17793223,0.17703372,0.18376319,0.10994317
Top3a,0.30097628,0.21131149,0.24966018,0.32483104,0.2531024,0.122686364,0.18321848,0.10828675,0.08792616,0.29754025,0.23406863,0.25568348,0.28663763,0.17078386,0.14423418,0.09068009,0.1008788,0.053575873
Shmt1,0.20052989,0.042996522,0.09548952,0.14196014,0.11869042,0.048170008,0.046763018,0.016981991,0.013582541,0.1948127,0.06340581,0.0887334,0.13810593,0.090378895,0.07441447,0.039646454,0.054391637,0.027447475
Tmem11,0.3577495,0.28772536,0.29960465,0.3273529,0.36232188,0.27515942,0.22793837,0.22887838,0.22068769,0.3329442,0.26277944,0.29669186,0.2959283,0.30525237,0.3218321,0.21499863,0.20739359,0.28591678
Natd1,0.066113375,0.056926884,0.05140583,0.06226435,0.057561535,0.022408903,0.029571226,0.03260648,0.04126539,0.05541701,0.07338968,0.048132192,0.068835914,0.058266275,0.046828896,0.03934678,0.08377775,0.14296842
Usp22,0.16278984,0.2373359,0.18995556,0.18228492,0.20723455,0.14595702,0.15106127,0.13893795,0.18144703,0.1543545,0.1504532,0.15264085,0.11366706,0.19539352,0.15921618,0.11673535,0.13254246,0.13258694
Aldh3a2,0.109930076,0.14595029,0.13560843,0.10601191,0.13815756,0.08771386,0.049338523,0.06882521,0.09206638,0.12268202,0.13886847,0.13973999,0.116272755,0.14987421,0.07909686,0.08859736,0.107954554,0.095628045
Prpsap2,0.14580111,0.13167658,0.15044327,0.14255199,0.11716459,0.14944428,0.17189758,0.13942024,0.20526111,0.19844234,0.17047392,0.20395434,0.13346769,0.12986475,0.16023722,0.1528705,0.1040452,0.15109722
Ulk2,0.2737164,0.25555417,0.2513794,0.26715177,0.3299686,0.53586864,0.5624487,0.672243,0.83173966,0.33748794,0.3426973,0.17434359,0.24500045,0.34622443,0.3970808,0.9358074,0.47189197,0.6753465
Akap10,0.9323276,1.367616,1.0933862,1.008132,1.0503362,1.2285329,1.4976164,1.5166225,1.6747326,1.2195592,1.3794513,1.446285,1.1285402,1.3313679,1.1369575,1.2878382,1.2754464,1.0795594
Zswim7,0.13067053,0.060818464,0.10847,0.12231763,0.1252766,0.06604928,0.05651427,0.07011409,0.10493254,0.072808884,0.051390737,0.054058496,0.06868624,0.063125126,0.076243125,0.036981504,0.048421852,0.016801665
Ncor1,2.7371416,2.6369622,2.5328107,2.6996136,2.5306668,3.316784,3.0900633,3.5997787,3.6888833,2.390511,2.2299817,2.0473747,2.048387,1.9722577,2.4056442,2.6541195,2.2723012,2.2076054
Cenpv,0.17617965,0.09900665,0.1390268,0.1616027,0.17384677,0.0973896,0.12002327,0.11531492,0.13156793,0.29493353,0.13296117,0.14943928,0.138622,0.16623789,0.14874844,0.216316,0.13388912,0.051957298
Zfp287,0.07847333,0.077345684,0.07185361,0.06535469,0.08964271,0.0603204,0.0622972,0.09015905,0.110001184,0.09699702,0.061328184,0.052741695,0.0835907,0.056836978,0.0524022,0.12225181,0.051554404,0.087305255
Hs3st3b1,0.07516698,0.12127469,0.092682965,0.072368115,0.13281487,0.18606828,0.042320766,0.37649766,0.31323156,0.051924717,0.14368801,0.10225941,0.08540894,0.16864727,0.06721595,0.18713509,0.1996135,0.10215598
Cox10,0.30371788,0.19445607,0.25882393,0.26279023,0.3032165,0.3188035,0.15087336,0.25111803,0.22281419,0.35743082,0.23063135,0.25488937,0.27885327,0.24227022,0.19432773,0.31158215,0.20508319,0.069116145
Map2k4,0.7412635,0.7583707,0.79108655,0.8419336,0.90204144,0.87867695,1.1158118,0.9593191,0.9325867,0.6607569,0.7302096,0.77267313,0.7772155,0.8991461,0.9063382,0.8786905,1.038271,0.845793
Adprm,0.14226717,0.112650245,0.124373764,0.109262556,0.14999291,0.09554785,0.2154449,0.11634791,0.10988677,0.118243955,0.11140783,0.14515458,0.13735227,0.13559774,0.1412142,0.12391402,0.18359123,0.1115301
Ndel1,0.78068477,1.0682248,0.9425284,0.89995843,0.9454223,1.0036724,1.1758498,0.94782096,1.0845127,0.73201,0.87950534,0.89264846,0.77316993,0.8615937,0.90906584,0.6565588,1.019713,1.1427917
Pfas,0.16433348,0.038217414,0.067641035,0.08923128,0.06385679,0.03934452,0.019299962,0.012900022,0.010984008,0.21244147,0.034727078,0.03736072,0.107503906,0.059633274,0.058698315,0.04928505,0.017828774,0.018604558
Cntrob,0.070198126,0.092254385,0.061848372,0.06225502,0.03392159,0.018816581,0.04290607,0.018432532,0.021019345,0.085511036,0.10857225,0.07311281,0.060052793,0.03211775,0.014215229,0.02044566,0.01276695,0.017147006
Chd3,0.047372345,0.05858436,0.06885328,0.042319454,0.061537817,0.13996772,0.06374978,0.076214775,0.13274392,0.048191696,0.06137346,0.051444273,0.039844103,0.062201638,0.10416337,0.06823647,0.02934232,0.015888076
Kdm6b,0.5000999,0.60383147,0.5605812,0.5270604,0.50109684,0.8282494,0.406806,0.9038294,1.1093138,0.3299044,0.57898986,0.47724915,0.5668518,0.58994937,0.71454585,0.38340688,0.52070576,0.70118636
Wrap53,0.15069525,0.12886275,0.11147709,0.10841681,0.116795614,0.050094776,0.062581,0.06546167,0.074330635,0.1562502,0.09412183,0.10771047,0.093143456,0.09038564,0.042829912,0.062935546,0.04373803,0.021092892
Mpdu1,0.26750278,0.36281142,0.32723594,0.34366634,0.28739378,0.22593592,0.22905324,0.20816165,0.18544541,0.29410386,0.30370685,0.33892855,0.27372894,0.25342405,0.20994784,0.17180113,0.2855105,0.19705966
Cd68,0.008728053,0.0072355596,0.0074063013,0.0037863601,0.01044116,0.016368683,0.0,0.004280809,0.0027670946,0.00031906978,0.0025772743,0.0040285247,0.007142006,0.010108696,0.0011701415,0.0018932044,0.010111761,0.018210217
Eif4a1,0.36113703,0.2638233,0.32177588,0.3517122,0.3595064,0.27127773,0.32675272,0.29574195,0.27805713,0.27456543,0.20068136,0.24073562,0.26820037,0.28268617,0.20557335,0.1332985,0.16435692,0.2777539
Senp3,0.07267646,0.04621341,0.054522593,0.08184214,0.05766004,0.03819915,0.071699016,0.065523066,0.050482832,0.07064417,0.07067413,0.078155026,0.06827585,0.07155322,0.05343195,0.055573776,0.046397105,0.16525641
Polr2a,1.6863797,2.1848752,1.9235232,1.7562631,2.0533392,1.6592007,0.93690306,1.3020254,1.4918522,1.339593,1.802563,1.7519188,1.5729241,1.6870258,1.4940819,0.8744065,1.2809019,1.5317225
Acap1,0.17710105,0.19049615,0.20054062,0.16232412,0.25825584,0.20537391,0.23080018,0.22278869,0.23891327,0.13686548,0.17714238,0.13123383,0.12933232,0.12905997,0.17957488,0.26150835,0.112161584,0.13104634
Eif5a,0.024144387,0.02705807,0.038164973,0.029551817,0.023976032,0.031519856,0.080232136,0.021829825,0.018559976,0.020114606,0.010183327,0.017655142,0.016610358,0.030883886,0.018393464,0.0137973605,0.01395574,0.0433956
Elp5,0.1613852,0.15439403,0.16463017,0.14637402,0.17102154,0.12266108,0.13020064,0.12060681,0.102912396,0.18084534,0.15575129,0.1744296,0.16616592,0.19651598,0.20085296,0.1293595,0.18283473,0.2586959
Acadvl,0.008724099,0.0035623333,0.0033598861,0.0074542016,0.009373279,0.0061345175,0.0008033284,0.004983275,0.0054398323,0.006057191,0.005661712,0.005942605,0.007379906,0.0049934033,0.007875919,0.0042797453,0.0012642953,0.0
0610010K14Rik,0.034876004,0.046716835,0.03767768,0.046274662,0.040940985,0.023280462,0.041834846,0.016019136,0.022289528,0.022569401,0.04098896,0.045206558,0.03433564,0.047956124,0.028955422,0.01686762,0.026454384,0.0
Pelp1,0.093206875,0.042418275,0.05935746,0.050183963,0.05142601,0.04426127,0.008530053,0.019897817,0.030677564,0.14052996,0.05540736,0.101352334,0.07455997,0.05519429,0.039373145,0.03820442,0.03658207,0.017865457
Chrne,0.0128960395,0.0108564375,0.011667565,0.01362287,0.014581505,0.010479443,0.017562026,0.015436085,0.008818654,0.018222617,0.016280487,0.027025849,0.018593544,0.020722687,0.02164403,0.030371498,0.029721608,0.04244581
Slc25a11,0.0027778037,0.0038094071,0.0022900582,0.00096658856,0.0032538017,0.0015487578,0.0017627468,0.0025143935,0.005547843,0.0,0.0031497395,0.001206088,0.004167107,0.006185154,0.0006096354,0.0008563235,0.0024974393,0.0
Pfn1,0.42712513,0.34050602,0.36834672,0.28056878,0.4656853,0.18545878,0.17413765,0.12712346,0.091814704,0.3494374,0.27498713,0.35039508,0.26082042,0.2919048,0.22206725,0.14673676,0.2300138,0.12986337
Spag7,0.06889244,0.06913101,0.056695677,0.053012285,0.049206503,0.039811805,0.00664552,0.012363718,0.0259755,0.091604196,0.048209246,0.07133138,0.04626746,0.047110107,0.034581583,0.013454844,0.038150415,0.0
Camta2,0.037432127,0.053009212,0.04397498,0.02629256,0.06018789,0.06895886,0.04925817,0.06897625,0.08340764,0.048288945,0.0722331,0.060753524,0.04901328,0.048861314,0.040097445,0.13018295,0.07042128,0.086957335
Scimp,0.007243347,0.014354511,0.010242654,0.011545175,0.0049083433,0.0017431828,0.0026015113,0.008812663,0.006354396,0.0010390684,0.007389254,0.01008593,0.00634574,0.012739339,0.007744837,0.029941235,0.026367439,0.020778343
Nup88,0.20483004,0.16580753,0.18047191,0.17996238,0.17180029,0.11477593,0.1372593,0.08992796,0.09554325,0.19368818,0.14517717,0.15060836,0.17136252,0.12966797,0.13961758,0.103871025,0.12268481,0.23031606
C1qbp,0.0026614633,0.00013668703,0.0010342768,0.0029030524,0.0018991788,0.0,0.003603742,0.0009256776,0.00013784225,0.0029031856,0.0020924234,0.0022824397,0.00023045861,0.0006325181,0.00088286743,0.0,0.0,0.0
Dhx33,0.092856,0.03345118,0.055032887,0.05871721,0.06102027,0.050221782,0.051702425,0.03074963,0.025483571,0.08708428,0.03795565,0.06550715,0.079462245,0.066319875,0.047914196,0.036663614,0.06917597,0.10885118
Derl2,0.121147506,0.10488043,0.107616656,0.12774357,0.09996026,0.048881598,0.057788942,0.043702483,0.033117764,0.14193195,0.13359849,0.12325274,0.10670114,0.0759398,0.043076023,0.031553105,0.04331988,0.0472147
Med31,0.0028923936,0.0073799277,0.00543066,0.006044811,0.0020779322,0.0018818617,0.0,0.002233265,0.0012107857,0.0011400819,0.0041310024,0.0076027573,0.0099197645,0.005012982,0.010974449,0.0057336157,0.014339252,0.0
Cyb5d2,0.020934803,0.012669315,0.014301691,0.023535158,0.017974678,0.0153718665,0.021071559,0.009852807,0.0066348324,0.040652256,0.024567535,0.037848495,0.026891727,0.035458926,0.02325199,0.01868739,0.015723605,0.037209116
