,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,Act-Cl13_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Ube2b,0.93078643,0.9300989,0.9281238,2.05063,2.05063,0.6818317,1.0713223,1.0805995,0.99571896,1.4671891,1.4648308,1.4697207,1.397093,1.3792396,1.4877611,1.344081,1.2984494,1.4292601,1.4780903,1.4074898,1.5959138,1.9625187,1.9093823,1.9766351,1.3077661,1.638838,1.3001201,1.8761123,1.8758334,1.859152,1.6031255,1.6024863,1.9272501
Foxk2,0.31891897,0.31882364,0.32007137,0.12762894,0.12762894,0.36703172,0.30707693,0.3017582,0.36426222,0.21962161,0.21571103,0.22381936,0.2080774,0.211974,0.18828878,0.24992578,0.23974976,0.26892102,0.25678915,0.25673562,0.25687847,0.21420792,0.18419652,0.22218087,0.3804378,0.21529767,0.38425165,0.20727566,0.20741017,0.21033154,0.28526136,0.28563222,0.20031096
Smad4,0.9521429,0.9515131,0.9521974,1.3121866,1.3121866,1.2351707,0.5200678,0.52396595,0.5658126,0.5847222,0.5803396,0.58942664,0.52473956,0.5150273,0.57406276,0.5173974,0.5246855,0.503793,0.53682244,0.5271478,0.55296814,0.66282177,0.67325133,0.660051,0.58529556,0.58076525,0.58540016,0.8282695,0.83101565,0.68194723,1.0856632,1.0858643,1.1347193
Zfp36l2,0.0094367275,0.009447201,0.009480222,0.0064337114,0.0064337114,0.0,0.006200652,0.006537082,0.010826504,0.009348293,0.012143146,0.0063482015,0.005898883,0.006255559,0.004087528,0.0073657245,0.00968258,0.003040928,0.005970094,0.0066630454,0.004813645,0.003956966,0.007449794,0.003029047,0.011043963,0.0,0.01129902,0.014219428,0.014358311,0.007734351,0.017474303,0.017510938,0.01604977
Nfkb2,0.10714541,0.107204124,0.10696831,0.14565022,0.14565022,0.2707329,0.10185411,0.104053535,0.1326186,0.13104361,0.14250068,0.1187452,0.13010894,0.13266923,0.11710666,0.11026701,0.1106247,0.10959933,0.103804335,0.11137596,0.091168255,0.11775049,0.1199484,0.11716658,0.094494335,0.15611467,0.09307123,0.16264445,0.1632193,0.12532645,0.120824054,0.12081155,0.084525414
Padi2,0.1492648,0.14943045,0.1498374,0.11491586,0.11491586,0.3630258,0.08652971,0.09092024,0.11068365,0.1521025,0.21067151,0.08923252,0.1585463,0.17085381,0.096043505,0.1329316,0.15133402,0.09858046,0.18322816,0.21918295,0.12322413,0.06364075,0.10083863,0.053758603,0.26886326,0.18180203,0.2708739,0.22309276,0.22397394,0.16146855,0.25472814,0.2546549,0.30485338
Psip1,0.6494933,0.6499124,0.6499959,0.36634943,0.36634943,0.57762647,0.8401831,0.8388474,0.7828843,0.46979377,0.45600763,0.48459223,0.5610917,0.5680495,0.52575713,0.699185,0.6999284,0.6977974,0.5685926,0.6057817,0.5065287,0.3951579,0.406713,0.39208815,0.4891539,0.4121405,0.4909325,0.3238091,0.32363045,0.3403434,0.46299827,0.46344566,0.29944524
Baz1a,0.8714153,0.8713944,0.8724648,0.93376195,0.93376195,1.0445442,1.9763741,1.9371083,2.1408675,1.845324,1.6776667,2.025293,1.7983559,1.7729709,1.9272723,2.084294,1.9963856,2.2483897,1.9874519,1.8684139,2.1861112,1.8666255,1.7579607,1.895494,3.2919781,2.700891,3.3056293,1.951196,1.9513283,1.9417151,1.8605878,1.8594507,2.2003896
Gtf3c4,0.004090833,0.0040953737,0.004053318,0.013562774,0.013562774,0.0,0.014055357,0.0137644475,0.013242669,0.010910403,0.009632884,0.012281736,0.012050172,0.011518366,0.014750913,0.013663928,0.013022267,0.0148616955,0.0113472445,0.0120084565,0.010243765,0.008916543,0.00681594,0.009474597,0.0047981967,0.0037451205,0.0048225173,0.0025851,0.0026116157,0.0008092502,0.000110645495,0.00011087746,0.0
Arntl,0.40198043,0.40174833,0.4018588,0.3572874,0.3572874,0.27907148,0.23673943,0.23446569,0.27669218,0.39962503,0.3677938,0.43379375,0.24561957,0.23846707,0.28194308,0.29154566,0.2561976,0.3575287,0.3280843,0.2850249,0.39994496,0.5219531,0.63172007,0.49279198,1.0222383,0.7014951,1.0296457,1.1509883,1.1559314,0.88304675,1.5084895,1.5082742,1.4466927
Hif1a,0.71746576,0.716913,0.7092957,1.0478818,1.0478818,0.70365256,3.6959198,3.6033752,3.8021917,3.317887,3.0264723,3.6307015,3.3328247,3.2549329,3.7283936,3.294265,3.1373289,3.5872128,3.241345,2.932694,3.7564447,5.329389,3.9569342,5.694001,3.4018302,3.3685849,3.402598,2.5701292,2.5594172,3.175423,1.886255,1.8858718,1.8416445
Thrap3,1.1031963,1.1028454,1.0986329,1.9685519,1.9685519,1.5375372,2.1509402,2.150856,1.996176,2.0106983,2.091387,1.9240844,2.0576072,2.0703967,1.992656,2.3215685,2.3748038,2.2221959,1.9468801,2.005401,1.8492161,1.7116083,1.6989942,1.7149595,1.5029482,1.5300243,1.5023228,1.6138833,1.6132739,1.6414703,1.6752532,1.6745514,1.9150138
Pcmt1,0.40483195,0.40504798,0.40395784,0.46645793,0.46645793,0.3697699,0.96530205,0.96281606,0.85934216,0.82842743,0.81728244,0.8403908,0.9191274,0.90685344,0.98146003,0.86297894,0.86085826,0.8669376,0.8274905,0.86847717,0.75908893,0.49516752,0.49583176,0.49499106,0.6212458,0.5410483,0.6230979,0.4101766,0.40884963,0.4888391,0.4617098,0.46160918,0.4251728
Trim27,0.10110006,0.10110154,0.10181579,0.04998452,0.04998452,0.063358635,0.10277461,0.102861404,0.098946825,0.06969714,0.06844195,0.0710445,0.08052361,0.08112172,0.077486165,0.085596286,0.08954087,0.078233056,0.09043692,0.097253345,0.07906116,0.048136473,0.05483449,0.046357047,0.08494414,0.09198851,0.084781446,0.050707433,0.051209968,0.018534344,0.05431288,0.05432763,0.053434715
Rest,0.078816235,0.07890371,0.07924246,0.05342209,0.05342209,0.03884794,0.0734366,0.072522454,0.07886996,0.08901581,0.09155708,0.08628793,0.07047062,0.06643047,0.09098827,0.06308037,0.05746369,0.073564835,0.08619252,0.084293455,0.08936182,0.121034406,0.09216895,0.12870292,0.06662365,0.060515426,0.06676472,0.06523311,0.06479584,0.0983638,0.05866178,0.058616042,0.07444097
Taf6,0.03284619,0.032800924,0.032913998,0.022880461,0.022880461,0.0,0.07870475,0.07788751,0.072885156,0.06799343,0.06568009,0.07047665,0.06716873,0.06678668,0.06910895,0.07292572,0.07932763,0.060975473,0.056902938,0.060925793,0.0501893,0.036786247,0.030806633,0.03837482,0.049754284,0.024780525,0.050331045,0.029322263,0.029310314,0.028517967,0.027830921,0.027758433,0.041605316
S1pr1,0.6059366,0.6059774,0.6079624,0.5890922,0.5890922,0.6333877,0.33696452,0.3401092,0.34587017,0.43328834,0.48458445,0.37822536,0.44434902,0.43996367,0.46661967,0.29381967,0.3099623,0.2636867,0.38247907,0.37213388,0.39974388,0.22993073,0.2659623,0.22035843,0.28057942,0.18650734,0.28275198,0.21808143,0.21795917,0.2357356,0.15794791,0.15777597,0.2515453
Bcor,0.5390397,0.53914404,0.53939116,0.22773162,0.22773162,0.12564763,0.3006667,0.30470207,0.2543024,0.19081418,0.20101893,0.17986006,0.21881919,0.22848108,0.1697519,0.24043225,0.25005922,0.2224619,0.22289602,0.24711117,0.18248399,0.26091793,0.24467462,0.26523322,0.15674846,0.1642877,0.15657434,0.20298588,0.20361161,0.1652667,0.17352337,0.17331451,0.19907154
Cd80,0.003328098,0.0033317918,0.0028848753,0.009378971,0.009378971,0.0,0.22838172,0.21302827,0.29428038,0.31112552,0.19824617,0.43229407,0.2367322,0.21317904,0.35634536,0.19442542,0.16374964,0.2516869,0.26855403,0.20882112,0.3682407,0.2890607,0.23258471,0.30406436,0.7531648,0.48014176,0.7594702,0.21819444,0.21428503,0.4596241,0.2643989,0.26430145,0.3199469
Fbxo7,0.21533549,0.21540241,0.21300927,0.23103543,0.23103543,0.100114025,0.35965377,0.3584348,0.30994338,0.33516997,0.3417298,0.32812843,0.36045733,0.35545072,0.38588312,0.40177855,0.40545377,0.39491808,0.34347555,0.33664423,0.3548762,0.29366124,0.24922448,0.3054665,0.1713943,0.15859921,0.17168981,0.19647495,0.1962312,0.21158303,0.17239727,0.17234135,0.15213764
Gtf2ird1,0.13314053,0.13316603,0.13391122,0.031208599,0.031208599,0.0,0.16167298,0.16273512,0.12418036,0.04235965,0.03405165,0.05127774,0.06881053,0.06825241,0.07164493,0.06939694,0.06950514,0.06919498,0.04842739,0.04525474,0.053722143,0.049556106,0.042931285,0.051316082,0.033654243,0.043709584,0.03342202,0.0085889865,0.008559523,0.009959034,0.009983429,0.009948409,0.017791944
Cd274,0.69132847,0.69119656,0.68634206,1.3984563,1.3984563,0.44149435,0.89548874,0.8853995,0.8725542,1.2222452,1.0961602,1.3575892,1.1581423,1.1184177,1.3598809,0.97222245,0.89794046,1.110882,1.1724813,1.0348531,1.4021655,1.7482463,1.6019084,1.7871231,1.3852254,1.2777848,1.3877068,1.2523183,1.2483711,1.4621426,0.7789744,0.778415,0.81186193
Ankrd10,0.4591793,0.45912164,0.46137106,0.28107116,0.28107116,0.34278017,0.4969968,0.49942395,0.47387227,0.3163234,0.32717723,0.30467254,0.39379063,0.39820886,0.3713529,0.4427598,0.4461671,0.43639952,0.42258236,0.44991034,0.37697545,0.34649396,0.34810793,0.3460652,0.32357356,0.45692128,0.32049394,0.34655738,0.34674102,0.32962203,0.5405366,0.54064494,0.5223608
Cnbp,0.4817777,0.48204812,0.4808801,0.80649304,0.80649304,0.43031192,0.59709066,0.59067774,0.6123475,0.47219047,0.4817442,0.46193516,0.5148168,0.525921,0.4584252,0.5377954,0.54012954,0.53343844,0.5372277,0.547313,0.52039653,0.4755991,0.45819208,0.4802235,0.4493226,0.5397341,0.4472346,0.61154723,0.61357814,0.5046517,0.5923053,0.59267986,0.52318776
Rara,0.19129992,0.1912916,0.1915787,0.20508663,0.20508663,0.16792971,0.13688226,0.14261861,0.103200346,0.12351601,0.14033338,0.105463676,0.14731374,0.15719765,0.09711898,0.11907841,0.13882245,0.082222864,0.1353837,0.1544412,0.10357912,0.083728746,0.112631746,0.07605026,0.066638164,0.10252496,0.06580938,0.17866501,0.17921013,0.14612739,0.24392161,0.24406539,0.22283188
Tnfsf8,0.51688266,0.51677597,0.5169372,0.46320286,0.46320286,0.7195606,0.20390052,0.16629146,0.5242103,0.27845246,0.093499385,0.47698736,0.14255694,0.10781714,0.3189806,0.24515568,0.15017232,0.42245796,0.143031,0.07279512,0.26024586,2.631073,1.8233641,2.8456523,0.15811196,0.08284183,0.1598503,0.07248058,0.07074291,0.18399446,0.013358084,0.013386088,0.0
Klf13,2.7528741,2.752824,2.7645366,1.5526485,1.5526485,1.6006706,0.7544849,0.7618603,0.8910057,1.1980048,1.2789881,1.1110746,1.0894892,1.1033394,1.019152,0.91885746,0.94811165,0.8642496,0.9927738,1.0024587,0.9766109,0.90160435,0.9489614,0.88902324,1.0436642,1.0927451,1.0425307,1.1648089,1.1657124,1.1035318,1.4562751,1.4563705,1.32047
Mta3,2.384034,2.3844013,2.3932269,1.0895618,1.0895618,1.8745615,0.911506,0.91877264,1.013506,1.3424616,1.4036889,1.2767382,1.1142305,1.1274227,1.0472355,0.9116228,0.9507104,0.8386592,1.2874115,1.3052442,1.257651,0.9896458,1.0746427,0.96706516,1.9017638,1.3676243,1.9140996,1.490522,1.4945365,1.2860273,1.5665934,1.5669403,1.510072
Ppard,0.3606369,0.3606557,0.36123404,0.31381792,0.31381792,0.46426085,0.10616729,0.1067274,0.16190217,0.1522779,0.13880922,0.16673563,0.12972999,0.12960199,0.13038,0.108714685,0.11443901,0.09802928,0.110452585,0.10926658,0.11243188,0.18536192,0.20935053,0.17898901,0.30765998,0.18907867,0.31039858,0.2623658,0.26358223,0.18751511,0.2627052,0.26301315,0.22759822
Men1,0.0802416,0.080330655,0.08042337,0.06875892,0.06875892,0.08339295,0.2180159,0.21940869,0.1743575,0.12569392,0.1411965,0.10905291,0.16535118,0.17170212,0.13309838,0.14515536,0.15419202,0.12828691,0.13644074,0.14819738,0.11682037,0.06377956,0.058716618,0.06512461,0.09662988,0.06990911,0.09724699,0.07119773,0.07104638,0.076810315,0.07201066,0.07192196,0.09655036
Bmpr1a,0.106878005,0.1068458,0.107407056,0.028152924,0.028152924,0.30061597,0.07762982,0.077638045,0.10849606,0.025125572,0.02764593,0.022420133,0.034513716,0.03469937,0.033570886,0.04405778,0.046111517,0.04022413,0.034133654,0.037658077,0.028251834,0.027702665,0.018867426,0.030049872,0.033433486,0.005441275,0.034079958,0.031393427,0.03090105,0.0664905,0.03804653,0.037934158,0.061098326
Tfrc,0.37641463,0.3765751,0.37795043,0.3003596,0.3003596,0.61242205,0.31461152,0.31622726,0.32464707,0.26081306,0.29148155,0.22789246,0.30235088,0.31110466,0.25789535,0.3027487,0.31159407,0.2862374,0.24316137,0.2628977,0.21022393,0.15114091,0.18567729,0.14196584,0.14711119,0.09819314,0.14824094,0.14745504,0.14725699,0.16025704,0.119114846,0.11912187,0.07717519
Kdm5b,0.6513884,0.6515637,0.6525666,0.57368463,0.57368463,0.5127664,0.09377384,0.097253434,0.14420897,0.050015673,0.04802498,0.052152548,0.08463539,0.086337194,0.07599291,0.048389412,0.04328632,0.057915185,0.14263451,0.1110208,0.1953938,0.30975404,0.30282983,0.31159356,0.22943354,0.27120534,0.22846884,0.31026322,0.31045398,0.29512575,0.34754747,0.34809366,0.1725617
Cd6,0.67982996,0.6801156,0.6791972,0.90638304,0.90638304,0.79170567,0.46973953,0.46924815,0.53385115,0.8686683,0.94664633,0.78496397,0.7215002,0.72529703,0.7022184,0.7266552,0.69178045,0.79175466,0.87705356,0.797447,1.0099069,1.1907247,1.2860093,1.165411,0.93817884,1.192426,0.9323071,1.505973,1.5095712,1.3063016,1.6707678,1.6713043,1.5125657
Sp100,4.3223495,4.3223867,4.3346763,2.1500466,2.1500466,4.8481297,1.8600681,1.9113362,2.0543742,2.490142,2.6617727,2.3059077,2.2513132,2.3261178,1.8714241,2.0291357,2.1649413,1.7756318,2.5195036,2.6025813,2.3808572,2.6603014,2.9483902,2.5837665,4.269847,3.2613351,4.293138,4.425246,4.4404535,3.5831654,5.222953,5.226467,4.4057384
Upf1,0.039499696,0.039492212,0.039149072,0.07413726,0.07413726,0.020453487,0.10014927,0.101203926,0.08051155,0.09073819,0.09560399,0.085515074,0.09599465,0.09609942,0.09546258,0.12488268,0.11645904,0.14060684,0.10672084,0.106654,0.10683238,0.0766168,0.07786084,0.07628631,0.063986436,0.06076775,0.06406077,0.079554014,0.07965015,0.07524203,0.08667063,0.0864562,0.12596974
Zfp280b,0.060764033,0.060831476,0.060834486,0.046786156,0.046786156,0.0756976,0.21778765,0.21596324,0.19344726,0.14640556,0.13864465,0.1547364,0.18235716,0.18165535,0.18592128,0.1930133,0.19320731,0.19265114,0.1861392,0.19395794,0.17309071,0.13533743,0.14011815,0.13406736,0.09838147,0.08400499,0.09871349,0.10568443,0.10596261,0.09211523,0.10027847,0.100454345,0.010923323
Irf4,0.047404587,0.0474572,0.045850854,0.42272115,0.42272115,0.14508241,1.178403,1.2086298,0.7596704,0.9208329,1.0991648,0.7294053,1.2204419,1.2838085,0.8986393,0.9619106,1.0699456,0.76024544,1.1914183,1.3164941,0.9826826,0.6439597,0.7577451,0.61373097,0.40526935,0.8182467,0.39573178,0.7186519,0.7138115,0.9919771,0.264428,0.26418188,0.29299313
Kat2b,1.6755738,1.6758033,1.6765437,1.1171837,1.1171837,1.158128,0.5373732,0.5337174,0.6790368,0.58388734,0.5556388,0.61421025,0.4889016,0.5049436,0.40743315,0.5051533,0.5127902,0.49089777,0.51441693,0.5293503,0.4894951,0.6152685,0.66913605,0.6009579,0.92431355,0.6367301,0.93095523,0.86747146,0.8714488,0.6112387,0.8568346,0.8571834,1.0314587
Cd5,0.61952734,0.61965877,0.619598,1.2915232,1.2915232,0.6721882,1.0342257,1.0510089,0.8692349,1.596179,1.6486253,1.5398813,1.5061514,1.5177888,1.447052,1.45646,1.4103681,1.5424982,1.6173452,1.6130389,1.6245319,1.987177,2.0723708,1.964544,1.137046,1.6208231,1.1258733,1.8814327,1.8791609,1.9834042,1.4623209,1.4605843,2.078072
Supt16,0.44751963,0.44769305,0.4472004,0.49074247,0.49074247,0.498181,1.1922507,1.1831987,1.1464416,0.7611035,0.7758229,0.7453033,0.84646195,0.8418766,0.8697479,1.0864257,1.0979837,1.0648504,0.8435184,0.866955,0.8044057,0.46067864,0.48727784,0.45361218,0.43724382,0.39554754,0.4382068,0.41790146,0.41674152,0.49823833,0.42351136,0.42329252,0.4681924
Hdac6,0.026922889,0.026952771,0.027043743,0.03547121,0.03547121,0.05488937,0.043740727,0.044523887,0.037012264,0.05349609,0.060200855,0.046298966,0.052972253,0.05366331,0.049462773,0.04808227,0.048651524,0.047019668,0.046325017,0.048470136,0.042745087,0.025503248,0.024842743,0.02567872,0.0098393,0.01486511,0.009723231,0.015131582,0.01504505,0.01968648,0.012194978,0.012220545,0.0
Ccr6,0.00021870912,0.00021895186,0.00019925904,0.0013197188,0.0013197188,0.0,0.004150959,0.002791963,0.013563351,0.005035974,0.0021701357,0.008112263,0.0024406712,0.001929953,0.0050343187,0.001513847,0.0006179509,0.0031861865,0.0013415236,0.0012250113,0.0015359678,0.10155813,0.0255558,0.12174922,0.00093242264,0.0,0.0009539567,5.3611348e-05,5.443263e-05,0.0,0.0,0.0,0.0
Rora,0.30006325,0.30005512,0.29311275,0.6373026,0.6373026,0.41148376,5.239671,5.1447506,5.1150537,6.1430464,5.132084,7.2282476,5.798731,5.350308,8.076015,6.326129,5.49936,7.8694315,5.369752,4.571607,6.701755,7.2532053,7.09941,7.2940636,5.081559,4.7376013,5.089503,8.431304,8.4344225,8.183819,8.625211,8.624298,7.7071424
Pirb,0.0017133494,0.001715251,0.0016613122,0.00032946817,0.00032946817,0.0,0.003339853,0.0029047604,0.0057085035,0.0019764027,0.003613057,0.00021956205,0.0063852943,0.006381678,0.0064036613,0.0009891158,0.0014330252,0.00016048468,0.002750876,0.0039255237,0.0007905366,0.00084247085,0.0018572715,0.00057287473,0.00047250514,0.0,0.0004834175,0.0005088361,0.00051663106,0.0,0.00015983613,0.00016017121,0.0
Mafk,0.030900389,0.030934686,0.031066613,0.043579143,0.043579143,0.07879014,0.034894902,0.0352715,0.042245775,0.049004067,0.058447454,0.03886721,0.044598013,0.04765766,0.029059812,0.037834644,0.034853105,0.04340018,0.040604603,0.035630174,0.048906296,0.05474998,0.06694572,0.05151001,0.06449257,0.043267697,0.06498275,0.053679585,0.053603813,0.059917282,0.03696309,0.03704058,0.01604977
Zfp207,0.6521313,0.65218735,0.6507354,0.65684247,0.65684247,0.6310049,1.2912925,1.2853281,1.1845627,1.0548543,1.0700431,1.0385501,1.1955744,1.1951168,1.197898,1.0812619,1.0619944,1.1172278,1.1466573,1.1727531,1.1031069,0.94687545,0.8553144,0.9711999,0.95561934,1.0590827,0.9532299,0.67919314,0.67682517,0.81014675,0.66239583,0.66241115,0.58809257
Deaf1,0.21548314,0.2155236,0.21651046,0.15997636,0.15997636,0.23445037,0.18891051,0.18949321,0.20202543,0.18084906,0.1915018,0.16941406,0.1567419,0.15941699,0.1431567,0.22782117,0.23220788,0.21963266,0.15761973,0.15825298,0.15656288,0.15886025,0.1684312,0.15631759,0.18017264,0.16243489,0.18058228,0.19747385,0.19767517,0.18294366,0.20154634,0.20161039,0.21119064
Prmt7,0.2298997,0.22994705,0.22993976,0.16064712,0.16064712,0.11903379,0.17622462,0.16965467,0.21046154,0.09411487,0.08245815,0.106627576,0.12054599,0.11707041,0.13819648,0.14587812,0.14468361,0.14810786,0.15354057,0.1488026,0.16144764,0.12906961,0.10038629,0.13668975,0.20442653,0.13647647,0.20599581,0.09093744,0.090378016,0.13167828,0.06364861,0.063427836,0.18470764
Mbd1,0.10511198,0.10501545,0.105347276,0.063726485,0.063726485,0.06734659,0.14991446,0.15019105,0.13026124,0.12434368,0.13125582,0.11692394,0.15691952,0.15699305,0.15654615,0.1314632,0.13043164,0.13338879,0.16256666,0.17039809,0.14949699,0.14664708,0.14588101,0.14685059,0.14419232,0.13254923,0.14446123,0.109901875,0.10970167,0.11895634,0.08880507,0.088817544,0.09339258
Mllt10,2.9345276,2.934774,2.9375618,2.269008,2.269008,2.2914767,2.0659525,2.0531573,2.2055988,1.7490603,1.741954,1.7566885,1.7102578,1.7402613,1.5578873,1.854176,1.9529194,1.6698552,1.5185252,1.612699,1.3613613,1.7336029,1.8162516,1.7116461,2.1621037,1.7683928,2.1711962,2.0192192,2.0297773,1.3969995,2.2209544,2.2231436,1.5567017
Cd200r1,0.036392577,0.03643297,0.036547553,0.006646802,0.006646802,0.05501792,0.005475826,0.0046802936,0.011493496,0.005241984,0.0017456703,0.008995047,0.004588661,0.0023999999,0.015703624,0.005489456,0.0038553672,0.008539755,0.011478737,0.0059388243,0.020724155,0.0232172,0.021770338,0.023601579,0.02941445,0.011505945,0.029828042,0.004096116,0.0039225533,0.014614002,0.002065845,0.002070176,0.0
L3mbtl3,0.9731183,0.97326535,0.97638136,0.5314875,0.5314875,0.87892866,0.32494503,0.32864508,0.38230187,0.17252363,0.18514393,0.15897655,0.1915288,0.20416097,0.12737718,0.24721302,0.24561995,0.25018674,0.24470827,0.25440386,0.22852755,0.35705897,0.45157608,0.33194914,0.50387305,0.47154725,0.5046196,0.6048879,0.60779655,0.45451173,0.67137945,0.6717015,0.5982759
Cxcr5,0.11762019,0.11769858,0.11711073,0.26339778,0.26339778,0.1190867,0.042702116,0.04233271,0.058605574,0.04270254,0.041352846,0.044151347,0.037301425,0.03767802,0.035388928,0.03340227,0.034108553,0.03208388,0.030400319,0.03040818,0.030387204,0.29351738,0.3009154,0.291552,0.008714502,0.0035373345,0.008834067,0.024306567,0.024423683,0.015784627,0.0075048553,0.0075205886,0.0
Hnrnpk,0.12111159,0.12096723,0.120906465,0.21250911,0.21250911,0.082863785,0.30216587,0.30747986,0.23346,0.18465577,0.18321268,0.18620484,0.2403131,0.25107452,0.18566197,0.24038418,0.25318554,0.2164883,0.2151531,0.22218642,0.20341535,0.2087821,0.22015074,0.20576188,0.15589675,0.21392547,0.15455659,0.17864192,0.17890185,0.16929637,0.15038992,0.15060665,0.13386177
Trip11,1.0384742,1.0384104,1.0392103,0.9205097,0.9205097,1.0310025,0.8221316,0.82217026,0.8680048,0.84102523,0.857872,0.82294136,0.8546093,0.8566285,0.8443552,0.77314603,0.7803487,0.75970113,0.91319025,0.8975827,0.93923724,0.9279727,1.0447986,0.89693624,1.1573855,1.0551035,1.1597476,1.2058325,1.2082149,1.0439676,1.2630416,1.2639357,1.0657473
Phip,1.132237,1.1318692,1.1317481,0.90473527,0.90473527,1.1391246,1.5501021,1.5679361,1.3440808,1.245104,1.2233607,1.2684438,1.2389057,1.2545216,1.1596013,1.4756855,1.5440481,1.3480754,1.1435882,1.2410256,0.98097736,1.0609988,1.2026061,1.0233787,1.1553046,1.0690658,1.1572962,1.0839875,1.087208,0.8905519,1.0095359,1.0100701,1.1600735
Parn,0.42755243,0.4277826,0.430023,0.27718997,0.27718997,0.3746399,0.26646623,0.26284075,0.3256851,0.16555662,0.16297211,0.16833094,0.20458965,0.20610085,0.19691512,0.1959398,0.19347094,0.20054832,0.20323433,0.19203426,0.22192584,0.27341133,0.28517595,0.2702859,0.29149222,0.20283204,0.2935398,0.25216967,0.2526487,0.2238879,0.2614819,0.26142815,0.28591374
Sp140,0.32525787,0.32522067,0.32562,0.19139239,0.19139239,0.16476661,0.18293016,0.18225475,0.19322303,0.20671336,0.22028625,0.19214375,0.20368169,0.21006139,0.17128286,0.17894115,0.1907531,0.15689215,0.28134787,0.26980084,0.3006184,0.21358304,0.22756703,0.209868,0.26485783,0.3139797,0.26372337,0.28226757,0.28244528,0.26718867,0.28849363,0.28853017,0.2859227
