gene_name,0_CD25KO,0_CD25WT,0_P14NAV,1_CD25KO,1_CD25WT,1_P14NAV,2_CD25KO,2_CD25WT,2_P14NAV,3_CD25KO,3_CD25WT,3_P14NAV,4_CD25KO,4_CD25WT,4_P14NAV,5_CD25WT,5_P14NAV,6_CD25KO,6_CD25WT,6_P14NAV,7_CD25KO,7_CD25WT,7_P14NAV,8_CD25KO,8_CD25WT,9_CD25KO,9_CD25WT,9_P14NAV
0610040B10Rik,-0.64967954,-0.47484896,-0.44571552,0.62965083,3.5955477,0.308226,-0.29722232,0.2774147,-0.3681631,0.13362542,-0.30705997,-0.33910644,0.6532108,-0.45178223,-0.31620944,0.5983159,-1.2004024,1.0306512,4.59138,0.1831817,0.27416635,0.57902074,-0.3106179,-0.20416878,0.7999526,-0.35275993,-0.077046625,-0.6087173
Cyth3,1.2558407,-0.42763308,0.08275542,0.34725785,0.110488944,2.707292,-0.7270707,-0.663164,-0.4308877,-0.56494576,-0.28618354,-0.30662316,-0.10168983,-0.5904935,-0.10387307,-0.5173984,0.41015035,-0.7752317,-0.45766243,2.1376426,-0.6684794,-0.6647045,-0.3177678,-0.389052,0.31860417,0.5038748,0.40935117,1.6738448
Pms2,-1.0980297,1.6693295,0.318624,0.10224859,-0.5466563,0.49205709,-0.35053965,-0.63489306,-0.46832788,1.1492487,0.79092395,1.7214084,-0.61148727,0.8510361,1.0331334,2.0838566,-0.40977547,-1.2211462,-0.9177747,0.7631664,-0.8884235,-0.66597456,-0.415369,-0.3840027,-1.2046437,0.10149917,-0.33155793,0.68999034
Tecpr1,0.7048269,-0.7474224,0.2582761,-0.9905551,-0.50107366,-0.36830932,0.53658485,-0.07119515,-0.48207295,-0.53932375,-0.5074816,0.42193934,-1.1892867,-0.9740961,1.1086797,0.6041863,1.9600804,0.80897117,0.39929184,1.449006,-0.8667851,-1.2800292,0.62534416,0.9967779,0.40525734,0.3034931,1.0549238,0.034795344
Trrap,-1.0998583,0.9922638,0.2090273,0.37538278,1.2788329,-0.05264593,-0.70538443,-0.9107801,-0.56015384,-0.2144077,1.1139344,-0.48306394,-0.83329046,-0.5058754,1.2375903,-1.004691,1.1837046,1.176771,-0.8484218,-0.0850427,-0.24320908,-0.5386816,-0.42720684,-0.3457936,0.239642,0.6800011,0.79496086,-0.5343465
Zkscan14,0.09131459,2.785803,0.7080969,-0.58557355,0.60390425,-0.97007734,0.35725585,-0.22289751,-0.5221339,-0.678669,0.10854395,-0.42641634,0.017835528,0.028964363,-0.375912,0.45753047,-0.23934142,0.64146614,-0.7237559,0.5079758,-0.07604636,-0.17160441,-0.39316913,-0.16701514,-0.16273557,-0.5219127,0.3747562,0.50490165
Zkscan5,-0.32704267,-0.21266773,0.108968176,-0.07914931,-0.34466907,0.9054324,-0.13271688,-0.27336663,-0.24363835,-0.4625408,-0.14682508,-0.22952816,0.30657846,0.41814992,-0.13241607,-0.37275606,0.6377593,-0.3703295,-0.25724235,-0.7474804,0.9612106,-0.3740485,-0.22869192,0.021693913,-0.4334284,0.40574914,0.02064394,-0.26933965
B230303O12Rik,-0.18389766,-0.09936472,0.37048018,0.20558923,-0.15917833,-0.22181945,-0.31112415,-0.33140606,-0.1840507,-0.23267303,0.10267224,-0.18303783,-0.23326732,0.2590569,-0.06514205,-0.2576882,-0.44010305,-0.20240112,-0.14848745,-0.45468777,-0.22216971,-0.20767418,-0.19180198,-0.2052136,-0.23268582,0.07516297,0.21163073,-0.1359204
Gm43625,-0.2521981,-0.16085851,0.4314518,0.075268686,-0.24604118,-0.32476544,0.013220809,-0.44252333,-0.20180155,-0.13887514,0.4729854,-0.21045436,-0.45550987,-0.46183702,-0.13236466,-0.33462632,-0.5291325,-0.2765728,-0.20867616,0.65005124,-0.31997192,-0.30288756,-0.20807053,-0.35764614,-0.37330228,-0.10971591,-0.03971014,3.020822
Rnf6,-1.4562105,1.8988911,-0.08787972,-0.91833586,-0.77190524,-0.5229634,1.5071212,0.9436648,0.77837956,-0.5851099,-0.25930768,-0.6099128,-0.6978125,0.4436463,-0.7547311,-1.3379328,0.5058758,0.24665977,1.1020184,-1.6003276,1.3486364,1.0431598,-0.5162117,0.21626212,0.08997842,-0.92323244,-0.45638508,-0.18619959
Usp12,-0.9005619,-0.6778967,-0.20196283,0.56339735,-0.3256688,-0.24420185,0.63236225,-0.35520974,1.7405299,0.1818301,-0.3486226,2.2700965,-0.54189646,-0.14219303,-0.45523024,-0.3927359,0.32636872,0.5698261,-0.7055611,-1.0411158,-0.090429544,0.85035557,-0.3744715,0.6310561,0.11924692,-0.4250396,-0.050423905,2.3385873
Rpl21,1.9054471,1.8751717,5.093214,5.5815578,4.309651,4.419977,-4.24783,-5.0149508,-2.2924182,-1.750584,-1.9951357,-0.30566075,-3.152104,-3.2974598,0.2789963,-0.7536523,-2.2953842,2.1478524,1.1411082,4.0209475,-4.402484,-4.1137137,-1.7344507,-0.4569422,0.07255452,4.437024,3.4383106,2.8622093
Pan3,-0.9666243,1.4291449,-0.030107412,-0.2908946,-0.1583131,-1.5322454,0.224551,-0.17359054,-0.6936403,0.043000296,-0.052350122,1.1910411,-0.16218999,-0.10127088,2.6267316,-0.6300419,1.1201276,1.0073911,0.07916004,0.18332747,0.18646179,-0.05565394,-0.51786417,-0.15168849,-0.5339521,0.7816555,0.08191306,0.3184604
Mtus2,-0.4355802,-0.292093,0.11225267,-0.23761727,-0.48674762,0.19962548,-0.47457823,0.045198597,2.5985334,-0.067912616,-0.6164857,-0.2602118,0.013168353,-0.17750777,6.393916,-0.44077855,0.51424694,-0.5028536,-0.3324644,0.38867405,-0.49956396,0.0293402,-0.2578264,0.8390816,0.005850757,-0.1410698,1.1218865,-0.33366394
2210417A02Rik,-0.17158787,-0.10240809,-0.2697944,-0.1546884,-0.14040123,-0.19847529,1.2488586,-0.32839626,-0.16055037,-0.3517447,-0.4066899,-0.18804492,-0.34587333,1.1448674,-0.11978539,-0.28570244,-0.8109261,-0.1777166,-0.15341018,-0.39945886,-0.23915811,1.1671654,-0.18633597,-0.26360613,-0.29255807,-0.0854587,-0.047586583,-0.1970852
Katnal1,-0.27366385,-0.1967788,-0.10059594,0.75268614,-0.26967373,-0.35149288,-0.13622105,0.2952573,-0.18353337,-0.09140264,-0.41705543,-0.23075694,-0.26969495,-0.20073047,5.637409,-0.40800264,-0.058455873,-0.28659064,4.395881,-0.5763454,0.13115393,0.13984415,-0.21020696,-0.5064164,0.17105378,0.0893466,0.3606583,-0.3693407
5930430L01Rik,-0.22567545,-0.12125822,0.23032355,-0.28211743,-0.2157845,-0.29011998,-0.3492734,-0.38043645,-0.21750097,-0.17842726,-0.18669271,-0.18873666,-0.1993166,-0.1755681,-0.031966724,-0.25814164,1.1620653,-0.26036406,-0.16775294,-0.5664026,-0.24347077,-0.2324315,-0.20457304,-0.20289612,-0.22386396,0.1779092,0.3967781,-0.11137976
Hmgb1,-0.31762835,0.3493328,-2.2910619,-1.2349974,-1.7482656,-4.1530232,-1.4299673,-0.53163373,1.2213382,3.6028965,3.5387044,1.0528445,1.6390742,1.7187691,-0.23191512,1.3321743,2.5238798,0.3518999,-0.6659899,-1.9056934,3.2552967,3.4195478,2.353444,-2.294359,-3.2913837,-2.237214,-2.945247,-2.364741
5730422E09Rik,-0.19912235,-0.13110094,0.13678077,0.19092299,-0.17455651,-0.2386534,0.15134554,0.025652906,-0.16209826,-0.11445714,-0.31892654,-0.20184577,-0.0986843,-0.49924904,-0.16532731,-0.32828853,-0.8327386,-0.20449181,2.2380748,0.7848378,-0.28814822,-0.267296,-0.19219443,-0.34877753,0.64781004,0.44653118,-0.23303337,-0.26193756
Uspl1,-0.81979924,-0.62546116,0.46628955,0.7780183,-0.14596723,-0.15211073,-0.7471556,-0.30534878,-0.41604653,0.16024645,-0.5378858,-0.40559575,-0.72865635,-0.13711444,-0.47157508,0.7801531,-0.4514847,1.0692515,1.6858772,0.33892554,0.9204485,0.32158506,-0.35159704,0.13360445,-0.75624394,0.2603964,0.98933095,-0.85793036
Alox5ap,-0.18516107,-0.12360395,-0.05163384,0.19200686,-0.1556798,-0.21589004,0.6936481,0.84894574,-0.15117945,-0.28272226,-0.3731586,-0.19981413,-0.17389295,-0.36907506,-0.17556025,-0.3276015,-0.7959851,-0.1852665,-0.17539132,-0.40265796,-0.28058726,-0.2586379,-0.187959,-0.34845412,0.9181827,-0.2454223,-0.2910123,-0.2691125
Wdr95,-0.92357755,-0.047487248,-2.6600807,-1.9833847,-1.4212117,-1.7128133,5.1378617,4.5548477,-0.35697877,0.13288777,0.6075733,-0.62862384,2.718967,1.5243726,-1.3407621,-0.39373884,-1.8076731,-1.2426592,-0.13436082,-1.4610177,3.3601558,1.4334891,-0.4197445,-2.0617917,-1.0238192,-1.840907,-3.6222754,-1.8686196
Gm42529,-0.10120005,-0.03906262,0.14418086,-0.019257274,-0.050877552,-0.09237369,-0.19765249,-0.21391633,-0.14221722,-0.15584888,-0.18294798,-0.15980998,-0.117137685,-0.110309415,-0.05063913,-0.20649499,-0.7187165,-0.10125591,-0.09141287,0.33727401,-0.1384347,-0.12253623,-0.16956525,-0.10668319,-0.14781104,0.10469045,0.21083912,-0.0881266
D730045B01Rik,-0.23930149,-0.16017449,0.46550944,0.10872305,-0.22722475,-0.3016216,0.097495,0.22284208,-0.18274607,0.36243373,-0.05989521,-0.212973,-0.17271383,0.07444984,-0.17131229,-0.35249522,-0.9111916,-0.25381374,-0.20951039,-0.52816373,-0.32828107,-0.30818245,-0.20303857,0.31732467,-0.41266856,0.2626918,-0.22780742,-0.28388265
Rfc3,-0.33380517,0.8472093,-0.90313923,-0.7197285,-1.0080087,-1.2096283,-1.2866814,-0.5705703,-0.029532086,1.0571816,-0.40709862,-0.63332856,6.80976,6.5378203,1.9333528,-0.5219383,0.31473476,0.041678123,-1.0357904,-0.42285484,-0.8546354,-0.6533647,-0.31826577,-3.0896645,-2.46059,0.39834437,-2.0847871,-1.6878852
Samd9l,0.84508365,-0.72031987,0.15307936,-1.1216137,-0.4709796,2.6923475,0.0696684,0.6781787,-0.787242,-0.8044236,-0.12405273,-0.62716943,-0.33762345,0.2187208,2.4387403,-0.18935727,0.29653916,0.5358631,0.34440747,-0.114214316,0.51995933,0.51977205,2.8173475,-0.5143072,0.077197924,-1.0701779,0.33299333,-0.64354753
Vps50,-0.87585574,-0.6599329,-0.46121025,2.0805566,-1.052991,1.2898918,-0.53639364,-0.40024093,1.2469945,-0.74957126,-0.16523817,-0.4168308,-0.14826518,0.64317983,-0.45114207,-0.85206485,-0.2583288,1.4367151,1.3200854,0.12462199,0.1144851,0.034621768,-0.3678189,-0.24349299,-0.3956801,0.7000511,-0.19228525,-0.57839143
Casd1,-0.6416376,-0.47638372,-0.46306905,0.3792746,3.5639067,0.3627715,-0.6234251,-0.5362295,-0.35346222,-0.91004384,-0.16969146,-0.34205812,-0.30031925,0.44058663,-0.34976447,0.7964254,1.3600569,0.44469717,-0.51267445,0.3823291,-0.13338633,0.04331155,-0.30712834,-0.21359576,0.1364218,0.2580525,0.991061,-0.6460998
Pon3,-0.07831102,-0.078102015,-0.13288638,0.07149377,-0.008586201,-0.037647933,0.23841138,0.9593495,-0.05054896,-0.73969597,-0.66166306,-0.19262813,-0.09375784,-0.32094562,-0.3099943,2.2078307,-0.47143152,-0.028616177,-0.13783193,-0.09228016,-0.25181878,-0.21766609,-0.15341392,0.46415225,-0.46050188,-0.6522558,1.109792,-0.39148146
Slc25a13,-0.3309477,1.0325567,0.0060656946,-0.14919259,-0.32861292,-0.4164856,-0.4380232,0.34930658,-0.1079451,-0.5842423,-0.2573585,-0.29808822,-0.057402052,0.7448527,3.280563,0.17100988,-0.064441584,-0.2983642,-0.3668828,0.2674274,-0.6276681,-0.5820964,-0.21255839,1.4375271,0.33869648,1.6651223,-0.6635111,-0.81578183
C1galt1,0.8082438,-0.7789899,-0.06546696,0.4016329,-0.4352444,0.5509699,-0.32984763,-0.2801667,-0.35568294,0.48826733,-0.18147297,-0.48971924,0.2175475,0.72541076,2.6809807,-0.7057908,-0.04998219,0.8294759,0.6366502,-0.8208295,1.1745216,0.85728407,-0.36528596,-0.68791175,-0.72361326,-0.7209362,-0.11994882,-0.3103875
Glcci1,-0.51900893,-0.38332957,0.48919064,-0.2196729,0.9233583,0.14420347,-0.85955286,0.11628376,2.9187021,-0.39491466,0.36766872,-0.3050548,0.71764314,-0.14434503,-0.3110813,-0.5825557,-0.8205314,-0.5805388,-0.42398322,-0.27102563,0.7088783,-0.63702744,-0.27480644,0.82184076,0.8640367,-0.011561169,0.24204977,-0.55458033
Phf14,-1.6827031,-0.7713918,-0.18984373,-0.6488644,0.5802588,-0.21705884,0.19186616,0.40975782,-0.84722686,0.58885866,0.5165151,-0.8522253,-0.36006966,-0.45450178,-1.341687,1.6666192,0.73925924,0.01772089,0.68803066,0.13305444,0.46340802,-0.32451656,0.8788655,-0.6248526,0.47043747,-1.0623146,0.07638384,1.1290436
Tmem106b,-1.2000229,-0.9638305,-0.7810823,-0.5028332,-0.13818021,-0.6299751,1.6232454,1.0700598,-0.5205584,-0.0635505,-0.14284706,-0.5554313,-1.5329161,1.0901641,0.92821133,0.74716127,0.13289434,-0.7283368,-0.9876719,0.01774864,-0.3365221,0.5939227,3.1157868,0.7330525,1.1482239,-0.44411892,-0.80146474,-0.66304606
Tmem168,0.9692596,-0.81636095,-0.5158476,-0.052669894,-0.76297176,-0.5574519,-0.023726882,0.8883797,1.3524537,0.13197689,-0.4222826,-0.4839695,-0.07465568,0.56752217,-0.58554125,2.795278,-0.9009931,-1.2127573,0.47815165,0.03767828,0.8237791,0.05082692,-0.41367579,1.3791095,0.3898156,0.67280996,-0.052887157,-1.0833976
Bmt2,-0.93486184,-0.6604509,0.38712832,0.19083741,-0.46952024,1.5439636,-0.49329287,0.68249863,-0.54454446,-0.4528272,-0.17444699,-0.40346807,-1.1226181,-0.07843854,-0.2606023,1.2965368,0.39098594,0.7285874,-0.6818353,-1.1303365,-0.20477684,-0.8014331,-0.39131021,-0.032850433,0.6380692,0.54174185,0.47807118,3.079274
1110019D14Rik,-0.25762844,-0.1612399,0.3683121,0.061600987,-0.25394356,-0.33447888,1.3177874,-0.123637415,-0.20969105,-0.38924208,-0.17585091,-0.20945959,0.0435938,-0.09739881,-0.1164063,-0.3273791,-0.9914139,-0.28608114,-0.20842913,-0.5972372,-0.31670195,-0.3008569,-0.21017258,0.35813543,0.9348119,-0.062527254,0.037478965,-0.22461121
Gm26809,-0.41553733,-0.27608255,-0.31219143,0.7875523,3.4116547,0.341778,-0.08568276,-0.15764529,-0.29000586,0.39100432,-0.40030643,-0.25359946,-0.64294124,-0.03082389,-0.14266916,3.1065335,-0.14882097,-0.47945765,-0.31707367,0.63946724,-0.4758502,-0.4627811,-0.25268734,-0.19765082,0.16359723,-0.11475463,0.6554103,-0.31415316
Gm20186,0.34908357,0.6554028,-0.19895363,1.014105,-0.1653278,1.1485648,0.053539224,0.43619543,-0.6959799,-0.72607416,-0.4447045,-0.45835614,-0.4371675,-0.6403496,-0.21157028,0.7734008,-0.9300595,1.6819187,-0.82863826,0.71788293,0.04775411,0.023717862,-0.4604458,-0.6764027,0.36531326,0.88266355,0.7730185,1.7539146
Pot1a,-0.8755774,1.6426387,-0.2299882,-0.54861605,-0.2226866,-1.2796947,-0.64604414,0.09898968,-0.42882207,-0.17486605,-0.112606406,-0.42882898,1.5886157,1.1395738,-0.5321318,-0.90273166,-0.027515074,1.1146004,-0.7075195,0.7962252,0.3592778,0.22069634,-0.3646681,-0.31232888,0.19404553,-0.41423965,0.61819744,-0.20680472
Prrt4,-0.095806606,-0.043182652,0.17786862,-0.0018512609,-0.04203467,-0.08120068,-0.20826933,-0.21595436,-0.12791608,-0.23827589,0.05136183,-0.16396622,-0.19658928,-0.20220812,-0.08774966,-0.2270307,-0.6789536,-0.08820824,-0.09668066,-0.24267395,-0.15270631,0.55785817,-0.16667049,-0.1492054,-0.19085339,-0.003942121,0.037195582,-0.13075525
Calu,0.41971084,-0.9547208,0.02209121,-0.64700156,-0.78821814,0.99129707,-0.19661513,-0.2705469,-0.40295303,0.34588802,0.8880277,-0.56858504,0.3321151,1.325158,-1.0591345,0.5029232,0.38710818,-1.2015285,-0.98792374,0.16121922,-0.34676757,-0.24524085,-0.41088748,-1.4201014,-0.36382884,0.12440262,-0.3384525,0.7333252
Irf5,0.6236324,-0.25579995,-0.5814711,0.06916609,-0.24058867,-0.311709,0.8107875,0.4928697,-0.08176626,-0.8507592,-0.8447145,-0.2748595,0.1166587,0.64820874,-0.5465083,-0.5998115,-0.6704059,1.5483499,-0.3133596,-0.39504158,1.2107279,0.5358735,-0.19526036,1.6159422,1.1344923,-0.23242137,-1.3302647,-0.74349827
Smo,-0.35545504,-0.20316082,0.71323705,-0.55915153,-0.38855734,-0.49757978,-0.49886313,-0.5494802,-0.30144736,-0.1607557,-0.14072163,-0.21622299,0.16422273,-0.19680165,0.005438551,-0.30073625,1.5718794,-0.42929277,-0.24310869,-0.880789,-0.343682,-0.3389258,-0.24175343,-0.28013802,-0.2802614,0.30635762,0.6724598,1.6924773
Ahcyl2,0.14068492,-0.111691706,0.2555333,-0.26750928,-1.6259454,2.086742,-0.10875371,-0.00096909615,-0.59099597,0.14913501,0.34859622,-0.58638275,-0.7187732,-0.04376095,-0.82312036,4.509668,0.4400606,-0.16712677,-1.0670596,-0.50250345,-0.7480146,0.059312697,-0.4771403,-0.16671324,0.8283114,-0.6754397,-0.2609304,-0.098350726
Ube2h,-0.669458,-0.5652369,-0.26449022,-0.16690505,0.24571641,1.9592884,0.24148528,1.1960163,0.07511246,-0.050092723,-0.6064281,-0.7620045,-1.2832975,-0.526282,-0.7481444,0.017775524,-0.7997425,-2.4333768,1.5993308,0.35336748,-0.52921677,0.38531715,-0.68203694,2.3029902,2.2165747,0.050539635,-0.27362472,-0.41577834
Gm27019,-0.13239822,-0.05716062,-0.42514288,0.7025916,-0.09276257,-0.1427851,0.29809317,-0.252637,-0.1646836,-0.13432743,-0.1509924,-0.16529717,-0.1106824,-0.0957959,-0.034129076,-0.21201803,-0.3583597,-0.14313966,-0.1077519,-0.35273588,-0.1586266,-0.14474852,-0.17878853,-0.11558188,-0.15177204,0.15740949,0.3114044,-0.079734385
Lncpint,0.88070965,-0.6084227,0.14727288,0.4744519,-0.36226612,1.4162797,-0.7385538,0.8426909,-0.52491796,-0.49675557,-0.2102768,-0.38096166,-0.6684553,-0.33832034,-0.21342683,-0.7020464,-1.5467693,-1.0419624,-0.63127875,3.206885,-0.43173766,-0.7773578,-0.3763605,-0.08834021,0.19062705,-0.0018348895,0.27063105,1.8416517
Mkln1os,-0.2328943,-0.1394256,0.0025811756,0.048209418,-0.22238673,-0.29704407,0.12788783,-0.061164916,-0.20260903,-0.3252386,-0.36299837,-0.19985141,-0.3488989,0.56301045,-0.09421234,-0.30086562,-0.5185327,-0.25885636,4.4484763,0.061610125,-0.28239885,0.31607068,-0.20419955,-0.2899292,-0.3091114,-0.0018213047,0.69012,-0.18885237
Mkln1,-0.77174187,1.0861067,-0.004977574,-0.6510437,0.33257133,-0.56488365,-0.24346115,-0.8372798,-0.8012492,1.2126359,0.62940925,-0.7446787,0.19073603,0.22923695,0.23133104,1.1133902,1.4694859,-0.14694513,-1.4390323,-0.34595272,-0.5245109,0.2671958,-0.6050703,0.87381774,-0.85332936,-0.5730656,-0.97216547,-0.2132403
Agbl3,-0.39210758,-0.26582867,0.20612738,0.45095858,-0.4286148,0.57346076,0.33695686,-0.16763884,-0.26833707,-0.37359035,0.6748599,-0.25182912,0.14168486,0.1748535,-0.17084138,-0.4299814,-0.8370388,-0.44532925,-0.30852926,0.1782344,0.12787434,-0.45320833,-0.24516198,-0.54227203,0.18611047,0.20621745,-0.10195906,-0.3394159
Tmem140,-0.66938186,-0.4877386,-0.7861451,-0.80338925,-0.7873741,2.189801,0.78477824,0.49578977,-0.3802525,-0.4916025,-0.56003374,-0.34360012,-0.41767052,0.11586082,-0.31268433,-0.6601044,1.5534929,-0.7686544,-0.52191347,-0.47268838,0.51080936,1.0670427,5.2565894,-0.09739889,0.6958531,0.10916884,-0.30380362,0.12989469
3110062M04Rik,1.1308783,-0.6491987,-0.6414986,-0.2090556,-0.96979874,-0.61865264,-0.0523571,0.93921083,1.988239,-0.3043186,-0.30474612,-0.4228062,0.8449233,0.2121911,-0.5906924,1.8076308,-0.76121104,1.2946362,-0.68379223,0.30993134,1.2104782,0.6659912,-0.34649128,-0.15346545,0.46269536,0.026120435,0.03083326,-1.0003366
Cnot4,0.5863556,1.9718462,-0.28659752,-0.14054643,-0.3789553,0.64314824,0.993548,0.01060014,0.5894898,-0.66936946,-0.017418493,-0.6747555,-0.46914127,-0.21808277,0.54933274,1.6660193,-0.08407837,-0.18449204,0.3343932,-0.067359224,-0.20092951,-0.061972585,-0.57225627,0.09180927,0.59038883,0.92685705,0.02449553,1.5062456
Creb3l2,-0.37684584,-0.28033313,0.7087241,-0.55494267,0.9791566,-0.51018304,0.64854133,-0.6540436,-0.22377926,0.09939805,-0.7085583,-0.26559433,-0.40011787,0.2885336,-0.2893026,3.0174932,-0.68432194,-0.40612847,-0.32661277,0.14899701,-0.516223,1.0556746,-0.23646024,0.12167824,0.30150512,-0.54663956,0.2843183,0.90383905
Trim24,-0.8943945,-0.69699806,0.002785892,0.7528977,1.3076836,-0.8700045,-0.01934456,-0.2329599,-0.4291452,0.6082012,0.061137266,-0.43862057,-0.78612816,0.030326247,-0.56567144,0.38740027,0.9960972,-1.0076658,-0.7276498,-0.43889737,-0.3281792,-0.56043917,-0.36858007,-0.08480562,-0.17526379,1.6585656,-0.3481024,-0.998425
Ubn2,-0.16015737,-1.2191685,-0.46981695,-0.67232865,0.014795738,1.4441206,-0.7199761,0.013420288,0.54218495,-0.013951459,-0.7960665,-0.6266752,-0.18922356,-0.2151319,1.8527853,-0.11281093,1.9862002,-0.8343025,-1.2149059,1.3058902,-0.33613682,-0.047525674,-0.5836068,0.5329896,-0.029505176,0.6941393,0.70840085,0.89108604
Gm26699,0.3688926,0.920391,0.22384295,-0.40939522,0.92009825,0.5094657,0.24614486,-0.09397755,-0.89425933,0.31807584,0.5042968,0.730691,0.5754623,0.47132802,-1.0180341,-0.85207164,1.0107943,0.6491714,-1.533691,-1.2607924,-1.0531129,-1.1327456,-0.64838636,-0.4279358,1.0339202,0.18332203,-0.7070947,-0.9357841
Hipk2,1.1083698,-0.46768144,-0.10127151,0.37776932,-0.76629823,-0.3293007,0.45468453,0.14752452,-0.38212827,0.5161813,-0.4256328,-0.33351004,-0.08908794,-0.32496044,-0.27462304,1.9625058,0.018370887,0.82176244,-0.5016707,0.48995638,-0.41185212,-0.24995369,-0.31284627,-0.64351505,0.116884924,1.0132698,-0.14662574,-0.55959433
Parp12,-0.48741406,-0.36321974,-0.18021785,0.62766665,-0.54726356,-0.68248737,0.4417111,-0.6328669,-0.2764612,-0.13342305,-0.83992,-0.29824308,0.68797964,0.18075703,3.398433,-0.5716801,0.555125,-0.5395497,-0.4054473,1.1817861,0.46888492,0.01433475,-0.26578546,-0.8253799,0.88850707,-0.6171682,0.26468864,-0.55295795
Kdm7a,2.4028955,0.96036714,-0.00089422095,0.29709804,1.9533906,1.3465695,0.042487346,0.51836437,-0.8169578,-0.909763,-0.035246428,-0.572723,-0.6200159,-0.76537097,1.0599943,0.5063866,-1.4793193,1.6975992,1.4118233,1.4942784,-0.5542008,-0.62622195,-0.54311603,0.3547756,0.39339307,0.2852348,0.804337,-0.72236717
Slc37a3,-0.5929343,-0.4450225,0.23949784,-0.5224667,0.2703283,-0.17570777,-0.09319342,0.36499974,-0.3228573,-0.27966878,-0.31326342,-0.331303,-0.44912234,-0.49835983,2.789206,0.22924708,0.43113384,1.9739151,-0.48369732,-0.16102344,0.113127835,0.09697455,3.9564714,0.16179888,0.3643792,-0.21291961,0.6827632,0.61442477
Gm10244,-0.13324608,-0.08808752,0.34026262,-0.06510637,-0.08717496,-0.13383473,-0.29902902,-0.29035175,-0.12155577,0.5659385,-0.55005354,-0.18687987,0.25115943,0.36702555,-0.17751116,-0.30239955,-0.6871506,-0.11989662,-0.1421733,-0.2833665,-0.23375341,0.483281,-0.17357984,-0.30081928,-0.3354751,0.58728915,-0.34193778,-0.25239816
Trbv12-1,-0.08286403,-0.021455014,-0.27823555,0.015156169,-0.027801087,-0.065109305,-0.16301286,-0.1827619,-0.13903105,-0.09280785,-0.11012831,-0.1516758,-0.045598473,-0.03287589,-0.027399203,-0.1825821,0.17409559,-0.08222401,-0.07402772,-0.24318744,-0.10948582,-0.09463464,-0.16539489,-0.059081372,-0.10343194,0.16941029,0.30200312,-0.05345938
Trbv12-2,-0.34786043,-0.22580989,-0.41307193,1.7908335,-0.37238234,-0.47613394,-0.5515075,0.27878833,-0.2570979,-0.4597528,-0.5040108,-0.23394023,-0.041209113,-0.53396606,-0.12643628,-0.3796014,0.1514556,1.9549259,3.4338439,-0.2966361,-0.40506148,-0.39114022,-0.2346552,0.16308229,0.93590266,0.40616244,0.44770578,-0.2697944
Trbv13-3,-1.3038871,-0.4697037,1.1653329,-2.3356397,-1.612338,0.63289034,0.784502,-0.9084832,-0.6623086,1.0382059,-0.20689984,3.611617,1.5558786,-1.7879207,-0.5519301,-1.1331708,0.005800128,-1.5230078,-0.9900543,1.7924303,0.21896943,-0.6721633,-0.48193684,2.099209,-0.54100114,0.0045240894,-0.35375252,1.3224044
Trbv19,2.9426548,-0.043957338,-0.31436166,0.37751868,-0.050498124,-0.091579385,0.31914133,-0.22007151,-0.13592492,-0.20565838,0.13759002,-0.16314593,-0.16694154,-0.16703176,-0.07220898,-0.22026975,-0.7030733,-0.09819771,-0.09681811,-0.26378277,-0.150059,-0.13271108,-0.1688781,-0.13488759,-0.17572744,0.04210029,0.112836145,-0.11422994
Prss2,-0.1366764,-0.06890675,0.008953786,0.3055848,1.8940326,-0.1465565,0.27381325,0.13345942,-0.15445054,-0.23196805,-0.26834798,-0.17257394,-0.20991509,-0.20805134,-0.07564682,-0.24024165,-0.77278024,-0.14146155,-0.120335095,-0.3418403,-0.1840969,-0.16752593,-0.1783915,-0.17311437,-0.20820123,0.38601962,0.12548709,-0.13121144
Trbc1,-2.1973348,2.0744708,0.2725679,-2.3995829,-1.4826242,-0.49129876,0.61501217,-0.3882537,-1.4705448,-0.367107,-0.45220086,-0.14691079,-0.15176985,0.68752927,0.05434185,-1.0916752,2.5346189,0.0172093,0.19589004,-0.41454068,-0.8789686,-0.8429226,-1.6678723,3.2222028,2.2974815,0.31581762,-0.14079387,-0.1275268
