gene_name,P0,P1,P2,P3,P4,P5,P6,P7
Cd8a,0.006668949,0.07793802,-0.35363212,0.056476735,-0.0832007,0.06644546,-0.13079181,0.30379805
Rmnd5a,-0.03797849,-0.11425787,-0.087655775,0.086919494,0.111448616,0.057220154,0.06266734,-0.009548992
Rnf103,0.056530517,-0.04247945,-0.026230732,-0.11858417,-0.07235154,0.017704887,0.011691011,-0.070612766
Gm45051,0.049529478,0.044660132,-0.0202981,-0.06718701,0.07710522,-0.086714625,-0.12375612,-0.06486456
0610030E20Rik,0.054920312,-0.1973822,0.01908031,-0.012698796,-0.005061286,0.04265271,0.040794306,-0.10884463
Vamp5,0.009183362,-0.07921636,-0.09998179,0.0669793,-0.022986596,-0.034673672,0.13325788,-0.05083857
Mat2a,0.067660056,0.0028900027,0.020633098,-0.16863261,0.029011818,0.13328236,-0.2433534,-0.13880064
Capg,-0.046351798,-0.098433696,0.040373895,0.17857228,0.13093309,-0.2973709,0.19896856,0.26918218
Gm26640,0.0399748,-0.02394817,0.21086474,-0.0344713,-0.01630454,-0.042294413,-0.10900382,-0.10595842
Dqx1,-0.031075861,0.0047062216,-0.038402922,0.008061345,0.010675712,-0.10333587,-0.04824572,0.2704371
Mrpl53,-0.014644388,-0.033954855,-0.100656666,-0.05636847,-0.06413299,0.1174417,-0.040872343,-0.04552272
Mogs,0.091660984,0.027973922,0.15929504,-0.30839357,-0.010562428,0.041336328,-0.18673609,-0.16413455
Tet3,0.056243613,0.118658274,0.21038592,0.093166105,-0.13096447,-0.039726425,-0.12680261,-0.23989734
Nagk,0.06844346,-0.030993326,0.09824311,0.046001963,-0.022560071,-0.031797484,-0.1015076,-0.1705962
Zfp638,0.058323003,-0.03987177,0.04509431,-0.17762983,0.016567206,0.046464667,-0.0874008,-0.11765532
Spr,0.048715506,-0.042840883,0.02885184,0.08919259,0.10763966,-0.17909665,-0.08436744,0.0038138644
Sfxn5,-0.026582267,-0.057597786,0.053451464,0.06474677,-0.04842732,-0.011334115,-0.0061796214,-0.05408257
Nat8f1,-4.329416e-05,-0.042062774,0.004876019,0.058391944,0.039211858,-0.11056097,0.025542388,0.13819502
Tprkb,-0.05539148,-0.006991237,-0.0051681576,-0.07693444,0.055368803,-0.027727619,0.08924334,0.21807736
Pcyox1,0.0064778593,-0.102623224,0.1380144,0.02779682,-0.012227005,0.0073200795,0.0023202293,-0.11487066
Tia1,0.07716968,-0.25947186,-0.0044169095,-0.027192112,-0.027403869,0.12048539,-0.09203391,0.086009406
C87436,-0.004793821,0.14941177,-0.014391478,-0.096578486,0.01973435,-0.035348978,-0.04177398,-0.07511818
1600020E01Rik,0.031580195,-0.0094965305,0.03512271,0.17272057,-0.101243414,0.0066410387,-0.040176068,-0.091519065
Asprv1,-0.044850744,-0.044408236,0.049637448,-0.041448645,0.088053934,-0.039304942,0.005748621,-0.042880766
Mxd1,-0.10597501,-0.1450053,-0.10102265,0.18546389,-0.039228693,0.015644174,0.42048633,0.062363602
Gfpt1,-0.037914094,-0.051106222,-0.23867114,0.015333754,0.071070075,0.032041874,0.056986906,0.17970301
Abtb1,-0.002030073,-0.19861774,-0.075020574,0.18922268,-0.006849411,0.026110183,0.18400626,-0.12082272
Podxl2,-0.034610808,-0.013069463,0.13441642,-0.030680997,-0.01983055,-0.007993904,-0.05233591,-0.045837283
Mcm2,-0.05162634,-0.14771976,-0.4285883,-0.66693205,1.1471064,0.018482849,-0.29718292,-0.24326628
Chchd6,0.045486335,-0.031036196,0.029215895,-0.13795634,0.034656033,0.0236182,-0.063596725,-0.14486769
Txnrd3,-0.04390532,0.109000884,0.017545264,-0.051796786,-0.039639875,0.019967655,-0.07605908,-0.06877798
Zxdc,-0.019181827,0.06591366,0.060446203,-0.02813308,-0.08314608,0.011259379,0.03805677,0.038827356
Aldh1l1,0.0030784472,-0.039092638,0.017704792,-0.052497834,-0.040190052,-0.026763614,-0.02771876,-0.06968977
Slc41a3,-0.004693276,-0.097215995,-0.017415095,-0.07040073,-0.032858208,-0.0032698181,0.047655623,0.0012010706
Tmem43,0.025168916,-0.04844796,0.056021858,-0.15636219,-0.048582178,0.16188319,-0.034988396,-0.12697136
Xpc,0.052018754,0.022531174,0.032269813,0.038735617,-0.0021830774,-0.098349944,-0.019354373,-0.20771039
Slc6a6,0.03386046,-0.0163009,0.10064693,0.22070009,-0.027482053,-0.026862666,-0.042279884,-0.2678846
Nr2c2,0.038580075,-0.15465192,-0.046868484,-0.05806831,-0.04954151,0.14465794,-0.003380252,-0.030569546
Rbsn,-0.016672483,-0.023022296,0.113274805,0.00075767696,-0.01078742,-0.037446618,0.039388888,0.10087932
Lrig1,-0.028817799,0.094119705,0.041546427,-0.05382879,0.006548568,-0.018867038,-0.08719991,-0.07718526
Kbtbd8,-0.02022402,-0.0017929052,-0.08401746,-0.09453379,0.07843793,-0.012903685,-0.09821338,0.14703368
Frmd4b,0.05143428,-0.14380485,0.08061695,-0.17193338,-0.03223467,0.049365997,-0.039946537,0.11303046
Mitf,-0.041386355,-0.06869591,0.026259605,-0.036788285,-0.025734855,-0.013676781,0.08915626,-0.0522281
Foxp1,0.1898011,0.250908,0.42407367,-0.062931255,-0.26390722,-0.109106325,-0.39424455,-0.422745
Gm20696,0.114684045,-0.041287802,0.28027025,-0.11753213,-0.09491872,-0.016016986,-0.15382074,-0.1983507
Shq1,0.04211772,-0.15057619,0.13398618,-0.08245815,-0.0011154099,-0.06426437,0.043438427,0.08199777
Gxylt2,-0.053269457,-0.019347956,0.048745878,0.16805553,-0.021254769,-0.05567882,0.032748207,-0.064463526
Setmar,-0.024022741,-0.058910385,0.11806091,0.03778145,-0.0847329,-0.027964186,0.033882357,0.040764917
Bhlhe40,-0.33371454,-0.4012223,-0.90827584,-0.09834725,0.36736813,0.3133932,0.84919673,0.55840814
Edem1,0.020220866,-0.20211524,-0.11529678,-0.011447109,0.10128566,-0.034972686,0.09618013,0.0514573
Rad18,-0.0055780574,0.023936309,-0.12774499,-0.2552897,0.12211094,0.266966,-0.18746305,-0.12122371
Thumpd3,-0.015549472,-0.006879218,-0.014399502,-0.09473024,0.012276231,-0.039724845,0.04794231,0.17865922
Gt(ROSA)26Sor,0.00039509684,-0.16787317,0.06947392,-0.08412114,0.1473256,-0.09001265,0.05675102,0.16067567
Gm15492,0.03979826,-0.10014681,0.10872344,-0.03594184,-0.06335997,0.0066268137,-0.05020719,0.037317306
Camk1,-0.01687083,-0.06557579,-0.0780362,-0.069762826,-0.030400302,0.055213798,-0.017500846,0.02365047
Ttll3,-0.0107540805,-0.13341942,-0.013737111,-0.08681925,-0.006866271,0.09189634,0.10800295,0.04020075
Jagn1,0.009153666,-0.05385742,0.04102411,0.117163695,0.008692073,-0.09889015,0.05725351,-0.012170848
Creld1,0.0064548925,-0.04580468,0.068977654,-0.042030476,-0.017383786,0.024687283,0.0019675759,-0.052155815
Prrt3,-0.041517936,0.008242705,-0.020368546,-0.03373939,0.019266557,-0.028838033,0.010761963,-0.03701378
Gm26982,-0.03839514,-0.011195734,0.013093965,0.1304747,-0.018302424,0.10577734,-0.0034291944,-0.068113804
Vgll4,-0.060817722,0.23931131,0.110510066,0.11606138,-0.10901699,-0.074967705,0.03011369,0.02401254
Cand2,-0.022429356,0.06762783,0.084571816,-0.019426342,-0.023814712,-0.032132454,-0.04187103,0.014507321
Plxnd1,-0.03813536,-0.065814614,-0.018858004,0.15780711,-0.076413035,0.012661153,0.074023336,-0.06987719
Tmcc1,0.083342016,-0.06907404,0.14014304,0.041261733,0.0036322703,-0.058774777,-0.096652225,-0.2212849
Washc2,0.056836214,-0.08257263,0.021069705,-0.05461501,0.014554056,-0.024299234,-0.0049328557,-0.13661876
Olfr212,-0.021517698,-0.05073043,0.005175118,-0.03194465,-0.025436888,-0.018337635,0.004218454,-0.041034922
Rassf4,-0.035330284,-0.037313156,-0.07677959,0.015608016,-0.05516909,-0.0601808,0.10633853,-0.044157684
Zfp239,0.0063460968,-0.10521636,0.16771483,0.14524378,-0.008659193,0.0003639466,-0.054802626,-0.10374121
Fxyd4,0.09416744,-0.05921835,0.28330463,-0.13944647,-0.06457639,-0.022240967,-0.1283482,-0.105783045
Csgalnact2,-0.07698103,-0.099776864,-0.27917525,-0.056962013,-0.009688477,0.15765162,0.2515522,0.10047794
Bms1,-0.056599226,0.084654935,-0.1205842,-0.023889676,0.024980325,1.3332516e-05,0.017340379,0.21572198
Zfp248,0.041312046,-0.10252857,0.018870572,-0.096158296,-0.07210677,-0.00907377,0.018939992,-0.014220655
Ankrd26,0.011669169,0.07626386,-0.0839286,-0.041977152,0.09992027,-0.078370795,-0.03856793,-0.11397054
Cacna2d4,0.048569698,0.023491075,0.09444821,0.1349441,-0.06622878,-0.03035534,-0.13607645,-0.14389844
Wnt5b,-0.07419469,0.07682622,0.17341779,-0.0408998,-0.03086602,-0.01992027,-0.060924836,0.0569979
Kdm5a,0.009064859,-0.029610965,0.13928565,-0.08574021,-0.116009265,0.0783845,0.051028404,-0.046273507
Mical3,0.033261288,-0.09410196,0.16784738,-0.0040027183,-0.022272116,-0.029617956,-0.09153804,-0.08981441
Pex26,0.008235433,-0.009622263,0.034211237,0.036883857,-0.036579408,-0.00031884573,0.02267921,-0.119597875
Gm15856,-0.02045966,-0.051163238,0.1318733,-0.042383995,-0.039342694,0.0124301,-0.04845371,-0.046632193
Usp18,-0.10500841,0.10063494,-0.08286042,0.34380576,-0.0009746785,-0.06811943,0.10912229,0.13513748
Klrg1,-0.34867436,-0.41102177,-0.8736652,-0.55872935,0.35815412,0.343048,0.8440901,1.0715946
Apobec1,0.03064459,-0.17173149,-0.05679711,0.104904704,-0.0780138,0.05280907,0.091550976,-0.035014343
Slc2a3,-0.16786532,-0.10796527,-0.22685753,-0.05246867,0.2139936,-0.0685966,0.48868695,0.20444854
Clec4a1,-0.024482252,-0.030187992,-0.1437533,0.04804991,-0.08156874,-0.06630358,0.10593172,-0.04988323
Clec4a3,-0.03259419,-0.050256193,-0.083380155,0.054457027,-0.06524258,-0.06944888,0.13729225,-0.05600077
Clec4a2,-0.045361154,-0.046538692,1.9814179e-05,0.061292153,-0.05714251,-0.06011873,0.14434853,-0.05060334
Clec4d,-0.047510386,-0.04530605,-0.0014316015,0.084471636,-0.02545578,-0.019884314,0.057782236,-0.037697054
Clec4e,-0.04232475,-0.04335839,-0.0639316,0.065370336,-0.0526664,-0.05527892,0.10222191,-0.04692633
Cd163,-0.03145682,-0.0725083,0.06897163,-0.024967214,-0.008498047,0.009468002,-0.008273696,-0.047971927
Pex5,-0.055038147,-0.048338942,-0.15816645,0.09034708,-0.025232375,0.08384718,0.08942239,0.18631825
Atn1,0.043892514,0.063139886,0.20216466,-0.07562554,-0.07260673,-0.006616383,-0.12086412,-0.073052675
Spsb2,-0.064295724,-0.052637238,-0.1301365,-0.013772538,0.053480923,0.11186927,0.11706998,-0.012865611
Tpi1,-0.06381619,-0.1534473,-0.11737552,-0.31293076,0.43614253,0.033546794,-0.039527748,0.23802005
Cdca3,-0.08971431,-0.2679616,-0.88404083,-0.8240583,-0.4941452,1.3460304,-0.25618863,1.341217
Lag3,-0.23691815,-0.2715739,-0.64919937,0.7855278,0.2688731,-0.04893918,0.51073945,0.33663085
Ptms,-0.33463988,-0.44208938,-0.76823777,0.3097589,0.42603174,0.1172882,0.60462266,1.0254166
Zfp384,-0.0179901,-0.04133603,0.20624754,-0.010816372,0.04554482,0.021235919,0.023584029,-0.18127063
Ing4,-0.010413789,-0.11441804,0.040323336,-0.049304366,0.04368277,0.08315994,0.026568506,0.012417883
Acrbp,0.02129492,0.0035242666,0.07430869,0.04722082,-0.06878827,-0.025257045,-0.02431553,-0.048357442
Gapdh,-0.35185766,-0.6584364,-1.0544058,0.5199013,0.5328142,0.07927442,0.774516,1.1055746
Ncapd2,-0.0295442,-0.13906504,-0.48168194,-0.6537259,-0.16775978,0.87490946,-0.2822896,0.56360644
Vamp1,0.077672854,-0.131084,0.16934456,-0.008463453,0.0052853134,-0.04699303,-0.100490004,-0.033610076
Tapbpl,0.10131211,-0.03498134,0.017024672,-0.108478256,-0.0699807,0.0011891545,-0.15934569,-0.021610541
Cd27,0.1924149,-0.2837754,0.39897013,0.5363837,-0.20339462,-0.22302786,-0.12568523,-0.26734215
Scnn1a,-0.032077488,-0.03342272,-0.06019776,0.0671163,-0.045536645,-0.048936713,0.062204264,-0.038066223
Cd9,-0.10008321,-0.3082481,-0.07175364,0.98547506,0.072805695,-0.18032742,0.24742335,0.18203175
Gm28809,0.020466266,-0.028095704,-0.048710234,0.20720395,-0.0043886495,0.008925418,-0.09127526,-0.07625565
Dyrk4,-0.054307494,0.19432306,0.0353925,-0.051827885,-0.03653658,-0.019855456,-0.08234569,-0.073187314
Ccnd2,0.3069734,0.045234136,0.5402321,-0.5653734,-0.122926705,-0.2549957,-0.33820945,-0.4794616
9330179D12Rik,-0.026180316,-0.0019573492,0.0342996,-0.054887906,-0.0063116713,0.028631158,-0.043923173,-0.07672907
Parp11,0.09604458,-0.07392948,0.2564211,-0.11989171,-0.05283042,-0.068685524,-0.13226797,0.0012588674
Cracr2a,0.0073079374,-0.067940995,-0.10625104,0.040319998,-0.021107852,-0.023906859,0.100565,0.012712794
Tspan9,0.0043703294,-0.0065682414,0.054270722,-0.048527814,-0.030505382,-0.010844892,-0.0844963,-0.07370218
Tulp3,-0.011403334,0.12593502,0.076651484,-0.101035275,-0.05284792,0.12296033,-0.099639505,-0.11884481
Itfg2,0.07005242,-0.03582925,0.11846605,-0.06381608,-0.0078090644,-0.08362953,-0.04621401,-0.121579595
Gm10069,-0.016635267,-0.060841627,0.17315252,-0.034921017,-0.025941605,-0.016146058,-0.052841783,-0.04746377
Klrb1a,-0.086727254,-0.07991215,0.055733502,-0.034331538,0.0022790958,0.04910893,0.1321812,-0.056387592
Klrb1c,-0.18689054,-0.1692033,0.019514842,-0.117134444,-0.0007052453,0.06940454,0.6974816,-0.022999285
Klrb1b,-0.083642356,-0.07585977,0.07904243,-0.02380844,-0.0057768333,0.013893664,0.1382927,-0.048995618
Gm44067,-0.022981519,-0.07017334,0.10545507,-0.06401181,-0.02351424,0.010824269,0.030268349,-0.06699332
Clec2i,0.0891773,-0.1380298,-0.01331647,0.19700095,-0.16594546,0.085887864,-0.060153525,-0.17672321
Gm15987,-0.015324509,-0.021755124,0.001599549,0.16802657,-0.07966343,-0.09591682,0.014142033,-0.043952506
Klrb1f,-0.11764028,-0.098556,-0.05318795,0.07518143,-0.014096792,0.06554438,0.26972488,0.12253907
Clec2d,0.08292772,-0.12310304,0.15156935,-0.1260092,-0.05183977,0.07650206,-0.080795445,-0.1556765
2310001H17Rik,-0.12184596,-0.23799278,-0.17441978,1.3170065,0.04810328,-0.24883573,0.21148023,0.21366455
Cd69,-0.114470795,0.30837774,0.050928876,0.2800444,-0.100240305,-0.009870169,0.07460904,-0.14066774
Clec12a,0.040004298,-0.11841473,0.050686814,0.022394422,-0.06684384,-0.07489399,0.07327294,-0.04539737
Gabarapl1,-0.09047147,-0.28149405,-0.12645432,0.2003498,0.029093836,-0.013407801,0.4077446,0.21341768
Klre1,-0.23036733,-0.2129524,-0.048735205,-0.11666327,0.030041289,0.082459904,0.695915,0.41556475
Klrd1,-0.331619,-0.16841097,-0.6729299,0.2303771,0.13687411,0.037766617,0.9217977,0.4808106
Klrk1,-0.3698583,-0.44314542,-0.67050457,0.24204189,0.15635736,0.34966558,0.9749019,0.5071306
Klrc2,-0.31844804,-0.33327174,-0.45729992,0.3258299,0.10171159,0.17302783,0.82879454,0.50823087
Klrc1,-0.40660018,-0.52448153,-0.9090987,0.28498772,0.2955444,0.3756597,1.0929539,0.44626856
Klri2,-0.14156742,-0.1288619,0.12402467,0.0030621313,-0.014447555,0.017665641,0.4365459,-0.08500466
Klra4,-0.10012995,-0.091728315,0.07549521,-0.03553668,-0.0003287516,0.0051643476,0.223126,-0.06272732
Klra8,-0.0942224,-0.09566131,0.087394364,-0.03414965,-0.012840797,0.010404815,0.22104539,-0.063914604
Klra9,-0.10795506,-0.098268904,0.09452144,-0.033486124,-0.011044095,0.013437687,0.2494063,-0.016128242
Klra7,-0.13329658,-0.13011803,0.05526519,-0.026728228,-0.033266902,0.010562622,0.46974587,-0.011547961
Klra3,-0.09141981,-0.06505849,-0.057171468,-0.11257453,0.00076316175,0.02138577,0.2663396,0.111930475
Klra1,-0.073062204,-0.069770984,-0.004263665,-0.04775875,-0.040133283,0.012157039,0.12910333,0.09925676
Klra2,-0.04218044,-0.044660956,-0.09403237,0.05468709,-0.066998236,-0.07326774,0.14731005,-0.05322327
Bcl2l14,-0.019172935,-0.048616003,0.0024946018,0.08373242,-0.025491856,-0.019001495,-0.043315444,-0.03975207
Lrp6,0.11632293,-0.073306605,0.26147074,-0.071086444,-0.06464682,-0.06650087,-0.14664534,-0.13870388
Crebl2,0.09089969,-0.012532056,0.12034961,-0.010410713,-0.10160721,-0.012683522,-0.16305096,-0.05980798
Cdkn1b,-0.020068489,0.021144096,0.058800522,0.26770788,-0.0856428,0.050498582,-0.08225884,0.053687472
Lockd,-0.15537293,-0.20199203,-0.58653593,-0.54634374,0.07693616,0.68450606,-0.1736225,1.1948798
Atf7ip,0.073914304,-0.11538537,-0.0025539473,-0.03149086,-0.21655233,0.22856438,-0.108361326,-0.005282726
Plbd1,-0.046936486,-0.04841715,-0.07788784,0.057466842,-0.061750676,-0.06549306,0.14560959,-0.053528152
Hist4h4,-0.015545819,0.04477334,0.042390753,0.017079037,-0.044641152,0.035836257,-0.0552029,0.076858275
Art4,0.10190113,-0.058710266,0.20384358,-0.09029951,-0.052423466,-0.0111048715,-0.16589108,-0.1432061
Mgst1,-0.05441898,-0.055485494,-0.07671305,0.053169135,-0.065089546,-0.067785166,0.18881828,-0.059166916
Plekha5,-0.0019780656,-0.09933373,-0.06426041,0.09333997,0.014677457,0.08921718,0.0046983813,-0.04456645
Gm20400,0.01752807,-0.0012867503,-0.015784528,-0.07127166,0.005091861,-0.023052601,-0.09068621,-0.084859915
Pyroxd1,0.015929976,-0.052290693,0.099674605,-0.006458836,0.024752509,-0.015856894,-0.039016232,0.013114393
Spx,-0.0320536,-0.04639052,-0.013229422,-0.035247494,0.019273257,-0.027176315,0.0062766494,-0.040639505
Ldhb,0.101500005,0.058110364,0.14358819,-0.044762094,-0.054156903,-0.058346454,-0.20034769,-0.19716434
Kcnj8,-0.101195775,-0.09937788,-0.023900002,-0.087219425,0.029115044,-0.029225215,0.16342647,0.45614597
St8sia1,0.1517953,-0.08770312,0.42572847,-0.017895598,-0.11282471,-0.061761264,-0.24995811,-0.19185905
Gm31108,-0.020361898,-0.064796455,0.008498354,-0.040167414,0.018556694,-0.022327973,-0.008010109,-0.052085187
Etnk1,0.08101648,-0.12232869,0.12350081,-0.06867284,-0.011197874,0.050365392,-0.1613968,-0.028212281
Casc1,-0.042123005,0.042386465,0.0034234575,-0.035501327,0.021979468,-0.021232646,-0.049120836,-0.04503363
Kras,-0.045543823,0.074361674,-0.09912378,-0.054511357,0.10013788,0.08051174,-0.014807004,-0.09488439
Gm15706,-0.0354108,0.1377635,0.0046666893,0.23200113,-0.037145678,-0.046934593,-0.048341896,-0.05480622
Itpr2,0.114820346,-0.10402836,0.2598067,0.104372874,-0.16611853,-0.034556214,1.1134382e-05,-0.40649956
Rep15,-0.024982756,-0.007385796,0.0048217513,0.16836828,-0.067070246,0.025926251,-0.024010928,-0.009577169
Ccdc91,0.040544122,0.03418402,0.20573103,0.0707057,-0.07077132,-0.118322805,-0.059469145,-0.022364577
Dennd5b,0.029764863,-0.05963725,0.38313827,0.034076385,-0.06161868,-0.11795045,-0.021593094,-0.112078
Etfbkmt,0.017780738,0.052368596,0.03187731,0.09976298,0.026900178,-0.11051304,-0.07432452,-0.008168766
Amn1,0.043473028,-0.08310538,0.081282295,-0.063335896,-0.011502558,-0.031389967,-0.10198298,0.21652034
2810474O19Rik,0.012777465,0.20702218,0.18683007,-0.12346262,-0.1486018,-0.044238113,-0.076635405,0.022418993
Bicd1,-0.021927765,-0.017315978,0.009981825,-0.040606257,-0.031737257,0.013781043,-0.05830667,-0.052994788
Tmc4,-0.012817673,0.02292202,0.20061693,-0.081637785,-0.05184513,0.014441195,-0.033111572,-0.09223937
Mboat7,-0.0025960999,0.051288154,-0.03390598,0.17496487,-0.054264218,0.010680666,-0.060635425,-0.011212914
Tsen34,0.029862355,-0.04639973,-0.0038029691,-0.046294026,0.09147355,-0.057027973,0.06251557,-0.27092877
Pirb,-0.022657475,-0.067505896,-0.02427697,0.13418417,-0.08117873,-0.08501635,0.1101981,-0.0141326655
Pira2,-0.056747038,-0.05463529,-0.012603698,0.07464838,-0.03561879,-0.030281343,0.097623765,-0.047345895
Gm14548,-0.041064356,-0.04199112,-0.060437117,0.04896608,-0.050336707,-0.0526791,0.10381699,-0.045190144
Leng8,0.0008724429,-0.16713001,-0.041866016,0.12793061,0.014118694,-0.059937634,0.17049688,-0.0017665694
Leng9,-0.002350473,0.021919396,0.018392488,-0.02448316,0.061413433,-0.07600879,-0.09689517,0.2302459
Ncr1,-0.12969047,-0.118717074,0.099694,-0.045325037,-0.006980223,0.058469664,0.35486722,-0.08083879
Eps8l1,0.03210343,-0.011499384,0.05570205,-0.041073196,0.049824037,-0.043937385,-0.07600607,-0.08567509
Hspbp1,0.12505536,-0.0021434184,0.17170297,-0.107396044,0.0039548986,-0.13928087,-0.17261693,-0.19390889
Ube2s,-0.07289262,-0.061476618,-0.7092698,-0.6481949,-0.24166958,1.12518,-0.4197914,0.7631
Isoc2a,0.076929666,-0.106641665,0.056902133,0.09333408,-0.059689842,-0.040784154,-0.061684426,-0.06162675
Nat14,-0.016621744,-0.061688777,-0.0017221962,-0.041538384,-0.0010415178,-0.026942939,-0.0061792335,-0.05128898
Zfp579,0.03502451,-0.043287832,0.04949073,0.23650812,-0.08063697,-0.062239636,0.02332911,-0.14629778
Zfp865,0.025012793,-0.037940666,0.15749119,0.1931922,-0.06451921,-0.07950925,-0.060456447,0.069226176
Zfp580,0.05699871,-0.06736084,0.08570396,-0.003614303,-0.015818667,-0.010990158,-0.08889718,-0.040270176
Zfp787,-0.023702973,-0.1415839,-0.18899445,0.05117356,0.09472953,-0.02209577,0.23465198,-0.1167889
Zfp667,0.063025184,-0.06725441,-0.00031140618,-0.12320644,0.05810187,-0.05040769,-0.076428294,-0.0168265
Zfp78,-0.009685951,0.012089851,0.13566856,-0.057614606,-0.019598866,-0.03717993,-0.07711958,-0.07126615
Zfp28,-0.030723706,-0.08819275,0.048574656,-0.0422352,-0.026314598,0.041401707,0.024924897,-0.06447365
Zfp773,0.021289807,0.05968245,0.10081756,-0.12687887,-0.024874035,-0.040509015,-0.062391024,0.051957633
Zfp418,0.013423084,-0.060869377,0.02648808,-0.08470579,0.04874639,0.014626593,-0.102164775,-0.010195142
Zfp772,-0.017952837,-0.049700066,0.17657636,-0.107348084,0.06899102,-0.03509964,-0.013767939,-0.048604194
Clcn4,-0.04730136,-0.22080061,-0.11317484,0.13781519,0.08000989,0.013781204,0.24263965,0.026075091
Gm45351,-0.04125884,-0.06892049,0.019495808,-0.039210223,-0.028918002,-0.017690318,0.08813175,-0.053586762
Zfp606,0.022202488,-0.035666674,0.12171881,0.13483356,-0.0744152,-0.073768,0.090205215,-0.18403617
Zscan18,-0.034031324,0.02059715,0.022276023,-0.04377258,0.018653432,-0.019561103,-0.06688252,-0.05994724
Zscan22,0.003588723,-0.018667992,0.045520257,-0.04945239,0.06697021,-0.07642838,-0.06676022,-0.026284672
1810019N24Rik,-0.013884861,-0.075328894,0.061569627,-0.056995973,0.051038876,0.0065848194,-0.069670826,-0.06586711
Zswim9,-0.008096103,-0.02430308,-0.010087515,0.0727996,0.0064827013,0.042769197,-0.07711014,-0.016477976
