gene_name,P0_CD25KO,P0_CD25WT,P0_P14NAV,P1_CD25KO,P1_CD25WT,P1_P14NAV,P2_CD25KO,P2_CD25WT,P2_P14NAV,P3_CD25KO,P3_CD25WT,P4_CD25KO,P4_CD25WT,P4_P14NAV,P5_CD25KO,P5_CD25WT,P5_P14NAV,P6_CD25KO,P6_CD25WT,P6_P14NAV,P7_CD25KO,P7_CD25WT,P7_P14NAV
Tnfrsf9,-0.19206029,-0.035073392,-0.014036295,-0.09815187,-0.20705092,-0.021986216,0.06219627,-0.28812835,-0.3595863,0.21155882,-0.03469528,0.14336933,0.26312518,-0.88416606,-0.078962594,-0.015199322,-0.36123365,-0.040142287,-0.079249956,3.761859,-0.110500924,0.050554972,-0.17246543
Per3,-0.10744415,0.14372851,0.0081541715,-0.042147458,-0.106043816,-0.106345505,-0.03492455,-0.004704734,-0.06737709,0.06055697,-0.07847202,-0.006504517,-0.027806077,-0.042791698,0.037861884,-0.058718037,-0.09164097,-0.09588298,-0.0104586715,-0.1261889,0.31747633,-0.09371188,-0.10927458
Dnajc11,-0.1651437,-0.15724485,0.04068071,0.01406043,-0.33747295,0.09629647,0.1355171,-0.002074188,-0.05782121,0.088532515,-0.18574105,-0.17396364,0.08038718,-0.4332272,-0.059618555,0.0070013134,-0.35927668,-0.06979361,-0.07296455,-0.3069763,-0.0068106665,0.09039329,3.1311367
Phf13,0.044378217,-0.16081594,-0.039970543,-0.14017364,-0.22161758,-0.22076036,-0.113449715,-0.12743436,-0.20584178,-0.05537966,-0.013935555,0.38535875,0.048222564,-0.40134028,0.021416621,-0.08688915,-0.26254138,0.03905155,0.17246479,-0.16437793,0.23457707,0.19389872,-0.21243775
Klhl21,0.0057281074,-0.20835957,0.043085787,-0.079363845,0.088354215,-0.07184771,0.12535506,-0.10320978,0.15037164,-0.06837949,-0.10810277,-0.09692967,0.19664451,-0.2050341,-0.027812332,-0.07875669,-0.20842582,0.031606726,-0.018374596,-0.21082458,0.019961795,-0.11177486,-0.20965017
Zbtb48,0.044444147,0.22735627,0.020604473,0.11588743,-0.18820247,0.15415883,0.02047714,0.21644908,-0.12520526,-0.14761938,-0.1432815,0.0695415,-0.05135027,-0.08514986,-0.07463841,0.035772435,-0.16473684,-0.17164807,-0.08234212,-0.22102356,0.060738057,-0.0956597,-0.19346616
Tnfrsf25,-0.09666575,0.2349959,-0.00382421,-0.24724996,-0.05369838,0.08837964,0.14862376,-0.13538153,0.086949036,1.1675552,0.81427723,-0.000758663,-0.08777935,1.5312552,-0.08631728,-0.07444645,2.765748,0.009787259,-0.17002364,-0.29246947,-0.062235784,-0.19467148,-0.27059802
Espn,-0.09199281,-0.08029006,-0.026307803,-0.026863407,-0.09101488,0.52042353,0.4717999,-0.020244054,-0.06401171,-0.07361932,0.20964509,-0.06787675,0.007036751,-0.04684234,-0.061126802,-0.0579646,-0.080956556,0.032092903,-0.08682145,-0.10508333,-0.081238866,-0.08240279,-0.09327111
Wrap73,0.16804045,-0.006893568,-0.039144382,-0.20953977,0.007778885,-0.040005915,-0.03972131,-0.4101693,-0.1697406,0.10384656,-0.21843494,0.14632644,0.11109808,-0.6275134,0.17750986,0.10799072,-0.40121585,0.038621053,0.089751646,-0.2411702,-0.046210155,0.15861586,-0.3195269
Prdm16,-0.067747325,-0.07640942,-0.04830738,0.06210867,-0.06847116,0.23683353,0.29198524,0.21112044,-0.08845826,-0.081346944,-0.08272322,0.02025242,-0.0059214826,-0.10116663,-0.090593606,-0.011703521,-0.0759161,0.042124122,-0.07157504,-0.05805803,-0.07570713,-0.07484563,-0.06680115
Fam213b,-0.14376433,1.0095026,-0.002064089,0.012048479,-0.14174215,-0.14217782,0.14234489,0.0045988197,0.2871314,0.07647175,-0.002598758,-0.028826542,-0.031161604,-0.050401516,-0.07993914,-0.0026393463,-0.1209434,0.08315071,-0.13307093,-0.17083311,-0.12152717,-0.01808278,-0.14640762
Pank4,-0.22039518,0.11602579,0.009777335,-0.05911248,0.043210927,0.22656736,0.0792662,-0.13764286,0.044426307,0.0111039365,-0.06358578,-0.067841776,-0.0048287925,-0.26033038,0.25235718,-0.068744004,-0.23015666,-0.13321693,-0.023534853,-0.20881672,0.3284207,0.01329623,-0.21926454
Fndc10,0.19576387,0.47973818,-0.013703454,-0.02474277,-0.14258705,0.2555507,0.41927412,0.18053262,0.4944312,0.08986521,0.10817837,-0.090640865,0.066708066,-0.04341761,-0.075486906,-0.032300867,-0.120005645,-0.12665646,-0.13317263,-0.1741714,-0.12063945,-0.12325251,-0.14765242
1500002C15Rik,-0.09398351,0.5167337,-0.012481433,-0.09393057,-0.092549846,-0.09285872,-0.019738188,0.13006522,-0.05296299,-0.06704782,-0.064321935,0.051853925,-0.055104792,-0.027792547,0.038551,0.06709169,-0.07780426,-0.08214722,0.0029073618,-0.11317432,-0.07821814,-0.07992446,-0.0958575
Atad3a,0.022226287,0.14452836,0.0665462,0.09833648,0.36837804,-0.15106097,0.49655634,-0.00047206364,0.15329851,-0.0057128603,-0.074914455,-0.037316088,0.20505038,2.13596,-0.17061256,-0.12918945,-0.33133417,-0.11909727,-0.274476,-0.36958185,-0.07359361,-0.33362687,-0.35085618
Pusl1,0.1109091,-0.29253638,0.08794545,-0.035634015,-0.0103711765,-0.15691607,0.30549166,-0.12986818,0.18663856,-0.22981915,-0.06470128,0.23200479,0.00050265144,-0.40471005,0.09806979,-0.072230205,-0.29030117,-0.0831374,-0.16104448,-0.20938718,-0.28935435,-0.17651266,-0.24900185
Tnfrsf4,0.3308816,-0.087967664,-0.0384027,-0.024448529,-0.0894173,-0.08944578,0.075625755,-0.07985143,-0.085767366,0.24082924,-0.08681467,-0.01839097,-0.03738727,-0.08344664,-0.016336031,-0.0033667353,-0.08805775,-0.006600788,-0.08885049,2.4313962,0.17734411,-0.08825323,-0.08972227
Gm16008,-0.048838086,-0.04345166,-0.050265443,0.016041633,-0.048387975,-0.048484948,0.8112165,-0.015814282,-0.035959225,-0.04038132,-0.039525494,-0.037738185,0.051387038,-0.028056677,-0.034631386,-0.03317592,-0.043758426,-0.04512195,-0.046457864,-0.05486326,-0.043888368,-0.044424087,-0.04942645
Tnfrsf18,0.2562635,0.258258,0.06754406,-0.12835178,-0.3419959,-0.35122657,0.07946196,0.02690091,-0.109115906,0.1323151,0.3908175,-0.12450547,0.13763246,-0.6371652,-0.06067878,-0.1547806,-0.6461403,-0.019400047,-0.07596653,0.7585729,-0.13865177,-0.06682762,1.508494
Isg15,-0.122478634,0.5750132,-0.073857576,-0.043743696,0.5206691,0.42263213,-0.18493025,-0.13334607,-0.14575474,-0.0067605367,0.024517165,-0.10035247,-0.06789933,-0.5112672,-0.084655374,-0.02050652,-0.56554866,0.12882254,-0.022917353,0.3241867,0.37984452,0.621954,-0.5851432
Perm1,-0.049590554,-0.047507726,-0.015901305,-0.049584128,-0.0494165,-0.049454,0.3780314,-0.03682087,-0.044610538,-0.04632048,-0.04598955,-0.04529843,-0.04487056,-0.04155477,0.0641203,0.032612834,-0.047626343,-0.048153594,-0.048670165,-0.051920377,-0.04767659,-0.04788374,-0.04981806
Plekhn1,-0.180428,0.32027,0.0027224931,-0.133447,0.11424688,0.22254318,-0.106827,0.06393119,0.34502172,0.0521005,-0.15102383,0.01817826,0.007196523,-0.114811465,0.0010235052,0.023762112,-0.16438918,0.061082073,0.1148262,-0.19945227,-0.16479945,-0.16649096,-0.18228573
Cdk6,-0.20683955,0.4451746,0.043005012,-0.15602362,0.019164331,-0.13963,-0.025755186,-0.108733915,-0.4034035,0.24116963,-0.20445395,0.16701677,0.12738284,0.21539803,-0.2198983,-0.027976252,-0.5506194,0.114367016,-0.040346716,-0.3894874,0.024941072,-0.26510787,3.183949
Gm17590,-0.045987435,-0.049765907,-0.027876733,-0.04599909,-0.04630318,-0.046235155,-0.06233908,0.20106168,-0.05502171,-0.051919695,-0.05252004,-0.053773805,0.033619467,-0.0605652,-0.055953167,-0.056974147,-0.04955072,0.18250093,-0.047657114,-0.041760884,-0.049459565,-0.04908377,-0.045574706
Fam133b,-0.04993655,0.30107558,0.045077868,-0.17030014,-0.1697573,-0.059067223,0.103840135,-0.15984342,0.24766107,-0.20007385,-0.31289807,0.16167979,0.16221625,-0.032903913,-0.21063124,0.13509753,0.7174848,-0.06110922,-0.15170528,-0.6401146,0.02575821,0.21034467,1.3313643
Rbm48,0.04168497,-0.11747243,0.024238313,-0.04612986,-0.054460958,0.10735543,0.11642845,0.02959906,-0.37624797,-0.060556244,-0.3253591,-0.019034732,0.027423706,0.9588066,-0.010536627,0.10425789,-0.36945632,-0.23595433,0.09012013,2.8126185,-0.16515006,-0.11708932,2.917092
Pex1,-0.16813743,-0.17077675,0.023073474,0.045065533,-0.168358,-0.16831048,-0.08205226,0.019971592,0.13402222,0.0907865,0.25142553,-0.032477863,0.10110848,-0.17832023,-0.11070161,-0.088469595,-0.17062645,-0.025316965,-0.021013638,-0.16518512,-0.06877323,-0.008388131,-0.16784914
Ankib1,-0.0054269494,0.070379406,-0.066919565,-0.064515166,0.09268998,0.14443499,-0.22789639,-0.09692746,-0.4147788,-0.24479021,-0.015670642,0.050020393,-0.035046697,-0.50959295,0.08422819,0.08483387,-0.469189,0.17913583,0.26329324,0.90378916,-0.107753806,0.15573487,-0.45460394
Krit1,-0.097767614,0.13255464,0.057071485,-0.18801247,0.46592322,0.039365076,0.034786444,0.14553227,-0.0011386275,0.10486057,-0.15812428,-0.2378394,-0.13415033,-0.79396737,0.07474703,-0.01719658,0.9937086,0.017056657,0.022653442,0.7419325,-0.027677935,0.1367773,-1.0138204
Lrrd1,-0.08486173,0.52399546,-0.020094551,-0.02358502,-0.08360264,-0.0838739,-0.019656522,0.14100254,-0.048835874,-0.061205737,-0.05881175,-0.053812135,-0.050716892,-0.026730185,0.042031433,-0.0024144193,-0.07065248,-0.07446663,-0.078203574,-0.10171587,-0.07101596,0.12535204,-0.08650755
Mterf1a,-0.105243355,0.3117227,0.053265028,0.016404234,-0.056684006,-0.28655788,-0.08495881,-0.022653203,0.056202386,-0.12225339,-0.048877012,0.07710201,-0.08587982,1.5482299,-0.027062222,-0.024619378,-0.26854056,-0.03267142,-0.10756117,-0.31087178,0.19558339,0.00937849,-0.29014683
Akap9,0.25138712,0.010638283,0.10427033,-0.07278833,-0.1665729,-0.13678181,0.13010289,0.1890937,0.22434276,-0.18241113,0.20389299,-0.12791786,-0.06843965,0.50267386,-0.055671234,-0.07642138,-0.5661345,-0.045994744,-0.027814116,0.29454696,-0.18402147,-0.21280053,-0.63240016
Cyp51,-0.025658894,-0.23378076,0.0035088896,-0.11067424,-0.28991625,-0.19167809,-0.109648444,-0.13077362,-0.47673094,-0.014637984,-0.1579923,0.091263965,0.40249377,-0.59551305,-0.23405766,-0.034230184,-0.35950226,-0.15971275,-0.037669387,-0.19258712,0.7272876,0.19127528,-0.27430707
Mterf1b,-0.14355609,0.46942875,-0.017341305,-0.07802709,-0.14226694,0.108890064,-0.07679498,0.13178605,-0.106670596,-0.11933562,-0.116884515,0.116863586,0.040691685,-0.08403743,-0.0075073596,-0.018765327,-0.12900777,0.06693328,-0.02719432,2.3799825,0.009020665,-0.13091424,-0.14524117
Gm26825,-0.14095873,-0.21979089,0.036664627,-0.32582137,-0.34855148,0.23508634,-0.12220345,-0.01249055,0.020517977,0.18710613,-0.22654566,0.20854668,0.010972412,-0.46057266,0.2913647,-0.14072366,1.9728684,0.22303617,0.008195845,-0.312874,-0.004847459,-0.15626466,-0.3428297
Rundc3b,-0.16362229,-0.14089364,0.005132484,0.08810778,-0.16172297,0.03473302,-0.0652623,0.19155481,-0.109278426,-0.0512114,-0.12432672,-0.11678496,0.09485115,-0.0759327,0.17254618,-0.0017466062,-0.14218807,-0.08305302,-0.0463453,-0.18904622,-0.14273638,-0.038187295,-0.16610496
Abcb4,-0.04424242,-0.03891564,-0.02853715,-0.044225983,-0.043797288,-0.04389319,-0.021190388,-0.011584321,-0.031506177,-0.035879303,-0.035032954,-0.033265438,-0.032171175,-0.023691142,0.10360065,-0.028753696,-0.039219014,-0.04056743,-0.041888557,-0.05020087,0.22473462,-0.0398773,-0.04482426
Tmem243,0.028482845,0.0745562,0.055618215,-0.19097255,-0.010943542,-0.07176617,0.031369526,0.052811734,0.07518099,0.031964082,-0.0052257413,0.13982344,-0.14048392,0.9300912,-0.1502968,0.08665203,1.719803,-0.19064589,0.07831019,2.4148219,-0.110623404,-0.0767138,1.3833476
Magi2,-0.08949563,-0.0847684,-0.0048030717,-0.024377463,-0.08910061,-0.08918571,-0.06903818,0.062037483,-0.0781929,-0.08207381,-0.08132272,-0.079754144,-0.010892874,-0.071257465,-0.07702756,-0.00023386144,-0.08503763,0.12920454,0.0018680597,-0.09478344,-0.085151665,0.06307173,-0.09001199
Phtf2,-0.17177764,0.2650769,0.026437985,-0.09212736,-0.17026144,-0.1705881,0.17242627,0.08405241,-0.12839553,-0.07784658,0.40073836,-0.10283133,-0.014600417,-0.101776004,-0.005789626,0.017172502,-0.15466695,-0.091616966,0.071858056,2.2029228,-0.016696222,-0.1569092,-0.17375952
Rsbn1l,-0.27166548,0.02170466,-0.011186255,-0.30287728,0.32073522,-0.17073788,-0.17332591,-0.20088454,-0.11517525,0.25643468,0.1450893,-0.011255985,0.036313727,1.1285788,0.13955714,0.08586393,0.21582611,0.0045820368,0.11942647,-0.38350624,0.2519129,0.05790996,1.5916612
A630072M18Rik,-0.022545267,0.22407645,-0.0071605276,-0.014448931,-0.2530617,-0.10746621,-0.07870831,0.15728486,-0.15826778,0.055256557,0.0514215,0.024190074,-0.012093432,-0.09799513,-0.077842206,0.0018540211,3.3211284,-0.10779014,0.006334643,1.801152,0.41584295,-0.13066092,-0.26098216
Fgl2,-0.21242516,0.0153083615,-0.18292816,-0.19025023,-0.21601115,-0.21523859,-0.14896947,-0.25652072,-0.31502923,-0.11029229,-0.13853107,0.31631696,0.038356025,-0.37798774,0.12760988,0.078082286,-0.2528941,0.31874928,0.5482548,2.3764243,0.17600438,0.4079029,-0.20773777
Lhfpl3,-0.046922706,-0.038946263,-0.014799317,-0.046898097,-0.04625616,-0.04639976,-0.012404043,0.0019803129,-0.027851155,-0.034399576,-0.033132236,0.090248324,-0.028846938,-0.016148733,-0.025884837,-0.023729524,-0.03940054,-0.041419696,-0.043397978,-0.055845037,-0.03959296,-0.040386274,-0.047793977
5031425E22Rik,-0.24519199,0.17508626,0.034254666,-0.12924592,0.3266483,-0.22845653,0.064696625,0.062103223,0.04778227,-0.07063411,0.14856723,-0.108168215,0.059527427,0.51602864,-0.09866823,-0.012543133,2.106829,-0.078116484,-0.09386461,-0.6371169,0.13057463,0.46345162,-0.5967507
Kmt2e,-0.05936568,0.40422598,-0.019707592,-0.10472792,0.18712474,0.052491628,-0.09401417,-0.05052055,-0.4119616,0.034194697,0.0827216,-0.045481704,0.013630811,0.976246,0.015936458,0.083464965,1.7106136,0.22897345,0.032727238,1.0137925,-0.29420015,-0.16055036,0.6132899
Srpk2,0.03001588,-0.23160511,0.08331628,-0.17719379,0.07880295,-0.17392075,0.0072400616,-0.018453328,-0.21796817,0.05202967,0.120965935,-0.1302755,-0.25459284,-0.15043065,0.11990399,0.040210806,1.2879866,0.09841379,-0.15751456,0.06208484,0.26850072,0.12503818,-0.8174374
Pus7,0.60773396,0.0345924,0.03289053,0.11440178,-0.23252986,-0.09430435,0.73636895,-0.095409244,0.57759523,0.07154689,-0.17445925,0.114523396,0.03585256,-0.280422,-0.081043646,-0.15087155,-0.24343514,-0.19942234,-0.23707639,-0.21727675,0.05895003,-0.18754901,-0.23008364
2700038G22Rik,0.080531225,-0.11175607,0.033431277,0.123417065,0.08951107,-0.10387953,-0.00041997866,0.15686065,0.4100103,-0.09454257,-0.14460962,0.09985911,-5.7057983e-05,-0.19874206,-0.12093144,-0.09127613,-0.22455217,-0.039291717,-0.1353893,-0.24280602,0.053142756,-0.17251211,-0.23386914
Klhl7,0.1613269,0.5911121,-0.038415764,-0.030545488,-0.15222372,0.05294092,0.07386971,-0.06999773,-0.12084974,-0.13201247,0.1869728,-0.023583937,0.03463706,-0.10090129,-0.07681701,-0.0005940796,-0.14053734,0.1417632,0.009806442,2.3736548,-0.14086534,-0.020456273,-0.15484515
Kcnh2,-0.06428574,-0.044994038,-0.035065368,0.0006872887,-0.06267364,-0.06302095,0.43751088,0.05399036,-0.018159576,-0.033997484,-0.030932317,-0.024530996,-0.02056796,0.010143723,-0.013403867,-0.008191059,-0.046092737,-0.05097624,-0.055760883,-0.08586515,-0.046558127,-0.048476823,-0.06639298
Atg9b,-0.05182557,-0.065729834,-0.013910406,-0.05186847,-0.05298747,-0.05273715,0.3642836,0.07592789,-0.08507045,-0.07365547,-0.07586465,-0.080478325,0.0050106384,-0.10546972,-0.08849807,-0.03807763,-0.06493796,0.054314345,0.031056147,-0.03627247,-0.06460254,-0.06321966,-0.0503068
Slc4a2,-0.21574748,-0.30781645,0.027903218,-0.016428845,0.2740782,0.04322708,-0.31801385,-0.07148946,-0.12186467,-0.055912692,-0.26977602,-0.10063152,-0.028158126,-0.39223105,0.10462066,0.2749436,-0.30613434,-0.0816993,-0.007430753,-0.24524373,-0.09282059,-0.07376245,-0.27505514
Agap3,-0.046860076,0.12473842,0.020477425,0.09865113,-0.24750623,-0.098932385,0.110731594,0.022763262,-0.25966993,-0.043241438,0.00028062725,0.13838477,0.14264591,3.040664,-0.05540415,-0.046415754,-0.25203705,-0.12899724,-0.114451885,-0.24116904,-0.16122611,-0.1540099,-0.2464899
Abcf2,-0.25832042,-0.087631255,-0.032841645,0.15783891,0.03203391,0.13426062,0.23941483,-0.10843427,0.2584288,-0.09547679,-0.067114934,0.216108,0.054198243,-0.6883772,-0.24492471,-0.0088968165,-0.489291,0.03994547,-0.0605286,-0.3484902,-0.16562448,0.14560676,-0.41742486
Chpf2,-0.26327237,-0.07536883,0.016043987,-0.09659492,-0.2640372,-0.15632123,0.048047822,0.06918915,-0.17742409,0.06691653,0.10119785,-0.06190146,0.050023347,-0.29858267,-0.1359953,0.0011008122,-0.27190337,-0.010489372,0.17514405,1.7617239,-0.06055299,0.012050256,-0.2622727
Kmt2c,-0.28408456,0.4513335,0.0948284,0.031129774,0.12789534,-0.111989856,-0.10540177,0.141299,0.11105197,-0.069765046,-0.09696835,-0.16971491,-0.012636995,0.7069845,0.0038041878,0.09923918,-0.48531237,-0.10595001,-0.12182868,-0.6016511,-0.17712225,-0.39984828,-0.5446928
Rbm33,0.04317444,0.55589235,0.013873931,-0.1178955,-0.4244361,-0.2719835,0.09198201,0.0010030095,0.039525814,0.03973768,0.17940155,-0.0082941605,-0.088158734,-0.5033487,0.026361927,0.06894266,1.6142873,0.022917615,0.015139114,-0.3993033,0.11228046,-0.026094634,-0.4204054
Tyms,-0.115916684,-0.23439854,-0.117782794,-0.23806304,-0.3686601,-0.29291087,-0.5575989,-0.9204782,-0.9040159,-0.65057546,-0.54201907,0.3762431,0.4208949,0.51245344,0.8833088,1.0243052,0.96634644,-0.3130669,-0.18470448,0.2239541,0.27742717,-0.095331475,-0.27361947
Cenpa,-0.20370944,0.19038482,-0.13939999,-0.31514326,-0.3064775,-0.39959478,-0.7891083,-0.58394516,-0.6955318,-0.4665839,-0.49562684,-0.1072793,-0.09348808,-1.2773834,0.6411284,0.38122776,2.2615705,-0.3391948,-0.19442207,-0.08693204,2.3076098,2.3528795,3.4678845
Mapre3,-0.13303158,-0.108244486,-0.043905545,0.105617195,-0.13096026,0.08623678,-0.025763564,0.018936347,-0.07376603,0.5058208,0.22661698,-0.08195239,-0.07686046,-0.037400328,-0.06765562,-0.030828176,-0.10965616,0.012227864,-0.12207835,2.3803823,0.10304734,-0.112719364,-0.13573909
Emilin1,0.38458118,-0.14237669,0.07091438,0.0011374363,0.10556871,-0.18270938,0.09843966,0.23207855,0.20711912,-0.11777344,-0.110915564,-0.06554045,-0.056286093,-0.019013686,-0.03412817,-0.06003519,-0.14483488,-0.09296052,-0.12516871,-0.23382007,0.0014695112,-0.044950582,-0.19025382
Khk,-0.1339975,0.46081382,0.019681005,0.18308307,-0.070453204,-0.06087382,-0.036175843,0.08818708,-0.10110333,-0.002103669,-0.0118951425,-0.038171668,-0.104013525,-0.17096679,-0.04959786,0.033800762,-0.25472325,-0.10290126,-0.037750468,-0.31395876,-0.14630361,-0.11850769,-0.28495768
Slc5a6,-0.14104547,-0.12022349,-0.006030581,0.062113564,-0.13930549,-0.13968036,-0.050936766,-0.013387349,-0.09126044,0.18854785,-0.105046354,-0.0044767763,-0.093859866,-0.060712036,-0.08612749,0.051331803,-0.12140934,-0.12668023,0.023082448,2.3775463,0.14330623,-0.030597629,-0.14331986
Mpv17,-0.35175657,-0.13839722,0.031182734,-0.19759169,-0.033022117,-0.13540871,-0.13049036,-0.0015401368,0.043680966,0.26082155,0.42046815,-0.019740319,-0.072528295,-0.3357824,-0.033503465,-0.06355138,-0.34785196,-0.11200357,0.13595293,1.2831053,0.30679512,0.03613757,-0.35220882
Krtcap3,-0.19361007,-0.18454528,-0.014264396,0.032608412,-0.19285257,0.17363088,-0.15438148,0.31134173,-0.17193629,-0.04923111,-0.015592502,-0.07055782,0.057450972,-0.15863712,0.014543012,-0.046233788,-0.18506153,0.032460883,0.09348585,-0.2037498,-0.09623343,0.081494786,-0.19460022
Ift172,-0.0973299,0.50118023,-0.012510546,-0.03216261,-0.09695171,0.2089354,0.06491458,-0.06958252,-0.08650878,-0.090224326,0.23203522,-0.0880035,0.05554147,-0.07986887,-0.08539309,0.03379218,-0.09306185,0.004137918,-0.095329985,-0.10239239,-0.09317103,-0.09362116,-0.09782426
Zfp512,0.17317131,-0.3030942,0.07360498,-0.20044951,-0.1900969,-0.21138108,0.105263464,0.02310845,0.10041829,-0.20247838,0.031052237,-0.008970224,-0.08113522,0.94461036,0.104830526,0.024370287,3.2526076,0.14381894,-0.071163066,1.1233351,-0.09116686,-0.104819,-0.37613046
Supt7l,0.17679547,-0.050609175,0.08454456,-0.1250304,-0.27277726,-0.16127905,-0.12043323,-0.07916841,-0.24566309,0.015120259,-0.25344315,-0.02344926,0.06267253,-0.22842313,0.12084674,-0.0010706809,-0.26267758,0.027210264,-0.07613784,-0.28690356,-0.18618807,-0.14990728,-0.27504274
Slc4a1ap,-0.26172557,0.35374388,0.011897262,-0.10516655,0.39930615,-0.3098834,0.061219715,0.2901648,0.105678976,0.08911801,-0.1485159,-0.001143486,-0.19977556,-0.4332622,-0.020549027,0.054628864,-0.40000534,0.02738099,0.007308929,1.1014619,0.0590028,0.20916557,-0.38800028
Fosl2,-0.013540188,0.9865901,-0.08083997,-0.04108637,-0.22665001,-0.09164951,0.0895108,-0.040080197,-0.24054974,-0.07425845,-0.038977783,0.13655943,0.005306993,-0.24938756,-0.08958988,-0.02238344,-0.2318275,0.08391879,0.32497936,-0.21940836,-0.00081381085,0.1290563,-0.22548863
Depdc5,0.3194978,0.110113755,0.015951103,-0.16228758,-0.19446096,0.2623341,-0.03394249,0.07806271,-0.27095956,-0.12464747,0.081046894,-0.0067751347,0.17161258,-0.31959954,-0.007618083,0.016014952,-0.22295567,-0.04216185,0.02798665,-0.15460575,-0.10614724,-0.15671854,-0.18806916
Ywhah,-0.41427797,-0.22114716,-0.20803112,-0.06966499,-0.15442036,-0.4624714,-0.8769784,-0.89558935,-0.32184267,-0.34144664,-0.35300258,0.41792953,0.47223657,0.28655323,0.40496382,0.37831166,1.0010364,0.19305243,0.069758244,-0.055733964,0.18657038,0.874718,2.053437
Uvssa,-0.16640164,-0.15640087,0.15826476,-0.0023491816,0.24289288,-0.02501246,0.23906645,0.23302789,1.1569295,-0.02298363,0.05835049,-0.21548127,-0.09553864,1.1218328,-0.11075142,-0.10086918,-0.34396574,-0.13971692,-0.22255938,-0.47506317,-0.23595288,-0.35182413,-0.41087922
Slbp,-0.31388104,0.076729015,-0.06228465,-0.25565696,-0.6140542,-0.009787901,-0.5115585,-0.6183188,-0.43604735,-0.6885827,-0.7988035,0.6444212,0.865113,0.29301655,0.3402637,0.48495364,0.13194083,-0.29393783,-0.17202882,0.43407938,-0.17062607,0.09045107,-0.70072424
Tacc3,-0.1330243,-0.094491,-0.076373324,-0.11926228,-0.2691619,-0.10829565,-0.7523675,-0.75819325,-0.78304213,-0.87705195,-0.74397075,-0.2750068,-0.43326533,-0.7972058,1.1267492,1.3301765,2.5319412,-0.4318573,-0.27952024,0.2622045,0.96193177,0.9780044,-0.18394393
