gene_name,P9_A,P4_A,P3_A,P10_A,P0_A,P5_A,P6_A,P2_A,P7_A,P8_A,P1_A,P9_C,P4_C,P3_C,P10_C,P0_C,P5_C,P6_C,P2_C,P7_C,P8_C,P1_C
Sqor,-0.06043811,0.09639715,-0.020503093,-0.0821867,0.052794192,-0.04030852,-0.043556407,0.045239314,-0.0028028158,0.9335474,-0.018291507,-0.06679011,-0.008516873,-0.0499505,-0.08266784,0.054411374,-0.0063579017,-0.062220886,-0.030939534,-0.041707523,-0.07256512,-0.07736628
Dut,-0.45739943,-0.9555511,0.1817566,-0.50251293,-0.6211153,1.0429373,0.42090458,-0.26956528,-0.29995084,0.053595543,-0.7123727,-0.29272568,-0.7407511,0.49265724,-0.54352635,-0.6165634,1.2927012,0.7025524,-0.15488456,-0.1284114,0.40866762,-0.76948386
Secisbp2l,0.062220216,0.07051786,0.06568799,0.12453621,-0.03871089,-0.040528204,0.041125987,0.006080829,-0.03336478,0.13694704,-0.1245838,0.15043445,0.16508128,0.06440883,-0.5430254,-0.038964458,-0.056108944,-0.007166207,-0.14856547,-0.123072244,0.06343536,0.973052
Atp8b4,0.22676322,0.09703319,0.2821535,0.069705576,-0.33248684,-0.0880451,0.0050179325,-0.07870263,0.08670762,-0.5413075,-0.021751191,0.07665308,0.007603374,0.04021361,-0.9147503,-0.32518396,-0.27611956,-0.15444508,-0.18810712,-0.08863689,0.0893883,0.3580789
Hdc,0.0084943725,-0.034698013,-0.054145128,-0.11542821,-0.07536933,-0.028509878,-0.042539373,-0.055876497,-0.08658387,-0.12251711,-0.016221395,-0.11943289,0.13877448,0.046534583,-0.12624963,-0.074764974,-0.011269702,0.14268652,0.09656978,-0.034753297,0.042895995,-0.12397352
Trpm7,0.09138173,0.03110911,-0.03928547,0.055228602,0.05073267,-0.01864933,0.016458057,0.016371572,0.02810724,-0.65916663,0.08162962,0.20073901,-0.036114972,-0.06221179,-0.26853734,0.057671692,0.023294466,-0.13735802,-0.22426687,-0.022626355,-0.04741283,1.1015882
Ap4e1,0.042654973,0.06725406,0.09287786,-0.045197777,0.026100796,-0.054021142,-0.08366049,-0.047081985,-0.11175176,-0.30882835,0.067618325,0.21371718,0.08634298,0.03249786,-0.30952328,0.028608955,-0.04315694,-0.10715091,0.08195105,0.06657309,0.028676705,-0.3090995
1810024B03Rik,-0.01245158,0.0052813385,-0.06459624,-0.006782002,-0.038886543,0.028982248,0.02905245,-0.007874244,-0.04117245,0.35147977,0.011635337,-0.18258968,0.013834872,-0.02149323,-0.1831099,-0.03710588,-0.0549317,-0.06564851,-0.03730507,0.12103192,0.11560036,-0.18293619
Tmem127,0.04798377,0.12564762,0.03504409,0.061988886,-0.034566037,-0.14422917,0.05608659,-0.031572253,0.16352597,0.37149584,-0.16607592,-0.10457786,0.1715016,0.116290376,-0.48757502,-0.034556393,-0.17133018,0.07737356,-0.122095086,-0.014911918,0.10635735,-0.4769919
Dusp2,0.12998465,0.16307369,0.16249028,0.4159212,-0.93345606,-0.00983761,0.21157116,-0.20652312,-0.59522766,0.008718772,-0.29439926,0.2044339,0.018213011,0.109297626,0.12261987,-0.94027495,-0.17466865,0.21820757,-0.6836793,-0.33641034,0.68729717,-1.2591729
Kcnip3,-0.04547178,0.04623446,-0.001145996,-0.044949085,-0.0534245,-0.023057602,-0.04534919,0.015668588,0.038907792,-0.066883296,0.018014446,-0.05835162,0.010854832,-0.038352564,-0.077208325,-0.05319832,-0.045869906,-0.05292512,-0.015774764,-0.051987905,-0.06521014,-0.07091209
Zfp661,-0.017779171,-0.013891269,-0.04597189,-0.05973873,0.008110318,-0.048444346,-0.04897826,0.0030741384,-0.06556815,-0.06833414,-0.009159379,0.46343106,0.039212286,-0.051509637,-0.070409894,0.0090671675,0.054705337,-0.013310296,0.088210225,-0.049674604,-0.032205228,-0.0691441
Mtln,-0.03411002,-0.1352988,-0.20254292,-0.10377459,0.37188002,0.020285256,-0.16831666,0.15387571,0.1363155,0.10184951,0.10447658,-0.29441184,-0.13616428,-0.17796798,-0.43577138,0.37933382,0.062251713,-0.13477226,0.038954232,0.3416208,0.0022173487,2.0192566
Acoxl,0.043518517,0.0035550422,-0.01679312,-0.13741598,-0.07265422,-0.10674304,-0.048014823,0.0006063475,-0.16640551,1.6394747,0.04976651,-0.19676794,0.23754571,0.08428199,-0.21420431,-0.07096739,0.06457989,0.03356508,0.26045856,-0.12671284,0.41194338,-0.20838232
Bcl2l11,0.097915635,0.145756,-0.20764324,-0.16700684,-0.48856083,-0.23034722,-0.21857761,-0.09168544,0.0055123037,0.6014787,-0.044703458,-0.19841544,0.25078347,0.3068199,-0.30273286,-0.4904973,0.0920132,0.20625353,-0.010793885,0.5344059,1.0194525,0.16269812
Tmem87b,0.034730155,0.113011315,-0.041538462,0.09383502,-0.03721939,-0.10020648,-0.11597431,-0.034934226,0.047963932,0.012614426,0.12760726,0.28961775,0.17607646,0.025034858,0.7372531,-0.032936674,-0.11137193,-0.053755865,-0.101043195,-0.0075826067,-0.022392139,-0.38190943
Zc3h6,-0.065167904,0.13460916,-0.029295128,0.0012376338,0.30570465,-0.11631285,-0.0804612,0.03847625,0.056453064,0.11102238,0.30630156,-0.2857149,0.09061805,0.023436328,-0.3687651,0.31319988,-0.14078203,-0.041252248,0.03422887,-0.0011795787,0.055834383,-0.3410347
Slc20a1,0.3185843,0.08244716,-0.03440793,0.41749784,-0.19187325,0.09878261,-0.021387393,0.045438517,-0.23986748,-0.1067644,-0.2691461,-0.2583458,-0.07080201,-0.17345887,-0.88018215,-0.18603005,-0.04038298,-0.20932704,0.07619834,-0.3563814,-0.25787443,1.0014011
Il1b,-0.035485625,0.03447913,-0.01309804,-0.043433495,-0.053529516,-0.011926921,-0.037765175,0.05053517,-0.016537268,-0.04892,-0.021695195,-0.04450053,0.106047146,-0.034140874,-0.054268442,-0.053555492,-0.013869243,-0.0217235,0.11338288,-0.024863502,-0.00987666,-0.051006947
Sirpa,-0.021207316,0.090379775,-0.04439509,-0.056536715,-0.055434246,-0.026635,-0.009667853,0.09172208,-0.053941898,-0.0616321,-0.0647388,-0.05686334,0.17872626,-0.02396129,-0.06740325,-0.066633955,-0.049886715,-0.020529483,0.10292918,-0.03497967,-0.037472676,-0.06388399
Nop56,-0.2062013,-0.36324525,-0.27617633,-0.19515587,0.20080473,0.39508522,0.18528724,0.25231606,-0.17214587,-0.048748646,0.3329612,-0.5463417,-0.51509655,-0.33414227,-0.9456904,0.20412003,0.47167674,-0.09148347,0.33586153,-0.15698512,-0.17372516,0.14625058
Ptpra,0.02423579,-0.035406835,0.19817124,0.036351208,-0.042932592,-0.07287694,0.10324454,-0.07947789,0.13789454,0.3330014,-0.24112402,-0.13804416,0.006204166,0.12405856,0.81312937,-0.034805186,-0.04690799,0.04188896,-0.14163402,-0.10291282,0.052077055,-0.8370743
4930402H24Rik,0.07419761,0.06986609,0.08440622,0.071680345,-0.006655897,-0.017199516,-0.03387517,-0.020899003,-0.12603638,-0.30891138,-0.16052634,0.20097014,0.04574516,0.09713037,-0.3238892,-0.0028333522,-0.10571257,-0.01909275,0.022466512,0.030616216,0.08245777,-0.31475568
Atrn,0.07718587,0.14026879,-0.09070978,0.05660202,0.07927484,-0.045922853,-0.100561425,-0.0057966765,0.1145255,-0.3699444,-0.024605174,-0.09943744,0.0421352,-0.087431855,-0.3980511,0.084989876,-0.08907976,-0.12699579,-0.015653506,0.044894397,0.02514794,-0.38091156
Cdc25b,0.040734943,0.13893914,1.1338941,-0.07711553,-0.5561684,0.07240262,-0.13480118,-0.6455654,0.08938188,-0.5887426,-0.47513032,-0.19224244,0.36683685,1.0652453,0.20386644,-0.56350297,0.1488179,-0.08896684,-0.7278788,-0.12308527,-0.357029,-0.7256006
Smox,0.11018851,-0.015869688,0.08573041,-0.09126785,-0.075872205,-0.06748914,0.056379598,-0.007341814,0.18706712,0.24760604,-0.06536779,-0.20723231,-0.044650678,-0.002447385,-0.21491781,-0.07418129,-0.0923571,-0.02142505,-0.070506305,-0.03907984,-0.0047097704,-0.21235164
Rassf2,0.025999837,0.18993838,-0.048536733,-0.2131238,0.5507589,-0.20414107,-0.04337778,0.049093075,0.12988515,0.09096814,0.053931728,-0.019342935,0.14614579,-0.1384912,-0.62312937,0.5562223,-0.18338403,-0.20027697,0.07962657,0.02667482,-0.05662588,-0.59039295
Pcna,-0.33108675,-0.60727745,0.12913412,-0.33074722,-0.3731869,1.2222011,0.27226222,-0.16721407,-0.39032874,0.31402233,-0.40224814,-0.13989091,-0.82641447,0.07054781,-0.060206216,-0.37104046,1.2501907,0.10025093,-0.16476956,-0.5585683,-0.049284242,-0.48631012
Gpcpd1,0.035874788,0.13545454,0.0938723,-0.06165465,0.21199346,-0.13988799,0.024368929,0.009652835,0.17657143,0.10223427,-0.055688422,0.42348713,0.09340983,0.024876691,0.583309,0.21449149,-0.17333388,-0.064936206,0.04201714,-0.066503614,-0.11388534,-0.64383394
Shld1,0.007511729,0.064823255,0.056813117,-0.041051805,0.17466183,-0.08076047,-0.0745638,-0.06080472,0.05721728,-0.19413908,-0.096067615,0.32088286,-0.00864593,0.09759925,1.1573462,0.16850871,-0.12721072,0.0034674176,0.06394864,0.16486558,0.13508186,1.251553
Tmx4,-0.010963187,0.052400824,-0.07764702,0.09897963,0.059374277,0.03888592,-0.031887457,0.04102462,0.057909954,0.01739803,0.13846168,-0.10996356,0.032834653,-0.19688357,-0.44911113,0.055211898,0.0698045,-0.14212789,0.026089735,0.015624713,0.03622135,-0.4517122
Plcb4,-0.07179161,0.02175048,-0.037921082,-0.07554771,0.06555542,-0.0516462,-0.053986613,0.0020002595,-0.059345063,-0.068826266,-0.042487305,-0.06294689,0.21600579,0.004700982,3.2807596,0.04953542,-0.05434545,-0.05920736,-0.033606194,0.040851265,-0.06767325,-0.0716026
Esf1,0.00602069,-0.15780585,-0.18326327,-0.14097188,0.17219493,-0.008370869,0.053181462,0.15827057,0.046054408,0.9637853,0.15125003,-0.29398146,-0.098932564,-0.11896268,-0.68587744,0.16981082,0.2335644,0.06918111,0.0463114,0.039619673,0.0022812174,-0.72050333
Bfsp1,-0.024380904,0.037560694,-0.041956738,0.013324483,-0.07051544,-0.009977168,-0.028661463,-0.018747164,-0.05423203,-0.06412009,-0.06811469,-0.05798842,-0.008250091,-0.008653595,-0.07154064,-0.07055148,0.015517762,-0.021669244,-0.027388647,-0.035335988,-0.062917605,-0.067015566
Dstn,0.09076832,-0.07948354,0.088383876,0.27457,-0.41622105,0.007569976,0.15103774,0.023959463,-0.020723851,0.105913356,-0.24802731,-0.19203739,-0.09152069,-0.07787062,0.122636475,-0.4164847,-0.0005591742,0.10308948,0.02694716,0.00042309298,-0.07890355,1.7234308
Rbbp9,-0.038930815,0.015172506,-0.06349094,-0.045845848,0.12744085,0.013128471,0.018940222,0.028382016,0.056018695,-0.13651273,-0.017219232,-0.13321994,-0.023495736,-0.07685509,-0.14049765,0.1307263,-0.041470103,-0.012536321,0.02915873,-0.048278604,0.0447502,-0.13806763
Ralgapa2,0.11637817,0.11890705,0.1370121,0.13356136,-0.10730009,-0.12696405,-0.0925831,-0.03494256,-0.032326855,0.39145687,-0.09243944,0.26172674,0.11164207,0.06958798,1.2007875,-0.10189316,-0.028386397,-0.24242632,-0.04387844,-0.07186188,0.06870838,-0.54376644
Kiz,0.040719185,0.026652232,-0.03456185,0.14760233,-0.022308435,-0.018533168,-0.08481514,-0.010663306,0.03187654,-0.2610538,0.09881405,-0.25054112,0.06457231,0.022633249,-0.27377626,-0.019283919,-0.067905836,-0.14493574,0.08234669,0.012527136,-0.049323283,-0.26601806
Cd93,-0.050853718,0.12119979,-0.03843192,-0.070274614,-0.058767393,-0.03685954,-0.004071616,0.03623589,-0.060443375,-0.06619626,-0.038376797,0.38666618,0.1124403,-0.05426649,3.2851434,-0.06993805,-0.032955267,-0.06035982,-0.044825867,-0.009539507,-0.0422607,-0.067880854
Napb,-0.052246578,-0.0059812106,-0.032183096,-0.055358496,-0.010232221,0.012324887,-0.03749521,0.044492267,-0.041934665,-0.049789805,-0.05296314,-0.044918764,0.11616545,-0.033500586,-0.05568473,-0.009709144,-0.037792508,-0.041820582,0.20287989,0.034240726,-0.04883454,-0.05208999
Cst3,-0.0013633464,-0.023102617,0.19406028,-0.06795029,-0.5703478,0.10174517,0.31920424,-0.31208333,-0.092399135,0.41660628,-0.5660728,0.55578893,0.07825785,0.24271548,0.57435614,-0.5670538,0.15416782,0.45554018,-0.16649598,-0.05703041,0.43461585,-1.3440738
Zfp120,-0.049822625,-0.009085129,-0.057521228,-0.074623995,0.17393617,-0.032791633,0.031162867,0.0076446515,-0.005349106,0.4189673,-0.12305306,0.31399637,0.20764871,0.017244017,-0.34533125,0.17880906,-0.023559272,0.075191066,0.3244492,0.07605328,0.13542299,-0.340286
Zfp937,-0.062841296,0.0019982245,-0.03445197,-0.09140811,0.06701716,0.0035886518,-0.048390362,-0.012936935,-0.07919223,-0.09253453,0.0053622797,-0.08426085,0.11519934,-0.06486658,-0.10254731,0.069047175,-0.056992345,-0.051770233,0.053125415,0.022127286,0.018967524,-0.096441485
3300002I08Rik,-0.057381976,0.024855409,0.034930207,-0.04948555,0.03259086,0.014123187,-0.02653733,-0.018492807,-0.089347556,-0.09700242,-0.029952303,-0.09225557,-0.05375053,-0.031051453,-0.10274705,0.034225866,0.025733164,-0.08923638,0.06795961,0.013933435,-0.026093611,-0.099243954
Gm10130,-0.043635912,-0.024200493,-0.06993386,-0.117686085,0.18035647,-0.02957388,-0.04153022,-0.0052778623,-0.07908387,0.19538243,0.03751311,-0.006494436,0.14397283,-0.017090725,-0.22412321,0.17578857,0.08357025,0.06475296,-0.05525579,-0.019383954,0.15391783,3.030014
Zfp442,-0.041364904,0.009625157,-0.0352784,-0.024347205,0.03807923,0.006030281,-0.059724122,0.008849626,-0.015812822,-0.112362154,-0.025719581,-0.10585156,-0.053039573,0.012186587,-0.12024126,0.051355116,-0.05139222,-0.05106836,0.062339928,0.060764384,0.040636707,-0.115436554
Acss1,0.06678235,0.16979438,-0.084578775,0.10651853,0.07777642,-0.12916574,-0.12878238,0.07652327,0.1439435,0.8680392,-0.015429234,0.22309886,0.102037676,-0.09113632,-0.427706,0.071292505,-0.16751927,-0.15390761,0.0030068578,0.063630044,-0.020131512,1.3005579
Entpd6,-0.008955826,0.0094381785,-0.0890468,-0.02895838,0.2624358,-0.020010855,-0.08973289,0.09074971,-0.02575968,0.052666713,-0.0050054733,-0.108764134,-0.06491778,-0.110409796,-0.34490764,0.26991427,0.042824972,-0.009557301,0.011652294,0.04881027,0.028596302,-0.34230435
Sdcbp2,0.19694456,-0.0015048594,-0.12414594,-0.10268299,-0.60022384,-0.15804164,0.01711772,-0.1802741,-0.043196157,1.0722113,-0.52827424,1.1464257,0.15062548,0.21285965,-0.63113815,-0.5999759,0.13173164,0.48744306,-0.3439856,0.3584084,0.8967307,-0.61867905
Tbc1d20,0.07429564,0.043910544,-0.040843777,0.14852308,-0.1740508,-0.11851818,-0.03027407,-0.07020853,-0.056592125,0.073285095,-0.20854971,0.38249594,0.19246718,0.027177291,-0.6118793,-0.16961747,0.02197758,0.0616738,-0.07870065,0.08511918,0.24900882,-0.6078493
Sox12,-0.030462714,-0.021133687,-0.018857593,-0.051646948,0.028778736,0.08092121,-0.049193393,0.085889116,0.017827993,-0.080837496,-0.052086253,-0.07863449,-0.060764402,-0.06401773,-0.08350357,0.030148994,0.03274748,-0.011695335,0.08201965,-0.039430834,-0.080405466,-0.08187779
Id1,-0.0046245926,-0.032902475,-0.04927755,-0.050360028,-0.08086099,-0.042386185,-0.06588588,0.061815355,-0.10262998,0.593121,-0.016135262,0.3153695,0.06521093,-0.0059403325,-0.10332921,-0.08058526,-0.017976832,0.054080013,-0.03311562,0.031682335,-0.07964748,-0.10314641
Tpx2,-0.38422266,-0.30071497,1.5303351,-0.265634,-0.28952432,-0.14068228,0.3764504,-0.5689275,-0.38173306,-0.46099266,-0.31007484,-0.6369465,0.116758324,1.6163843,-0.3001175,-0.28993508,-0.18273878,0.3052289,-0.5776077,-0.57837164,-0.40481427,-0.4525228
Hck,-0.06600762,0.11537509,-0.0380238,-0.093024686,-0.08116319,-0.05480794,-0.041951355,0.08652192,-0.074885085,-0.085499726,-0.08978785,-0.078917496,0.16087289,-0.045674283,-0.09346553,-0.08106343,-0.06928779,-0.074730925,0.09025758,0.04330118,-0.06251933,-0.08860796
Tm9sf4,-0.031423792,-0.006964504,-0.10494682,0.01951762,0.062032327,-0.044783432,-0.001831038,0.088039055,-0.019288154,0.00516665,-0.046587173,-0.052629966,0.1029413,-0.030255398,-0.47929117,0.067733616,0.0019497094,-0.061097693,0.013494656,0.0897318,0.19858864,0.7932416
Pofut1,-0.050510086,0.006896308,0.049026854,-0.0011044862,0.17097275,-0.045365565,-0.11835762,-0.010277022,0.12965925,0.30163243,-0.026173707,0.14302273,0.18052644,0.0788124,0.8522579,0.16742828,0.009764075,-0.11454088,0.03462754,0.03457958,0.02465194,-0.34914222
Kif3b,0.014236952,0.03482198,0.026423825,0.062098067,0.028863026,-0.1853667,0.02479508,-0.014743497,-0.0065844036,0.008486411,-0.03858712,0.27671716,0.32940271,0.045666747,-0.40672073,0.034197275,-0.14653088,-0.08141396,0.105776235,0.22224846,-0.035648037,-0.40213424
Nol4l,-0.04391029,-0.061375562,-0.022990517,-0.011492159,-0.040616963,-0.015540553,-0.026259268,0.018860765,0.116364636,-0.10173074,-0.038085587,0.14022903,-0.017115008,0.035786197,-0.09583385,-0.0398958,0.0059326584,-0.049551576,0.04855571,-0.0738123,0.058407616,-0.099429786
Dnmt3b,0.00073411723,-0.009977794,-0.115733914,-0.011823614,-0.033524077,-0.037827976,-0.07505897,0.022948485,-0.16175815,0.4100085,-0.06039384,0.36052337,0.006296954,-0.047126465,-0.20789872,-0.033703532,0.061993327,-0.06223292,0.11347453,0.1464927,0.26973474,-0.20712288
Cdk5rap1,-0.088922754,-0.03188148,-0.06542674,-0.08653004,0.63214207,-0.10117202,-0.041576225,0.03218174,0.11071434,0.056604657,-0.08664415,-0.087015346,-0.001188517,-0.051066227,-0.2853295,0.63364273,-0.1070044,-0.08093302,-0.025046498,-0.059019342,-0.14996794,-0.28342932
Cbfa2t2,0.023068557,-0.0009107664,-0.04189058,0.059315998,0.012393388,0.049373828,-0.09603416,0.024495158,0.1213646,-0.009891418,0.13161013,-0.2691293,-0.029572615,0.08160967,2.3060656,0.014026586,-0.01019235,-0.09993697,-0.03954214,-0.0018172711,-0.09320721,-0.26818365
a,0.06571036,0.10779563,-0.057453882,0.24251123,-0.19597654,0.17651325,0.0812117,-0.020046422,-0.16250756,-0.22284786,-0.22103928,-0.22562404,-0.19641261,-0.115690075,-0.21948816,-0.1956639,-0.034982048,-0.0031584587,-0.096954264,-0.19666047,-0.034917247,-0.22153692
Itch,0.10128674,0.14730863,-0.0042244294,-0.040060602,0.034570865,-0.21252897,-0.06193135,-0.05445797,0.009112323,0.06637781,0.043850295,0.35382652,0.24562937,0.17863485,-0.81215906,0.036629453,-0.20212042,-0.10598202,-0.015938558,0.0756018,0.15018257,-0.7942636
Trp53inp2,0.062019538,0.03039627,0.080160655,0.026683511,-0.20945399,0.031696405,-0.028706402,-0.08431144,0.102860734,-0.24030584,-0.019748682,-0.017494407,-0.06195452,0.06351095,-0.25345775,-0.20899644,-0.011712754,-0.068079524,-0.11253339,0.029578954,-0.14774475,-0.24543768
Ncoa6,0.05721364,-0.0033635893,0.022482244,0.036874622,0.023698425,-0.005748359,-0.08431294,0.016673831,-0.102653556,0.15053944,0.009426167,0.08972488,-0.10791051,0.0028674665,-0.45246616,0.013250489,-0.027526688,-0.11655014,-0.004798671,-0.023623265,0.022722319,1.3024726
Ggt7,-0.03927053,0.035538103,0.031176431,-0.018979184,-0.05907821,-0.025940774,0.09121846,0.008208369,0.08874609,-0.08903825,-0.0006653593,0.28094396,-0.057175603,0.056243736,-0.09327019,-0.05868339,-0.080425456,-0.08331719,-0.06809032,0.010209265,0.0045030983,-0.09068954
Acss2,0.065505736,0.2066881,-0.029378157,0.6605922,0.033782776,-0.070267454,0.026839793,0.024089836,-0.20531529,-0.24576539,-0.2736998,-0.46842045,0.06929152,-0.18406181,-0.5674405,0.032554127,-0.2614187,-0.22304143,-0.07369617,-0.25919876,-0.32803985,0.6942182
Trpc4ap,0.020251129,0.1440474,-0.03373902,-0.11803576,0.19490206,-0.17564681,-0.031844955,-0.032935858,0.35917577,0.4435222,0.05422273,0.026769768,0.17601164,0.021791369,-0.22487956,0.18663448,-0.2611697,0.010413695,0.094249204,0.13756315,-0.12998734,-0.8304261
Phf20,0.015270464,0.06632232,0.0075241085,0.100629196,0.19256657,-0.0026247434,-0.06833872,0.027061248,-0.07660577,-0.1279158,0.0336827,-0.255963,-0.11456668,-0.0535502,0.8303594,0.20164584,0.015571784,-0.17139493,-0.048282403,-0.08968497,-0.00047881601,-0.54109406
Cnbd2,-0.03973986,-0.015326757,0.06162505,-0.06644789,0.0044154837,-0.046648998,-0.009208131,0.009203394,-0.04312772,-0.1154787,-0.08747204,-0.111976825,0.036018398,-0.017770218,-0.11971668,0.0059218826,-0.03170388,0.016585728,0.102236554,0.02532374,-0.034069218,-0.11713235
Dlgap4,0.08029759,0.07441592,-0.08874416,0.12048326,-0.06432259,-0.20304804,0.052297976,0.031224864,0.098756954,-0.13226257,0.01813183,0.3180179,0.14425603,-0.07456101,-0.6558089,-0.055194635,-0.23855314,0.1050008,0.13663718,0.09332658,-0.015864583,0.69874275
Ndrg3,-0.085560836,0.087397225,0.033624865,0.057659723,0.2385642,-0.12935331,-0.06940791,-0.038271237,0.03897177,-0.3035189,0.047584772,-0.17102538,-0.06712008,-0.018513104,-0.54665303,0.2365913,0.008270829,-0.07628943,-0.068462424,-0.008660392,-0.13766319,0.96018255
Samhd1,0.5283825,0.3155626,-0.07545073,-0.27390048,-0.40753087,-0.2549123,0.019262254,-0.1634298,-0.12756474,0.06977622,0.06713227,0.77483,0.3738284,-0.05475793,-0.4187545,-0.4102514,-0.1744993,-0.028030444,-0.16280128,0.031815615,0.5738455,-0.78453696
Blcap,-0.026344137,0.007983374,-0.03565517,-0.021364817,0.08358015,-0.040729657,-0.026417889,0.047302756,-0.023006046,-0.1943398,0.058611773,-0.1909243,0.09385607,0.018741107,-0.19847324,0.087039076,-0.09732906,-0.038334023,0.2567215,0.053154428,0.09991636,2.929029
Tgm2,-0.055816904,0.11548371,-0.015584998,-0.049271848,-0.048017606,-0.015648166,0.0029976023,0.040522948,-0.042586002,-0.052664693,0.0336123,-0.04641481,0.004282405,-0.010069891,-0.060228292,-0.047916334,-0.037271325,-0.042439625,-0.015225116,-0.041753065,-0.05143902,-0.05561599
Lbp,-0.06931717,0.052467033,-0.030645503,-0.06475579,0.10450231,-0.03714702,-0.040884417,0.024343787,-0.049441315,-0.06458182,0.01971143,-0.055193063,0.020965796,-0.033184923,-0.07594409,0.10665797,-0.04145745,-0.04922142,-0.00833898,-0.048190054,-0.06274058,-0.06901534
Ralgapb,0.048562597,0.028020695,0.06017542,0.02799621,0.018400252,-0.09584849,0.018842096,-0.0060412474,-0.01785015,0.89167076,-0.026949687,0.08832367,0.16825509,0.10682177,-0.4673091,0.021141516,-0.025971675,-0.06198239,-0.089081965,-0.019791778,0.037203755,0.9596035
Ppp1r16b,0.116296366,0.010194428,0.03418255,-0.24139768,-0.13116199,-0.08523569,-0.15984373,-0.18257259,-0.04543452,0.6756043,-0.09357989,0.32919663,0.28028545,0.23056774,1.7763681,-0.1268452,0.19529158,0.10882303,0.016278721,0.20214806,0.37759247,0.24524513
