gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Slc7a11,-0.016689565,0.040147677,-0.053494483,-0.05058745,-0.013890777,-0.05019692,-0.054043118
Elf2,0.014684502,0.00859402,0.03104137,0.007839293,-0.017004302,0.016042529,0.10367228
Rab33b,-0.026457602,0.022179728,0.07655527,0.08016083,0.011251891,-0.08375973,-0.06682422
Setd7,-0.003739048,0.0038866245,-0.049347438,-0.055715777,-0.11473831,0.016501645,0.3805332
Mgst2,0.035793547,0.19508937,-0.1092478,0.03379467,-0.2658101,-0.14398319,0.1189397
Maml3,-0.006316493,0.01725742,-0.15907225,-0.14036018,-0.08028724,-0.07680602,0.493712
Foxo1,-0.06572732,0.046993677,-0.15387103,-0.11418916,-0.070071705,-0.24494807,0.6300965
Nhlrc3,-0.04012116,-0.010720698,-0.026749505,0.017314779,0.06988173,0.05998506,-0.016923869
Supt20,-0.04446918,-0.111307114,0.03579356,0.05040744,0.10855335,0.11224231,-0.094698235
Spg20,-0.0152588105,-0.09913194,0.01273555,-0.0016488404,0.01631187,0.08483673,0.15819257
Rnf13,-0.010273513,-0.025545787,0.30290842,0.099360816,-0.104891755,-0.033859156,-0.050689902
Pfn2,-0.012508904,-0.038260043,-0.052966744,-0.044313136,-0.002562873,0.017339466,0.0071417214
Tsc22d2,0.006517699,-0.021607812,0.09137397,-0.053294566,0.08702487,-0.06968166,-0.0047178734
Siah2,-0.0942943,-0.1325606,-0.058785394,-0.053075716,0.45998642,0.040983353,-0.33416155
Med12l,-0.04027122,-0.0024802212,0.2927123,0.17885093,0.033360027,-0.11742332,-0.3584912
Gpr171,-0.08508593,0.08483763,0.13837661,-0.03159128,0.013367558,0.35296634,-0.59675384
P2ry13,-0.023008417,-0.033587538,-0.041081313,-0.002887981,0.010916321,-0.033523627,-0.06906991
Mbnl1,-0.112371266,-0.07390448,0.10590551,0.10045388,-0.057889137,0.0733126,0.28497142
Rap2b,-0.031005055,-0.07332727,0.14825068,0.093449056,-0.04157518,0.02053224,-0.0762376
E130311K13Rik,-0.032234818,-0.06494814,0.084574305,-0.07421132,-0.0030386967,0.079412624,0.10052776
Kcnab1,-0.00669081,-0.01770028,-0.03781892,-0.033202868,-0.008039112,0.012898986,-0.017697003
Tiparp,0.018530792,0.05730127,0.07780941,-0.004985666,-0.08141431,-0.05475696,-0.06487363
Ccnl1,-0.039544623,0.052391063,0.22143242,0.14334632,0.010037375,-0.3359701,-0.41394696
Rsrc1,-0.055959743,0.0009651193,0.05820596,0.019161679,-0.055517334,0.13115643,0.080463745
Il12a,-0.010761164,-0.027483616,-0.053840112,-0.06197052,-0.026595863,-0.010657639,-0.06476757
Ift80,-0.038576957,0.060511086,-0.2588936,-0.20096308,-0.0431433,-0.12854043,0.68653893
Smc4,-0.04414485,0.09801456,-0.37581345,-0.30886355,0.093727335,-0.07943457,0.5877785
Trim59,0.014819604,0.019115763,-0.060858402,-0.060616747,-0.046926156,0.11319732,0.13671654
Kpna4,0.04451169,0.0052766963,0.1893517,0.11862444,-0.16897696,0.045751352,-0.11045315
Ppm1l,0.0067100828,-0.030479817,-0.029555298,-0.03961273,-0.045250364,-0.06730571,0.08681237
Wdr49,-0.0041454174,-0.010342998,-0.054914646,-0.030255036,-0.008270739,-0.032477193,-0.02322411
Serpini1,-0.017074512,0.06761045,-0.06107278,-0.027596444,0.02742676,-0.13590024,0.071305715
Golim4,0.048053898,-0.07992637,0.2203139,0.06891493,-0.045024954,-0.10803272,-0.088194676
Rapgef2,-0.016138792,0.03169874,0.20933715,0.14631711,-0.13001627,-0.13181078,-0.15945317
Ctso,-0.009900629,-0.013918501,-0.087964244,-0.012956414,0.016626371,0.08381281,0.19369298
Tlr2,-0.02305973,0.0022094517,-0.049677216,-0.05667263,-0.05298519,-0.041117676,-0.024479795
Tmem131l,-0.07644742,0.0030279765,0.06920385,-0.018649234,0.0188301,-0.15636748,0.00090697856
Trim2,-0.016524225,-0.034161367,-0.07714007,-0.022875588,-0.026970765,-0.038285762,0.116747126
Fbxw7,0.012804807,-0.09906734,0.27587393,0.10282811,-0.00039749432,-0.02706491,-0.209963
Cd1d1,-0.0056497343,0.008228108,0.045480166,-0.010239079,0.009166313,-0.119050816,0.011676207
Cd5l,0.0059128297,-0.0021696417,-0.029183792,-0.030644547,-0.037555646,0.005582122,-0.047574263
Fcrl1,-0.050835487,-0.058493108,-0.12037294,-0.11773678,0.11083802,0.030540297,-0.12828042
Etv3,0.026549248,0.07290403,-0.20330244,-0.10623851,0.097750455,-0.0913973,0.040287606
Arhgef11,0.020939216,0.008388208,-0.05146539,-0.064864755,-0.01795393,-0.023411509,0.087677024
Pear1,-0.047577232,-0.06714571,0.07238586,0.0254112,0.0647585,0.20004362,-0.20893128
Sh2d2a,-0.16913596,-0.04866453,0.10052459,0.0018714248,0.32559326,0.74559903,-0.9220397
Rrnad1,0.014806676,0.0014007767,-0.007251878,-0.043532606,0.0017605405,0.051055476,0.051745262
Gpatch4,0.0152216675,-0.015569597,-0.20700957,-0.18223141,0.020068554,-0.047151677,0.5601414
Mef2d,-0.06450207,-0.021685582,0.18199258,0.09570811,-0.03985488,-0.12543575,-0.12840684
Sema4a,0.045261495,0.077078946,0.3173864,0.32071435,-0.34605187,-0.056838922,-0.21478221
Lmna,0.008713944,0.10532943,0.0115639735,0.06966273,-0.11586925,-0.16138008,-0.14346641
Mex3a,-0.008297173,0.0041024787,-0.04273358,-0.065313585,-0.024041554,-0.075231634,0.11772701
Khdc4,-0.020676738,-0.04450199,0.093155846,0.03964094,0.035417657,0.11816307,-0.16612911
Syt11,-0.086031504,-0.029730564,-0.08241987,-0.012609291,0.15300769,0.41627917,-0.1930619
Ash1l,-0.040294047,-0.059006818,0.06593345,0.09875087,-0.18466668,0.21601196,0.2472504
Rusc1,-0.020288141,0.03162239,0.074563384,-0.06179701,0.008291734,0.015886009,-0.044753943
Hcn3,0.0043864357,-0.02089757,-0.06134418,-0.060842108,-0.039875183,-0.039364588,0.059094056
Clk2,-0.025536004,-0.011109722,-0.016487198,0.011808107,0.024875471,0.09635651,-0.01478781
Fam189b,-0.059628878,0.068759196,-0.0010719482,0.08978973,-0.15739168,-0.38077015,0.59456545
Trim46,0.018459052,-0.040706217,0.055599194,0.04590059,-0.0022814597,-0.04783192,-0.13587402
Slc50a1,-0.115225956,-0.10881929,0.22309865,0.15092508,-0.04869321,0.07599132,-0.07758465
Zbtb7b,-0.063780405,-0.10705569,0.25909677,0.05615771,0.104153745,0.22079185,-0.3126046
Cks1b,0.19525214,0.13969141,-0.46519884,-0.42386773,0.40965998,-0.017639734,-0.54675865
Pbxip1,-0.065845065,-0.061374947,0.19989584,0.15831918,0.042582225,0.040242787,-0.15485346
Adar,-0.02235934,-0.032784145,-0.05740566,-0.07605419,0.061504513,0.23060943,0.067485206
Chrnb2,-0.026364673,-0.004537696,-0.05218324,-0.041900802,0.0071476307,-0.036796268,-0.02271421
Il6ra,-0.014272173,0.12367423,-0.38941142,-0.24925785,-0.1860187,-0.29464665,1.408659
AC163616.1,0.0050315796,0.0051202956,-0.050009955,-0.025731327,-0.070754275,-0.0058767386,0.11825249
1700094D03Rik,-0.011984672,-0.030977031,-0.069094755,-0.03024457,-0.00019808259,-0.01807978,0.019670596
Rps27,-0.15341945,-0.0020565265,0.061859835,0.13580772,-0.44570497,-0.22599639,1.3891177
Gatad2b,-0.04819348,-0.0042855293,0.08546674,0.05152854,-0.11080912,0.11356532,0.15002683
Snapin,-0.0058692805,-0.059837375,0.006543616,0.066758305,0.022392288,0.094088845,-0.05688565
S100a13,-0.03592993,-0.016018346,0.4300496,0.26692945,0.27418396,0.062991366,-1.3456587
S100a2,-0.02575166,-0.050389137,-0.008451906,-0.029214347,-0.023211144,0.007920124,-0.029609798
S100a4,-0.10091591,-0.5270185,0.6760967,0.41408342,0.61060476,0.7016616,-1.580763
S100a6,0.054229703,-0.19132537,0.40865925,0.244551,0.4643143,0.51787335,-1.88095
S100a8,-0.018801907,0.0052447366,-0.0446694,-0.04728584,-0.012591302,0.02593905,-0.055898566
S100a9,-0.010759941,-0.010322673,-0.049700283,-0.046820667,-0.025040885,-0.007941347,-0.02988901
S100a11,-0.10582943,-0.20650114,0.2445658,0.11666884,0.6003709,0.42903253,-1.3079357
S100a10,0.020999255,-0.113453425,0.54910046,0.36001137,0.36310837,-0.057981525,-1.6894075
Tdrkh,0.002928722,-0.06225974,-0.099893354,-0.07616507,0.025114162,-0.069700286,0.23341246
Snx27,0.02384299,-0.08306024,0.07407868,-0.06315173,-0.05219917,0.17749809,0.10174238
Pogz,-0.025412291,-0.0418309,-0.047924127,-0.09033342,0.036864564,0.079945646,0.20809235
Selenbp1,-0.019536585,-0.039379783,-0.054067485,-0.04029244,-0.015056808,-0.034365132,-0.032187894
Rfx5,-0.031381544,-0.057211276,0.03645939,0.011941051,0.0045585074,0.024387656,0.022473274
Zfp687,-0.03383363,-0.022313202,-0.005135831,-0.07409212,0.009416888,0.063403115,0.15045758
Pip5k1a,-0.0066326046,-0.024180425,0.1284112,0.018684171,-0.013888002,-0.09908289,0.016385833
Lysmd1,-0.04693665,0.017708294,0.008711087,0.028048117,-0.0379935,-0.067308426,0.09674463
Tnfaip8l2,-0.0027853441,0.0118248435,0.09909399,0.02911781,-0.005199481,-0.07662074,-0.030157022
Sema6c,-0.009019097,-0.011510817,-0.055470716,0.008871639,-0.015773796,-0.051015943,-0.055495843
Gabpb2,-0.021471044,-0.06587043,0.2039895,0.019789211,-0.047411203,0.32438174,-0.0037950044
Gm128,-0.0020605524,-0.013602847,-0.06595391,-0.07548649,-0.0047178576,-0.028268704,0.0821894
Mindy1,-0.0029694983,-0.003957236,0.12712401,-0.015000469,-0.02702989,-0.03829189,-0.008931379
Arnt,-0.019606652,-0.045455117,0.051623046,0.060937565,-0.00025969816,-0.09130195,0.026712747
Ctss,-0.08599729,0.09426161,-0.23862916,-0.12127311,-0.1246412,0.07178072,0.5811076
Mcl1,-0.062036686,0.0740614,0.120841265,0.04797218,0.037409056,-0.031499412,-0.29555658
Ecm1,-0.02479868,0.036482207,-0.024942942,-0.040533677,-0.033757906,-0.01143621,-0.006131364
Rprd2,-0.054605227,-0.019606652,-0.031871058,0.019821744,-0.036745273,0.10026516,0.20425849
Ciart,0.013485995,0.08824351,-0.11097548,-0.009467553,-0.05141176,-0.060154248,-0.032985076
BC028528,0.002013601,0.012467536,-0.053184457,-0.04175541,-0.024880616,-0.035226557,-0.060792252
Anp32e,0.2154258,-0.021940108,-0.18923987,-0.22586259,0.26203796,0.016853025,-0.33336028
Plekho1,-0.010074956,0.002932737,-0.121945135,-0.03863314,-0.004269892,-0.09724156,0.25201485
Mtmr11,0.011863199,-0.019237962,-0.02349235,-0.041711498,-0.010289273,-0.043668184,-0.017984258
Sv2a,0.007059261,-0.014273488,-0.09153936,-0.07133795,-0.003556345,-0.019859761,0.08533446
H2ac21,-0.011018104,-0.05071562,-0.033083905,-0.0060649784,-0.023635305,0.041059777,0.0038601991
H2ac20,-0.01161064,0.06207017,-0.15064263,-0.08118424,-0.040408302,0.14990538,-0.11387445
H4c14,0.048925515,0.06266212,-0.09036934,-0.018646453,-0.10972474,-0.0034586242,0.11183294
Fcgr1,-0.021587914,0.007276544,-0.031864636,-0.04952983,-0.038384013,-0.021689244,-0.049886398
Txnip,-0.09007721,-0.044148114,0.11000346,0.046790216,-0.29760152,0.33774048,0.5684894
Polr3gl,-0.03608632,-0.017493738,-0.009805933,0.02509467,-0.027095193,0.19497918,0.07819279
Itga10,0.02191957,-0.02748209,-0.042206842,-0.050821826,-0.012993998,-0.046446912,-0.0075758947
Pias3,0.037614223,-0.086444415,0.11601688,0.034518413,0.0006378017,0.15538873,-0.138668
Nudt17,-0.020286942,-0.012819831,0.031099774,-0.026449388,0.032787528,-0.06589857,-0.069570795
Cd160,-0.028800927,-0.16476832,-0.27284297,-0.24148226,0.25007772,1.0815175,-0.35104075
Acp6,0.00911186,0.013874197,-0.054132525,-0.048279464,-0.040911566,0.05933892,0.16996607
Bcl9,-0.025021179,-0.033842824,-0.13478403,-0.101811014,-0.024386626,-0.096184105,0.53340375
Fmo5,-0.01843572,0.03224018,-0.042052515,-0.050164897,-0.007542718,-0.0068162773,0.1206242
Prkab2,-0.013972121,-0.030695815,0.08308396,-0.008751438,0.071862854,-0.15845731,-0.06096799
Notch2,-0.026844451,-0.026697623,0.13244838,0.079596564,-0.012792447,-0.10447761,-0.07942718
Adam30,0.013865035,-0.012152108,-0.020770466,-0.03966465,-0.009253137,-0.046650402,-0.03574757
Wars2,-0.012756161,-0.0015870057,0.058148485,-0.0017114719,-0.019590346,-0.047055714,0.031997874
Tent5c,-0.080770135,-0.021143539,-0.08623953,0.021239826,0.23366165,-0.05784153,-0.07052688
Man1a2,-0.020310305,-0.021649044,0.12126421,-0.018425865,0.009281695,0.0013185764,-0.04196846
Cd2,-0.16494457,-0.027217187,0.33195868,0.30196586,0.022492643,0.18826886,-0.5360185
Igsf3,0.0019357268,0.009940387,-0.07676834,-0.06879449,-0.019761862,-0.061506286,0.10102668
Ampd1,-0.011927043,-0.008918324,-0.12148096,-0.11364853,-0.059220713,-0.098111175,0.41264164
Trim33,-0.047112565,0.01682248,0.047858678,0.031550206,0.027570954,0.017323358,0.02735567
Syt6,-0.0060020327,0.020794375,-0.054137763,-0.04543156,-0.02584624,-0.042529043,-0.03392017
Olfml3,0.013715216,-0.03390068,-0.020606188,-0.07846106,-0.040735204,-0.070122674,0.11393613
Hipk1,-0.08395681,0.06292538,0.11377113,0.120424956,-0.09560461,0.021263778,-0.13771744
Rsbn1,-0.039436985,-0.10624595,0.10043766,0.05389411,0.019289695,0.16529633,0.03636489
Magi3,-0.009241142,0.051239647,-0.045534376,-0.07079314,-0.022199864,0.053721588,0.12624101
Lrig2,-0.023643764,-0.02934459,0.0072018295,0.05719431,-0.005238115,0.05403855,0.054640133
Tafa3,-0.016655881,-0.021863583,0.008157345,-0.016763572,-0.025750881,-0.031271316,-0.08017579
Ppm1j,-0.0061181947,0.00072801765,0.14073315,0.10544761,-0.037863392,0.09974988,-0.38501507
Rhoc,-0.06427639,-0.06979598,0.1528209,0.029796405,0.1048631,0.10579012,-0.3651985
Mov10,-0.0604415,-0.015794387,-0.072651714,-0.10109701,0.11745802,0.07750307,0.08046556
St7l,-0.031578347,-0.0042199134,0.035970405,0.043250404,-0.029989537,0.073354326,-0.063320726
I830077J02Rik,-0.015821693,-0.020325648,-0.042972367,-0.033005636,-0.021726504,-0.025437064,-0.04732536
Ovgp1,0.0106389895,-0.035389055,-0.07130114,-0.07259536,-0.05055467,-0.015282904,0.054229256
Chil5,-0.027232792,0.055229135,0.21330938,0.05385856,-0.03731319,-0.21197432,-0.12985265
Chil3,-0.034276087,-0.00241274,-0.032863174,-0.045834526,-0.037167527,0.010736504,-0.046465848
Dennd2d,-0.07432705,0.008774006,-0.28912452,-0.2119162,0.022969734,-0.016749496,0.64298344
Dram2,-0.045113944,-0.03453201,0.018897949,-0.0003278068,-0.015270229,0.2366151,0.042409312
Lrif1,-0.031956457,-0.047329407,-0.07701924,-0.062188555,-0.037654027,0.20119351,0.29358956
Cd53,-0.11335601,0.21733952,0.03775088,0.015993234,-0.08080096,-0.022722047,-0.11900454
Kcna3,0.031123267,0.008889223,-0.072130606,-0.0133126,-0.053594448,-0.035914622,0.011018958
Kcna2,-0.0091876825,-0.024318775,-0.1786064,-0.13581084,-0.076918945,-0.13079195,0.84274626
Slc16a4,-4.011423e-05,-0.014146618,-0.045735795,-0.03873705,-0.015510351,-0.02721932,-0.02100771
Csf1,-0.058492135,-0.072038755,-0.05478032,-0.05981635,0.0013238408,0.5791505,-0.108511776
Cyb561d1,-0.023245104,-0.030445695,0.062200844,0.02863554,-0.020362712,0.063936524,-0.014385671
5330417C22Rik,-0.017971797,-0.021995252,-0.054037753,-0.014549969,-0.027087035,0.022911452,-0.05207458
Wdr47,-0.034881596,-0.02552966,0.19544512,0.021317128,0.007085967,0.08506439,-0.062017333
Stxbp3,-0.08070055,-0.017609071,0.043159097,0.011972405,-0.0022217568,0.06373119,0.010017903
Prpf38b,-0.0091415215,-0.062069204,0.06572486,0.0025074068,-0.02321773,0.0064308643,0.066664025
Fam102b,0.053957235,-0.024223128,-0.018143222,-0.03533525,-0.03789312,0.18712637,0.05717401
Vav3,-0.031058911,-0.005968262,-0.012695127,-0.03836804,0.023443392,0.13526776,-0.02450082
Rnpc3,-0.022390412,0.0014930717,0.067699224,0.04274135,0.07594231,-0.14058784,-0.11310351
S1pr1,-0.006444394,0.09689388,-0.06245121,-0.04645647,-0.08294121,-0.28225935,0.49559608
Dph5,-0.005489377,0.062132586,-0.3734844,-0.25615996,-0.071669824,-0.18950559,1.0173001
Vcam1,0.00029165955,-0.016078316,-0.046364393,-0.015399605,-0.04486212,0.08219724,-0.06546082
Dbt,0.009210482,-0.03744728,0.022057863,0.012555956,0.014258194,-0.051955715,0.07005654
Agl,-0.005961546,-0.03749898,-0.01619548,-0.057344876,-0.030491449,0.050318085,0.26693773
Frrs1,-0.03242738,-0.058576833,0.14823663,0.11840118,0.011782427,-0.014340886,-0.038462758
Ptbp2,-0.0091495635,0.0058631687,0.08020686,0.054564722,0.008253518,0.0136182215,-0.10314512
Rwdd3,-0.0056963996,-0.043392867,-0.047032397,-0.06518111,-0.016386054,-0.019644046,0.104187645
Cnn3,-0.008931527,-0.006576325,-0.16649322,-0.14138027,-0.061937626,-0.11915899,0.5852822
Arhgap29,-0.018921876,-0.03158518,-0.06771338,-0.059304643,-0.0024947254,-0.061476268,0.019960666
Pde5a,0.0513126,-0.0105971405,-0.04133511,-0.041719627,-0.025077796,-0.026284795,-0.022679815
Usp53,-0.00474538,-0.03948585,-0.15404412,-0.05113459,0.0072180233,-0.0060746046,0.353138
Prss12,-0.013193037,-0.008758018,-0.099804536,-0.07584121,-0.043118715,-0.09332475,0.17916451
Camk2d,-0.05585902,-0.092051536,0.073294245,-0.036931086,-0.009843518,-0.0999878,0.41847885
Tifa,-0.015777647,-0.0049705603,-0.041512586,-0.042163864,-0.03475453,-0.03508876,-0.050952602
Fam241a,-0.0014933855,0.27791074,-0.19644594,-0.12103961,-0.22138292,-0.25522465,0.35665935
Elovl6,0.03490398,0.059455477,-0.1825384,-0.10761866,-0.058859594,-0.055963673,0.2801649
Egf,-0.018974906,-0.029542455,-0.08464044,-0.09411056,-0.031279683,0.0044132625,0.15752175
Lef1,-0.089772716,0.1977894,-0.33576265,-0.08803949,-0.20619075,-0.4172036,1.180053
Tbck,-0.039607607,-0.051981486,0.080707505,-0.012020597,0.0076119537,0.058322046,0.055223778
Tet2,-0.039979972,-0.05970821,0.11233937,0.015506867,0.040310703,0.17285068,-0.10996061
Cenpe,-0.023130191,0.14035323,-0.2152849,-0.20252946,0.28406748,0.056753453,-0.32880726
Manba,-0.030470654,-0.015819775,0.026930548,0.06175132,-0.05668425,0.15839234,-0.012381757
Nfkb1,-0.09301245,-0.15489449,0.11989552,0.0038557984,0.095417656,0.008370212,0.08754117
Bank1,-0.005321546,-0.038441017,-0.11555229,-0.112254746,-0.06072738,-0.0450052,-0.076428026
Ppp3ca,0.019250084,-0.016891522,0.3173709,0.20671615,-0.1583394,-0.13462928,-0.32358328
H2az1,0.19060703,0.023064712,-0.01323152,-0.042694155,0.27631557,0.22807556,-1.1959276
Dnajb14,0.032413743,-0.0027068318,-0.05944317,-0.047896564,-0.08564911,-0.06121351,0.410449
Pdlim5,0.0028570476,-0.008677218,0.106833644,0.10214649,-0.029035263,-0.12617365,-0.09981434
Gbp5,-0.039886355,-0.040828444,-0.009813396,0.02013121,-0.049289472,0.08677907,0.14300464
Gbp7,-0.06346756,0.060928427,0.1638226,0.09594072,-0.113284335,0.29809842,-0.26523554
Gbp2,-0.040732108,0.2089258,-0.13390164,-0.024801442,-0.20071238,-0.038002804,0.21862544
Pkn2,0.020344114,-0.010350858,0.062590204,-0.005209191,-0.07477519,-0.029462699,0.029903414
Lmo4,0.0047486997,0.021717027,-0.13708465,-0.0745013,-0.014771136,-0.19140051,0.23079613
Syde2,0.0038867127,-0.008302526,-0.06505535,-0.024707226,-0.027587129,-0.050316166,-0.020972027
Spata1,0.0072981096,0.0004767862,0.030474614,-0.020753743,-0.028164878,-0.004698565,0.051880237
Prkacb,-0.0055547003,-0.04713172,0.057836544,0.074380085,-0.060515434,0.058755822,0.13355131
Ifi44,-0.022659795,0.013817766,-0.07630478,-0.08196339,-0.0062144664,0.04185663,0.07193282
Dnajb4,0.006087962,-0.07095038,0.086058915,0.10339021,-0.004538408,-0.1376397,-0.05815147
Fubp1,-0.05085752,-0.0054128044,-0.162557,-0.25353125,0.15299685,0.10939749,0.3879517
Miga1,-0.01737784,-0.041010287,-0.08210069,0.0045459224,-0.044134438,0.079580314,0.23436324
Usp33,0.0060597747,0.008442119,-0.025066838,-0.028240992,-0.018574227,0.004752713,0.19833872
Zzz3,-0.020826083,-0.047177713,-0.01736155,-0.056656424,-0.016303454,0.09462907,0.25233138
St6galnac3,-0.082270905,-0.1352086,-0.07538624,0.03265059,-0.12466045,1.2721771,-0.18654281
Fpgt,0.0060086804,0.0074840025,-0.05750971,-0.015528912,-0.011521041,-0.048563883,0.15917224
Ankrd13c,-0.029268736,-0.010135448,0.027451226,-0.012789958,0.01079688,0.078230724,-0.049793404
Wls,-0.013662659,-0.046797376,-0.0024280755,-0.1033152,-0.07498194,0.06226288,0.45258993
Lyn,-0.013209116,-0.008277281,-0.110616505,-0.098898694,-0.031782214,0.075283326,-0.13579388
Rps20,0.063563325,0.22881696,-1.0550953,-0.68405205,-0.055974662,0.047623795,1.573511
Plag1,-0.0088366885,0.040234514,-0.04078752,-0.035601318,-0.033674378,-0.028416108,-0.032618884
Nsmaf,-0.05377546,-0.10391361,0.17613013,0.14853263,0.06872436,0.33933127,-0.44434437
Tox,-0.27805063,-0.30793518,-0.39207366,-0.24457166,0.74629587,1.0331594,0.0639317
Chd7,-0.0140905725,0.05911884,0.16965958,0.19221339,-0.12840217,-0.16525777,-0.24731165
Asph,0.030593023,-0.005165824,-0.013442158,-0.048188217,-0.05804976,0.026151681,0.04029393
Trp53inp1,-0.06591592,0.01169296,0.17802635,0.07018532,-0.086406104,-0.14283773,0.054980926
Gem,-0.06706222,0.022855766,0.0672639,0.030980313,0.08580353,0.13701543,-0.4990732
Cdh17,0.014713798,-0.023110727,0.000786264,-0.0055030896,-0.035667937,-0.024684776,-0.04881534
Rbm12b2,0.019663153,-0.035964753,-0.033671014,-0.0026288705,-0.02620945,0.10678035,0.05860695
Tmem64,0.007880731,-0.018008538,-0.042211737,0.0019567737,-0.025668249,-0.013309235,0.11531318
Mmp16,-0.0011562123,-0.25229618,0.061609853,-0.25658366,0.25658244,0.36846265,0.18809563
Cpne3,0.0016071796,-0.117963806,0.23050219,-0.0075466763,0.079995774,-0.17970626,-0.017612653
Wwp1,0.0020811616,0.02544366,0.050504547,0.09006195,-0.07073388,-0.05363153,-0.07224247
Ggh,-0.24116847,0.4238284,-0.19197258,0.45211023,-0.295279,-0.17494144,-0.41829982
Usp45,-0.01904461,0.05286277,0.01995968,0.10361972,-0.05614786,-0.095720634,-0.0015938537
Pnisr,-0.07175376,-0.13632551,0.1524211,0.08369836,-0.098757245,0.34474164,0.13370404
Fbxl4,-0.00057317526,0.009229693,0.0016269478,0.008688076,-0.04458605,0.06901859,0.09356782
Manea,0.00478221,-0.06446606,0.02968541,-0.0044334587,-0.06280819,-0.0074378448,0.10548551
Bach2,-0.04572619,0.1433197,-0.2851572,-0.15269323,-0.13570069,-0.2041409,0.6323525
Mdn1,-0.031426575,-0.024442827,-0.16087595,-0.12701373,0.003659979,-0.06284687,0.52016616
Rragd,0.023250416,0.019441266,-0.062070135,-0.061712183,-0.028132146,-0.0557896,-0.018785985
