gene_name,P9,P3,P10,P0,P5,P6,P2,P7,P8,P1,P4
Shf,-0.09522108,0.0140128285,-0.014231624,-0.029771771,-0.032827202,-0.08618733,-0.004185797,0.10255867,-0.059317052,0.24988487,0.082558796
Slc28a2,0.12650128,0.007777104,-0.0029014722,-0.011013238,-0.14857824,-0.08144166,-0.03841963,0.07850792,0.063336454,-0.06360256,0.10798206
Slc28a2b,-0.20097426,-0.0812196,-0.21873216,0.51146424,-0.11171593,-0.12869565,0.033001762,-0.05445784,-0.18850452,0.7221854,0.09081278
Gatm,-0.035646435,0.03064821,-0.015722143,-0.036914907,-0.00532291,-0.031461887,0.04879122,-0.025433907,-0.046604015,-0.051144157,-0.03401461
AA467197,0.26925996,0.16985293,-0.10603544,-0.54492235,0.051953852,0.19186075,-0.24857707,-0.47700801,1.0659605,-0.4807245,-0.0003389911
Sqor,-0.060518745,-0.03470533,-0.08218526,0.05264425,-0.02846528,-0.050549798,0.038746823,-0.03354139,-0.04985378,-0.018291507,0.0791371
Dut,-0.45428628,0.3317014,-0.5020798,-0.61991,1.1300642,0.52643514,-0.24666058,-0.1644177,0.40065247,-0.7123727,-0.920213
Secisbp2l,0.06413525,0.06507106,0.123143226,-0.039269645,-0.045963347,0.023031395,-0.0057240385,-0.104242556,0.06509477,-0.1245838,0.08607507
Atp8b4,0.22532587,0.1654679,0.06764151,-0.3305147,-0.15365246,-0.05473124,-0.08525019,-0.051831905,0.075151384,-0.021751191,0.08232054
Hdc,0.0065707313,-0.0055881427,-0.11544979,-0.07542563,-0.022495862,0.026862882,-0.034516364,-0.045632582,0.039162066,-0.016221395,-0.0061589894
Trpm7,0.09028867,-0.05034264,0.05517832,0.05255405,-0.0040177736,-0.04117527,0.0011189082,-0.011977323,-0.061222173,0.08162962,0.020049663
Ap4e1,0.045674704,0.06375709,-0.045750562,0.025728727,-0.050231304,-0.092462115,-0.053204723,0.02914253,0.02105808,0.067618325,0.07039449
1810024B03Rik,-0.015018128,-0.043808017,-0.0071508083,-0.03904643,-0.00029005995,-0.006431036,-0.007094779,0.08698506,0.12092496,0.011635337,0.0066885324
Tmem127,0.04600674,0.074228495,0.060844056,-0.035067793,-0.15368302,0.064062595,-0.05166579,0.02254237,0.11234242,-0.16607592,0.13319135
Dusp2,0.13144763,0.1368359,0.41734263,-0.9344444,-0.06733681,0.21405776,-0.25073653,-0.39073634,0.67197937,-0.29439926,0.13924177
Kcnip3,-0.045648053,-0.019090414,-0.04501367,-0.053450588,-0.031015383,-0.04818781,0.013993788,-0.03290881,-0.06524791,0.018014446,0.04041394
Zfp661,-0.018512437,-0.0486427,-0.05976047,0.0080233235,-0.012461898,-0.03561384,0.015891738,-0.053010676,-0.03302078,-0.009159379,-0.0051548784
Mtln,-0.03792281,-0.19069062,-0.104474105,0.3752875,0.034924716,-0.15574792,0.1433508,0.298527,0.004466382,0.10447658,-0.13544118
Acoxl,0.03990977,0.031954564,-0.13757393,-0.07281089,-0.04697923,-0.017447662,0.015053773,-0.13504438,0.4396529,0.04976651,0.04205028
Bcl2l11,0.093995675,0.04047804,-0.16671163,-0.48894882,-0.11789591,-0.0593977,-0.08639321,0.42339057,1.0100174,-0.044703458,0.16303472
Tmem87b,0.03915566,-0.009430705,0.09637302,-0.03761654,-0.104101405,-0.092661686,-0.042053815,0.004076667,-0.021601923,0.12760726,0.12338655
Zc3h6,-0.068416,-0.0038631854,0.0004763633,0.3106398,-0.124848604,-0.06577,0.041053683,0.01091757,0.05708016,0.30630156,0.12737192
Slc20a1,0.3079705,-0.101471044,0.41479003,-0.18993343,0.05023647,-0.091806464,0.046039585,-0.331925,-0.25446337,-0.2691461,0.057235193
Il1b,-0.03561229,-0.023246823,-0.04345466,-0.05353019,-0.012604475,-0.031754524,0.06129053,-0.023115817,-0.0107579995,-0.021695195,0.046253223
Sirpa,-0.021735203,-0.03454004,-0.056557823,-0.05544736,-0.034746066,-0.013737595,0.09726441,-0.038959865,-0.038018037,-0.0647388,0.104914196
Nop56,-0.21102314,-0.30413282,-0.1967577,0.19953062,0.4218032,0.081584066,0.2517329,-0.16016737,-0.17090401,0.3329612,-0.38822722
Ptpra,0.022362046,0.16242732,0.03643521,-0.040928897,-0.06381801,0.08025523,-0.07446177,-0.05236712,0.05841846,-0.24112402,-0.028561156
4930402H24Rik,0.076553576,0.09054297,0.070857,-0.0070071896,-0.048076164,-0.02833635,-0.007542925,-0.0022653178,0.073623255,-0.16052634,0.06589781
Atrn,0.0747774,-0.08912887,0.05565877,0.078746416,-0.06097759,-0.110466115,-0.0047670854,0.059510037,0.016229376,-0.024605174,0.12412423
Cdc25b,0.037599213,1.1007854,-0.078379944,-0.556296,0.09905911,-0.11762752,-0.6585357,-0.0784882,-0.36225954,-0.47513032,0.17643198
Smox,0.10540661,0.043202993,-0.09152534,-0.07602624,-0.07616401,0.027226988,-0.010069479,0.008388632,0.0009858462,-0.06536779,-0.020604625
Rassf2,0.025833512,-0.091921024,-0.21396644,0.5494589,-0.19690023,-0.10216631,0.055145502,0.04833877,-0.053294186,0.053931728,0.18273379
Pcna,-0.32988223,0.10087843,-0.32922652,-0.37393105,1.231965,0.20781134,-0.17215641,-0.52325463,-0.04108319,-0.40224814,-0.643329
Gpcpd1,0.039523352,0.06059629,-0.06290717,0.21102208,-0.15155515,-0.009092797,0.0034429093,-0.015481919,-0.1090068,-0.055688422,0.1285375
Shld1,0.008811239,0.07648393,-0.04198007,0.17392753,-0.09696405,-0.045326296,-0.060041573,0.14227009,0.12765023,-0.096067615,0.05273639
Tmx4,-0.012173554,-0.13515382,0.09783179,0.058810428,0.04967147,-0.07319342,0.034111332,0.024500428,0.035796445,0.13846168,0.049181875
Plcb4,-0.071645714,-0.017364817,-0.065012954,0.06539875,-0.0525878,-0.055942774,-0.0005790986,0.019819956,-0.06769928,-0.042487305,0.053708613
Esf1,0.0018103744,-0.15225163,-0.14212784,0.17124207,0.07602516,0.059176367,0.1330711,0.04097033,0.023985598,0.15125003,-0.14812024
Bfsp1,-0.024874998,-0.02589491,0.01314903,-0.07051637,-0.001083588,-0.02604155,-0.01852372,-0.039302286,-0.06294475,-0.06811469,0.030024081
Dstn,0.08682481,0.008200718,0.27498466,-0.41641065,0.004734226,0.133072,0.023363743,-0.0040156716,-0.07473161,-0.24802731,-0.08146384
Rbbp9,-0.04034648,-0.06993636,-0.046042744,0.1271439,-0.005917543,0.0071462817,0.03285004,-0.026386498,0.040658485,-0.017219232,0.008810956
Ralgapa2,0.113339014,0.104494005,0.13763061,-0.10779224,-0.0925765,-0.14872783,-0.03341792,-0.06356344,0.0759939,-0.09243944,0.11771184
Kiz,0.036346894,-0.0069771297,0.14672437,-0.022586878,-0.035756193,-0.107341714,-0.0018534462,0.016588595,-0.054102752,0.09881405,0.032890696
Cd93,-0.043868255,-0.046068802,-0.059743594,-0.058780298,-0.035497583,-0.025162235,0.02859117,-0.02022428,-0.042801004,-0.038376797,0.11975871
Napb,-0.052125707,-0.03281851,-0.05535752,-0.010282452,-0.0051579247,-0.039115883,0.049954344,0.018251436,-0.048856102,-0.05296314,0.014113885
Cst3,0.0057215365,0.21752627,-0.06825488,-0.57116973,0.12003214,0.37028793,-0.2795425,-0.06445434,0.43420932,-0.5660728,-0.0064271847
Zfp120,-0.04377885,-0.021462575,-0.075188,0.1733607,-0.029571041,0.047659785,0.029855674,0.058966834,0.14182355,-0.12305306,0.026571084
Zfp937,-0.06314696,-0.049120683,-0.09142859,0.06682944,-0.017544255,-0.049656764,-0.0021898753,0.00086021936,0.016450549,0.0053622797,0.020621635
3300002I08Rik,-0.057898104,0.0031078025,-0.04959536,0.03244097,0.018173179,-0.050030027,-0.022755979,-0.0077453465,-0.027694263,-0.029952303,0.011923465
Gm10130,-0.042892434,-0.044448055,-0.1179079,0.17990814,0.0098950025,-0.0017069977,-0.0060150833,-0.031915024,0.15485384,0.03751311,0.0034667305
Zfp442,-0.0423241,-0.012386431,-0.024545604,0.049123485,-0.014000824,-0.056480896,0.019022396,0.044690754,0.03718301,-0.025719581,-0.0006842015
Acss1,0.06969764,-0.08774142,0.10541545,0.07721742,-0.14254488,-0.13819654,0.06592959,0.080487914,-8.251138e-05,-0.015429234,0.15864731
Entpd6,-0.010262864,-0.09935,-0.02961816,0.2617626,0.0019086198,-0.059691913,0.08336456,0.033157963,0.029139653,-0.0050054733,-0.0027945759
Sdcbp2,0.2127648,0.038389046,-0.1037828,-0.6002576,-0.056957938,0.19334385,-0.18966128,0.2741112,0.9006919,-0.52827424,0.023523035
Tbc1d20,0.07978072,-0.008037783,0.14693414,-0.174536,-0.06950803,0.004177862,-0.076995894,0.05537384,0.24504215,-0.20854971,0.06835051
Sox12,-0.031184869,-0.04063795,-0.05171284,0.028654328,0.06411642,-0.035143252,0.08978184,-0.027412148,-0.08041521,-0.052086253,-0.027653579
Id1,0.0005545105,-0.028376373,-0.05047076,-0.080885895,-0.033871293,-0.020935878,0.053932037,0.0034900466,-0.06446084,-0.016135262,-0.016761236
Tpx2,-0.38837254,1.5718359,-0.26577646,-0.28954285,-0.15535316,0.34976444,-0.5792582,-0.53709704,-0.40608242,-0.31007484,-0.23203388
Hck,-0.06618848,-0.041713566,-0.09302337,-0.081176616,-0.059859052,-0.054233525,0.09163634,0.018493764,-0.06303807,-0.08978785,0.12286021
Tm9sf4,-0.03138812,-0.06892377,0.018471494,0.06143194,-0.028481174,-0.02403765,0.06786313,0.066848405,0.19422247,-0.046587173,0.011116774
Pofut1,-0.047176044,0.06339217,0.0019393398,0.17039482,-0.026134294,-0.11692753,-0.002241677,0.054536898,0.030904323,-0.026173707,0.035461266
Kif3b,0.01877177,0.035704527,0.06111939,0.028380321,-0.17181933,-0.0150003685,-0.0031271563,0.17421621,-0.034651775,-0.03858712,0.083285265
Nol4l,-0.04093541,0.005357002,-0.011670265,-0.04067834,-0.008049898,-0.03498666,0.025683165,-0.033893973,0.054792758,-0.038085587,-0.054093987
Dnmt3b,0.006639364,-0.08264511,-0.012233455,-0.03371736,-0.0030065908,-0.07025318,0.040552653,0.081790544,0.27290118,-0.06039384,-0.0073003354
Cdk5rap1,-0.088727064,-0.058500785,-0.08694506,0.631125,-0.103206575,-0.056322817,0.025590826,-0.023392074,-0.1453049,-0.08664415,-0.026831994
Cbfa2t2,0.018658513,0.01767256,0.05863163,0.012082832,0.028594928,-0.0974965,0.023882981,0.024038726,-0.09132649,0.13161013,-0.005626103
a,0.061308824,-0.08554071,0.24154375,-0.19600269,0.102735825,0.049599063,-0.024706582,-0.18949175,-0.039159473,-0.22103928,0.057748474
Itch,0.10608081,0.083967075,-0.041667614,0.033632938,-0.20889808,-0.07843669,-0.05538598,0.061645593,0.14829083,0.043850295,0.16348398
Trp53inp2,0.061020486,0.072130635,0.026101142,-0.20950241,0.016553674,-0.04345911,-0.08360588,0.04496087,-0.14983416,-0.019748682,0.0152030755
Ncoa6,0.058161154,0.0130222,0.03585413,0.02317084,-0.01334545,-0.096391894,0.02605293,-0.0402118,0.025607582,0.009426167,-0.020563245
Ggt7,-0.034124535,0.04326618,-0.019133413,-0.059116002,-0.04494706,0.025821725,0.0010379535,0.026694223,0.0023915553,-0.0006653593,0.020285202
Acss2,0.05754467,-0.103980795,0.6580383,0.033117704,-0.13694812,-0.06678816,0.01238015,-0.24788857,-0.32618266,-0.2736998,0.18408415
Trpc4ap,0.021082243,-0.0069571766,-0.11760792,0.19375266,-0.20548038,-0.016011069,-0.029151497,0.18407986,-0.117041305,0.05422273,0.14930603
Phf20,0.01142506,-0.021931522,0.09927581,0.19556698,0.0037228826,-0.10695283,0.03228176,-0.08693963,-0.0033554973,0.0336827,0.03656316
Cnbd2,-0.04082236,0.023333373,-0.066558145,0.00427798,-0.041435584,0.0004565657,0.00692584,0.01095571,-0.035906903,-0.08747204,-0.0068796505
Dlgap4,0.08470563,-0.08190375,0.11886571,-0.061429337,-0.21543354,0.07204519,0.041771013,0.094466425,-0.018492078,0.01813183,0.085905746
Ndrg3,-0.08653325,0.008479157,0.05639833,0.23769394,-0.081344895,-0.07198634,-0.040592954,0.0013376459,-0.1414071,0.047584772,0.061976638
Samhd1,0.5318841,-0.06547077,-0.2725786,-0.40635657,-0.22686125,0.0015421616,-0.15689728,-0.0016384812,0.562467,0.06713227,0.32514828
Blcap,-0.028820096,-0.0094203,-0.021734174,0.08326757,-0.060473636,-0.030882744,0.08052725,0.037168268,0.093274005,0.058611773,0.022110818
Tgm2,-0.05566182,-0.012925108,-0.049292643,-0.048030935,-0.023191128,-0.014027264,0.035950944,-0.0419279,-0.05146669,0.0336123,0.0971893
Lbp,-0.06908419,-0.031870242,-0.064775996,0.10430257,-0.038650658,-0.044008207,0.022696996,-0.048452694,-0.06278214,0.01971143,0.04728457
Ralgapb,0.049630128,0.082672566,0.026962424,0.024540398,-0.07147286,-0.011442017,-0.0047469623,-0.019384228,0.05649195,-0.026949687,0.051091515
Ppp1r16b,0.120406725,0.12889749,-0.2380371,-0.13183182,0.012622656,-0.059177026,-0.1560692,0.15018024,0.3843196,-0.09357989,0.05462876
Mafb,-0.055535946,-0.019482965,-0.051807716,-0.051424477,-0.0119600585,0.0027552545,0.003413141,-0.029541174,-0.06563443,-0.06354923,0.12126922
Plcg1,0.18901508,-0.024135921,0.18031007,-0.016349442,-0.12854613,-0.092851885,-0.014864134,-0.067698665,-0.10332181,-0.023414213,0.111865595
Zhx3,-0.058060203,0.0032130165,-0.04801046,0.13029823,0.07168008,-0.065058574,-0.022384383,-0.015194698,0.01753509,-0.063517205,-0.0058061634
Chd6,-0.036218904,-0.039412074,-0.064995,0.3998932,-0.15473129,-0.26138604,0.024403235,0.15583077,-0.009551397,0.2586325,0.18878834
Fitm2,-0.014107141,-0.019585133,-0.017858617,0.055430125,0.060028385,-0.031655326,0.019452998,-0.03252019,0.05553053,-0.07187565,0.0058971173
Serinc3,-0.15925188,0.6954598,-0.21193859,-0.5884908,0.044882838,0.38439506,-0.35876298,-0.27491248,0.71443844,-0.64912623,-0.036185488
Pkig,-0.08412922,0.028514069,-0.12663683,-0.15304156,0.23091988,-0.0681092,0.08162499,-0.10773611,-0.018320648,-0.12833291,-0.19222412
Slpi,-0.15566604,-0.05617185,-0.14022408,0.3884408,-0.06960655,-0.06974445,0.039875392,-0.029052673,-0.13354602,0.03949748,0.09624013
Sdc4,-0.06848896,-0.03571685,-0.09938771,-0.07584568,-0.054491278,-0.024545953,0.059927866,-0.059692156,-0.0840422,-0.09373618,0.03445999
Dbndd2,-0.0077108406,-0.02357144,-0.062224567,-0.026131028,-0.009383947,-0.05257351,0.042009674,-0.001077774,0.028357562,-0.060589194,-0.029960997
Ube2c,-0.37962818,1.7179171,-0.34688506,-0.4088258,-0.18629003,0.3072127,-0.7444265,-0.34534386,-0.3569508,-0.46099037,-0.038689423
Zswim3,-0.068949215,0.10856973,-0.10409048,0.020994838,-0.059341155,-0.001607345,0.012920263,0.050828252,0.05747951,-0.062990025,-0.02325416
Ctsa,0.33728814,0.11433143,0.27276966,-0.53987324,-0.061402872,-0.002010852,-0.23492992,0.017767308,0.22964476,-0.5339204,0.19288906
Pltp,-0.023743708,0.013841759,-0.019402822,-0.0020997804,-0.045525722,-0.044844978,-0.007118306,0.010832214,-0.13062438,0.13835049,0.08137723
Zfp335,0.03843328,0.037396006,0.0031859754,-0.031553768,-0.0037907267,-0.043339483,-0.022270659,0.012011853,0.08454608,-0.062336657,0.05836702
Mmp9,-0.016472263,-0.016245378,-0.036149338,-0.035719745,-0.0193519,0.00080875406,0.024587486,-0.023842812,-0.030408006,-0.03403489,0.0075378814
Cd40,-0.050309792,-0.031397697,-0.053475466,-0.052998953,-0.034843497,-0.0375662,0.049335998,-0.019941643,-0.024427848,-0.051130086,0.02736055
Eya2,0.093743436,0.009434891,-0.13960306,0.1706604,-0.04785711,-0.018051315,0.038299866,-0.1436574,-0.05234385,0.10319626,-0.032083962
Zmynd8,-0.10704109,0.020414846,-0.0984713,0.16626847,-0.13751277,-0.017345374,-0.09830145,0.23647901,-0.060577247,0.17319301,0.08847712
Ncoa3,-0.029208548,0.04322464,-0.014711383,0.12167901,-0.1434132,-0.1179238,-0.017067155,0.012103798,0.16527894,0.18608569,0.13123362
Sulf2,-0.062693775,-0.032549918,-0.057207048,-0.055822536,-0.029548287,-0.042381853,0.04211022,-0.04598195,-0.05758902,-0.06400124,0.029407287
Prex1,0.11065912,0.3139584,0.23217025,-0.6935669,0.054348234,0.15188797,-0.31467915,-0.0066347327,0.6538208,-0.6163754,0.17489171
Znfx1,0.15953709,0.014049935,-0.006676606,-0.056814212,-0.10727187,-0.03425889,-0.013519229,0.11376335,0.14275041,-0.14534658,0.15494084
Slc9a8,-0.022457993,0.0073285694,-0.16453294,0.20765167,-0.046321187,-0.02813719,-0.034936257,0.06351455,0.14444554,-0.01943463,0.0456413
Rnf114,0.14854853,0.01169158,-0.10378422,-0.21952526,-0.2556977,-0.060317338,-0.06015498,0.38760078,0.37093636,0.09593742,0.12181532
Cebpb,-0.04327041,-0.25381818,-0.21181421,0.06255109,0.08245452,-0.06775686,0.23733993,-0.20978196,0.075636975,0.49444634,0.050329074
Zfp217,-0.064402886,0.019947058,-0.11802748,0.3798096,-0.09626601,-0.061473414,-0.019906897,0.05539217,-0.04920179,0.008104335,0.100044616
Fam210b,0.05908054,-0.08116153,0.024206921,-0.05195379,-0.0687342,-0.088422894,0.004201494,0.075962126,0.13064809,0.07485431,0.08204697
Fam209,0.04167014,-0.020278744,-0.04449934,-0.085513294,-0.017076563,-0.051414154,0.027570214,-0.014064924,-0.02343554,-0.033855047,0.024863487
Spo11,-0.0044082976,-0.01659256,-0.11776104,-0.003384511,-0.03641761,0.014483117,-0.018804763,0.049823057,0.14262241,-0.0030517015,0.03214422
Zbp1,0.09019308,0.23252083,-0.49000385,-0.39318338,-0.1073926,0.18035011,-0.27322057,0.26743817,0.68813765,-0.0012722975,0.07431674
Pmepa1,-0.25823605,-0.115802355,-0.27636302,1.1797781,-0.15196137,-0.17360455,0.08151698,-0.18162256,-0.2502442,0.4348896,0.07088237
Stx16,0.07709528,-0.09514853,-0.041768763,0.17677514,-0.16321038,-0.1468132,0.055500545,0.17509644,0.22606613,0.10311166,0.17997238
Ctsz,-0.015847182,-0.16159707,-0.24218464,-0.08165869,0.024695573,0.11807655,0.21393244,0.36471233,-0.15001753,-0.062513284,-0.17154013
Zfp831,0.009836074,-0.07036152,0.06146797,0.23935428,-0.1389481,-0.15336949,0.06083885,0.0020431464,-0.17660147,0.31842005,0.12936243
Gm14399,-0.04843612,-0.032361794,-0.059356704,0.06368613,-0.032692567,-0.021904368,0.002822966,-0.008792402,-0.031645358,-0.0575097,0.03773602
Gm4631,-0.0989259,-0.039550155,-0.042107128,0.16570197,-0.038932454,0.009081952,0.07413645,-0.013141199,0.11726075,-0.032588866,0.02694205
Zfp966,-0.040982816,-0.003965159,-0.028782431,-0.01535966,-0.010835951,-0.010265367,0.006632219,-0.009673513,-0.05527599,0.001749946,0.0119864335
Zfp973,-0.050967608,0.00011543126,-0.04061526,-0.08098109,-0.016359895,-0.042821206,-0.020035667,0.041961204,0.015413707,-0.010172004,0.004662755
Gm14410,-0.0184243,-0.027510507,-0.04411615,-0.06426066,-0.035575006,0.006739652,-0.022039551,0.027529232,-0.048934747,-0.01391284,-0.0036002835
Gm14325,0.0059854006,-0.030414177,-0.028218614,-0.009975754,-0.033700604,-0.07233024,0.01940826,0.072989255,0.052688025,0.014665782,0.02022564
Zfp972,-0.023028854,-0.021191698,-0.037544657,-0.0047589634,-0.01344626,-0.049323276,0.012813553,-0.030728763,-0.032184955,0.0029683036,-0.030370355
Zfp971,0.024140205,-0.049785588,-0.0853357,0.13291502,-0.05543939,-0.024628319,0.027622938,0.065670535,0.015524318,-0.09821356,0.01807611
Zfp931,0.009781077,-0.08787054,-0.02920207,0.18028986,-0.06898062,-0.09896059,0.04102081,0.19379678,0.04889847,0.0643695,-0.028211398
Phactr3,-0.04386703,-0.022610385,-0.04742516,-0.046889573,-0.026483364,-0.017126007,0.009525222,-0.032082297,-0.040267292,-0.04478902,0.007040809
Ss18l1,-0.06598709,-0.026102088,-0.009456212,0.06479746,-0.04655787,-0.03258139,-0.0027921542,0.0034958513,-0.0071447617,0.0067574256,0.015885161
Rps21,-0.1873075,-0.5596953,-0.4890696,1.3826462,-0.39994144,-0.4997504,0.3359417,0.41900283,-0.13899972,1.7109278,0.19149618
Dido1,0.01615229,-0.04967341,-0.009080464,0.10661142,-0.04163593,0.019535013,0.062073853,0.05866863,0.27747247,0.06414204,0.020351063
Slc17a9,0.06658115,-0.1219406,-0.1503869,0.37185237,-0.06510019,-0.007839262,0.05803285,-0.025122453,0.050555907,0.0453192,0.1263797
Helz2,0.121991605,0.0093328785,-0.17032467,-0.07302657,-0.11971483,-0.054074153,-0.036371052,0.24722946,0.11970453,0.09159758,0.074018754
Dnajc5,0.10433829,0.03901576,0.14140598,-0.18079357,-0.05665068,-0.057242837,-0.0012743871,0.15875493,0.1312597,-0.11411907,0.1188331
Uckl1,0.044559557,0.015479039,0.03763518,0.0010332091,-0.022936333,0.007889328,-0.066373095,-0.012976155,-0.06723922,-0.05749347,0.14789163
Zfp512b,0.0055844565,-0.0629014,0.0030723521,0.16179061,-0.050604496,-0.13030344,0.05452102,0.11265817,0.10665912,0.0828178,0.06831457
Pcmtd2,0.13382037,-0.11343229,0.2663668,0.08159176,-0.15849043,-0.080673546,0.010432855,0.14616564,0.070874594,-0.12887828,0.18544857
Ppp1r3f,-0.014779967,-0.010322963,-0.08773766,0.18525794,-0.023257168,-0.021023523,-0.009297501,-0.06700087,-0.06372039,0.18913336,0.036118772
Syp,-0.07278373,-0.0055880565,-0.021916255,-0.0073173307,-0.008040106,-0.003810831,-0.005764147,-0.06674738,-0.025461603,-0.07325599,0.0091199055
Prickle3,0.022943113,0.011697736,-0.016154895,0.13348287,-0.07327989,-0.0843839,-0.020535026,-0.059775136,0.1983378,-0.021963526,0.120126314
Wdr45,0.055915575,-0.017485077,0.05058951,-0.07611495,-0.080373354,-0.04453418,0.003586597,0.049295355,-0.037042633,-0.008130238,0.08747956
Tfe3,0.06133826,0.10885322,0.060377665,-0.12316689,-0.08598226,-0.09263727,-0.03158719,0.106871665,-0.063678585,-0.022304023,0.06654226
Gripap1,0.052027833,0.04181571,-0.007395822,0.008671999,-0.10125751,-0.036339287,-0.050459906,0.018628838,-0.03554735,-0.033029903,0.16619521
Pim2,0.095097244,-0.10987931,-0.32397684,0.26004145,-0.152741,-0.1957765,0.043331433,0.39455628,0.06545843,0.31127548,0.06430297
Slc35a2,-0.010084004,-0.026765084,-0.05082272,-0.05053455,0.0023680746,0.05595388,-0.038619433,0.060124394,-0.058025055,-0.061430547,0.06596243
Wdr13,-0.009286524,-0.029920602,0.0049958327,0.117668524,-0.052921925,-0.062641494,0.004850928,0.023709064,0.10667122,0.0783173,0.061523326
Cybb,-0.0805214,-0.057901893,-0.10832692,-0.11460501,-0.06442487,-0.0714163,0.11259469,-0.038701426,-0.08293969,-0.11104677,0.1533147
Bcor,-0.060015846,-0.094127946,0.015163267,0.18160969,0.027609164,-0.09571081,0.092489034,0.14536485,0.013584147,0.0544994,-0.017605346
Usp9x,-0.073092714,0.026378138,-0.052105036,0.19992074,-0.0957682,-0.10361808,0.055366762,0.06393555,-0.11563776,0.1957362,0.019043649
