gene_name,0_A,0_C,0_N,10_A,10_C,1_A,1_C,2_A,2_C,2_N,3_A,3_C,3_N,4_A,4_C,5_A,5_C,6_A,6_C,6_N,7_A,7_C,8_A,8_C,9_A,9_N
Tesk1,0.43345135,-0.32465258,-0.3181124,-0.35739994,1.0635294,-0.45090738,0.3341759,-0.15712908,-0.35882744,-0.28112352,1.1535695,-0.2201058,0.2784457,-0.69140244,-0.04755828,-0.7136666,-0.12566066,0.57953614,0.1756201,0.37828532,0.9549299,0.58975863,1.2560616,0.44967738,-0.024635438,-0.45960552
Cd72,-0.69598895,0.2137717,-0.41691026,-0.38533717,1.0372823,-0.67716736,-0.28305426,-1.5678995,1.1738459,-0.3974416,-0.7496324,-0.34257755,1.0735435,-0.78149766,-0.037269827,-1.0581897,0.32959628,0.3176177,-0.044316668,1.1054041,1.5537635,1.781894,0.3958024,-0.6424754,0.6209156,1.2155344
Sit1,0.72769535,-0.3780454,-0.4609179,-0.03830623,-0.31643832,1.6039808,0.45670667,-1.3970203,-0.6582912,2.4707906,0.36588198,-0.41230467,0.87135875,-0.16412874,-0.59861463,-0.04002138,-0.54947,-0.7208067,-0.7705677,1.3966014,0.008302778,-0.6583438,-1.1502249,-0.12594013,-0.530903,3.416922
Gba2,0.0640983,0.59579843,5.9298134,-0.41803002,-0.21565183,-0.15894598,0.19537479,0.17227046,-0.30076623,-0.24515064,-0.6807153,-0.181797,-0.07002988,0.03245682,-0.3986688,0.25362444,0.118115686,0.039585777,-0.11552019,-0.82680094,-0.8810699,0.044560686,-0.8478532,-0.07741226,0.1302029,-0.41154373
Rgp1,0.55471283,0.3065755,-0.23839198,-0.038440734,0.22191301,-0.2599561,-0.16060407,0.12011752,-0.19498813,-0.18746231,-0.49980733,-0.114374705,-0.027918076,-0.22377853,0.30122873,-0.08728068,-0.25137028,0.46382022,0.19917305,-0.63243395,-0.68336546,0.15688592,-0.61330616,-0.76242304,0.15472749,-0.30999815
Rnf38,-0.41477036,-0.9016587,2.5350258,0.18861844,-0.11730937,0.15760164,-0.29878417,0.40257186,-0.5641655,-0.40449306,0.15495947,-0.3544248,0.3952155,0.0009120468,0.30522615,-0.61558217,-0.74763346,0.022279276,0.69108444,-0.7170089,-0.19665529,-0.36118147,-0.3124671,-0.062466204,0.5791786,-0.6364428
Pax5,-0.80450577,-0.43765324,-0.15589298,-0.0072163655,0.98045254,-0.29966745,-0.31837672,-0.4970669,-0.02588092,-0.0905307,-0.2219473,-0.005165849,-0.3506946,-0.07234485,-0.15667422,-0.1717818,-0.23288287,0.33290377,0.20102598,-0.32446593,-0.53772134,-0.32124746,-0.2715244,-0.4108877,-0.30919573,-0.15604176
Zcchc7,-0.01936074,-0.64464486,0.9188929,1.2148399,1.773952,-0.96133035,-0.617597,0.3513461,-0.33524773,1.1854701,0.9716612,-0.8808023,1.2215536,-0.68502814,-0.57808775,-1.7589881,-1.8333641,0.8919896,0.5553905,-0.7300568,0.26133183,0.1524137,-1.1581471,1.2017113,0.88418716,0.34196788
Zbtb5,-0.24644054,-0.18862395,-0.22902863,0.06803588,-0.18952316,0.12274356,-0.24210949,0.07580612,-0.18161045,-0.1763834,0.1265966,-0.10470539,0.3123434,0.16752318,0.13393214,0.40402701,-0.39984855,0.113032684,0.006878879,0.25295278,-0.030607535,-0.19284455,-0.61032575,-0.01726256,-0.054096725,-0.30389652
Shb,-0.391476,-0.30137584,-0.10520238,-0.47924766,-0.4983191,-0.18443656,-0.15060812,-0.13726823,0.06666644,-0.030820886,1.4718909,0.056612775,-0.02200391,0.24189985,-0.048444975,0.090052776,0.13989516,0.5404485,0.8594792,-0.15984043,-0.36631787,-0.30098036,-0.13146545,-0.31424928,0.22405921,-0.08365653
Aldh1b1,-0.2559684,-0.597345,-0.16202709,0.012717387,-0.430167,-0.26374286,-0.32383412,-0.24469756,-0.046677187,-0.09762843,-0.2677576,-0.01713963,0.43512678,0.10522095,-0.19513825,0.08516528,0.5923868,0.2799647,0.654733,-0.36517385,0.34256265,0.2802953,-0.34757012,-0.6100992,0.09269626,-0.18356785
Ccdc180,0.5126739,-0.6605366,-0.19670102,0.027483247,-0.4484007,-0.2342545,-0.44522408,0.29458335,-0.107970096,-0.13849856,-0.35462037,-0.05845496,-0.3938496,-0.0030604356,-0.22200985,0.61342704,-0.1004313,0.20081048,-0.17484748,-0.4734242,-0.62561536,-0.6741322,-0.43098322,-0.2897903,-0.0032198168,-0.22914654
Xpa,1.4648042,0.9833136,-0.62058264,0.13599695,0.60127586,-0.5056533,-0.45116633,1.1316037,0.33507535,-0.63689494,-0.545972,-0.60690886,-0.77462155,-0.7284376,-0.54943514,-0.5460665,0.34004155,-0.20834093,-0.19878685,-0.4748028,0.25892186,0.19868724,-1.0060123,0.29191136,-0.45025557,-0.9673416
Anp32b,-3.834451,-2.0220535,0.42358723,-5.6375833,-4.481621,2.5997782,2.5771406,-2.2114663,-1.1916229,0.60483736,-1.549721,0.32338753,-1.508979,4.828755,4.355785,4.0387144,2.8620176,-1.3183714,-0.6595282,-0.9983357,-0.61819565,-0.62527764,-1.2846544,-0.68660396,-1.1623285,-0.69906163
Trim14,0.7493345,1.0299885,-0.3703989,1.0377387,0.090017445,-0.20034191,0.06465852,0.7010906,-0.4406203,-0.3428952,-0.34286225,-0.27742347,0.12517637,-0.915776,-0.6404659,-1.0371768,-0.43009055,0.5356895,0.5759706,1.4321711,-0.3433455,0.332564,2.7443547,1.1041967,0.20945624,-0.5075421
Tgfbr1,-0.37112114,-0.5511556,-0.27816483,0.4377711,-0.3963054,-0.13178216,0.015563601,0.26968387,-0.27527714,-0.23420957,-0.6299781,-0.16644427,0.62293535,-0.016047342,0.7125454,-0.479553,-0.058460843,0.44958186,-0.2517379,0.09955129,-1.4224168,-0.82297707,-0.770458,0.17508067,0.45558956,-0.38180035
Nr4a3,1.2488059,-0.3139573,-0.37741745,0.24711196,1.4780728,-0.08856451,-0.2070871,0.49933687,-0.46548688,-0.351002,-0.9237701,-0.291626,-0.84616506,-0.056998502,0.1015333,-0.8504766,-0.5542196,-0.3275204,0.5646454,-0.6780019,0.7150347,0.6196307,-0.32771736,-0.9938324,0.83502746,-0.54113287
Stx17,0.24604633,-0.55708474,-0.3383004,0.42643154,0.048761763,-0.20760222,-0.3013947,0.24024864,-0.39867392,-0.3048637,0.7073287,-0.2461104,0.13307118,-0.14013122,-0.25463068,0.08768929,-0.011004897,0.1002788,0.2768406,-1.0029925,0.06697036,0.13248774,0.09962893,-0.08982829,0.15139215,-0.49427778
Invs,-0.22849391,1.1407121,-0.2378106,0.08759379,0.12640707,-0.083011016,-0.14863431,-0.1380642,-0.19551776,-0.18675625,1.2216297,-0.114411816,0.5669918,0.14614885,-0.13547836,-0.09483765,0.08582019,0.25432357,-0.41410938,4.083435,0.10080293,0.07169836,-0.6214977,0.7771407,-0.2097258,2.7198129
Zfp189,-0.25627056,-0.54026574,-0.1557862,-0.5049519,-0.13655943,-0.13472404,-0.22534518,-0.3007638,-0.032582104,-0.090313084,0.4609984,-0.008267769,-0.0037870223,0.16629492,-0.113038495,0.443414,0.18763168,0.27577794,-0.37677917,1.296755,-0.20158955,0.76123375,-0.3136947,0.66085464,-0.07696932,-0.16937444
Smc2,-3.1925836,-2.7105412,-0.4331725,-4.2100677,-2.2274382,6.5708814,6.3938155,-1.5289729,0.5950327,-0.41439092,-1.1234914,-0.44004712,-1.1975168,3.5644774,4.1879816,1.144979,-0.3016968,-4.3566318,-3.4767067,-1.0532627,-2.583389,-3.372459,-1.4880272,-1.2544053,-1.4529145,-0.05003755
Abca1,-1.1057228,-0.5967243,-0.1984594,0.07239302,-0.020140318,-0.43180144,-0.449024,-0.80832845,-0.106587045,-0.14063099,0.1343591,8.785168,0.7552547,-0.22143619,-0.35214603,-0.40695685,-0.47610247,0.4867591,0.22072247,3.9383998,-0.5315885,-0.18089014,-0.4075563,-0.7401368,1.3462714,-0.22267526
Fktn,0.15915285,-0.6753146,-0.19105652,0.30324256,0.7901537,-0.55321676,-0.25158662,-0.21048018,-0.099672146,-0.13182303,-0.34561822,-0.05251662,0.36209726,-0.12650746,-0.075978845,0.09572102,0.3287285,0.6301864,1.2412648,-0.45944068,-0.0773422,0.43667904,-0.42774856,0.09321257,0.12293576,-0.22501168
Klf4,-0.6541431,-1.0438681,-0.32058823,-0.41486526,-0.9841579,-0.75967675,-0.20176369,-0.8533576,-0.3763375,-0.28386685,-0.2943499,-0.2292112,-0.18648075,0.26554567,0.9764098,-0.92214346,-0.700338,0.6858706,1.7059969,-0.9671314,2.6065533,1.2261943,-1.0330408,-1.6362447,1.4380205,-0.4885423
Tmem245,0.053800475,0.45792097,-0.41699812,-0.5696556,-0.37632176,-0.39608043,-0.72395176,0.19635072,-0.557339,-0.3973643,-0.4871929,-0.34904516,0.58129454,1.0689355,0.2935491,-0.7713116,-0.4850613,1.2829973,0.93247795,-0.76005435,-0.4859269,-0.36015356,-1.3301077,-0.6010108,0.47674417,-0.635958
Pakap-2,-0.44606712,-0.38361186,-0.13177451,0.04838514,-0.35047436,-0.11743505,-0.31669483,-0.32808393,0.017429173,-0.062111273,-0.15945965,0.023889078,0.1140501,0.022741351,-0.13048346,0.20137613,0.031998917,0.11303176,-0.012547627,-0.24770504,-0.4755732,-0.3232714,-0.2093413,-0.45476085,0.21148165,-0.12301626
D630039A03Rik,-0.5207683,-0.4321945,-0.1387391,0.024414703,-0.47504687,-0.40370703,0.34503824,-0.32960853,0.00271263,-0.0702884,-0.18426394,0.014463199,-0.24632688,-0.045566656,0.5727299,-0.070518225,-0.08567789,-0.1458631,-0.13583334,-0.27465782,-0.55277765,0.28082836,-0.24090697,1.963879,-0.24770743,-0.13687463
Ugcg,0.34355292,1.5521518,-1.2129042,1.5164354,0.2685183,1.311772,-0.96615845,2.068921,1.350296,-1.3332686,0.0634959,-1.3758622,-1.354238,-0.43809333,-1.3152841,1.3127993,-1.048917,-1.4476248,-2.5740197,-1.5983559,-1.1364554,-2.261102,1.1836289,-2.1463745,1.0076761,0.5797099
Susd1,-0.2000394,1.7128695,-0.32765478,0.00904079,-0.8385549,0.58959895,-0.41250598,-0.19678861,-0.37489718,-0.2923817,0.5543981,-0.23110177,-0.6817579,0.3755184,-0.3558943,1.7073692,0.38989845,-0.80198807,-0.6436403,-0.9590177,0.22567524,-0.42539802,1.5863422,-0.6562011,0.3181139,-0.47058794
E130308A19Rik,-0.34960046,-0.83815753,-0.20537192,-0.23145634,-1.0194615,-0.19909811,0.035121195,0.7600097,-0.1341424,7.835137,-0.4095133,-0.073869385,0.081742145,0.2501785,0.66832626,-0.12338744,-0.3337411,0.4579009,0.67587405,1.1243318,0.11419067,0.29728603,7.6551642,0.01501523,-0.04697492,-0.26175106
Snx30,-0.6142485,-0.79425085,-0.21910536,0.20776911,-0.12984408,-0.19197388,-0.3483069,-0.5400985,-0.15379901,-0.16482365,-0.42978638,-0.08806809,0.5935685,0.1287378,0.5082785,-0.3623657,-0.4076769,0.34817126,-0.0032299971,-0.55685216,1.0813056,-0.01087009,-0.52321196,0.087791964,0.32973868,-0.27076948
Slc31a2,-0.06672899,-0.23800346,-0.21477307,-0.16992731,2.2959344,-0.5454425,-0.40576413,0.14744231,-0.14981264,-0.1596683,-0.43016434,-0.08462687,-0.061119713,-0.3573787,-0.48919266,0.85451657,0.44510636,0.7499398,0.2213136,1.0996475,-0.29121065,-0.016728481,-0.53540015,0.85804343,-0.12885886,-0.27225474
Fkbp15,0.32908538,-0.23006165,2.1634042,0.47279993,0.5116601,0.17143266,0.3483227,0.39240885,-0.66980904,-0.46481305,0.84243417,-0.42257825,-0.12837902,0.114685014,-0.15166098,-0.17071974,-0.5865942,-0.23367907,-0.80093855,-1.0384413,0.19047095,-0.43645564,-0.22193368,-0.2600209,-0.33559734,0.6315987
Rgs3,1.3275576,0.66748375,1.887237,0.10546327,0.37505198,0.4639923,0.16277677,0.7380067,-0.78889364,-0.5398519,-1.4467738,-0.5015301,-0.98924893,-0.14011936,-0.21422876,-0.1700043,-0.2245652,-0.1344047,-0.14561215,-0.38346767,0.060104657,0.37938112,0.025576344,1.1035392,-0.884455,0.4253624
Whrn,-0.40899354,-0.4284372,-0.13043523,-0.4237058,-0.2908844,-0.090681,-0.25106552,-0.32848093,0.016628921,-0.060490478,-0.16579364,0.024000265,0.11216282,0.24956927,0.5299347,-0.07500457,-0.16074954,0.26199758,-0.29264787,-0.25038484,-0.28808406,-0.11478824,-0.2256256,-0.49059117,0.4118472,-0.12745011
Tnfsf8,-2.105318,-0.8883397,-0.3509701,-0.33945227,0.18664688,-1.3451176,-0.042369977,-1.7600929,-0.41230604,-0.31991416,1.039887,-0.25709936,0.6462678,-1.1589003,-0.2734584,-1.7223902,-0.8050763,-0.5375019,1.0493501,1.243891,5.8784943,8.776277,-0.9969049,-0.7542134,1.5763571,1.6701112
Kdm4c,0.7410524,1.2431391,-0.396656,-0.28736883,-0.4527992,0.31089833,-0.46594796,0.43833655,-0.5088884,-0.3735534,-1.0006976,-0.31895205,-0.37818477,0.2600484,0.32206422,-0.66942966,-0.6852676,-0.4317377,0.26086473,-0.57951325,-0.7155718,0.5742821,1.38174,0.11417798,-0.006093825,-0.58479077
Ttc39b,2.3337524,1.0070424,2.1487494,-0.13172583,0.2871796,1.2288967,1.2758614,0.26382822,-1.0576429,-0.68570185,-0.36683074,-0.67261237,-2.0044017,-0.17650081,0.15371008,-0.1288949,0.4085795,-1.6142195,0.016609062,0.027179865,0.93345386,0.16788529,1.1499836,1.4492663,-1.5888526,-1.088649
Ccdc171,0.14986716,-0.4238341,-0.23316932,0.43843395,0.6826892,-0.14931421,-0.44486323,-0.29564515,-0.18142354,-0.18136403,-0.47347197,-0.10612115,0.7708813,-0.15170246,-0.4553552,-0.12960257,-0.3760386,0.42602673,-0.031023253,1.049116,0.8878723,0.39522088,-0.5740635,-0.69481933,0.3081522,-0.2946609
Dennd4c,1.8635534,0.8617427,2.3178499,1.3161219,-0.21322158,0.39694232,-0.70754683,0.29417363,-0.62938404,-0.44640857,-0.5628516,-0.39791146,-0.47985578,0.12701283,-0.21517412,0.30316588,-0.9393649,-0.7080868,-0.57554483,0.033759467,-0.48547852,-0.78443617,0.81887776,-0.54023314,-0.2026957,0.7486466
Acer2,-0.42893043,-0.42113686,-0.12519099,-0.13816911,-0.73697054,-0.3762256,-0.1549714,-0.13091828,0.025747847,-0.054307092,-0.1531188,0.03017808,0.13366665,0.3032238,0.06382817,-0.20548925,-0.25119975,0.9439422,0.07307738,-0.2343402,-0.5525463,0.087269776,-0.21394129,-0.470685,0.049735613,-0.12085237
Hacd4,-0.34189314,-0.31159908,-0.105288595,0.0470527,0.33986375,-0.1657745,-0.34685165,-0.13992347,0.06583942,-0.030913526,1.7150339,0.056193862,-0.096001014,0.095578335,-0.07204109,-0.07499327,0.09548431,0.5824494,0.8040946,-0.16157074,-0.3845634,-0.07864391,-0.135827,-0.32342994,-0.09302024,-0.08508904
Gm26566,-0.24509993,-0.50333667,-0.15020122,-0.4983037,-0.18305124,-0.021127354,-0.2745588,-0.36894804,-0.02091677,-0.08375393,-0.22327942,-0.00077279663,-0.08507921,-0.20431855,-0.20117131,0.3283123,0.43171704,0.009780727,0.14009319,-0.3177365,-0.057947904,0.17698053,-0.28921953,-0.28942794,0.11064112,-0.15852727
Cdkn2a,-0.3973557,1.234524,-0.17246746,-0.9367022,0.5934047,0.68586123,1.3357489,-0.4237327,-0.076499104,-0.10978311,1.0242138,-0.034906954,-0.4468285,0.5955628,1.2922993,0.9366318,0.49670133,-0.5673355,1.638491,-0.42238712,-0.23427875,-0.3798338,-0.44267923,1.0251701,-0.4041769,-0.21951854
Dmrta1,-0.6219055,-0.39420566,-0.14082107,-0.12678623,-0.19497645,-0.18668176,-0.33840388,-0.335457,0.0018325665,-0.0727797,-0.18091445,0.013294854,-0.06762662,-0.040160816,-0.11763329,-0.12583922,-0.17216356,0.22194101,0.1218334,2.9856176,-0.48149619,-0.27471602,-0.22867209,-0.48734766,0.8065664,5.8490777
Ift74,-0.40018758,-0.7929881,-0.1659233,-0.4677561,-0.35358557,0.051577907,-0.18633793,-0.30709177,-0.06620028,-0.10205261,-0.31616735,-0.027704198,0.49727574,0.027602375,-0.6053537,-0.28697002,-0.29104513,0.35164115,1.353248,0.68113995,0.0038298923,0.17178904,-0.4347521,0.11034182,0.5224584,-0.21339825
Mysm1,0.2285871,0.08338445,-0.63697726,0.8473792,0.9974816,-0.14900361,-0.08196221,0.46529746,1.640444,1.7973228,-0.27500165,-0.6297462,0.021290971,-0.60778046,-0.062322352,-0.48344624,0.121169284,-0.15032065,0.35354808,1.5111027,-0.26689497,0.6891438,1.4531075,0.37498528,-0.268565,0.29277635
Jun,0.1541516,-0.33362824,-0.88371253,1.1706796,-0.27463016,-0.5490121,-1.367758,-1.3261275,-0.40446198,-0.9463803,2.94026,-0.9438638,0.0050751967,-0.45031098,-1.6814933,-0.8655413,-2.3061295,1.2923925,-1.1461595,0.50375897,2.2066536,-0.22083028,-1.9689134,-1.8781842,4.3337073,-0.06508969
Fggy,-0.321939,-0.3448314,-0.10417598,0.04956119,-0.78580964,-0.35048983,-0.33705392,-0.0856862,0.06544311,-0.02957062,-0.09268245,0.05641208,-0.024883907,0.042553324,0.18063127,0.14819872,-0.13551705,0.06175446,1.2289464,-0.16321543,-0.4458926,-0.07162805,-0.14770181,-0.23713328,0.31853142,-0.08824741
Nfia,-0.104265265,-0.7644088,-0.2116474,-0.1552913,-0.5596026,-0.39249343,0.16010442,0.504517,-0.13952653,7.8467593,-0.40777206,-0.0786712,-0.121704064,-0.2759333,-0.022365099,-0.07478904,0.10518226,-0.06993934,-0.069141366,-0.5312099,0.7593431,0.2271569,3.942589,0.5824203,-0.029494368,-0.25883642
Patj,-1.4349324,-0.81621116,-0.2473629,0.27320758,0.91183734,-0.5414733,-0.3438848,-1.130434,-0.20177016,-0.19815715,1.2241455,-0.12081028,1.5841656,-0.3573143,-0.4205839,-0.6853688,-0.7043069,0.28352746,0.19326864,-0.64078325,-0.13805963,0.14218934,-0.5789997,-0.8947039,2.3336842,-0.3040429
Raver2,-0.4769099,-0.58469206,-0.16487911,-0.14401715,0.019702464,-0.22300929,-0.36771363,-0.53176725,-0.05052239,-0.101006046,1.5481044,-0.019977255,0.8239615,0.44404596,0.40501392,0.09122917,-0.30890477,0.26295894,0.067035414,-0.37148663,-0.78891486,-0.42056033,-0.34706435,-0.5166959,0.4368932,-0.18497747
Jak1,1.04477,-0.94192266,1.0310653,3.6219292,2.203528,0.6916342,-1.3340515,6.6120405,2.3692434,0.5144515,-1.2212238,-2.3671107,-1.3002715,-1.2278178,-2.8118448,-0.22308415,-2.3369398,-2.1864724,-2.67638,-0.5521885,0.60936517,-1.4408547,-1.8332223,-3.0411062,-0.38542745,1.0833565
Lepr,-0.11396366,-0.5097275,-0.08900902,-1.1924933,-1.3690258,-0.2757458,-0.48230112,0.012780378,0.07935019,-0.011521496,-0.09415529,0.06843657,0.008178647,0.4617446,-0.13895223,-0.15070875,-0.055998754,1.9725955,-0.49538288,-0.14381275,0.2970554,-0.26655236,-0.19067308,-0.15797295,0.18668555,-0.09354286
Pde4b,0.25738892,0.5784122,-0.50703716,0.4762749,0.5159942,-0.0059790676,-0.49562013,-0.8243588,-0.72532797,-0.5033757,0.38544318,-0.46046746,0.53238094,-0.22078681,-0.48486757,-0.08163999,0.08907061,-0.519242,-0.3144711,-0.9150495,-0.40595815,-1.0729052,-0.5712506,-0.8993616,0.97318375,-0.77157557
Sgip1,-0.7267175,-0.45503938,6.5960097,-0.21719266,-0.32382986,-0.3225358,-0.31006,-0.41225743,-0.018435085,-0.084338665,-0.21435711,0.00022369833,0.7180322,-0.0795296,-0.21920538,-0.057336878,0.0019317132,0.18346344,-0.0085870875,-0.3120371,0.15381594,0.23818542,-0.27004662,-0.45284575,-0.08617966,-0.15269142
Wdr78,-0.4295873,1.1701574,-0.17538017,-0.09644515,0.39659613,-0.10462519,-0.525994,-0.34459266,-0.07294725,-0.11333217,-0.3093631,-0.034299787,0.68989027,0.2763273,0.07030886,0.30330724,0.22410293,-0.021532275,-0.22676761,1.2282456,0.04379798,-0.3400167,-0.39610922,-0.624898,0.026786752,4.4908724
Usp24,-0.2612335,0.46756786,2.0062084,0.08009397,0.014293446,-0.5202876,-0.4259071,0.33290246,-0.705807,-0.48593032,-0.89939225,2.2839487,0.68886507,-0.4026838,-0.08504114,-0.5962913,-0.5922383,1.0034899,0.1132691,0.047167655,0.34152138,0.3542257,0.5748362,-0.8603719,0.46046087,4.173349
Tmem59,0.7232802,0.75275326,0.7083193,0.69788027,1.3884923,0.012473989,0.047720674,0.53930146,2.4447176,-1.1132838,0.9039753,-1.1273997,0.6027677,-1.290989,-0.66439337,0.250696,0.67880166,-0.5054268,-0.5127849,-1.445275,-0.504795,-0.3104551,0.1840265,0.12261424,-0.7754239,0.88206625
Hspb11,-1.1457973,0.43912822,-0.4143148,-0.29533973,-0.7449382,0.020042185,-0.19397466,-1.0197245,3.0479455,-0.39414135,0.50932825,-0.3479653,0.87056506,0.2849711,0.63210535,0.02130255,0.5309283,-0.2373118,0.6167199,-0.8683097,1.1558523,0.8103314,1.8499656,-0.74760264,1.3170748,-0.6412652
Zyg11b,0.71107584,0.52787185,2.0109787,0.9841174,0.28389436,0.13031194,-0.6707867,0.0024241987,0.7585329,-0.50244373,-0.58068335,-0.458193,0.17995043,-0.37618423,-0.6319324,-0.015969649,-0.7606642,0.102855876,-0.8028414,-0.31939492,-0.28398794,-0.3844638,-1.0514975,0.40281257,0.34561092,2.1093283
Tut4,1.2699764,1.1690289,1.0597813,1.8695681,0.8723009,-0.5089608,-0.7376448,1.4630911,0.0019805438,0.5787481,-0.24487464,0.42195722,-0.17108372,-1.2198093,-0.7457927,-1.6549251,-1.695542,0.49731982,0.2502996,-0.2083901,0.8780392,-0.40062684,-0.6038962,-1.3367562,1.547845,-0.5647712
Zfyve9,-0.21608461,-0.30863956,-0.10388255,-0.069741644,-0.57423633,-0.112556085,-0.2615021,-0.13011122,0.068351485,-0.029256575,-0.08463803,0.057881694,-0.12602809,-0.021987434,0.12630877,0.042245686,0.13310046,0.57317686,0.71988684,-0.15712349,-0.3812835,-0.314944,-0.13228069,-0.3172146,-0.08718552,-0.08318877
Nrd1,-0.36004728,0.50059396,-0.66005415,-0.45093775,1.3706726,0.36064884,1.2327619,0.1873655,-1.0593164,-0.6828911,-0.9599936,-0.6725546,-0.1688213,-0.24662389,-0.15480217,0.39952913,0.97184896,-0.58469105,-0.80261505,-0.3315253,0.2973745,-0.0045433613,0.06352161,0.8200775,-0.5702855,-1.0968901
Rnf11,0.13261288,0.71675205,3.1470256,0.20285024,0.6030387,-0.38323665,-0.077517584,0.9554964,-0.43204728,-0.32525134,-0.6841914,-0.26804277,-0.3833816,-0.3206736,0.28247675,-0.26960662,0.13265276,0.5954368,0.6061651,-1.0630306,-0.8043317,0.55366266,1.392417,1.056079,-0.23980165,-0.5224194
Bend5,-1.0391399,-0.558173,-0.1796909,0.18841048,-0.2426025,-0.15892665,-0.470659,-0.6285387,-0.07311877,-0.11851243,-0.29737902,-0.035945244,0.90948164,-0.17130172,-0.33997238,-0.335808,-0.25997242,0.4092827,0.034878593,-0.40996063,-0.35185188,-0.5047021,-0.36061218,-0.5634263,0.49269357,-0.19743453
Spata6,0.7109063,-1.2718415,-0.4132254,0.79259205,-0.302114,-0.20011038,-0.5862229,-0.2581004,-0.5328457,-0.39315477,1.6640978,-0.336196,0.7374858,-0.23920573,-0.010221547,-0.76825535,-0.66421336,0.19849652,0.38594088,-1.240646,1.0257865,-0.2975468,-1.2112726,0.21792367,0.43079492,-0.5961439
Foxd2,0.041290604,-0.6366889,-0.16966584,-0.42881486,-0.6738286,-0.17933145,-0.22668451,0.18287963,-0.06188396,-0.10660952,-0.29210505,-0.027040023,-0.07755998,0.59048766,0.121312246,-0.19392319,0.18837729,0.61050105,0.29839975,-0.39271188,-0.87541133,-0.6440174,-0.37643784,-0.07257845,-0.24078125,-0.19694063
Efcab14,0.12173119,-0.9804154,-0.44543955,-0.34106776,0.29455027,-0.042470746,0.23548679,0.05159008,-0.61976874,-0.43072632,0.24930109,-0.38863054,-0.015891857,0.25351644,-0.0060509983,0.37039128,0.4999588,-0.51131254,0.4989504,0.67812467,-0.0018354205,0.17595884,-0.64661676,-0.05336999,-0.53631216,-0.69711083
Mob3c,0.32593083,-0.53695214,-0.2947764,0.47078818,0.7661111,-0.15700214,-0.5333377,0.41746148,-0.30150723,-0.2538314,-0.6620061,-0.18476878,0.47105953,-0.041874997,0.02225137,-0.4858915,-0.39218032,0.32367125,0.038927857,-0.82329726,-0.085494675,-0.28633273,1.235714,-0.035734706,0.20250946,-0.3975076
Mknk1,0.45422477,1.0504348,-0.33766103,-0.024438191,-0.008454154,-0.31426057,-0.26070938,0.27997512,-0.39630076,-0.3041266,1.204957,3.9108105,-0.22478531,0.18291272,-0.010256305,-0.22446835,-0.20668332,-0.19163993,-0.68051445,-0.450967,-0.7087503,0.29619193,1.1263586,0.4261398,-0.32986233,-0.49100688
Faah,0.34857687,-0.59184134,-0.4676217,-0.5535477,-0.021201467,-0.5777522,0.07673273,-1.5343914,-0.6598547,-0.45686084,0.22439851,-0.41547137,0.62137216,0.026273953,0.9551645,-0.4761933,0.81894195,-0.7318413,-0.3764761,-1.0889522,2.1566732,1.5853732,-0.8710933,0.7194213,-0.22754203,-0.72797936
Nsun4,-0.12541461,0.6714678,-0.26438648,0.19139244,-0.09980155,-0.3940931,-0.052767914,0.09344074,-0.24894062,-0.21799543,-0.2991939,-0.14909859,0.37502164,-0.28776276,-0.16493736,-0.015045204,0.13258882,0.11793083,0.61070967,1.0580317,-0.19898994,-0.09834962,-0.06488851,-0.0052344115,0.34280416,-0.3598157
