gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Sh2b3,-0.42701304,-0.20279555,0.2269185,-0.13961631,-0.11315748,-0.6285332,0.5406843
Pheta1,0.18701003,-0.35040143,-0.20579611,-0.17710376,-0.3355909,-0.38257334,0.14616126
Hvcn1,-0.19404571,-1.3249278,-0.40134868,-0.87509805,0.7240192,0.35679927,0.9529227
Tctn1,0.5804694,0.068721615,-0.40446913,-0.32962227,-0.22945352,-0.41815403,-0.01726513
Pptc7,-0.24607413,-0.5366623,-0.1324994,0.47772765,-0.51374096,0.3158955,0.6911931
Rad9b,0.05517374,-0.53617585,-0.46342778,-0.29170716,0.1953195,0.23067935,0.6486565
Ift81,0.4528353,-0.3082443,-0.4044663,-0.26616794,0.072542354,-0.2384932,-0.023400601
P2rx7,-0.41765872,-0.24673498,-0.5605874,-0.7844626,0.66051364,0.15988356,0.1289859
P2rx4,0.7725343,1.2795041,-1.5267754,-1.3863242,0.13137196,-0.6939603,1.1604295
Kdm2b,-0.47862604,-1.252724,0.37882987,-0.046752796,1.5914147,-0.044051886,-0.86341
Orai1,-2.8490305,-0.66026276,0.2908409,-0.34669837,3.8979137,-0.23772773,-0.8176776
Rhof,-1.0711693,-0.7564735,1.6143682,0.8031126,0.7834134,0.13400292,-0.9781636
Setd1b,0.8727539,-0.34350392,0.57094353,-0.115199745,-0.08533806,-0.42474496,0.25133523
Wdr66,0.61039925,-0.17500012,-0.39603713,-0.32963216,-0.13800837,-0.16873461,0.015145946
Bcl7a,0.89340293,-0.11340424,-0.43234915,-0.59616977,-0.77251226,-0.089227,0.666134
Mlxip,-0.034435123,-0.82789093,0.13760032,-0.45503354,-0.27515972,2.2826536,-0.09091964
Clip1,0.7390614,0.061959423,0.12404731,0.18805398,-0.9354003,-0.5106139,0.7475966
Hcar2,-0.13589327,0.35924882,-0.27352318,-0.28853756,-0.20554648,-0.29398665,-0.113977484
Vps37b,-1.72139,4.503569,1.0543534,1.127276,0.7324045,-3.1543033,-2.6288958
Pitpnm2,-1.3684669,-0.8903102,-0.5870551,-0.6217583,0.7854033,2.9875953,0.056592397
Sbno1,-0.0779513,-0.33622265,0.43850514,0.32386202,0.036311463,0.4272034,0.16220194
Rilpl2,0.4058104,-2.2488358,-0.6535455,-1.4289826,5.5977015,1.9041752,-3.0828192
Zfp664,-0.137832,-0.21040255,0.04234563,-0.4529194,0.09691294,0.24663788,0.39793083
Rflna,0.22277765,-0.29518846,-0.13568015,-0.49174654,0.15296113,-0.3985365,-0.08413466
Ubc,-3.5189297,1.7097956,0.96282583,1.971069,1.5860256,-2.2982676,-1.939518
Stx2,-0.38981786,0.020379635,0.23413159,0.18363784,-0.7894233,-0.6499411,0.873997
Ran,4.237027,1.6942666,-3.349924,-3.2690003,2.9810755,-0.21215607,-1.190206
Nipsnap2,0.037969217,-0.7137204,0.19806017,0.3286935,-0.11214897,1.0983788,-0.041097872
Cct6a,3.2342947,-0.4874742,-0.8500225,-0.76240426,-0.17251946,-0.8156542,0.21841978
Phkg1,0.6657186,0.1522329,-0.35018817,-0.18728974,0.6403519,-0.38632804,-0.07432751
Auts2,0.040368933,1.0630139,-1.2163448,-1.2129351,-0.69129634,-0.977113,1.8982642
Castor2,0.37151402,0.33075574,-0.16000503,-0.29728165,-0.43132833,-0.38695556,0.5940727
Gtf2ird2,0.1619453,0.112245314,-0.57090986,-0.20217761,-0.0166214,0.37791765,0.16600871
Ncf1,-0.80734676,0.6488459,-1.6108147,-1.7998265,1.2409998,1.015948,0.5281544
Gtf2i,-0.9888788,1.3019648,1.4365283,2.2583425,-0.94271344,-1.6046569,-0.8646869
Clip2,-0.09081583,-0.3087246,0.012677799,-0.3948908,-0.23234369,0.09732151,-0.19321413
Lat2,1.0091491,-0.79739165,-0.6770389,-0.74531716,-0.081461735,1.2211106,-0.85143036
Limk1,0.34125367,0.67617404,-0.33793125,-0.14162245,-0.6555441,0.25521943,0.7915734
Mettl27,-0.17885101,0.6835228,-0.64652807,-0.06507531,-0.43957517,-0.6931909,1.106626
Stx1a,0.23857997,-0.20122923,0.3114796,0.09435758,-0.49124962,-0.69857,0.5861131
Hip1,-0.3651285,-1.8056499,1.3540316,1.2186542,1.1746676,3.0938678,-2.076691
Rhbdd2,-0.1985472,0.22334474,0.016839102,-0.9863389,-0.3982116,-0.20216584,0.8123615
Hspb1,1.0161107,-0.34602293,-0.20370245,-0.21182173,-0.012145857,-0.44741577,-0.09706056
Rasa4,0.071293965,-0.22387671,0.28075445,0.040318556,-0.30615392,-0.12984076,-0.18269031
Alkbh4,0.32068184,-0.2750086,0.13837586,-0.21216859,-0.57745755,0.25924116,0.771994
Orai2,-0.03043788,-0.5809353,1.2653552,1.196967,-1.1007389,-0.75907934,0.5794244
Cux1,-0.68876183,0.3138889,-0.545749,-0.2419051,0.106687814,-0.7018187,1.1483833
Trim56,0.056336675,-0.23359488,-0.5084916,-0.85944223,-0.41776165,0.9716974,1.3009449
Slc12a9,-0.3924636,-0.28896657,0.31496814,0.05684032,0.06832125,0.08181003,0.26911265
Gigyf1,-0.25543937,-0.57707995,0.5143039,0.53830487,-0.8637815,-0.11346797,0.9300883
Gm20605,0.53878075,-0.28548372,-0.19072372,-0.4357766,-0.12502073,-0.010439811,0.07854447
Nyap1,0.061411664,1.1043636,-0.21976137,-0.46281338,-0.34936452,-0.39715028,-0.09572302
Mepce,0.18256073,0.19842015,0.75903696,-0.18913294,-0.17266414,-0.5720523,0.2214558
Pilra,-0.074053474,0.1570104,-0.3591343,-0.19166611,-0.31875452,-0.21937208,-0.15654181
Zkscan1,-0.048934106,0.22299372,-0.36218968,0.2503547,-0.08352686,0.102150016,0.5151229
Zfp113,0.25263277,-0.109481744,0.22071086,-0.33667096,-0.72411084,0.32614714,0.8203602
Mcm7,3.7109063,0.8897218,-2.0397718,-2.2575755,1.1831809,0.34439468,-0.75205475
Map11,-0.13333924,0.4871933,-0.13138339,-0.09280008,-0.5356094,0.19077271,0.30460408
Pvrig,0.052166056,-0.31630796,-0.25445545,0.083630815,-0.16867334,-0.17258625,-0.2440005
Zfp157,-0.391392,0.33344516,-0.36600006,-0.12442,-0.022115154,0.33440593,0.7689921
A430033K04Rik,-0.5938169,-0.15030952,-0.124800764,-0.69231063,0.07301955,0.24158792,0.5772625
Gpr146,-0.11727464,0.12280991,-1.1965495,-1.5821958,0.584369,0.29562107,1.4064673
Mafk,-0.29225782,1.0000209,-0.4070246,-0.31982008,1.2308446,-1.0194117,-0.42418298
Lfng,0.39040908,-0.98339975,2.723577,2.3924873,-1.3556926,0.4063228,-0.7653086
Ttyh3,-0.7082956,-0.13095582,-0.022179244,0.20222259,-0.5755348,0.55027246,0.27741885
Iqce,-0.16428412,0.14279814,0.15515551,0.33427677,-0.33021486,-0.022046667,0.58769226
Card11,-0.24725047,0.9363134,1.4916887,0.8166673,-0.40362185,-1.133722,-0.48045847
Ap5z1,0.6360413,-0.17248672,-0.06027681,0.3333806,-0.25740308,-0.09022754,-0.093985684
Tnrc18,-0.49831,-0.220024,1.1503477,-0.29585928,-0.053510834,0.21758328,-0.19262832
Fbxl18,0.03225254,-0.22326593,-0.17184436,-0.055189673,-0.52943695,0.7848464,0.0031262138
Actb,2.0404236,0.5458568,1.0844834,1.2915363,2.7917278,-0.6231506,-3.3704915
Fscn1,-0.16445252,-0.64673954,-0.13534509,-0.04856494,-0.062129676,0.05620745,-0.03166847
Rnf216,0.08486236,-1.7316197,1.4306524,1.3569971,0.6197418,0.8396181,-1.3283547
Rbak,-0.29311353,-0.7063954,0.4255525,0.3503294,0.31878033,0.5216883,0.123643234
Zfp12,-0.33537844,-0.4812925,-0.027614495,0.156097,-0.12322478,0.29171243,0.46190804
Zfp316,0.4196732,-0.42575818,-0.24448927,-0.018601911,0.16547646,-0.24012536,-0.15185772
Fam220a-1,0.2664449,-0.30298784,-0.33045325,0.30871326,0.20089011,-0.11901842,0.2817519
Cyth3,-0.28520352,1.3075038,-1.0873673,-0.7753597,-0.35122818,-0.55580837,1.0586084
Tecpr1,-0.97032267,0.15363508,1.1772205,1.0018891,-1.872412,0.13845937,0.6647664
Trrap,0.8987841,-0.21744196,0.11157475,0.0906622,-0.33231983,-0.050355986,0.31559595
Smurf1,-0.42567012,-0.07546141,0.3656486,1.1794721,-0.59172285,-0.22874989,-0.036535423
Zkscan14,-0.5693077,0.29927185,0.46172857,0.7839388,0.438954,-0.57196206,-0.5305163
Zkscan5,-0.050838396,0.4131793,-0.49121535,-0.062063467,0.18533282,0.4852385,0.14826377
Rnf6,-0.62550384,-0.17240053,0.7018799,0.11549909,0.17607468,0.49209675,-0.33095768
Usp12,0.034353413,0.4238997,0.054177266,-0.61226517,0.111581564,-0.118361056,0.37540066
Rpl21,-1.4269696,0.79273826,-2.4301298,-1.7355893,-2.784147,0.57330245,4.799315
Rasl11a,0.4288852,-0.17228669,1.1415322,0.71452326,-0.37090245,-0.78672785,-0.5687964
Pan3,-0.22681667,0.559877,0.672778,1.2139072,-0.99277014,-0.24250735,0.21296562
Flt1,-0.4991651,-0.17933165,-0.3760766,-0.43070877,0.52707756,0.6268645,-0.12647054
Slc46a3,0.5224404,0.46194485,-0.17119536,0.3180498,-0.034982618,-0.096381195,0.2039611
Mtus2,0.48825714,-0.31088355,-0.17992781,-0.13717178,-0.05165466,0.0005433983,0.1773413
Ubl3,0.01623284,0.123590335,0.43773466,0.1982868,0.33548582,0.9332593,-1.3041269
Katnal1,0.38900226,0.9265121,-0.33833688,-0.15991917,-0.38373595,-0.08329884,0.05823137
Hmgb1,4.0567274,0.56102705,-2.1447134,-2.7161632,2.0517228,1.9071859,-1.4107453
Uspl1,0.10510801,0.061068,-0.70282197,-0.0568844,-0.30623484,-0.028157465,0.63853854
Alox5ap,-0.20744164,0.5476477,-0.46345392,-0.3608698,-0.41948706,-0.16737258,-0.18150811
Wdr95,-0.47478467,2.1798804,2.8917532,4.2192936,-3.032523,-0.43889633,-2.3674202
Hsph1,4.688221,3.1177888,-0.90978706,-1.3284383,-1.0786552,-2.211118,-0.85806847
Fry,-0.06695523,-0.48598182,0.9968264,1.312415,-0.9521712,-0.2094206,0.03582821
N4bp2l1,-0.38925582,-0.19903477,0.3113709,0.5948022,-0.42553917,0.18664168,-0.30854803
N4bp2l2,-0.47796902,0.25700414,0.04419552,-0.4301504,1.4628801,-0.48804957,-0.18934508
Samd9l,0.0650484,-0.7209216,-0.65783656,-0.67184013,0.427753,0.9282636,0.5997322
Gng11,0.41125625,0.06295368,-0.31541398,-0.20969856,-0.20832223,0.028884748,-0.15456608
Casd1,-0.09316671,-0.5500409,-0.41576883,-0.23252578,-0.046406697,0.06929895,0.8023469
Glcci1,0.37287715,0.11893481,-0.06746141,0.8547556,-0.2381011,0.46036854,-0.23573758
Phf14,-0.44844547,-0.618329,0.46671748,0.16529392,0.23349395,0.3714797,0.23640488
Tmem106b,-0.48454335,-0.4963495,0.007854544,0.5216718,0.2720819,1.462618,-0.6149333
Bmt2,-0.12136726,-0.38727123,0.5137496,0.3262238,-0.8244828,0.119387776,0.7340042
Mdfic,-0.48149702,-2.5712657,0.49051407,0.5083121,0.8397268,4.28238,-1.2516911
Cav2,0.35521182,-0.43470517,-0.31454003,-0.06758387,-0.01768598,-0.10887896,-0.12604214
Wasl,-0.18892944,-0.52352035,0.37588397,0.43929335,-0.27777308,-0.29978257,-0.055359658
Zfp800,-0.15690167,0.010081306,0.16350542,-0.3534945,0.22420603,0.07572353,0.10325928
Gcc1,-0.01584895,0.23985682,0.25954995,0.11586455,0.21732381,0.20069486,-0.08280986
Hilpda,-0.4570503,-1.0738888,0.8141445,-0.6138254,2.124519,0.7472737,-1.0261326
Irf5,-0.08351583,-1.1635425,0.07672279,-0.19687895,0.8461162,1.7857498,-0.63190305
Smo,0.75387,-0.358377,-0.5286715,-0.6352418,-0.21388298,-0.580985,0.6540028
Ube2h,-1.1037649,0.8728483,1.1375487,-0.064673565,-0.77502596,0.08252373,-0.088990405
Mkln1,-0.83178407,0.21387906,0.338327,0.20497763,0.09653425,0.35425735,0.03217614
Exoc4,-0.53983176,-0.3518714,0.6530805,-0.05306,0.4123742,0.17735238,0.112892546
Akr1b10,0.24390192,-0.7258951,0.72022486,0.40584302,-0.3316606,0.13663903,0.0906215
Agbl3,0.6807379,-0.02861394,-0.5049939,-0.497525,-0.18915719,-0.36852905,0.30987698
Tmem140,0.07139371,-0.12374171,-0.18409976,0.1725286,0.2739089,0.6764197,-0.25853437
Wdr91,0.07896205,0.30379736,0.14079049,0.13393907,0.26445702,-0.12276859,-0.023776272
Cnot4,-0.61636114,0.4445947,0.69014627,-0.035287883,-0.3679581,0.28121737,0.6182696
1810058I24Rik,-0.18215552,-1.7565342,2.8046443,2.625914,0.5836734,0.08581985,-1.9998906
Trim24,0.041933257,-1.0770935,0.517349,0.5640297,-0.6815396,1.1702694,-0.08620406
Zc3hav1,-1.0404711,0.064688236,1.4933181,1.4789448,0.08836051,-0.775681,-0.61916393
Ubn2,-0.87297916,-0.43287915,0.9997121,1.0800177,-1.3407477,0.5093203,0.6249589
Hipk2,-0.011350173,-0.07354191,0.0033532875,-0.023344072,-1.1034333,1.5409817,0.29172802
Kdm7a,-1.098266,0.5540087,1.3807285,1.70726,-1.0957793,-1.7463506,0.16027768
Slc37a3,-0.36057773,-0.17068036,0.20695084,0.75013053,-0.3478504,0.86634946,0.03839713
Adck2,-0.016141312,-0.17380244,0.31245047,-0.6963365,0.10701227,0.17030576,0.20346063
Braf,0.34501377,-0.6134221,0.6298431,0.28335303,-0.59883785,0.1814189,0.40002972
E330009J07Rik,0.3820417,0.92278075,-0.31780466,0.31436217,-0.61591065,-0.17783931,0.46072528
Trbv2,0.042640068,1.3750561,-0.47369087,0.08269302,-0.19422953,-0.54004854,-0.2050934
Trbv3,-0.49254012,2.1325753,-0.6050532,-0.043579366,-0.4765634,-0.50149673,-0.2073557
Trbv4,-0.49521813,1.1128869,-0.43833172,0.34147403,-0.3133913,-0.51442146,-0.19544801
Trbv12-1,0.060167853,0.40273398,-0.44068673,-0.3784805,-0.19844316,-0.46236345,-0.19232574
Trbv13-1,-0.76518404,1.7280978,-0.671465,0.51077324,-0.43040368,-0.61393696,-0.3138657
Trbv12-2,-0.8600945,1.7691767,-0.15928699,0.34989467,-0.2226049,0.10774116,-0.4966162
Trbv13-2,-0.4748983,1.5771506,-0.73994285,0.15824987,-0.28608418,-0.5990939,-0.20453441
Trbv13-3,2.6910574,-7.5283976,7.896323,-5.98886,0.59300727,6.635983,-0.434907
Trbv15,-0.4060391,2.1888227,-0.61866784,0.101477996,-0.55736226,-0.63689035,-0.2790861
Trbv16,-1.0923125,2.8819692,-0.56959826,0.109423384,-0.70806307,-0.64361084,-0.2833103
Trbv17,-0.36024478,0.8945672,-0.4506423,0.041291483,-0.3280765,-0.5091758,-0.2030786
Trbv19,-0.89824873,0.7942283,-0.6853158,0.7531275,-0.34809932,-0.6384492,-0.31954724
Trbv20,-0.5331146,0.6642103,-0.38925445,0.17045663,-0.034223255,-0.5217736,-0.2548292
Trbv29,-1.1045249,1.5438884,-0.70220804,1.1177232,-0.69545466,-0.7403681,-0.35832077
Prss2,0.016339552,-0.20024072,-0.24986364,-0.1928522,-0.10862134,-0.3485722,-0.098453626
Trbc1,-0.389038,-2.2133677,-0.24570629,-1.3250186,2.8666792,-0.08390978,0.25463834
Trbc2,-3.1928887,1.0606275,0.16818768,-0.09226311,3.6649406,1.0685087,-1.2908612
Fam131b,-0.12693235,0.049205463,-0.13638993,-0.06562736,-0.18213288,-0.40218696,-0.19140716
Zyx,-0.3622649,0.8249358,3.4658399,4.153097,-1.5219457,-0.47138032,-3.1205218
Arhgef5,-0.030025905,8.734267e-05,-0.35119042,-0.33024284,-0.2350385,-0.22712952,-0.0027727317
Ezh2,1.4314446,-0.31649318,-1.020163,-1.2975965,2.1968064,1.0515245,-1.465821
Zfp398,-0.003758853,-0.39209408,-0.1676628,-0.6196898,0.17729183,-0.64597785,0.9294831
Zfp956,0.16110149,-0.7152453,0.20875578,-0.064582646,-0.15412274,0.106022865,0.23823881
Krba1,0.8276536,-0.3044824,-0.03401717,-0.54953945,-0.3533576,0.23656838,0.8209826
Zfp467,-0.13134536,0.3180905,-0.4371233,-0.42675692,-0.3041579,-0.01019686,-0.010702455
Lrrc61,0.07444238,-0.21664463,0.6523089,-0.08404699,0.6408577,0.034943003,-0.19247839
AI854703,0.5469243,-0.109958895,-0.06655691,-0.28531885,-0.010959196,-0.2889263,0.27116975
Gimap8,-1.1250621,-0.518485,0.85589486,0.92428076,0.023130096,1.1466216,-0.23012897
Gimap9,-0.39740828,1.888545,0.1646941,-0.022849416,-0.346043,1.050173,-1.2167459
Gimap4,-2.426314,-0.663602,1.1254612,1.0632058,1.6815096,4.0455155,-2.7260313
Gimap6,-2.8222752,4.057313,0.7302564,1.6556637,-0.33531502,-0.8794488,-2.223332
Gm28053,-0.06407193,0.09946192,0.059429895,-0.29823533,0.10918791,-0.0021271587,-0.105450705
Gimap7,-1.9760908,2.5234768,-0.13396816,0.38528565,0.8096778,1.6837422,-2.607692
Gimap1,-1.1836203,-2.1762292,0.74634844,1.020305,0.91785383,3.0480325,-1.060114
Gimap5,-3.5584097,-1.4394176,1.4632488,1.429558,1.5444816,2.3063822,-1.705097
Gimap3,-3.1975474,0.14224257,0.8344804,0.42357606,1.3479583,2.8646338,-1.0900233
Tmem176b,0.55100816,-0.42585403,0.09131651,-0.13517725,-0.28439876,0.4960163,-0.21724185
Tmem176a,1.2489628,-0.6875771,0.110042185,-0.23722164,-0.017067248,0.18682809,-0.1271231
Gpnmb,-0.3477296,0.1732833,-0.47786045,-0.28837454,-0.16627282,-0.3536698,-0.24461076
Tra2a,0.6713101,0.5379028,-0.20729563,0.81984186,0.0825576,-0.4667134,-0.70633227
Ccdc126,0.2816389,-0.19437782,-0.48866066,-0.8222525,-0.3376292,-0.07831255,1.0536762
Osbpl3,-0.22096443,-1.3927217,1.6646732,0.98243874,1.051185,2.614922,-2.3969204
Cbx3,4.2572956,0.5002641,-1.6919441,-1.7386651,1.9463471,0.53632015,-1.0516765
Snx10,0.7935631,-1.1328174,3.1942768,1.6861309,0.095579825,0.3641614,-2.022786
Hoxa7,0.26590997,-0.1191956,-0.2601303,-0.32983428,-0.18336119,-0.40542507,0.1619627
Tax1bp1,-0.90289533,-0.63615817,2.0677228,1.3976573,0.7568701,-0.9097016,-1.2988118
Mturn,-0.19977121,0.42569077,-0.41476086,-0.47931916,-0.69806856,-0.26666263,1.2442826
Nod1,-0.31859598,0.72830117,1.6431483,1.2070695,-1.1629645,-0.59689265,-0.74759346
Avl9,-1.3300987,1.2450384,-0.662353,1.1374359,0.71823955,-1.2719729,-0.6699165
Kbtbd2,-0.41646814,0.19540218,0.613635,0.5227718,0.01665988,-0.34556645,-0.22399212
Ppm1k,-0.6548169,-1.2074574,0.2414837,0.623931,-0.061887655,0.37974724,0.6797492
Herc6,-0.43401992,-0.34811777,-0.5688313,-0.42503342,0.80149287,1.6946795,0.109235704
Vopp1,-0.3521215,-0.07609487,0.8809115,1.3068132,-0.35808036,0.045321845,-0.39108607
Abcg2,0.45215306,-0.36556152,0.010086313,-0.38181785,-0.11560464,-0.27774474,0.43907022
Herc3,-0.6278189,-0.3145169,0.90489554,1.2139233,-0.7815765,-0.33694845,0.23595917
Tigd2,-0.4014923,-0.5298786,-0.644996,-0.016487204,0.8229095,0.08506252,0.4056147
Gprin3,-0.3299123,-2.6362936,2.3337433,2.4286606,0.30035445,-0.37114632,-0.31256196
Hpgds,0.46119714,0.13872513,-0.3562371,-0.6708101,-0.39029568,-0.41725627,0.48854584
Tnip3,-0.78302485,0.49636668,-0.9161126,-0.33688223,0.2635269,2.8883007,-0.62566227
Ndnf,-0.09363436,0.27738118,-0.60056174,-0.099308744,-0.05256518,0.49755755,-0.31969175
Gadd45a,-0.0047810413,0.5054592,-0.2392412,-0.20892084,0.12705825,-1.126189,0.15257904
Igkc,-0.8052561,-2.8031266,1.722709,1.2996441,-0.18758179,1.4174441,-1.3512436
Thnsl2,1.1319363,-0.16421816,-0.2108963,-0.27959317,-0.27791935,-0.35010922,-0.1414144
Smyd1,-0.0225402,-0.6884184,0.68814313,1.6109191,-0.27656806,-0.15307534,-0.571729
Cd8b1,-0.01854853,1.8966906,3.581353,4.7859163,-3.3809924,-2.00563,-0.27247694
Cd8a,-1.0255659,2.154672,1.0732105,1.2057518,-1.9930145,-0.029560441,0.6039337
Rmnd5a,-0.34748098,0.74846095,-0.09722748,0.15625072,-0.07838487,-0.5027468,0.15332563
Rnf103,0.31075275,0.4678832,0.18397598,0.10216556,-0.46431994,0.112990975,0.03433201
Kdm3a,0.113618426,0.36748445,0.25342083,0.40283486,-0.5867796,-0.013327059,0.022126805
0610030E20Rik,-0.2306281,-0.06764688,-0.4198379,-0.15852793,0.048033156,0.6745992,0.2014037
Tmem150a,0.058375392,0.024444323,-0.22899057,-0.3392725,-0.004265229,-0.05834524,-0.16171968
Vamp5,-1.0350693,-2.2276063,0.2149376,0.19341087,1.5143422,2.159038,-0.32333514
Ggcx,0.3695451,0.7416324,0.11779343,-0.7968115,-0.105505094,-0.5026382,0.34712765
Mat2a,-0.101871654,-0.27738175,-0.059739083,-0.19966373,-0.5588141,0.9171797,0.8333611
Capg,0.29162908,0.43352026,-1.965276,-1.1892313,1.5066916,2.02073,-1.0269777
Retsat,0.15955362,0.20803016,-0.21068472,-0.050924122,-0.18145643,-0.33274475,-0.030496424
Tgoln1,-0.71430606,0.17164423,1.0513102,1.0062389,0.763288,-0.61297345,-1.3425503
Sema4f,0.46530834,0.025841426,1.206932,0.42756656,-0.84459907,-0.7333684,0.068300985
Dqx1,1.5400162,-0.037840493,0.060554788,0.3092784,-0.43521896,-0.61226386,0.114690505
Pcgf1,0.6121759,0.517472,0.08501992,0.187202,-0.30916175,0.26353544,0.041936565
Ccdc142,-0.04403631,-0.37638742,-0.37661868,-0.28605512,0.016891327,-0.30263302,0.012867636
Ino80b,-0.90247625,-0.018750638,0.3743557,0.37459782,0.04414127,0.36756784,-0.31804982
Tet3,-0.18382323,-1.0750583,0.32902494,0.24131262,-0.11255641,-0.21859488,0.8569985
Dguok,-0.64566267,-0.15029806,-0.4265376,-0.03085231,0.14563908,1.0986618,0.3583967
Vax2,-2.0243483,-2.125787,-0.4824502,-0.29039124,1.4701788,5.009804,-0.56889063
Zfp638,0.0914569,-0.11280033,-0.49558994,-0.30031565,-0.29667553,0.48537531,1.0576789
Exoc6b,0.1180173,0.050787084,0.69951934,0.5037812,-0.11503329,-0.34719354,0.20099424
Sfxn5,-0.033601526,-0.46544564,-0.35073036,-0.32700253,0.18149358,-0.31202963,-0.038875982
Nat8f1,-0.5352537,-0.44045833,0.020049062,0.20767227,0.4372213,0.42259708,-0.22735207
Tia1,-0.41648746,-0.72260416,-0.54619956,-1.0403699,-0.06504363,2.7388647,0.74278307
C87436,0.4484158,1.0030549,-0.27349013,0.3754042,-0.5306831,-0.7843531,0.36636326
Asprv1,0.1552422,-0.11920141,-0.28205428,-0.16093199,-0.12094089,0.083551355,-0.14311244
Mxd1,-0.87214816,2.0461826,0.29182473,0.36227074,-0.029390521,0.41700596,-1.3851086
Gmcl1,1.0156231,-0.061224204,-0.032056317,0.27360752,-0.021771448,-0.52509415,-0.080027044
Aak1,-0.26970473,0.10188538,0.85560346,0.17410487,0.12249821,0.22271691,-0.1605941
Gfpt1,0.36974588,1.7573248,-0.3019918,0.7174661,-0.44740716,-0.81345344,-0.30728325
Arhgap25,-0.039392814,0.09470003,0.8437263,0.89769053,-0.33608022,-0.31431258,-0.28709725
Efcc1,0.070545495,0.043555602,-0.15985183,-0.29994014,-0.18303259,-0.36414826,-0.14165491
Rab43,0.23683947,-0.26645583,0.20290285,0.1547864,-0.38966426,0.25649416,0.08461973
Abtb1,-0.7257651,-0.6274333,0.7974712,0.4768231,-0.015029126,0.5831649,-0.07821572
Txnrd3,0.22276391,0.0032309212,-0.27711815,-0.45226875,-0.25969556,-0.36545068,0.007327634
Zxdc,-0.14864087,0.10128308,0.11504415,0.22325416,-0.30950648,0.3081203,0.1737506
Iqsec1,-0.82182753,0.7427536,0.22326833,0.40570208,-0.72858834,-0.17122276,0.24321727
Xpc,0.041536015,0.6727548,-0.34153396,0.004328512,-0.4555735,-0.7719752,0.92849106
Slc6a6,-0.507438,-0.6327683,-0.15224527,0.5021451,-0.076917104,1.0484072,0.029042609
Ccdc174,0.06441219,0.843311,-0.40547132,-0.5879177,0.73316187,0.05934518,-0.404041
4930590J08Rik,0.11336463,0.091287255,-0.32003802,-0.34423468,0.097288795,-0.39090264,0.06727559
Nr2c2,-0.79459614,-0.5830147,0.7805873,0.4872114,-1.2199317,1.0383688,0.5346542
Rbsn,-0.21417287,-0.017808648,0.588524,-0.18112414,0.18140258,-0.20351335,0.003908761
Lrig1,0.2589592,-0.14500457,-0.6212601,-0.39910793,-0.17651758,-0.31622314,0.20949773
Tmf1,0.718511,-0.44592878,0.7794461,0.75070083,0.21935321,-0.32656336,-1.1326865
Frmd4b,1.6294643,-0.6801524,-0.50885445,-1.26512,1.1073141,-0.43816462,-0.14705826
Foxp1,-2.0133867,1.6803509,-0.80478233,-0.4834512,-1.2070879,-2.9634314,2.9563947
Gm20696,0.0028909943,2.1842177,-1.5362369,-1.3161566,-1.4166179,-1.9956836,2.2100983
Eif4e3,0.9924081,0.7476824,-0.24777696,0.5616724,-0.83185375,1.1257812,-0.27816793
Rybp,0.47100103,-0.23132661,0.36100036,0.34322086,-0.24987264,0.57645357,-0.40226635
Crbn,-0.9350942,0.7368568,-0.24828683,0.1579928,0.6211177,0.7603142,-0.5469284
Setmar,-0.050528135,0.08524653,-0.26547956,-0.32021898,-0.055640195,-0.109701015,-0.009275653
Bhlhe40,-1.344495,-3.924335,3.2267482,3.4872084,3.9401789,0.79759485,-4.4031935
Srgap3,-1.4733579,-0.86641973,-1.0245847,-0.6854828,1.4267135,2.8177772,-0.48337477
Setd5,0.14561881,-0.9253888,0.10194188,-0.26722035,-0.24752122,1.3014675,0.49241242
Lhfpl4,0.44418317,0.15344822,-0.18933214,-0.4907869,-0.2901485,-0.4467624,-0.041406345
Cpne9,-0.04373197,-0.08139817,-0.12088275,0.09933892,-0.29361683,-0.40754095,0.018441653
Ttll3,0.04218523,0.37791112,0.033872914,0.55372363,-0.18756637,-0.60359794,0.15519336
Creld1,-0.4269213,0.1636512,-0.0071288864,-0.3703279,0.10869788,-0.14492008,0.07881596
Irak2,-1.3698343,-1.1587448,0.64117175,0.5202798,1.8532076,0.13284166,-1.0648503
Tatdn2,-0.5325794,-0.18358086,0.8745208,0.7373929,0.50306123,-0.025218053,-0.8700251
Vgll4,-0.86589867,3.199506,-0.9541233,0.23265626,0.9921527,-2.6198375,-0.75939953
