gene_name,P9_A,P9_C,P9_N,P4_A,P4_C,P3_A,P3_C,P10_A,P10_C,P10_N,P0_A,P0_C,P0_N,P5_A,P5_C,P6_A,P6_C,P2_A,P2_C,P2_N,P7_A,P7_C,P8_A,P8_C,P1_A,P1_N
S100a13,0.35772666,0.7109069,1.5893841,0.16446516,0.18160218,0.40395653,0.26399672,0.53382915,-0.7085345,1.9416046,-1.3783551,-2.3849757,-1.3612168,0.056960918,0.08645932,0.38410223,0.5846899,-0.48774168,-0.626857,-0.8624263,-0.03427341,-0.055881903,0.49869716,0.2502773,-1.1442801,-1.165457
S100a2,-0.013208099,-0.067916125,-0.03471457,-0.015980236,-0.16722262,-0.04771215,0.0023554524,-0.018391144,-0.040661972,-0.034579508,-0.046005093,-0.039004285,-0.029351488,0.00071711384,0.024929574,-0.032465134,-0.044026628,-0.08021981,0.021725304,-0.041818224,-0.07380058,-0.01105012,-0.05371089,-0.01125164,-0.045581557,-0.047828123
S100a4,0.63883275,1.040048,-0.29193503,-0.23536256,0.47511518,0.120627984,0.6637489,0.4843695,0.3005493,-0.73948157,-1.4453995,-0.9246282,-1.5884757,0.058100924,0.59912705,0.113129936,0.81298643,-0.48119116,-0.06661834,-1.2733176,-0.09814066,0.28498667,0.8348041,0.97604483,-1.6236372,-1.5233748
S100a6,0.6334621,0.8805263,0.36334383,-0.27005816,-0.16226773,0.2739499,0.39898127,0.19425596,0.4660844,0.60894907,-2.0292203,-2.3831906,-1.9179841,0.375933,0.48956034,0.49612334,0.7680578,-0.38703972,-0.5662418,-0.20523442,-0.047016405,0.26650214,0.62916934,0.7858542,-1.8988429,-0.35424352
S100a8,-0.03252788,-0.0529569,-0.06382697,-0.013590218,0.195028,-0.032979522,-0.025553,-0.055076033,-0.061879814,-0.06387119,-0.060130496,-0.062422536,-0.06188504,-0.034345903,-0.030148724,-0.01875892,0.022115467,0.05942467,0.1678832,0.3004445,-0.051030356,-0.014309417,-0.057607647,0.011072164,-0.034611084,-0.059533644
S100a9,-0.038124777,-0.0548538,-0.06543261,0.00486846,-0.023212383,-0.0091593275,-0.007536838,-0.049685415,-0.06353763,-0.06547564,-0.061835177,-0.0640658,-0.029176902,-0.020087939,-0.0071266205,-0.03500687,-0.023669539,0.0116907405,0.17172141,-0.06316921,-0.024117094,-0.04652834,-0.059379928,-0.032092206,-0.05842723,-0.061254323
S100a11,0.46212003,0.9095477,0.4980237,-0.06977172,0.32318673,0.27387303,0.5625933,-0.027036706,0.43011755,1.6247957,-1.6613448,-1.0697004,-1.322357,0.047047123,0.27993944,0.29368615,0.8006218,-0.62900627,-0.35098672,-0.88455,0.0156776,0.48838016,0.952451,0.6673529,-1.3567548,-0.442412
S100a10,0.56317466,0.7016337,0.6293626,0.053681247,0.06618144,0.47760057,0.33425114,0.5501669,1.0762272,0.7583406,-2.3036942,-1.3765588,-1.7095082,0.25507522,0.26791945,0.54812723,0.66887254,-0.5910033,-0.9856168,-0.9323703,-0.1341707,-0.22187659,0.34114334,0.2457975,-1.6775464,-0.8156358
Tdrkh,-0.093828864,-0.108751655,-0.11248605,-0.043333188,0.06011547,0.010162756,0.034244005,-0.091497146,-0.11181711,-0.11250124,0.19690385,-0.11200356,0.24078834,-0.01792616,0.077933624,-0.06019316,0.07221814,-0.0093577895,-0.05045592,-0.11168706,-0.082787365,-0.0796944,-0.11034941,-0.11007462,-0.08080711,-0.11101109
Snx27,-0.041753337,-0.20876421,-0.3897304,0.04100412,0.054989796,0.041011903,0.09034373,-0.045420613,-0.3941472,-0.3896301,0.074149,-0.3929161,0.10502846,-0.051599987,-0.10440868,-0.06596474,-0.13988073,0.1077507,0.2555543,-0.16074832,0.121140726,-0.0039594104,0.5966239,0.20551957,-0.06325603,1.1011806
Pogz,-0.10834004,-0.12258707,-0.38963115,0.02864949,0.20201167,-0.051060837,0.0041317223,-0.051582094,1.2746508,-0.38970906,0.05009261,-0.38715702,0.217073,-0.074403785,0.014410049,-0.07617059,-0.032368742,0.041435443,0.023595555,-0.38553405,-0.06262029,0.08922358,-0.3786748,0.14684579,0.030238688,1.2661558
Selenbp1,-0.05534403,0.4205971,-0.0667886,0.0029437374,0.14357549,-0.028580997,0.0049371137,-0.05515258,-0.0654462,-0.06681908,0.45464295,-0.06582036,-0.031482074,-0.0542844,-0.05557534,-0.05540372,-0.026684158,-0.0030290543,0.03381352,-0.06518522,0.0045972746,-0.057591703,-0.06250092,-0.039589368,-0.003706034,-0.06382872
Rfx5,0.09576996,0.11390589,-0.28010893,0.022709992,0.15941176,0.031036653,0.04970683,-0.07667985,-0.27494243,-0.28022623,-0.27030087,-0.27638245,0.028810542,-0.109759,-0.033180963,-0.08362407,-0.11775592,-0.029166771,0.00047607973,-0.273938,0.13232844,0.13789824,0.35908455,-0.04178523,-0.04329116,-0.26871723
Zfp687,-0.028180722,0.4655479,-0.37244362,0.0044653565,-0.04617058,-0.022476697,0.051884457,-0.051664002,-0.36622787,-0.37258476,0.12436675,-0.36796033,0.16147725,-0.03716487,0.026624465,-0.049916524,-0.0018357261,-0.020225758,0.0063679363,-0.36501944,-0.020640444,0.036633693,-0.35259017,0.02118776,-0.051064797,-0.35873836
Pip5k1a,0.13770436,0.010601235,-0.64894164,0.064048015,-0.05754445,0.047784355,0.031677313,0.05347369,-0.64374465,-0.64905965,-0.6390757,-0.64519316,0.030475046,-0.089628056,-0.041782252,-0.08892171,-0.08824521,0.002350153,-0.04451231,-0.6427343,-0.005304405,-0.041179996,0.21237832,-0.10470017,-0.07632006,-0.6374827
Lysmd1,0.038021997,0.30465582,-0.24005468,-0.02090038,-0.019146282,-3.649921e-05,0.009561587,0.009241974,-0.23612642,-0.2401439,-0.2325973,-0.23722133,0.10384426,-0.08447388,-0.1354182,-0.060620807,-0.08510317,0.015846815,0.13396682,-0.23536272,0.16456965,-0.06061083,-0.22750764,-0.06119644,0.046733335,-0.2313932
Tnfaip8l2,0.12237966,0.83006114,-1.0529695,0.14086896,0.1762382,0.14159545,-0.044020236,0.11673625,0.5473159,1.7323105,-0.49744684,-1.0451185,-0.031159649,-0.21349376,-0.23074403,0.119633235,-0.0018017151,-0.112763636,-0.2909495,-0.12394592,0.30907807,0.13360989,-0.0822653,-0.0886756,-0.35505107,0.7490998
Sema6c,-0.02771584,-0.048177253,-0.07060528,0.017912168,0.018905366,-0.027355101,-0.029631244,-0.0145753445,-0.06658774,-0.07069651,-0.062978394,-0.06770752,-0.05527371,3.3068744e-05,-0.0018288229,-0.016582442,-0.044005148,0.0065953108,0.0074977935,-0.06580667,-0.044202246,-0.017919086,-0.05777305,-0.0561227,-0.032949813,-0.061746925
Gabpb2,0.19472162,-0.20099653,-0.97986853,0.19810535,0.1811131,0.1612074,0.28611493,0.011319292,-0.97274053,1.8576076,-0.06365765,-0.9747273,-0.015910162,-0.04025407,-0.07532852,-0.06105659,0.006758335,-0.10471252,0.037109178,0.6511621,-0.06606692,-0.07723314,-0.7939462,0.23354183,-0.31258884,0.02654925
Gm128,-0.057338584,-0.07918687,-0.085537195,0.018799912,-0.060192943,-0.02960466,-0.061244164,-0.08462688,-0.08439966,-0.085563034,-0.083377704,-0.08471672,0.08574557,0.00481338,-0.03149405,-0.046576828,0.0549517,-0.004613143,-0.06342291,-0.084178515,-0.07806138,-0.0033066345,-0.08190385,0.007113424,0.0076523027,-0.08302903
Mindy1,0.022289732,-0.20921792,-0.30964455,0.034700017,0.05535803,0.016798561,-0.011595067,0.16575868,-0.30495322,-0.30975106,-0.17643361,-0.30626082,-0.019136645,-0.095357105,-0.13852638,0.026257854,-0.012610807,-0.060364414,0.02029009,0.4026133,0.07346938,-0.025785325,1.0366374,-0.007845302,-0.09986322,1.7414906
Arnt,0.032245357,-0.4035637,-0.49066627,-0.008829366,0.18197748,0.029259702,0.0582407,0.06216636,-0.4838997,-0.4908199,0.5533972,-0.4857857,0.028771587,-0.091735564,-0.087770276,-0.08785436,-0.1096207,-0.027085405,-0.0684784,0.040680822,0.13467816,0.016421493,-0.25943112,-0.09678647,0.097318426,-0.47574657
Ctss,-0.08782038,-0.16179894,-0.95934707,0.26078218,0.30728894,-0.19187014,-0.19421612,-0.3161544,-0.92636263,1.8446993,0.6624156,-0.9355562,0.59204143,-0.28565797,-0.34373733,-0.16392535,-0.30396423,0.087962896,0.20657815,0.039099056,0.59167695,0.353248,0.082548305,0.03590407,0.42070726,-0.07548508
Mcl1,0.13760974,0.48782012,1.2020735,0.18571775,0.24510983,0.08598398,0.074718714,0.06797031,-0.28745192,1.8748183,-0.19603899,-0.1904832,-0.29834896,-0.27433804,-0.1712094,-0.07140028,0.016861029,-0.045625333,-0.066667825,-0.41843525,0.18884638,0.07877897,0.42779854,-0.03736774,0.23362601,0.03325537
Ecm1,-0.02648664,-0.11550425,-0.14433904,0.020964261,0.046021245,-0.050422955,-0.03714983,-0.03377661,-0.13917385,-0.14445634,0.1296319,-0.14061351,-0.003307129,-0.0016501885,-0.07508288,-0.016655287,-0.010544954,0.024160517,0.12780802,-0.13816968,0.028461155,0.0077258474,-0.12784117,-0.04529324,0.037476406,-0.13295022
Rprd2,0.02825658,0.16112258,3.0127668,0.08373339,0.28934732,-0.011109164,0.08192679,-0.04065741,-0.656662,-0.6663643,0.013796881,3.8768203,0.20118107,-0.18078376,-0.081881545,-0.11379585,-0.0855496,-0.0067327823,0.06934314,0.22797972,0.024767455,0.033668004,0.59224033,0.009389478,0.10103984,0.4253196
Ciart,-0.026108643,-0.11918414,-0.15028906,0.06341585,-0.026148705,-0.020906312,-0.05145267,-0.10324305,-0.14471723,-0.1504156,-0.13971151,-0.14627023,-0.030617803,0.08402721,-0.08811537,-0.025039846,-0.04642741,0.07258656,-0.04196962,-0.14363399,0.032667026,-0.0008868093,-0.13249233,-0.09344388,0.13149525,-0.13800362
BC028528,-0.054864556,-0.071421415,-0.058469903,0.046402972,0.1717786,-0.048695456,-0.060762003,-0.049766522,-0.06078991,-0.058417216,-0.06287419,-0.060143266,-0.06078368,0.026612038,-0.010236956,-0.030555854,0.034113925,0.115945905,0.067974195,-0.061240945,-0.073716864,-0.04911233,-0.06588013,-0.06683315,-0.05459897,-0.06358533
Anp32e,-0.43021646,-0.66861707,1.0644984,-0.56779,-0.38758004,0.7969861,0.9085007,-0.1931224,-0.22002336,1.0803276,-0.55708736,-1.201556,-0.33100757,0.53406316,0.47546428,0.56797594,0.582299,-0.35206324,-0.23410109,-0.5258174,-0.43432203,-0.5034072,-0.44069678,-0.33135426,-0.4541534,-1.3414824
Plekho1,-0.20956884,0.03897595,-0.32161057,0.11995879,0.0009493489,-0.08995348,0.020472363,0.05676839,3.4531555,-0.3216605,0.5053262,-0.320025,0.2642194,-0.017675016,0.010270812,-0.10766895,-0.04994487,0.019162996,0.07478017,-0.31898487,-0.008049751,-0.09537095,0.10998533,-0.116744794,0.17478547,-0.31676346
Mtmr11,-0.040432744,-0.042295862,-0.053138383,-0.010345824,-0.009865676,-0.032229673,-0.033330042,-0.019940052,-0.051196158,-0.053182486,-0.049451273,-0.051737502,-0.017281659,-0.035046883,-0.03691466,0.038902316,-0.0070161936,0.035908163,-0.015380513,-0.050818566,-0.040374197,0.0105121,-0.04693482,-0.04613698,-0.049589586,-0.048855934
Sv2a,-0.082809515,-0.08450896,-0.09425071,-0.020979084,-0.055371225,0.0012238196,-0.035663545,-0.09285424,-0.09250566,-0.09429034,-0.09093793,-0.09299205,0.08912883,0.009693942,-0.07967409,0.02435574,-0.0069343382,-0.015418781,0.073594436,-0.09216641,0.075562425,0.1033065,-0.08867695,-0.044395365,-0.0812873,-0.090403035
H2ac21,-0.0023359966,-0.08229464,-0.08558422,0.044501804,0.053183977,-0.007183657,0.09987258,-0.05336457,-0.084994964,-0.0855976,-0.08446557,-0.0851592,0.005757051,-0.037041433,-0.03984799,-0.030848693,-0.048295766,-0.025485562,-0.074128635,-0.0848804,-0.08171162,-0.05627663,-0.08370209,0.01694574,-0.054129798,-0.08428495
H2ac20,-0.18907456,-0.2701092,-0.24181993,-0.2751759,-0.14197871,0.9365602,0.86369026,-0.18881121,-0.29419416,-0.24063057,-0.01630181,-0.2795962,-0.11290222,0.5271173,0.26770687,-0.5102188,-0.40400103,-0.30727923,-0.39495742,-0.12205848,-0.30865723,-0.3930611,-0.40910593,-0.22449093,-0.0991956,-0.35730088
H4c14,-0.010311901,-0.20770954,-0.18753007,0.018363146,-0.18246199,0.1293396,0.07322139,-0.15152387,-0.19114482,-0.18744798,1.3166158,-0.19013731,0.11832172,0.2079355,-0.065762274,-0.034151983,-0.15152182,-0.03439152,-0.17248587,-0.19184758,-0.050856903,-0.16646156,-0.19907577,-0.043840487,0.050665695,-0.19550031
Fcgr1,-0.04077901,-0.047684994,-0.05036738,0.10070828,0.15729378,-0.03175472,-0.045466896,-0.049982864,-0.049886882,-0.05037829,-0.049455207,-0.05002081,-0.049888175,-0.045891635,-0.046353713,-0.026354805,-0.013910978,0.058744077,-0.041026272,-0.04979347,-0.047209587,-0.024060277,-0.04883265,-0.048635267,-0.049489427,-0.049307927
Txnip,0.12052733,-0.1147006,1.8933258,0.42932597,0.29074273,-0.110269174,-0.05594805,0.0843883,-1.3290483,0.931474,0.9678762,1.494256,0.56259805,-0.43796387,-0.37042505,-0.1234387,-0.19633631,0.07195653,0.056848116,0.59456676,-0.2437532,-0.2641849,-0.42106855,0.38549432,0.043274146,2.1477156
Polr3gl,-0.06655929,-0.062117904,-0.4644771,-0.019698845,-0.1255617,0.046496183,0.14422771,0.08759936,-0.45965463,-0.46458662,1.0909002,-0.46099877,0.07486098,-0.09845723,-0.10818966,0.014109244,-0.0128398,-0.017742153,0.064123355,0.18717793,-0.13203776,-0.024851907,-0.4490739,0.22602557,-0.031526525,1.2845172
Itga10,-0.050268393,-0.045460213,-0.05325598,0.00028836864,-0.022142919,0.0021770005,-0.03901379,-0.04159127,-0.05185952,-0.053287692,-0.05060495,-0.05224875,-0.0066346396,-0.006716569,0.02254891,-0.021492496,-0.044010025,0.012306923,0.06128517,-0.051588032,-0.044078536,-0.018510494,-0.048795618,-0.04822197,-0.020424902,-0.050176904
Pias3,-0.0033078974,-0.072768256,-0.27742705,0.020000532,-0.037666105,0.13164848,0.17034155,0.15381998,-0.28014132,-0.27736545,-0.2825798,-0.2793848,-0.14823143,-0.0072820303,-0.019500285,0.014997259,0.007877538,-0.06558308,-0.03555186,0.12037354,0.06055493,-0.039351173,-0.28609657,0.15135896,-0.21306688,2.3081965
Nudt17,-0.040758785,-0.081952676,-0.0939442,0.024469342,-0.0460858,0.026530424,-0.001054568,0.024264865,-0.09179616,-0.09399297,-0.089866355,-0.092394866,-0.06910377,-0.021967834,-0.041801926,0.021122877,0.055458765,-0.025601538,0.1750931,-0.09137854,0.015320325,0.0027366092,-0.08708323,-0.04841529,-0.059618182,-0.08920793
Cd160,-0.21601452,-0.052300356,-0.62609255,-0.2769367,-0.11976329,-0.10955013,0.29708204,-0.3049209,0.075285554,-0.6254306,-0.681428,-0.64711666,-0.36359954,-0.016564824,0.32882664,0.05365085,0.33995923,-0.16194007,0.043312818,0.47514936,0.28892568,0.82139003,1.0187744,1.1111281,-0.45698005,-0.6903627
Acp6,-0.054829296,0.016403245,-0.2622197,0.044302553,-0.082064316,-0.053695664,-0.07854371,-0.08197917,-0.2627374,-0.26220793,-0.2632025,-0.26259312,0.17921588,0.031104641,-0.03631378,-0.02460579,-0.067142904,0.05642219,-0.059601333,-0.26283804,0.22907284,0.052058112,-0.26387328,0.112128966,0.041572526,-0.26336122
Bcl9,-0.14078632,0.14871083,-0.17433518,0.037547346,-0.028423479,-0.082845286,-0.04837106,-0.13061883,-0.16778618,-0.17448391,2.3262925,-0.16961154,0.54836553,-0.102065355,-0.03415454,-0.09110717,-0.042078078,0.047773715,-0.020408243,-0.16651297,-0.026776887,-0.02527675,-0.15341732,-0.111932635,0.061555855,-0.15989515
Fmo5,-0.07334334,0.0200853,-0.20812528,0.07841623,0.024027945,-0.00033000225,-0.045470282,-0.0067233793,-0.20001009,-0.20830956,-0.19271943,-0.20227198,0.12744674,-0.11496914,-0.029516345,-0.022171156,-0.078700274,0.014376759,0.1073376,-0.19843239,-0.15479273,0.0913851,-0.18220495,-0.011956298,0.19566783,-0.19023193
Prkab2,0.088312894,0.15968321,-0.23189577,0.07032067,0.05102294,-0.05192886,0.048680805,0.031516332,-0.22941956,-0.23195203,-0.22719492,-0.23010972,-0.05737699,-0.03855222,-0.08094907,0.009557162,0.043468654,-0.03374557,-0.008276718,-0.22893815,-0.15644597,0.055435922,-0.22398658,-0.16186778,-0.13441424,-0.2264359
Notch2,0.012499086,0.28457174,-0.50512564,0.07374514,0.22198819,0.07352762,-0.03743779,0.24701104,-0.49752307,-0.5052983,0.02469735,-0.49964213,-0.08962425,0.00014007255,0.048805065,-0.1296213,0.0018094566,0.007122695,0.054462127,0.63621485,-0.060937237,-0.1261839,-0.48084265,-0.14005558,-0.15233637,-0.4883626
Adam30,-0.046045672,-0.044598356,-0.060811255,0.031609222,0.0038947442,-0.009326249,-0.0311917,-0.02682112,-0.057907037,-0.060877208,-0.055297896,-0.058716513,-0.03528476,-0.00065612124,-0.0013300849,0.0036762762,0.02257747,-0.005004024,-0.0043516317,-0.057342418,0.053034686,-0.040914133,-0.05153502,-0.050342005,0.005075815,-0.05440768
Wars2,0.04895281,0.31031,-0.24818826,0.057340804,0.051568363,-0.062555745,-0.062033374,0.009340487,2.3896027,-0.24829586,0.3838261,-0.2447709,0.037867237,0.031391855,-0.0657485,-0.05139447,-0.11541446,0.009684068,0.024402265,-0.24252918,-0.11120806,0.100033514,-0.23305497,-0.074317805,0.028513817,-0.23774144
Tent5c,0.08821837,0.3170571,-0.52588356,-0.035497665,0.023693623,-0.046770945,0.12938756,-0.16422878,-0.53259826,-0.5257311,-0.20519026,-0.53072673,-0.06723175,-0.08336864,0.18877739,-0.09904634,0.09485129,-0.085675955,0.048661485,-0.14242612,0.33691594,0.33173046,-0.11867458,-0.08073916,-0.02344077,-0.540689
Man1a2,0.049590014,0.32966793,-0.8832629,-0.040296238,0.12682332,-0.058257446,-0.034484003,0.059826493,0.0032230914,-0.8832022,-0.13047087,-0.88519055,-0.0441267,-0.028078845,0.042073052,0.0436817,0.015349339,-0.025362989,0.06488292,0.31107005,-0.016633395,-0.031425588,0.8857478,0.021097956,-0.041872937,-0.8891558
Cd2,0.53339255,0.3942243,1.4993229,0.16338061,0.29905638,0.31242588,0.22410846,0.18357332,-1.2848904,1.0562415,-1.3626915,-0.8931964,-0.54674524,-0.15463676,-0.1900549,0.023969548,0.09927878,-0.35199574,-0.36756334,-0.2084818,-0.12391321,-0.19119282,0.69986355,0.3955506,-0.6505382,-0.0382919
Igsf3,-0.07480077,-0.0699443,-0.091734976,0.02344324,0.06997218,-0.03284497,-0.032566905,-0.088611305,-0.0878316,-0.09182361,-0.08432484,-0.08891957,0.105048515,-0.055375718,0.024635622,-0.04280184,-0.045252014,0.053839315,-0.01585138,-0.08707274,0.072698876,-0.04358263,-0.079267405,-0.07766395,0.12805548,-0.083128355
Ampd1,-0.11717926,-0.10545537,-0.15249588,0.059744004,0.035243656,-0.047002804,-0.05623612,-0.13511766,-0.1440695,-0.15268722,0.7084672,10.0,0.42450854,-0.06724687,-0.06239805,-0.044383768,-0.096704796,0.019001182,0.011317427,-0.1424313,-0.097118184,-0.083358146,-0.12558158,-0.122120135,0.060916785,-0.13391638
Trim33,0.036097534,-0.101527385,-0.73874617,0.11468146,-0.008662574,0.07293636,0.15191413,0.06118579,0.2426751,2.635665,-0.41171044,-0.7401215,0.02402983,-0.09213602,0.01777767,-0.105937175,-0.027791202,-0.08685216,0.23313278,0.2043609,-0.05526389,-0.0300473,0.3483162,-0.042887818,0.12807655,-0.74295044
Syt6,-0.052091315,-0.040060077,-0.059566982,0.017421598,0.018285438,-0.021949884,-0.023929572,-0.05677069,-0.056072704,-0.059646334,-0.05293346,-0.057046648,-0.033459704,-0.027018359,-0.030378697,-0.029931972,-0.03643136,0.007578693,0.008363633,-0.05539337,-0.036602788,-0.035627324,-0.04840608,-0.046970677,0.1587896,-0.05186238
Olfml3,-0.021136371,-0.08053783,-0.10100195,-0.020235522,-0.019329293,0.034928005,-0.011913316,-0.08747147,-0.0973362,-0.10108519,-0.09404291,-0.09835794,0.10708,-0.02775032,-0.07038139,-0.00907891,-0.058456954,-0.0075791692,0.04434142,0.5765209,-0.0038657954,-0.057818748,-0.089293376,-0.08778754,-0.07528818,-0.092919275
Hipk1,0.33711886,0.06944329,2.9874618,0.15326332,0.05368019,0.0433254,-0.04632221,-0.12997402,0.77129894,1.811543,-0.6301029,1.3508412,-0.15656495,-0.15900847,-0.11558027,-0.07685942,-0.15492418,0.010219568,-0.058305793,0.5835659,0.25477895,-0.005638357,0.25193897,-0.0076170964,0.048539396,0.29315305
Rsbn1,0.037121467,0.0624868,-0.7156296,-0.017680526,0.18645737,-0.023794865,0.09519953,0.096018486,0.2852132,-0.71567315,-0.07056546,2.1432674,0.044083543,-0.09668058,0.086228594,-0.10068435,-0.07654246,0.040020775,0.1259666,-0.38069314,0.013721427,-0.0016651007,-0.1848212,0.19533736,-0.10973631,0.4853756
Magi3,-0.06771988,-0.20364085,-0.18296139,-0.0054527423,0.025277948,0.21210429,0.25927916,-0.09386114,-0.18666571,-0.18287727,-0.18999365,-0.18563324,0.13294232,-0.027486112,0.02942389,0.015487771,-0.09351744,-0.025612775,-0.0855507,-0.18738589,-0.09657338,-0.13435273,-0.19479316,-0.05856929,0.03486645,-0.19112912
Lrig2,0.0644371,0.37942156,-0.30510268,0.07655057,-0.020715158,0.036035426,0.014762366,0.015630862,-0.29849786,-0.30525267,0.69628036,-0.30033877,0.049608994,-0.06270588,0.020326434,-0.07433615,-0.098226435,-0.02935136,-0.073182516,0.44681877,-0.061026264,-0.006477075,-0.28400654,0.12412583,-0.08532978,-0.2905396
Tafa3,-0.011064113,-0.079700075,-0.09382163,0.030616013,-0.037462268,0.042383745,-0.030561661,0.024675004,-0.09129202,-0.093879074,-0.08901945,-0.09199709,-0.09129882,-0.055605393,-0.05582491,-0.052367236,0.0152558535,-0.0073399185,0.03229507,0.58194804,-0.07719726,-0.076491095,-0.08574196,0.0037842102,-0.08919959,-0.088244066
Ppm1j,0.19845344,0.2220998,-0.4747644,0.06442322,0.08590097,0.030460637,0.021337695,0.15797587,-0.47119725,-0.47484538,-0.4679926,-0.47219148,-0.39803636,0.07481113,-0.048581526,0.0348432,-0.018949723,-0.105492115,-0.15781432,0.40960348,-0.14938244,-0.10589868,-0.20264103,0.1918466,-0.3367448,-0.46689916
Rhoc,0.17232144,0.26961252,-0.4019176,0.031669576,0.28157958,-0.049866635,0.05956132,0.0682511,1.2358288,-0.40199202,-0.39569685,-0.3995541,-0.37521735,-0.05270371,-0.0326873,0.031000348,0.26192725,-0.13345926,-0.18429787,0.23741902,-0.052741162,0.06286098,0.57522565,0.18230961,-0.37345842,-0.39469242
Mov10,0.00784956,0.20787208,-0.36468002,0.043972168,-0.026456991,-0.07730912,0.058740266,-0.17037457,-0.36140555,-0.36475438,-0.2494963,-0.36231825,0.084459014,-0.09944826,0.098783955,-0.10062685,0.13085221,-0.057407584,0.12146564,-0.038465437,0.23781285,0.21576203,-0.077671215,0.03816871,-0.038137104,-0.35746014
St7l,0.07058078,0.051755287,4.572304,0.023490237,0.067462035,0.041684866,0.011521823,-0.05788029,-0.45079827,-0.45460176,0.34170154,-0.45183483,-0.0716085,-0.10048464,-0.028618615,0.030960418,0.03691894,8.6697175e-05,-0.045363154,0.195978,0.20303458,-0.026794571,-0.15181273,0.047351833,0.027821155,-0.4463171
I830077J02Rik,-0.04789265,-0.050591204,-0.060107537,0.11104803,-0.022127679,-0.025465129,-0.0050253677,-0.048189376,-0.058402874,-0.06014625,0.47143582,-0.058878005,-0.047094945,-0.044228878,-0.0458682,-0.012340811,-0.015841994,-0.00058913935,-0.026967974,-0.058071464,-0.048904587,-0.048428714,-0.054662753,-0.0075153406,-0.056992806,-0.05634889
