gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Gm49352,,
Gm18192,0.58,0.58
Gm6159,0.751,0.751
Parp14,0.61,0.61
Pdk3,0.743,0.743
Gm12568,0.981,0.981
Olfm2,0.366,0.366
Gm17900,,
Gm2147,,
Tas2r138,,
Gm15470,0.309,0.309
Pcdhb11,,
Cnksr2,0.711,0.711
Rpl7a-ps8,0.305,0.305
Hnrnpu,0.912,0.912
Gm28583,,
Dbx2,,
Rpl7a-ps7,0.941,0.941
Gm14758,0.228,0.228
Depp1,0.833,0.833
Keg1,,
Gm44972,,
Gm47344,,
Gm37089,0.862,0.862
Cntnap5c,,
Zfp286,0.228,0.228
Cdc73,0.624,0.624
Foxq1,0.731,0.731
Gm14571,0.666,0.666
Coq9,0.482,0.482
Exoc8,0.251,0.251
Gm18085,0.58,0.58
Gm18074,,
Gm18016,,
Slit3,0.666,0.666
Fat2,,
Slc22a17,0.518,0.518
Shc4,0.81,0.81
H2-DMb2,0.965,0.965
Mup1,,
Gm44111,0.698,0.698
Olfr1384,0.848,0.848
Rasgrp2,0.213,0.213
Gm12481,0.735,0.735
Ttll6,,
Gm11896,,
Qrich1,0.803,0.803
Gm16179,,
Gm14463,0.906,0.906
Gm50059,0.49,0.49
Pgbd5,0.817,0.817
Nr3c1,0.085,0.085
Gm21961,0.995,0.995
Zranb3,0.411,0.411
Gm11733,0.755,0.755
Gm19164,0.924,0.924
Gm18515,,
Slc16a6,0.93,0.93
Nup43,0.321,0.321
Pramel,,
Gm14892,0.898,0.898
Srprb,0.792,0.792
Tor2a,0.832,0.832
Gm49800,,
Gm13239,0.924,0.924
Cyb5r4,0.444,0.444
Ighv7-3,0.795,0.795
Calcoco2,0.887,0.887
Cfap46,0.453,0.453
Olfr1046,,
4933401B06Rik,,
Gm43941,0.485,0.485
Lrrc1,0.316,0.316
Ino80e,0.383,0.383
Gm18113,0.815,0.815
Tmem262,0.717,0.717
Gm46455,,
Gtsf1,0.976,0.976
Gm15304,0.957,0.957
Gm13369,0.967,0.967
Gm6918,,
Nrtn,0.859,0.859
Gm49473,,
Vmn1r62,,
Gm9257,0.494,0.494
1700030C10Rik,0.593,0.593
Ampd3,0.617,0.617
Ptprm,0.373,0.373
Gm29199,0.785,0.785
Ces1e,,
Blzf1,0.192,0.192
Vmn1r216,,
Ypel4,0.689,0.689
Gm11797,,
Gm6327,,
Gm3383,0.112,0.112
Gm14971,,
Gabrb1,0.782,0.782
Ndufa11,0.949,0.949
Gm9595,0.316,0.316
Gm34701,,
Galnt15,0.479,0.479
Gm3043,,
Commd1,0.706,0.706
Mapk8,0.096,0.096
Abca14,,
Olfr1109,0.534,0.534
Gm15508,0.924,0.924
Olfr987,,
Gm35160,,
Bend4,0.83,0.83
Sh3d21,0.754,0.754
Ajuba,0.129,0.129
CR974462.4,,
Celf3,0.677,0.677
Rab5a-ps,,
Ints13,0.675,0.675
Rnft2,0.591,0.591
Gm12754,0.824,0.824
BC048679,,
Gm18997,0.925,0.925
Krt5,,
Gm15573,,
Olfr291,0.731,0.731
Arhgap26,0.527,0.527
Gm11833,,
Gm15900,,
Klc4,0.021,0.021
Psme4,0.631,0.631
Sept5,0.618,0.618
Gm21282,,
Gm21638,,
Smarcd3,0.109,0.109
Cd27,0.358,0.358
Gpx2,0.667,0.667
Olfr1323,0.847,0.847
Gm44100,,
Fblim1,0.477,0.477
Gli2,,
Gm49388,0.956,0.956
Fbxo46,0.642,0.642
Fndc3b,0.186,0.186
Magoh,0.881,0.881
Gm49095,0.474,0.474
Naip2,0.026,0.026
Tmem208,0.222,0.222
Olfr1148,,
Gm47635,0.817,0.817
Cyb5a,0.057,0.057
Gm15428,0.534,0.534
Gm47866,,
Gm21832,,
Gm10132,0.851,0.851
6820431F20Rik,0.49,0.49
Hfm1,0.201,0.201
Gm28717,,
Cox8b,,
Gm18460,,
Gm14834,0.961,0.961
AC117809.2,,
Gm8100,0.611,0.611
Smim9,,
Olfr538,,
Snrp1c-ps1,,
Snn,0.003,0.003
Gm13350,0.09,0.09
Gm14947,,
Pcdhb5,0.863,0.863
Prkacb,0.674,0.674
Cntnap5a,0.336,0.336
Trpm2,0.885,0.885
Tspyl3,0.252,0.252
Gm28179,,
Ovol3,0.727,0.727
Sult3a2,,
Spns3,0.948,0.948
Gm47527,,
Gse1,0.063,0.063
Olfr517,0.509,0.509
Gm12736,,
Gm45269,0.691,0.691
Ggct,0.25,0.25
Clec9a,0.15,0.15
Pmm1,0.292,0.292
Gm11943,,
Txnip,0.887,0.887
Olfr732,0.682,0.682
Fam71e2,0.563,0.563
Dpp4,0.153,0.153
Wdr44,0.106,0.106
Agbl1,0.667,0.667
Spin2-ps1,,
Hnf4a,,
2300009A05Rik,0.42,0.42
Aadat,,
Agfg1,0.756,0.756
Akt2,0.743,0.743
Trav3-2,,
Vmn1r14,0.314,0.314
Olfr1372-ps1,0.451,0.451
Slc46a1,0.829,0.829
Gm35067,0.755,0.755
H2-M10.4,,
Plpp4,,
Gm28969,,
Gm46641,,
Rsl24d1,0.491,0.491
Gm10217,0.578,0.578
Itga8,0.755,0.755
Spp2,,
Pde6d,0.827,0.827
Grk3,0.194,0.194
Cdk2,0.834,0.834
AC131692.2,,
Hyal2,0.2,0.2
Gm48947,,
Adam22,0.402,0.402
Gm5871,0.755,0.755
Rhbdf2,0.696,0.696
Gm9795,0.962,0.962
Gtf2b,0.706,0.706
Mroh4,,
Gm8920,,
Prr7,0.138,0.138
Tmed9,0.781,0.781
Gm12346,0.055,0.055
Fcna,0.804,0.804
Gm16465,,
Ncaph,0.372,0.372
Bcl2a1c,0.67,0.67
Gm47686,,
Gna15,0.028,0.028
Gm48418,0.287,0.287
Dtx3,0.525,0.525
Gm28657,,
Ccdc40,0.842,0.842
Gm19016,0.942,0.942
Tcf19,0.492,0.492
Phf13,0.028,0.028
Gm12628,0.924,0.924
Gm7939,,
Zc3h18,0.588,0.588
Gm18259,0.384,0.384
Igkv8-19,0.947,0.947
Poli,0.313,0.313
Gm8840,0.597,0.597
Tmem170b,0.522,0.522
Slx4ip,0.857,0.857
Gm44050,0.97,0.97
Srp54b,0.574,0.574
Gm45665,0.778,0.778
Lin37,0.893,0.893
Gm17349,0.098,0.098
Cmtm6,0.402,0.402
Olfr1336,0.997,0.997
Gtf2a1l,0.788,0.788
Vmn1r214,0.378,0.378
Ighmbp2,0.038,0.038
Sdk2,0.746,0.746
Gm11400,0.921,0.921
Psmb7-ps2,0.841,0.841
Cplx1,0.456,0.456
Gm11385,,
A930003A15Rik,,
Defb46,,
Gm18934,,
Gm44503,0.415,0.415
Gm5710,0.755,0.755
Gm14803,,
Cnnm3,0.193,0.193
Tpbgl,0.979,0.979
Sspn,0.521,0.521
Polrmt,0.107,0.107
Gm7899,0.459,0.459
Aph1a,0.988,0.988
Ahdc1,0.28,0.28
Tox4,0.963,0.963
Gphb5,0.901,0.901
Rock2,0.714,0.714
Olfr1335,,
Gm18622,0.924,0.924
Pou5f1,0.594,0.594
Spata13,0.05,0.05
Wbp2nl,0.963,0.963
Scgb3a2,,
Gm10376,,
Ece1,0.816,0.816
Tcl1b2,,
Atg4a,0.046,0.046
Gm48463,,
Emc3,0.607,0.607
Gm44938,0.859,0.859
Gm18877,0.924,0.924
Gm18462,,
Gm5845,0.386,0.386
Spata2l,0.141,0.141
Gm4553,,
Olfr1361,,
Ryk,0.274,0.274
Gm28900,0.446,0.446
Borcs6,0.286,0.286
Gm2581,0.86,0.86
Ppp2r5e,0.981,0.981
Inpp1,0.517,0.517
Dlg2,0.941,0.941
Gm9229,,
F13a1,0.045,0.045
Gm38018,,
Pcnx3,0.6,0.6
Atp6v1d,0.923,0.923
Abhd17a,0.579,0.579
Gm9023,,
Calcoco1,0.225,0.225
Carnmt1,0.311,0.311
Gm5023,,
Rasgef1c,0.68,0.68
Sgf29,0.544,0.544
Gm1866,0.079,0.079
Dnpep,0.033,0.033
Rel,0.869,0.869
Cxcr2,0.269,0.269
Gm5065,,
Ghdc,0.144,0.144
Bsph2-ps,,
Gm13276,,
Gm19080,,
Wdr61,0.492,0.492
Cep83,0.873,0.873
Gm6458,0.924,0.924
Gm21596,0.101,0.101
Ighv5-12-4,,
Gm44578,0.92,0.92
Galr2,0.696,0.696
Mrc1,0.43,0.43
Gm17482,,
Gm9302,,
Chp2,,
Bcl2l10,0.839,0.839
Gm12179,,
Cdyl,0.57,0.57
Gm7459,0.817,0.817
Gm7982,,
Rnf225,0.84,0.84
Glipr2,0.432,0.432
Gm5445,0.338,0.338
Gm5215,0.935,0.935
Timm13,0.914,0.914
Gm6054,0.858,0.858
Pnpla8,0.005,0.005
Cgref1,0.16,0.16
Zfp945,0.203,0.203
Ctnna3,0.149,0.149
Thsd7a,0.892,0.892
Ccdc88a,0.219,0.219
Gm50077,,
Tnfsf14,0.101,0.101
Magee1,0.879,0.879
Olfr54,0.238,0.238
Rassf1,0.036,0.036
Olfr1,0.857,0.857
Scgb1b21,,
Dll4,0.924,0.924
Kif5a,0.847,0.847
Gm14772,,
Olfr1296-ps1,,
Tcta,0.716,0.716
Sf3a3,0.519,0.519
Vmn2r-ps7,,
Ica1,0.005,0.005
Acsl3,0.23,0.23
Fam13a,,
Mau2,0.152,0.152
Rnf112,,
Usp24,0.517,0.517
Gm7213,0.478,0.478
Gm17223,0.817,0.817
Gm29110,,
Gm48738,0.66,0.66
Defa26,,
Gm9369,,
AC021063.1,,
Olfr637-ps1,,
Ankef1,0.778,0.778
Gm11719,,
Nexmif,,
Csk,0.88,0.88
Olfr378,,
Gm18696,0.669,0.669
Reck,0.671,0.671
Plekhm3,0.332,0.332
Gm6904,0.299,0.299
Slc35f5,0.519,0.519
Gm48020,,
Mfsd13b,0.603,0.603
Gm20075,0.401,0.401
Proz,0.755,0.755
Hook1,0.434,0.434
Thbs1,0.822,0.822
2210011C24Rik,0.601,0.601
Olfr157,0.329,0.329
Olfr266,0.445,0.445
Sept14,0.924,0.924
Tnk2,0.632,0.632
Rps19-ps14,,
Zfp365,0.168,0.168
Adam5,,
Gcn1l1,0.846,0.846
Usf2,0.962,0.962
Gm9043,,
Lrrc51,0.468,0.468
Slit1,0.397,0.397
Exog,0.652,0.652
Tyw3,0.018,0.018
Utp11,0.312,0.312
Gm6686,0.924,0.924
Gm14465,,
Gm48922,,
Clca1,,
Dmrtc1a,,
Gm49530,0.935,0.935
Gm18623,,
Gm5316,0.628,0.628
Gm5239,0.329,0.329
Olfr1129,0.035,0.035
Gm38364,,
Gm44225,,
Gpr182,0.545,0.545
Fjx1,,
Clcn7,0.227,0.227
Arxes1,0.315,0.315
Gm14176,,
Cog2,0.397,0.397
Gm9392,0.52,0.52
Mchr1,0.817,0.817
Gm15279,0.924,0.924
Gm4322,,
Gm18878,0.755,0.755
Gm49517,,
Gm17799,0.922,0.922
Gm15029,,
Gimap7,0.48,0.48
Myl6,0.89,0.89
Rbpjl,0.822,0.822
Mbnl2,0.758,0.758
Gm11233,,
Zcchc9,0.003,0.003
Gm7516,0.946,0.946
Smarca2,0.544,0.544
Dynlt1f,0.421,0.421
Klhl13,,
Gng5,0.127,0.127
Map7d1,0.319,0.319
Gm44511,0.571,0.571
AC102135.1,,
Rnf115,0.143,0.143
Gm34967,,
Gm21806,,
Zfp202,0.163,0.163
L3hypdh,0.283,0.283
Fkbp3,0.368,0.368
Trak2,0.386,0.386
Zc3h7b,0.487,0.487
Gm10105,,
Pold1,0.251,0.251
Gm11270,0.924,0.924
Gm19157,,
Gm5844,0.263,0.263
Zfp707,0.783,0.783
Gm28649,0.755,0.755
Fam178b,0.924,0.924
Oas1g,0.182,0.182
Kcna1,,
Asap3,0.771,0.771
Cpd,0.0,0.0
1700012B09Rik,0.792,0.792
AC127331.6,,
Snap25,0.867,0.867
Gm18646,0.988,0.988
Olfr1417,0.924,0.924
Rab11b,0.801,0.801
Gm4606,,
Cbx3-ps7,,
Prex1,0.723,0.723
Tmem233,,
Gm7652,,
Sdf4,0.666,0.666
Synm,0.996,0.996
Gm49630,,
Dync1h1,0.227,0.227
Gm5597,0.905,0.905
Gm13314,,
Trbv30,0.555,0.555
AC157214.1,0.706,0.706
Ankrd2,0.817,0.817
Prn,,
Gm18378,,
Ptpru,0.422,0.422
Pias2,0.467,0.467
Pfas,0.989,0.989
Btnl4,0.787,0.787
Doc2b,0.755,0.755
Hcfc1r1-ps2,,
Zfx,0.891,0.891
Ccdc134,0.281,0.281
Mfsd4b5,0.986,0.986
Asap1,0.872,0.872
Lrtm1,0.915,0.915
Gm14355,,
Gm14875,,
Btbd35f25,,
Ppil3,0.561,0.561
Emc9,0.047,0.047
Asna1,0.431,0.431
Ift52,0.278,0.278
1700015G11Rik,,
Trbv9,,
Pla2g6,0.069,0.069
Dcaf15,0.859,0.859
Gstz1,0.838,0.838
Gm45119,,
Igkv4-86,0.744,0.744
Traf5,0.383,0.383
Gm20605,0.713,0.713
Ppp1r3g,,
Asxl1,0.761,0.761
Vmn1r9,0.111,0.111
Gm18716,0.97,0.97
Foxred1,0.365,0.365
AC091283.1,0.86,0.86
Prdx6b,,
Brpf3,0.257,0.257
Mup-ps23,,
Gmfg-ps,0.868,0.868
Slfn14,,
Samt3,,
Gm31941,,
Dbp,0.853,0.853
Gm8754,,
Gm6155,0.755,0.755
Tdp2,0.967,0.967
Gm4884,,
Gm4924,0.584,0.584
Wee2,0.552,0.552
Slc16a1,0.688,0.688
FQ976806.1,,
Gadd45gip1,0.657,0.657
Nedd9,0.499,0.499
Atp6v1h,0.663,0.663
Gm11988,0.924,0.924
Apcs,,
Edem3,0.14,0.14
Mrgprb12-ps,,
Klhdc3,0.749,0.749
Olfr863-ps1,,
Olfr1040,,
Gm44052,,
Olfr1309,0.487,0.487
Gm2214,0.677,0.677
Phtf2,0.12,0.12
Gm42580,0.924,0.924
Gm37377,,
Olfr868,0.924,0.924
Lrrc4b,,
Olfml2b,0.767,0.767
Gng12,0.306,0.306
Ptk2b,0.28,0.28
Ykt6,0.358,0.358
Gpr37,0.248,0.248
Scgb1b34-ps,,
Cntn4,0.615,0.615
Gm48549,,
Pcolce,0.204,0.204
Rab34,0.342,0.342
Wdcp,0.539,0.539
Gm9318,0.755,0.755
Csnk2b,0.805,0.805
Gm20814,,
Gm47192,,
Rfxank,0.151,0.151
Eif6,0.385,0.385
Elp5,0.009,0.009
Vmn1r-ps117,,
Olfr672,0.755,0.755
Fkbp6,0.82,0.82
Gm49368,0.298,0.298
Hist2h2ab,0.881,0.881
Gm7859,0.924,0.924
Olfr557,,
Sez6l2,0.25,0.25
Olfr170,,
Gm18055,,
Cst13,,
Vmn1r-ps26,,
Rad18,0.259,0.259
Vash2,0.419,0.419
Kcnb2,0.9,0.9
Snrpd2,0.712,0.712
Defb2,,
Gm12016,,
B3gntl1,0.604,0.604
Jdp2,0.008,0.008
Gml2,0.755,0.755
Gm43013,0.929,0.929
Rab8b,0.335,0.335
Rps19-ps11,0.755,0.755
Vmn1r-ps95,,
1700018B08Rik,0.128,0.128
Dusp4,0.024,0.024
Prss8,,
Gm27021,0.869,0.869
Gucy2c,0.718,0.718
Gm4294,,
Creb1,0.202,0.202
Kctd10,0.51,0.51
Gm14901,,
Usp16,0.5,0.5
Kbtbd2,0.07,0.07
Gm34646,,
Gm43139,,
Gm29394,0.65,0.65
Ntn5,,
Abcc4,0.778,0.778
Gm3500,,
Duoxa2,0.755,0.755
Acyp2,0.528,0.528
Irak4,0.591,0.591
Noc3l,0.935,0.935
Zfp319,0.581,0.581
Gm21117,,
Ms4a4a,0.818,0.818
Rpl32l,0.198,0.198
Mcemp1,0.73,0.73
Gm29475,,
Lgmn,0.86,0.86
Tdrd7,0.42,0.42
Gm47053,,
Rps12-ps9,0.604,0.604
Tomt,0.737,0.737
Gm3571,0.924,0.924
Spata9,,
Tmem235,0.405,0.405
Igkv13-54-1,,
Gm6446,,
Pnpla1,0.51,0.51
Vps26c,0.656,0.656
Adam26b,,
Gm5671,,
Akr1b8,0.102,0.102
Harbi1,0.333,0.333
Rexo4,0.211,0.211
Olfr1292-ps1,,
Rps13-ps1,0.358,0.358
Gsn,0.089,0.089
Gm47722,0.457,0.457
Gm13712,,
Cep63,0.249,0.249
Tmprss3,0.53,0.53
Gm5832,0.744,0.744
Rab39,0.935,0.935
Acyp1,0.193,0.193
Gm18639,,
Gm5475,0.288,0.288
Atp6v0d1,0.975,0.975
Tubb2a-ps2,0.86,0.86
Tspan17,0.048,0.048
AC134576.1,0.966,0.966
Hcls1,0.477,0.477
Insyn2a,,
Gm13588,0.453,0.453
Wls,0.061,0.061
Zfp764,0.175,0.175
Cnga4,0.924,0.924
Gm48270,0.956,0.956
Olfr98,,
Akr1c19,0.86,0.86
Gm6960,,
Gm18992,,
Mgat1,0.359,0.359
Ptprj,0.002,0.002
Kcnd3,,
Gm16546,0.406,0.406
Pdcd5-ps,0.744,0.744
AC120397.1,,
Gm10350,,
Trav12n-2,0.993,0.993
Gm6245,0.613,0.613
Anapc2,0.708,0.708
Lyn,0.674,0.674
Olfr587-ps1,,
Gm21680,,
Trappc6a,0.994,0.994
Trim50,0.803,0.803
Brf1,0.934,0.934
Fggy,0.245,0.245
Sh3bp4,0.755,0.755
Gm5213,0.817,0.817
Gm16380,,
Bhlha15,0.423,0.423
Olfr735,0.621,0.621
Jund,0.124,0.124
Gm8087,,
Ifit1bl2,0.057,0.057
Gm50060,0.884,0.884
Olfr1287,,
Fras1,0.817,0.817
Dbt,0.088,0.088
Gm49414,,
Map3k14,0.219,0.219
Snrpert,0.705,0.705
Rimklb,,
Gm18977,0.924,0.924
Gtpbp4-ps3,,
Bub1b,0.615,0.615
Gm5510,,
Mipep-ps,0.968,0.968
Tm4sf19,0.559,0.559
Gm13863,,
Myo19,0.944,0.944
2810408A11Rik,0.708,0.708
Gm20927,,
Gm5279,0.664,0.664
Ankrd22,0.21,0.21
Gm18665,0.911,0.911
Phf11a,0.395,0.395
Grpel1,0.862,0.862
Gm8447,0.924,0.924
Arl5b,0.852,0.852
Gm6946,0.967,0.967
Gm18890,,
Gpr141,0.556,0.556
Zfp503,0.924,0.924
Dyrk4,0.981,0.981
AC110556.1,,
Gm46476,,
Kalrn,0.315,0.315
Slc7a12,,
AC079938.1,,
Hmgn1,0.209,0.209
AC107768.2,0.962,0.962
Gm18057,,
1700029I15Rik,0.941,0.941
Dsg1c,,
Gm8856,,
Olfr315,,
AC164084.1,,
Fam227a,0.732,0.732
Rapgef1,0.48,0.48
Bin3,0.023,0.023
Olfr986,0.439,0.439
Mllt11,0.032,0.032
Cycs,0.916,0.916
Ccs,0.459,0.459
Gm45837,0.386,0.386
Olfr1331,,
Rhox2h,,
Adora3,0.19,0.19
Trpv1,,
Gm14724,,
Gm48005,,
Exoc6b,0.21,0.21
Csnk1g2,0.223,0.223
Gcnt1,0.68,0.68
Tmed8,0.936,0.936
Large2,0.702,0.702
Gm9343,,
AC152938.1,0.874,0.874
Olfr181,,
Slc39a12,,
Gm5114,,
Gm13351,0.294,0.294
Klk1b28-ps,,
Gm30652,0.685,0.685
Ddx25,0.94,0.94
Gm21577,,
Gm8304,0.391,0.391
Lefty1,0.942,0.942
Armh1,0.583,0.583
Gm44315,,
D6Wsu163e,0.461,0.461
Ndn,,
Kprp,,
Cutc,0.636,0.636
Gm17047,0.924,0.924
Ube2ql1,,
Mbd3l2,,
Gm2001,0.817,0.817
Gm11688,0.626,0.626
S100a16,0.924,0.924
Dlx2,0.434,0.434
Gm7389,0.657,0.657
Rbak,0.205,0.205
Prkra,0.93,0.93
Gmps,0.454,0.454
Csn1s2b,0.826,0.826
Gm27225,,
Gm34314,,
Gm7719,0.924,0.924
1600014C23Rik,,
Dach1,0.924,0.924
Gm6325,0.924,0.924
Tekt4,,
Gm48326,,
Rps20,0.629,0.629
A830031A19Rik,,
Gm6240,0.742,0.742
Thumpd2,0.792,0.792
E030025P04Rik,,
Gm16199,0.746,0.746
Pax9,0.571,0.571
Gm49511,1.0,1.0
Gm28191,,
Cga,,
Gm8482,0.85,0.85
Fbxo42,0.704,0.704
Setd2,0.876,0.876
Gm15040,0.924,0.924
Mrps18b,0.687,0.687
Haus1,0.891,0.891
Elf2,0.812,0.812
Gm9322,,
Gm26937,0.547,0.547
Gm19244,,
Igkv5-39,0.945,0.945
Zfp689,0.6,0.6
Gm37770,0.755,0.755
Gm31848,,
Lhx3,0.871,0.871
Gm5943,0.477,0.477
Gm20039,0.886,0.886
Krt17,,
Daglb,0.862,0.862
Gm37681,,
Gm18616,,
Hmgn3,0.575,0.575
Olfr1435-ps1,,
Prp2,,
Dnaaf4,0.235,0.235
Zfp948,0.562,0.562
Rorb,0.563,0.563
Copb2,0.423,0.423
Vps52,0.416,0.416
Cd209c,0.246,0.246
Gm20721,0.043,0.043
Gm5393,,
Tex13c2,0.555,0.555
Tc2n,0.884,0.884
Gm8199,0.745,0.745
Gm12363,0.924,0.924
Gm14107,,
Gm43827,,
Rtcb,0.889,0.889
Cacna2d2,0.273,0.273
Trav13d-1,0.88,0.88
Gm8686,,
Gcc2,0.428,0.428
Tex30,0.451,0.451
Srgap2,0.625,0.625
Gm11553,,
Gm4701,,
Gm48185,,
Gm46192,,
Gm12391,,
Ada,0.649,0.649
Gm21758,,
Gm10045,0.131,0.131
Olfr61,,
Tceal3,0.922,0.922
Cdk17,0.063,0.063
Gm6890,,
Gm17941,,
Trav23,0.612,0.612
Gm5100,0.945,0.945
Olfr268-ps1,,
Gm5327,,
Akap11,0.264,0.264
Hoxb2,,
Myl6b,0.836,0.836
Olfr1487,0.918,0.918
Gm5277,0.459,0.459
Coq4,0.171,0.171
Olfr523,0.382,0.382
Adamts2,0.783,0.783
Ston2,0.044,0.044
Lrit1,0.719,0.719
Hsf2bp,0.989,0.989
Gm17798,,
Gm49939,,
Gm2654,,
Gm12901,0.677,0.677
Ythdc2,0.281,0.281
Gm12626,0.924,0.924
Catip,0.537,0.537
Prss45,,
Vamp5,0.832,0.832
Olfr1254,0.169,0.169
Gm8209,0.794,0.794
Hnrnpa3,0.273,0.273
Nipal4,0.31,0.31
Sh3bgrl3,0.347,0.347
Gm38008,,
Gm18755,0.706,0.706
S1pr1,0.003,0.003
Gmpr,0.706,0.706
Rgs9,0.066,0.066
Zfp92,0.067,0.067
G430095P16Rik,0.078,0.078
Gm21658,,
Ofcc1,,
Spef2,0.924,0.924
Gm9358,0.769,0.769
Gm42804,,
Gm43125,,
Flrt1,0.382,0.382
Trav13d-3,0.016,0.016
Dlgap3,0.896,0.896
Lrp1,0.631,0.631
Gm15519,,
Fry,0.021,0.021
Gm47516,,
Gm6176,,
Gm13865,,
Gm4831,,
Vmn1r-ps22,,
Six3,0.593,0.593
Maf,0.245,0.245
Erf,0.464,0.464
Hipk3,0.635,0.635
Mllt3,0.304,0.304
Gm8961,,
Gm11910,,
Txnrd3,0.388,0.388
Mef2d,0.363,0.363
Pi4k2b,0.003,0.003
Gm44161,,
Matn2,0.536,0.536
Gm5621,0.153,0.153
Olfr283,0.731,0.731
AC105061.2,,
Gabrg1,0.747,0.747
Ppp1r13b,0.738,0.738
Gm3946,0.46,0.46
Gm26595,,
Ccdc154,0.359,0.359
Gm15393,,
Gm6982,0.755,0.755
Dnah11,0.041,0.041
Zfp169,0.544,0.544
Gm18152,,
Smyd4,0.126,0.126
Gm12213,,
Scn7a,0.755,0.755
Dap3,0.728,0.728
4930470P17Rik,,
Gm14494,0.567,0.567
Cpsf3,0.683,0.683
Gsta3,0.289,0.289
Heatr1,0.502,0.502
Ang-ps1,0.547,0.547
Cnot1,0.269,0.269
Cdk18,0.325,0.325
Gm17977,,
Rhbdl1,0.268,0.268
Rpl18-ps1,0.301,0.301
Gm17535,0.226,0.226
Gm11340,,
Gm12821,0.547,0.547
Cdhr5,0.747,0.747
Ireb2,0.144,0.144
Gm45626,0.924,0.924
Gm29667,0.651,0.651
Gm47901,0.436,0.436
Pfkfb2,0.52,0.52
Gm12267,0.207,0.207
Fam78b,0.479,0.479
9530050K03Rik,0.536,0.536
Gm9973,0.902,0.902
Cct8,0.5,0.5
Gm5212,0.961,0.961
Kir3dl1,,
Gm43215,0.91,0.91
Cdx1,,
Gm5171,0.458,0.458
Gm8984,0.859,0.859
Gm28106,,
Nkx3-1,0.86,0.86
Tdpoz5,,
Gm3460,,
Akain1,,
Uts2,,
Gm4786,0.56,0.56
Rpia,0.296,0.296
Gm11241,,
Olfr312,0.821,0.821
Nfkbiz,0.321,0.321
Il20rb,0.994,0.994
Neil2,0.076,0.076
Klhl40,0.603,0.603
Gm49210,0.552,0.552
Plscr5,0.755,0.755
Ftl1,0.635,0.635
Mlnr-ps,0.39,0.39
Sgce,0.789,0.789
Vrk2,0.546,0.546
Bnc1,,
Mrpl37,0.74,0.74
Gm7123,0.357,0.357
Tsc1,0.958,0.958
Srp54c,0.516,0.516
Gm49461,0.857,0.857
Lnx1,0.964,0.964
Serpina3a,,
Limch1,0.886,0.886
Slc1a4,0.561,0.561
Slc4a1,0.782,0.782
Gm12123,0.951,0.951
Gm7553,,
Hspa5,0.386,0.386
Gm8989,0.061,0.061
Rnft1,0.755,0.755
Vmn1r1,0.862,0.862
Gm7670,,
Krt27,,
Zfp358,0.663,0.663
Gm11927,0.859,0.859
Vmn1r-ps128,,
Gm20674,0.858,0.858
Gm18852,0.562,0.562
Gm43833,,
Tnni1,0.787,0.787
Gm16273,,
Ehmt2,0.442,0.442
Gm12045,,
Mfsd13a,0.519,0.519
Gm8712,0.924,0.924
Gm18065,,
Gm28539,0.023,0.023
Cd63,0.467,0.467
Kdr,0.538,0.538
Ucn,0.432,0.432
Ccr2,0.2,0.2
Smim6,0.924,0.924
Olfr793-ps1,0.922,0.922
Rab7,0.037,0.037
Rhox2c,,
Tm7sf3,0.003,0.003
Gm29355,,
Gm48136,0.579,0.579
Vcan,0.548,0.548
Gm12432,,
Riok1,0.37,0.37
Pdpk1,0.315,0.315
Sema4f,0.001,0.001
Pdap1,0.6,0.6
Map4k2,0.736,0.736
Nfatc4,0.543,0.543
Rbl1,0.811,0.811
AC124502.3,0.418,0.418
Bach2,0.016,0.016
Gm12331,0.619,0.619
Gm11084,0.662,0.662
Gm13047,0.492,0.492
Ikzf1,0.571,0.571
Cyp2b9,,
Plin3,0.402,0.402
Gm21874,,
Gm30737,,
Mup19,,
Impdh2-ps,,
Gm1833,0.924,0.924
Syt12,0.887,0.887
Gm17214,0.789,0.789
4930412O13Rik,0.924,0.924
Satb1,0.109,0.109
Dlx3,,
Gm7599,0.962,0.962
Gm11558,0.817,0.817
Gpx7,0.248,0.248
Gm43967,0.924,0.924
Lsm6,0.76,0.76
Gm45778,0.628,0.628
Spata21,0.729,0.729
Maneal,0.298,0.298
G6pc2,,
Lilra5,0.203,0.203
Ighv1-57,0.46,0.46
Gm21867,,
Gm5266,,
Pus10,0.122,0.122
Nat8l,0.466,0.466
Gm45429,,
Ighv1-14,,
Ldah,0.194,0.194
Gm12180,0.924,0.924
Klhl11,0.869,0.869
Fbxw5,0.785,0.785
Slc24a5,0.697,0.697
Gm5960,0.263,0.263
Ubqln2,0.946,0.946
Mrgpra9,,
Gm18690,,
1700003N22Rik,,
Ddx4,0.224,0.224
Ackr2,0.896,0.896
Rpl26,0.782,0.782
Scgb2b3,,
Itsn2,0.298,0.298
Gm7512,,
Tmem63c,,
Gm13744,0.924,0.924
Tmem145,0.924,0.924
Adgra1,0.467,0.467
Olfr797-ps1,,
Vmn2r-ps105,,
Psmb5-ps,,
Gm44203,,
Gm13531,,
Gm49333,0.368,0.368
Gm47952,,
Gm18805,,
Gm13886,,
Egr1,0.043,0.043
Gm44061,,
Gm15272,,
Vps37b,0.249,0.249
Appl2,0.208,0.208
Olfr611,,
Gm14048,,
