gene_name,WT_0h_rep1,WT_0h_rep2,WT_0h_rep3,KO_0h_rep1,KO_0h_rep2,KO_0h_rep3,WT_6h_rep1,WT_6h_rep2,WT_6h_rep3,KO_6h_rep1,KO_6h_rep2,WT_24h_rep1,WT_24h_rep2,WT_24h_rep3,KO_24h_rep1,KO_24h_rep2,KO_24h_rep3,WT_48h_rep1,WT_48h_rep2,WT_48h_rep3,KO_48h_rep1,KO_48h_rep2,KO_48h_rep3
Ndfip2,94.378,27.853,46.729,77.737,36.761,49.203,28.761,39.627,34.581,56.586,32.457,40.563,32.076,39.359,39.994,42.913,42.649,107.614,82.786,92.832,107.095,89.809,66.162
Spry2,1.385,0.986,2.17,1.357,3.15,2.18,6.785,10.74,2.342,7.844,22.528,0.0,0.0,3.978,9.628,9.168,10.253,4.853,6.235,5.889,14.532,22.964,26.646
Trim52,0.0,0.0,0.0,0.0,0.0,0.0,0.717,0.0,0.0,0.691,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.823,0.0,0.0,0.0,0.0
Slitrk1,0.0,0.0,0.493,0.823,0.0,0.0,2.056,0.0,0.0,0.396,2.731,0.0,0.0,0.0,1.094,0.0,0.0,0.0,0.0,0.0,0.508,0.0,0.0
Slitrk6,0.0,0.732,1.207,1.678,0.0,0.0,0.671,0.0,0.0,0.646,5.57,0.0,1.714,0.0,1.785,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0
Slitrk5,0.629,0.0,1.314,0.548,0.477,0.0,2.192,0.0,0.0,0.792,1.819,0.0,0.0,0.0,2.187,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0
Gpc5,0.614,0.335,0.411,0.935,0.329,0.235,1.623,0.399,0.289,1.021,1.195,0.211,0.157,0.129,0.855,0.187,0.228,0.823,0.609,0.611,0.688,0.31,0.211
Gpc6,0.474,0.238,0.322,0.939,0.234,0.182,1.457,0.319,0.22,0.955,1.03,0.182,0.129,0.069,0.708,0.164,0.121,0.238,0.157,0.133,0.63,0.126,0.142
Dct,0.428,0.244,0.268,0.783,0.097,0.09,1.007,0.443,0.217,0.754,2.043,0.0,0.143,0.0,0.446,0.0,0.0,0.171,0.0,0.0,0.622,0.0,0.244
Tgds,5.667,9.222,4.944,8.248,14.174,4.246,11.418,9.622,16.284,16.908,10.18,25.197,28.09,23.015,21.66,33.572,31.34,39.38,45.903,49.037,48.728,58.63,39.676
Gpr180,14.739,16.569,15.185,19.759,22.049,13.562,17.645,15.368,17.92,20.821,9.811,29.352,32.568,35.643,27.628,36.733,34.594,39.081,35.685,36.272,32.13,40.773,29.656
Sox21,0.0,0.0,0.0,2.321,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.544,0.0,0.0,0.0,0.0,0.0,0.0,0.755,0.0
Gm9376,2.318,6.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.481,0.0,0.0
Abcc4,52.248,35.258,49.818,44.984,40.87,43.49,24.115,23.115,31.122,31.324,17.808,37.428,34.783,40.799,36.172,37.914,41.052,34.893,28.548,30.035,42.406,41.21,37.385
Cldn10,0.597,0.165,0.181,1.032,0.263,0.121,1.409,0.398,0.261,1.382,1.587,0.282,0.193,0.0,1.875,0.136,0.395,0.694,0.231,0.287,1.368,0.491,0.329
Dzip1,69.472,72.082,67.034,94.323,90.946,50.688,2.652,1.224,2.974,7.834,1.467,12.638,16.145,14.868,28.807,25.02,20.112,24.792,29.491,28.84,70.441,67.653,54.284
Dnajc3,82.133,67.817,57.66,65.336,89.601,58.542,16.785,18.649,21.398,30.64,11.046,53.138,54.083,65.392,72.82,70.219,72.86,100.98,92.4,97.122,128.673,134.51,110.743
Uggt2,0.841,0.252,0.323,1.021,0.738,0.279,1.56,0.267,0.349,1.188,1.471,0.648,0.148,0.254,1.179,0.599,0.302,0.738,0.686,0.564,2.166,1.58,0.799
Hs6st3,0.63,0.335,0.34,0.982,0.33,0.242,1.72,0.519,0.37,1.254,1.45,0.448,0.346,0.338,0.874,0.256,0.415,0.582,0.419,0.328,0.718,0.278,0.335
Oxgr1,0.295,0.0,0.347,0.675,0.0,0.0,1.35,0.0,0.0,0.65,0.64,0.0,0.0,0.0,0.513,0.13,0.0,0.443,0.0,0.0,0.477,0.0,0.0
Mbnl2,164.076,90.057,123.516,189.987,138.201,185.598,24.067,26.185,33.453,39.718,22.839,66.411,52.392,70.81,60.426,56.777,62.751,126.347,120.601,116.583,159.006,156.705,122.308
Rap2a,8.452,8.859,8.088,7.82,6.006,8.004,6.285,6.976,7.044,8.418,5.09,10.316,13.512,14.832,11.421,13.568,15.771,18.211,23.419,20.458,14.586,14.668,15.219
Ipo5,67.086,35.935,62.371,64.251,50.185,60.262,142.142,195.277,197.157,208.464,117.792,188.516,235.913,220.317,130.578,259.03,212.114,146.783,193.206,162.472,78.562,118.962,86.291
Farp1,1.012,0.483,1.053,1.25,1.003,0.926,3.006,2.895,1.607,2.349,3.121,7.359,9.287,9.417,10.451,17.78,22.943,11.607,16.906,11.847,27.62,25.774,23.04
Stk24,262.471,237.768,349.927,248.972,252.557,368.478,82.471,87.213,88.091,106.002,71.212,133.357,118.724,153.673,130.202,137.823,163.182,172.218,142.933,152.803,218.74,181.952,186.76
Slc15a1,0.961,0.105,0.174,0.58,0.42,0.388,1.545,0.191,0.063,1.024,0.641,0.948,0.123,0.212,1.67,0.196,0.0,1.11,0.333,0.314,0.597,0.314,0.421
Dock9,17.172,10.013,17.201,24.041,12.855,22.656,14.663,13.824,13.414,17.878,7.953,22.199,18.598,26.086,19.667,19.72,24.877,47.369,41.512,42.385,31.777,31.122,37.538
Ubac2,179.678,124.277,134.321,189.546,177.196,136.422,68.969,69.653,87.242,88.431,38.278,86.73,71.355,95.239,108.279,87.338,107.011,186.408,138.546,154.623,207.303,175.472,167.829
Gpr18,136.771,89.149,106.798,138.245,142.358,131.349,84.685,84.74,85.669,73.612,38.784,60.042,36.057,33.176,50.501,28.936,50.918,59.681,53.666,58.611,99.226,70.958,98.754
Gpr183,273.459,193.073,166.359,115.227,211.508,94.356,39.739,39.657,53.012,47.014,24.885,30.298,24.49,24.911,57.965,63.116,40.116,15.228,20.82,20.139,68.915,69.427,57.421
Timm8a2,157.665,66.708,201.752,151.806,121.887,172.944,9.413,6.984,4.568,13.602,3.907,8.247,0.0,5.174,14.087,2.385,5.129,15.33,8.784,8.617,19.627,11.487,10.268
Tm9sf2,228.276,88.219,167.451,209.234,109.999,180.22,58.693,63.787,78.461,97.012,46.493,82.987,86.217,97.9,94.252,122.756,109.505,154.483,177.686,156.238,166.646,185.607,124.58
Clybl,27.218,15.711,19.975,21.289,18.355,14.801,2.598,1.898,1.72,2.792,2.024,7.649,6.612,10.481,9.252,7.656,10.577,59.401,37.866,41.811,46.464,36.671,32.53
Zic5,0.19,0.541,0.0,0.496,0.0,0.0,2.233,0.0,0.0,1.673,1.648,0.0,0.0,0.546,1.32,0.0,0.0,1.521,0.285,0.808,0.92,0.0,0.0
Zic2,0.0,0.0,0.598,0.499,0.869,0.0,0.499,0.0,0.0,0.481,0.0,0.0,0.0,0.0,1.327,0.0,0.0,0.0,1.719,0.0,1.233,0.649,0.0
Pcca,33.269,16.135,17.834,39.315,25.949,24.838,6.662,5.787,6.874,10.394,5.288,16.385,14.09,19.077,19.225,21.905,18.964,28.687,30.685,29.277,27.183,29.961,23.837
Ggact,31.263,25.128,26.985,36.655,30.92,13.285,11.659,11.623,13.979,11.624,9.453,16.091,11.775,15.451,16.411,14.502,12.331,22.165,23.149,21.511,24.066,26.56,20.31
Tmtc4,12.568,8.444,6.163,17.205,13.782,6.33,16.859,21.017,23.151,39.383,12.288,26.421,26.0,30.667,49.869,36.393,36.387,63.554,54.59,62.903,67.449,68.471,52.334
Nalcn,0.809,0.411,0.445,1.1,0.449,0.283,1.71,0.498,0.407,1.248,1.399,0.405,0.385,0.346,1.204,0.238,0.395,0.453,0.318,0.389,0.761,0.336,0.425
Itgbl1,1.037,0.67,0.578,1.201,0.535,0.482,1.669,0.456,0.307,1.238,1.182,0.431,0.232,0.338,0.929,0.368,0.329,0.599,0.433,0.386,0.88,0.527,0.503
Fgf14,0.56,0.385,0.416,0.917,0.395,0.294,1.721,0.237,0.286,1.081,1.162,0.239,0.129,0.159,0.88,0.226,0.308,0.372,0.221,0.169,0.65,0.267,0.303
Selenop,36.963,24.106,10.605,14.926,39.777,10.951,3.132,1.094,1.669,5.147,2.447,8.782,2.824,4.051,5.392,5.975,6.747,18.922,14.814,12.893,32.1,26.622,24.521
Ccdc152,0.576,0.0,0.563,0.94,0.164,0.151,0.94,0.558,0.122,0.634,0.312,0.527,0.0,0.0,0.5,0.127,0.0,0.72,0.0,0.153,0.58,0.122,0.0
Ghr,0.439,0.235,0.309,1.013,0.332,0.2,1.884,0.361,0.269,1.08,1.075,0.186,0.148,0.146,0.795,0.224,0.101,0.344,0.248,0.365,0.697,0.14,0.181
Fbxo4,21.858,12.585,13.841,23.09,16.295,11.025,6.239,5.555,6.259,12.623,3.108,16.182,13.549,12.691,19.92,17.705,11.967,13.628,20.783,18.785,21.008,23.554,20.76
AW549877,189.684,85.531,106.403,120.906,111.672,77.987,46.779,58.841,73.444,69.844,38.964,65.354,66.94,84.834,57.739,103.176,95.582,98.561,165.252,119.032,123.945,221.606,133.978
Oxct1,68.958,32.158,36.761,47.959,44.42,31.597,4.904,3.99,4.999,8.116,3.858,44.798,35.973,42.31,49.285,52.969,50.029,64.331,53.662,55.703,69.553,65.801,56.671
Plcxd3,0.472,0.216,0.291,0.793,0.364,0.212,1.741,0.327,0.171,0.87,1.17,0.185,0.253,0.097,0.762,0.089,0.058,0.186,0.19,0.143,0.803,0.129,0.144
C6,0.461,0.274,0.451,1.08,0.306,0.323,1.456,0.348,0.39,1.016,1.5,0.352,0.064,0.221,0.735,0.204,0.35,0.346,0.346,0.327,0.682,0.065,0.329
Mroh2b,0.589,0.152,0.126,0.699,0.365,0.056,1.712,0.415,0.317,0.943,0.696,0.098,0.089,0.154,1.023,0.142,0.183,0.214,0.04,0.171,0.691,0.0,0.076
C7,0.63,0.128,0.493,0.735,0.256,0.378,1.117,0.465,0.304,0.793,1.074,0.494,0.0,0.0,0.938,0.199,0.102,0.225,0.169,0.239,0.69,0.383,0.192
Card6,100.108,125.515,120.574,77.402,114.575,113.607,5.791,10.763,6.814,23.33,10.488,15.745,14.346,14.277,33.15,21.104,25.703,32.547,12.497,22.847,53.775,50.028,56.282
Rpl37,300.294,227.276,379.168,269.443,282.961,454.048,413.368,583.696,744.218,582.876,378.327,596.836,586.685,576.832,519.351,652.839,622.211,396.687,519.434,497.351,213.912,349.538,389.276
Prkaa1,48.932,28.173,30.15,43.691,30.261,27.269,14.368,12.036,17.171,19.814,6.54,31.026,32.118,38.6,27.9,33.505,31.619,55.059,48.511,54.025,49.252,58.072,43.988
Ttc33,37.698,17.575,24.322,37.753,21.868,26.219,17.06,16.744,23.384,23.488,15.165,25.988,24.708,24.812,30.379,34.668,39.584,61.05,58.399,56.51,69.961,75.017,62.719
Ptger4,80.557,69.49,66.626,76.822,66.509,81.383,145.854,223.509,250.115,85.803,57.654,262.321,199.354,223.244,121.2,163.131,190.207,257.384,286.487,333.107,111.566,195.717,192.985
Dab2,0.647,0.512,0.394,0.938,0.299,0.151,1.517,0.248,0.202,1.039,1.142,0.132,0.16,0.0,0.832,0.042,0.027,0.384,0.126,0.051,0.676,0.041,0.102
C9,0.474,0.09,0.148,0.866,0.072,0.066,1.073,0.326,0.107,1.272,1.507,0.0,0.0,0.181,1.756,0.223,0.0,0.316,0.237,0.067,0.816,0.161,0.09
Fyb,359.153,160.913,260.977,312.373,193.851,237.135,7.83,8.475,8.448,27.314,10.836,35.414,22.487,31.845,56.023,37.611,54.171,126.506,97.103,114.728,236.858,213.301,199.89
Rictor,346.908,105.492,229.653,248.802,147.816,248.917,52.161,64.348,67.697,94.203,39.521,64.328,67.791,74.884,66.013,90.61,85.857,164.422,177.399,147.325,182.287,197.312,136.953
Osmr,0.357,0.157,0.344,1.113,0.062,0.288,1.185,0.426,0.279,0.968,1.073,0.503,0.0,0.0,0.669,0.097,0.063,0.33,0.206,0.058,0.931,0.093,0.157
Lifr,0.537,0.36,0.148,0.887,0.323,0.265,1.113,0.286,0.24,0.954,1.506,0.173,0.0,0.136,1.152,0.111,0.108,0.316,0.118,0.067,0.306,0.0,0.045
Egflam,0.606,0.35,0.399,0.848,0.399,0.147,1.364,0.204,0.237,0.983,1.522,0.225,0.117,0.126,0.61,0.155,0.1,0.439,0.079,0.056,0.736,0.104,0.075
Gdnf,0.694,0.0,0.099,0.577,0.431,0.132,1.484,0.163,0.427,0.715,0.821,0.462,0.211,0.363,0.439,0.0,0.0,0.253,0.095,0.403,0.204,0.537,0.36
Wdr70,54.65,21.845,36.2,49.473,28.181,35.003,34.087,36.595,40.612,50.262,26.111,33.005,27.086,34.798,31.294,33.511,34.034,53.683,49.965,47.592,43.769,41.138,33.04
Nup155,65.779,20.619,62.232,69.041,32.039,63.142,37.737,44.547,48.623,53.388,29.424,82.386,106.48,107.779,67.913,129.253,111.492,122.121,138.459,125.034,104.836,115.194,98.709
Cplane1,62.437,20.672,71.545,58.855,26.92,78.329,7.86,10.468,9.642,12.295,5.808,18.285,25.377,23.457,16.374,27.895,28.617,33.762,38.296,33.948,41.518,42.166,34.629
Nipbl,279.028,78.246,140.263,208.241,110.583,139.999,35.195,40.188,45.867,58.966,26.54,63.899,55.697,67.688,63.379,75.66,70.835,151.061,141.216,127.141,184.518,164.204,118.542
Slc1a3,0.462,0.125,0.276,0.777,0.15,0.139,1.409,0.171,0.074,1.08,0.764,0.081,0.22,0.126,1.224,0.039,0.05,0.485,0.033,0.047,0.746,0.112,0.0
Ranbp3l,0.289,0.194,0.16,0.688,0.116,0.071,0.998,0.395,0.115,0.577,0.737,0.187,0.113,0.146,0.472,0.18,0.116,0.136,0.051,0.072,0.658,0.029,0.048
Nadk2,10.841,6.37,9.364,14.384,7.825,11.461,9.607,11.782,9.234,14.559,8.581,9.923,11.625,14.083,11.958,14.423,14.4,20.323,22.133,24.319,17.076,19.453,14.218
Skp2,3.069,2.213,3.954,4.516,2.738,5.868,5.124,5.119,4.005,6.109,5.727,20.483,21.255,22.534,22.811,25.981,27.776,20.452,25.173,22.787,20.812,27.341,25.901
Lmbrd2,19.372,5.276,13.227,15.517,7.62,12.918,4.875,4.365,4.744,8.673,5.317,11.573,9.999,9.78,9.183,12.837,10.299,21.653,20.844,21.542,21.28,21.817,17.934
Ugt3a1,0.719,0.0,0.375,1.377,0.436,0.101,2.692,0.495,0.243,0.965,2.702,0.527,0.32,0.0,1.832,0.254,0.0,0.768,0.144,0.0,0.928,0.244,0.819
Ugt3a2,0.62,0.136,0.522,1.556,0.759,0.2,1.992,0.246,0.161,0.78,1.033,0.0,0.318,0.274,0.331,0.084,0.0,0.382,0.429,0.506,1.077,0.567,0.679
Capsl,1.35,0.0,0.44,1.469,0.639,0.59,1.836,0.436,0.665,1.273,1.219,1.235,1.501,1.292,1.954,0.992,0.384,4.502,3.543,4.302,3.176,3.537,1.282
Il7r,587.633,210.031,204.285,491.935,341.134,204.928,12.922,7.072,14.233,78.134,9.737,45.737,30.67,38.489,29.747,19.937,37.392,261.98,279.154,269.796,152.757,147.809,130.166
Spef2,2.699,1.971,1.564,4.869,2.765,2.323,2.402,0.818,1.621,2.164,1.672,6.01,4.288,4.798,1.992,2.111,1.666,11.182,11.523,11.431,3.797,5.177,4.169
Prlr,0.433,0.14,0.308,0.72,0.268,0.165,1.388,0.254,0.133,0.718,1.493,0.18,0.066,0.085,0.581,0.174,0.09,0.748,0.266,0.669,0.587,0.201,0.056
Gm21973,0.523,0.596,0.382,1.139,0.079,0.366,1.048,0.541,0.413,0.395,1.664,0.511,0.116,0.1,0.606,0.062,0.0,0.768,0.157,0.445,0.507,0.237,0.099
Agxt2,0.458,0.279,0.461,0.811,0.074,0.274,1.238,0.169,0.332,1.398,1.559,0.12,0.218,0.188,1.136,0.231,0.074,0.327,0.098,0.139,0.58,0.056,0.186
Dnajc21,81.461,45.709,87.973,79.222,50.706,87.759,61.215,73.955,77.549,74.252,38.804,62.673,80.089,72.401,44.912,71.561,53.693,83.027,100.993,91.622,46.644,69.666,59.899
Brix1,216.07,104.562,189.292,170.52,121.62,186.074,141.681,152.265,185.162,156.832,96.969,156.021,152.746,145.356,108.151,159.18,122.49,113.424,127.377,123.956,85.582,92.731,81.8
Rad1,24.966,17.314,22.283,26.189,21.471,22.253,20.948,25.737,27.768,32.875,13.462,71.522,74.663,66.864,49.441,85.144,70.99,44.538,67.719,64.882,35.903,60.036,54.918
Ttc23l,0.259,0.082,0.135,0.941,0.131,0.121,0.978,0.149,0.097,1.088,2.374,0.0,0.096,0.0,0.701,0.254,0.0,0.461,0.043,0.0,0.604,0.049,0.0
Rai14,0.475,0.165,0.2,0.908,0.237,0.146,1.392,0.629,0.274,1.371,1.558,0.552,0.464,0.632,1.329,0.798,1.108,2.738,1.895,2.833,1.384,1.399,1.09
C1qtnf3,0.485,1.036,0.095,1.347,0.276,0.255,1.584,0.47,0.0,1.297,3.156,0.666,0.0,0.0,1.686,0.0,0.0,0.364,0.0,0.129,0.587,0.103,0.0
Amacr,2.61,3.555,3.021,5.336,3.354,1.667,4.298,4.692,5.179,4.426,4.429,9.557,4.165,10.102,3.943,6.408,6.46,5.452,7.149,3.618,5.677,9.067,6.79
Slc45a2,0.592,0.674,0.556,1.005,0.135,0.0,1.159,0.306,0.3,1.862,0.513,0.217,0.0,0.0,1.028,0.313,0.0,0.237,0.089,0.252,0.191,0.0,0.0
Rxfp3,0.0,0.0,0.0,1.031,0.0,0.0,1.031,0.0,0.667,0.497,0.0,0.0,0.0,0.0,2.744,0.0,0.899,0.79,0.0,0.0,0.637,0.0,0.0
Adamts12,0.433,0.389,0.288,1.186,0.216,0.311,1.666,0.46,0.231,0.903,1.415,0.282,0.158,0.119,0.763,0.052,0.176,0.404,0.142,0.126,0.613,0.081,0.118
Tars,48.008,34.317,69.852,40.874,33.808,48.115,138.083,189.838,233.911,170.928,126.0,114.937,142.337,147.628,79.69,134.791,108.436,107.968,136.591,122.479,49.398,74.345,49.842
Npr3,0.376,0.0,0.471,0.818,0.228,0.263,1.504,0.194,0.254,1.134,0.543,0.183,0.084,0.072,0.522,0.044,0.0,1.002,0.263,0.319,0.687,0.128,0.214
Sub1,407.628,206.732,177.024,305.597,257.771,218.374,59.446,60.76,74.206,95.403,42.096,105.851,93.568,107.175,98.196,116.11,107.585,123.725,187.852,171.479,101.477,159.904,137.384
Zfr,107.214,46.602,61.066,103.268,66.331,66.001,62.586,68.567,76.128,99.124,40.98,110.916,113.259,118.195,103.436,150.661,137.22,177.828,213.049,199.849,180.913,202.857,147.677
Mtmr12,142.857,89.099,118.074,127.835,96.657,134.588,42.065,47.891,54.197,61.0,33.601,54.346,52.516,61.664,49.46,59.54,60.68,76.294,75.79,81.518,88.548,84.781,91.085
1810049J17Rik,3.66,20.848,22.929,4.781,0.0,15.359,0.0,0.0,0.0,9.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.327,0.0,0.0,0.0,0.0,0.0
Golph3,197.349,76.051,114.938,176.237,94.837,127.554,45.258,50.053,48.262,67.83,33.502,68.88,67.243,76.044,68.279,89.606,83.632,125.744,126.557,122.081,104.345,118.21,100.977
Pdzd2,0.551,0.371,0.522,0.966,0.363,0.334,1.202,0.543,0.269,1.121,1.383,0.265,0.314,0.208,1.209,0.281,0.182,0.508,0.272,0.385,0.889,0.234,0.206
6030458C11Rik,28.48,22.464,25.668,31.713,25.157,20.202,43.748,54.265,63.376,67.408,43.09,88.152,111.764,101.199,69.411,118.59,103.577,70.339,102.497,87.526,63.81,96.31,73.85
Drosha,29.128,19.922,23.656,29.608,25.909,19.579,26.311,30.114,31.085,41.643,19.142,54.419,62.681,57.943,46.704,67.519,62.121,58.4,57.83,61.29,53.461,55.362,52.096
Cdh6,0.361,0.298,0.31,0.867,0.159,0.073,1.429,0.271,0.118,1.04,0.707,0.128,0.039,0.1,0.607,0.123,0.106,0.303,0.122,0.049,0.62,0.198,0.133
Cdh9,0.316,0.187,0.288,0.601,0.209,0.083,1.511,0.17,0.289,0.827,1.14,0.144,0.0,0.038,0.685,0.093,0.06,0.395,0.099,0.0,0.467,0.045,0.075
Cdh10,0.544,0.394,0.271,0.824,0.393,0.145,1.783,0.156,0.219,0.794,0.787,0.158,0.115,0.199,0.811,0.091,0.118,0.363,0.207,0.129,0.6,0.073,0.049
Acot10,57.128,28.157,36.128,40.179,37.47,25.353,24.39,79.484,46.424,49.759,19.055,32.182,32.988,44.167,38.172,54.282,62.543,76.971,60.974,58.372,70.912,59.766,50.085
Cdh12,0.588,0.371,0.43,0.956,0.328,0.281,1.765,0.455,0.167,0.965,1.221,0.18,0.176,0.142,0.66,0.149,0.136,0.395,0.206,0.195,0.778,0.203,0.11
Cdh18,0.793,0.364,0.511,1.091,0.51,0.352,1.517,0.372,0.237,0.97,1.249,0.207,0.097,0.105,0.691,0.212,0.174,0.31,0.197,0.205,0.627,0.257,0.197
Basp1,14.773,7.9,12.509,7.203,4.636,10.308,3.099,1.382,2.26,7.569,4.348,4.528,3.234,4.223,2.671,2.595,5.556,31.915,34.293,29.338,16.288,17.671,19.714
Myo10,3.222,1.282,3.788,3.136,1.204,4.204,39.994,67.383,43.139,58.955,50.645,12.607,14.462,18.481,9.969,17.993,20.384,22.938,29.729,23.641,11.767,14.002,16.727
Retreg1,115.737,97.615,74.25,78.415,101.87,64.452,21.986,25.793,26.183,31.217,15.026,49.807,40.249,57.552,50.363,37.922,46.904,77.727,57.119,68.124,75.489,66.912,63.184
Zfp622,203.835,102.137,115.324,180.203,108.188,130.169,54.02,75.992,71.13,97.766,57.024,89.739,69.801,85.14,62.309,100.63,86.843,92.376,115.129,101.379,78.131,115.034,92.995
Marchf11,0.353,0.096,0.315,0.767,0.153,0.247,1.359,0.39,0.17,0.95,1.019,0.0,0.112,0.145,0.875,0.089,0.153,0.269,0.025,0.071,0.731,0.143,0.048
Fbxl7,0.437,0.352,0.298,0.943,0.303,0.199,1.713,0.393,0.297,1.064,1.504,0.157,0.143,0.109,0.578,0.26,0.108,0.228,0.114,0.091,0.468,0.105,0.081
Ank,27.03,17.726,29.242,21.675,16.487,17.337,12.46,13.839,15.503,17.334,10.328,12.094,8.825,13.377,10.471,6.177,8.211,13.961,9.179,12.502,12.486,9.821,9.561
Otulin,156.045,118.804,152.175,114.589,127.667,126.075,70.624,80.76,95.585,75.631,54.095,146.581,121.667,150.946,81.632,91.506,83.696,191.571,194.603,216.141,102.602,106.562,92.168
Otulinl,98.154,132.873,92.802,71.171,136.628,71.711,26.767,25.823,33.676,67.03,21.529,94.629,92.381,106.201,93.556,86.603,90.738,88.812,98.442,120.809,110.42,127.584,125.146
Trio,20.996,13.805,29.756,12.372,12.712,17.593,21.381,24.741,24.02,31.954,15.145,14.338,12.473,16.793,14.182,14.435,14.592,27.188,19.679,25.866,16.299,14.392,14.464
Dnah5,0.497,0.197,0.266,1.002,0.272,0.145,1.635,0.325,0.223,0.965,1.309,0.184,0.126,0.108,0.721,0.222,0.172,0.34,0.189,0.107,0.599,0.171,0.197
Ctnnd2,1.115,0.724,0.672,1.441,0.757,1.335,1.574,0.387,0.306,1.125,1.367,0.368,0.164,0.153,0.931,0.233,0.26,0.481,0.186,0.163,0.741,0.211,0.168
Dap,35.418,46.877,37.926,27.096,39.959,34.25,8.149,9.587,6.728,18.63,8.922,20.626,18.906,22.085,33.285,22.083,25.501,44.227,40.933,46.741,52.635,46.047,59.973
Ankrd33b,0.443,0.315,0.277,0.867,0.302,0.279,1.445,0.229,0.262,1.281,0.96,0.162,0.148,0.254,1.23,0.195,1.512,5.538,20.051,12.606,6.714,13.394,19.801
Ropn1l,21.555,22.635,21.518,15.661,20.217,15.544,6.334,9.747,9.336,10.169,8.178,16.278,8.989,8.511,7.489,5.705,7.976,11.057,9.7,8.303,5.869,9.39,7.677
Marchf6,133.718,53.194,88.316,114.954,70.344,93.447,38.614,44.321,51.572,60.616,23.852,65.93,61.047,65.18,54.918,75.71,69.018,121.613,120.025,108.839,106.113,109.693,83.673
Cmbl,0.136,0.389,0.321,0.713,0.155,0.143,0.98,0.529,0.346,0.858,0.888,0.0,0.683,0.196,1.66,0.0,0.0,0.0,0.614,0.145,0.881,0.116,0.0
Cct5,232.325,168.132,183.949,188.685,177.13,195.603,227.504,307.88,394.506,304.062,212.788,335.783,374.509,380.035,207.271,375.873,318.821,239.746,309.157,262.363,127.687,207.517,176.962
Atpsckmt,24.354,20.398,15.383,26.464,28.153,15.027,20.847,25.383,23.004,30.125,25.735,47.959,43.357,40.844,56.887,43.156,51.729,44.859,46.201,53.499,53.994,61.755,65.31
Tas2r119,0.0,0.0,0.0,0.0,0.0,0.0,4.386,0.0,0.0,2.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sema5a,0.351,0.128,0.252,0.801,0.187,0.094,1.533,0.309,0.164,0.978,1.037,0.123,0.062,0.064,0.662,0.138,0.094,0.344,0.09,0.071,0.579,0.064,0.053
Sdc2,0.325,0.295,0.301,0.888,0.37,0.279,1.775,0.382,0.325,1.264,1.474,0.325,0.049,0.0,0.924,0.104,0.101,0.444,0.177,0.126,0.453,0.05,0.168
Cpq,8.754,5.873,5.4,12.175,14.052,5.752,1.935,0.708,0.541,1.503,1.445,1.16,0.98,1.421,4.036,2.888,2.57,6.077,3.39,4.677,17.576,16.845,8.866
Tspyl5,0.421,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mtdh,100.462,43.162,62.088,92.818,59.836,64.945,91.401,110.141,120.293,141.142,62.0,134.765,130.4,150.292,110.918,153.231,138.115,195.786,212.179,209.978,131.161,164.404,124.589
Laptm4b,5.798,2.492,5.311,6.192,2.405,4.437,4.524,5.654,3.76,6.056,3.479,4.54,4.745,5.236,3.294,5.534,4.733,6.862,9.354,10.075,8.121,7.315,7.689
Matn2,0.391,0.222,0.245,0.884,0.148,0.219,1.803,0.37,0.308,1.18,2.428,1.287,0.782,0.598,1.81,0.712,0.652,1.512,1.094,0.969,1.03,0.664,0.408
9430069I07Rik,0.383,0.545,0.0,1.249,0.435,0.0,1.249,0.494,0.647,1.444,1.659,0.0,0.0,0.0,1.329,0.338,0.0,0.383,0.287,0.0,0.926,0.0,0.0
Rpl30,406.391,251.39,300.919,337.474,330.449,242.786,258.685,388.041,436.711,421.22,205.397,482.878,463.323,547.179,396.495,508.166,481.706,350.184,477.986,404.97,166.768,294.653,214.717
Erich5,0.328,0.233,0.257,0.857,0.0,0.344,1.606,0.212,0.139,1.444,0.711,0.0,0.0,0.706,1.424,0.0,0.187,0.328,0.0,0.174,0.529,0.0,0.0
Rida,1.202,2.139,1.647,1.373,2.391,0.0,4.708,4.269,4.57,9.071,9.119,9.35,9.021,9.921,17.745,17.229,11.63,13.832,28.615,25.22,23.027,38.815,26.964
Pop1,28.026,15.772,21.906,27.003,14.221,21.335,68.462,73.649,99.261,98.09,46.582,103.494,143.201,129.974,73.822,145.838,135.357,109.049,124.184,110.908,74.115,84.738,62.305
Nipal2,0.412,0.226,0.273,1.201,0.108,0.033,1.284,0.41,0.161,1.077,1.788,0.29,0.212,0.046,0.882,0.112,0.072,0.317,0.143,0.169,0.461,0.054,0.0
