gene_name,WT_0h,KO_0h,WT_6h,KO_6h,WT_24h,KO_24h,WT_48h,KO_48h
Ccdc40,1.216,1.4,1.753,2.153,7.919,5.528,7.468,5.63
Gaa,58.51,55.219,40.369,31.264,56.833,39.067,31.596,23.049
Eif4a3,152.88,158.309,185.396,160.642,197.614,170.617,111.115,88.365
Card14,0.382,0.426,0.843,1.525,0.529,0.511,0.497,0.355
Sgsh,42.354,34.497,4.424,8.153,28.214,28.99,26.727,36.617
Slc26a11,40.814,27.432,12.232,10.603,22.688,17.618,15.29,16.658
Rnf213,371.35,330.376,44.498,32.655,90.308,80.956,116.296,187.573
Endov,60.093,53.684,104.968,100.112,129.442,109.449,55.466,59.155
Nptx1,0.479,1.178,1.307,0.353,0.228,0.543,0.0,0.513
Rptor,69.972,70.313,90.635,79.109,87.861,82.05,67.535,56.928
Chmp6,85.134,76.863,83.752,64.123,86.011,60.642,52.712,50.606
Baiap2,116.924,112.565,12.659,20.007,34.002,30.864,25.846,26.371
Aatk,0.292,0.299,0.374,1.36,0.103,0.663,0.155,0.205
Cep131,11.677,12.496,6.419,5.605,20.964,21.938,15.642,17.102
Tepsin,36.938,30.335,72.374,71.99,59.007,46.305,35.964,34.153
Ndufaf8,68.874,72.053,85.672,84.721,71.548,53.706,26.204,31.029
Slc38a10,279.708,294.455,189.322,182.541,191.02,164.894,133.084,117.461
Bahcc1,1.727,0.738,0.486,1.189,0.572,0.483,2.22,1.016
Actg1,552.188,556.166,447.915,375.395,831.782,783.688,512.827,407.078
Fscn2,4.035,3.058,0.773,2.775,0.0,0.295,0.127,0.144
Faap100,72.979,74.495,207.246,161.818,143.401,101.537,61.346,42.245
Nploc4,56.319,61.578,76.904,64.886,112.127,98.199,103.172,72.859
Tspan10,0.261,0.445,0.171,1.343,0.0,0.0,0.0,0.0
Pde6g,1.105,1.805,6.036,4.418,10.237,11.592,3.556,4.852
Oxld1,6.91,5.311,40.828,50.36,62.643,64.558,23.522,36.327
Ccdc137,51.597,49.53,312.629,263.648,356.831,272.429,137.733,97.367
Arl16,18.379,11.069,76.714,85.136,64.08,50.5,42.063,46.982
Hgs,48.969,48.752,84.688,67.336,91.54,87.127,56.031,61.505
Mrpl12,56.107,77.39,286.821,251.892,293.304,259.054,127.681,91.563
Slc25a10,19.894,24.628,15.797,15.352,62.369,58.669,46.459,49.579
Gcgr,0.204,0.408,1.058,2.535,0.0,0.356,0.28,0.554
Mcrip1,48.134,37.998,150.049,134.541,115.128,96.609,50.834,66.635
Ppp1r27,0.764,0.0,0.0,1.841,0.0,0.0,0.732,1.39
P4hb,97.236,95.168,138.34,122.342,184.516,159.569,186.789,105.902
Arhgdia,525.095,552.183,481.894,358.751,539.097,411.549,410.986,292.648
Alyref,144.617,155.928,146.277,133.986,202.021,202.396,176.154,141.329
Anapc11,36.581,37.968,38.853,28.949,72.683,83.276,99.878,111.004
Npb,32.518,38.38,25.853,13.786,36.6,40.713,60.29,58.864
Pcyt2,130.028,121.791,211.848,241.997,277.955,244.618,274.55,227.74
Sirt7,202.543,151.439,182.355,165.785,234.515,202.477,171.998,178.703
Mafg,117.49,98.934,511.321,444.789,408.692,269.879,189.242,91.779
Pycr1,0.518,0.694,69.761,40.082,39.934,18.584,22.391,7.525
Myadml2,0.679,0.345,0.0,0.499,0.0,0.0,0.0,0.876
Notum,0.391,0.199,0.396,1.278,0.279,0.664,0.305,0.498
Aspscr1,72.787,65.422,83.007,66.351,97.197,79.84,45.152,48.03
Cenpx,33.596,19.034,49.598,42.326,89.203,73.787,43.092,51.932
Lrrc45,133.6,100.66,89.419,95.139,221.546,185.588,113.777,123.343
Rac3,8.623,3.695,8.569,15.96,24.978,35.308,13.059,14.37
Dcxr,0.936,1.07,1.277,2.82,6.286,4.135,16.033,17.199
Cbr2,0.61,0.56,0.0,4.586,0.0,1.123,0.0,0.611
Hmga1b,72.789,71.346,120.35,107.893,271.681,189.145,174.315,129.88
Rfng,52.224,38.325,45.885,34.657,96.516,69.514,57.93,45.764
Gps1,151.141,150.145,297.086,199.309,276.787,221.731,123.939,84.281
Dus1l,108.95,103.223,318.75,255.042,325.343,254.46,163.617,124.114
Fasn,257.862,265.76,720.496,648.425,603.894,453.958,441.882,285.242
Ccdc57,1.58,1.698,9.133,11.178,21.661,20.977,14.021,11.284
Slc16a3,9.842,10.187,1.839,2.791,6.292,13.462,265.019,203.265
Csnk1d,232.722,236.501,209.194,195.656,177.881,182.182,136.309,140.651
Cd7,29.478,21.697,0.55,4.329,0.0,1.583,0.737,4.877
Sectm1b,0.23,0.616,0.796,0.735,0.32,0.773,0.167,0.274
Sectm1a,1.822,2.012,1.356,1.794,0.804,1.419,1.039,2.13
Tex19.2,0.716,0.0,0.895,0.0,0.0,0.0,0.0,0.369
Tex19.1,0.0,0.675,1.112,3.363,0.0,0.0,0.0,0.417
Uts2r,1.035,0.432,0.863,0.624,0.0,0.0,0.0,0.0
Ogfod3,9.811,11.709,7.584,9.21,10.406,7.772,8.891,7.188
Hexdc,8.123,9.313,14.427,12.335,28.319,26.167,20.489,19.206
Cybc1,96.437,95.183,69.134,61.355,116.316,102.713,91.086,119.281
Narf,56.343,61.509,2.165,5.206,19.335,29.095,52.763,101.216
Foxk2,46.866,50.87,116.722,109.801,176.813,182.775,187.644,139.324
Wdr45b,137.541,154.676,86.235,73.765,84.919,92.138,86.198,81.934
Rab40b,0.412,0.498,0.704,1.814,0.332,0.71,0.285,0.435
Fn3krp,5.461,5.856,4.617,5.834,9.909,12.864,12.663,15.151
Fn3k,0.633,1.339,1.064,0.545,0.104,0.397,0.181,1.472
Tbcd,35.321,40.77,36.032,33.712,57.73,53.315,55.854,42.414
Zfp750,0.815,0.535,0.993,1.384,0.0,0.621,1.81,1.334
B3gntl1,39.546,42.159,12.09,14.375,27.939,32.191,39.693,41.044
Metrnl,1.167,1.257,0.769,2.605,0.473,0.931,14.013,7.539
Ptchd3,0.134,0.112,0.756,1.003,0.0,0.148,0.774,0.069
Rab10,95.91,109.199,108.395,101.421,127.686,117.44,231.75,164.915
Kif3c,18.905,19.54,5.016,5.636,8.907,9.828,22.063,29.893
Asxl2,88.768,96.268,55.441,55.756,82.234,85.582,155.449,139.24
Dtnb,35.815,35.583,12.519,12.493,25.253,27.712,31.914,35.123
Dnmt3a,106.003,91.068,348.242,415.771,309.596,341.005,128.672,170.488
Pomc,2.972,2.053,4.548,9.536,9.425,5.897,1.817,2.978
Efr3b,0.499,0.632,0.576,1.508,0.487,0.875,1.038,0.957
Dnajc27,30.186,33.918,66.938,69.667,61.27,63.365,43.589,38.713
Adcy3,44.061,37.174,28.655,25.29,38.254,33.987,30.892,30.793
Cenpo,46.324,52.801,31.297,34.2,79.255,94.036,107.768,127.916
Ptrhd1,33.705,30.995,18.229,24.96,28.173,20.153,16.862,17.324
Ncoa1,31.986,37.447,13.638,13.718,23.553,26.36,46.853,42.524
Itsn2,135.822,123.776,59.343,55.199,86.552,87.09,124.61,117.782
Fam228a,1.789,1.833,1.2,1.897,4.064,6.255,5.283,3.365
Fam228b,3.516,3.908,4.645,4.526,9.821,13.308,10.395,8.547
Pfn4,0.737,0.832,1.062,2.47,1.693,2.418,1.322,1.385
Sf3b6,114.535,118.954,67.074,60.331,77.007,66.628,72.343,72.786
Fkbp1b,0.933,0.887,1.155,0.378,0.873,2.146,4.412,3.965
Wdcp,11.547,10.203,17.064,18.006,35.561,37.919,36.657,33.024
Mfsd2b,26.043,28.789,38.489,38.369,17.351,17.528,10.492,10.297
Ubxn2a,58.942,64.35,119.567,124.437,69.748,82.206,73.041,67.941
Atad2b,76.614,80.911,41.329,53.765,43.864,55.635,78.838,94.881
Klhl29,0.219,0.331,0.548,1.145,0.113,0.266,0.088,0.192
Apob,0.242,0.388,0.704,1.945,0.0,0.664,0.117,0.187
Ldah,24.45,24.424,17.111,15.393,33.887,34.749,52.228,50.615
Gdf7,0.0,0.364,0.182,3.509,0.4,0.484,0.0,0.45
Hs1bp3,7.681,7.575,2.252,2.228,10.42,9.096,10.481,12.461
Rhob,48.967,29.972,28.174,33.069,10.689,6.083,21.688,21.211
Slc7a15,1.089,1.118,0.888,1.921,0.421,0.726,0.636,0.951
Pum2,131.378,134.5,109.354,109.788,162.535,174.938,298.175,281.443
Sdc1,2.038,1.579,1.954,2.93,4.547,4.666,9.329,6.021
Laptm4a,150.477,158.221,102.607,92.345,98.778,89.511,94.714,101.88
Matn3,0.35,0.528,0.487,1.459,0.171,0.122,0.91,0.595
Wdr35,1.839,2.184,1.505,2.52,6.078,6.763,11.819,11.43
Ttc32,10.905,12.381,13.46,11.422,23.278,25.721,20.969,32.117
Osr1,0.338,0.474,0.77,1.659,0.0,0.343,0.173,0.159
Nt5c1b,0.353,0.24,0.942,1.384,0.0,0.243,0.056,0.227
Rdh14,36.966,47.765,44.846,47.41,51.005,43.428,42.008,59.991
Kcns3,0.581,0.713,0.69,1.506,0.293,0.531,0.26,0.394
Msgn1,2.358,0.0,4.75,0.0,0.0,0.0,1.379,0.0
Gen1,2.914,2.913,2.039,2.041,32.236,50.003,78.608,80.35
Smc6,38.149,33.033,29.901,31.423,89.253,97.438,125.973,122.331
Vsnl1,0.276,0.338,0.635,0.906,0.133,0.398,0.157,0.242
Rad51ap2,0.632,1.152,0.885,1.688,0.0,0.0,0.123,0.398
Fam49a,56.548,64.136,3.805,9.729,8.883,12.838,16.627,39.405
Mycn,1.088,1.679,0.376,3.143,3.908,2.3,9.606,10.529
Ddx1,48.695,45.723,67.44,62.123,98.978,107.556,108.885,85.654
Nbas,18.617,16.483,14.091,14.821,26.822,29.69,43.684,32.063
Lratd1,0.215,0.807,1.061,4.315,1.746,2.005,2.719,1.743
Trib2,101.07,94.951,34.651,19.567,16.559,14.145,25.679,26.919
Lpin1,36.181,33.165,3.507,6.946,7.17,11.918,46.337,40.769
Ntsr2,0.082,0.322,0.749,2.534,0.0,0.0,0.0,0.133
Greb1,0.59,0.705,1.395,1.978,0.161,0.59,0.228,0.379
E2f6,10.548,10.198,39.067,33.755,59.325,51.319,30.062,30.385
Rock2,52.82,48.288,56.617,48.887,82.619,81.69,143.011,121.462
Pqlc3,5.644,7.025,1.404,5.347,9.168,10.48,23.092,27.24
2410004P03Rik,0.764,1.705,0.697,0.379,0.607,0.152,0.653,0.844
Kcnf1,0.0,0.46,0.307,0.0,0.43,0.408,0.0,0.0
Pdia6,56.944,61.161,57.514,52.562,87.122,84.026,119.089,63.378
Atp6v1c2,0.196,0.324,0.465,1.155,0.119,0.57,0.263,0.255
Nol10,77.676,80.171,96.201,89.306,102.88,100.474,97.217,57.512
Odc1,455.909,581.704,249.848,221.013,240.308,257.035,220.068,149.937
Hpcal1,170.875,167.048,61.373,85.967,142.673,221.776,137.82,247.258
5730507C01Rik,0.866,0.859,0.702,1.069,0.959,1.893,1.495,1.213
Gm21863,0.0,0.0,2.193,0.0,0.0,0.0,2.519,0.0
Asap2,3.313,6.098,3.294,3.999,5.128,8.003,8.674,10.051
Itgb1bp1,22.687,27.461,23.549,24.053,29.901,30.641,33.371,40.141
Cpsf3,46.136,46.083,43.391,38.727,75.217,82.072,59.765,63.986
Iah1,20.197,21.211,32.452,21.643,45.133,33.129,39.104,32.308
Adam17,30.568,30.94,45.113,47.936,47.335,55.668,64.089,70.352
Ywhaq,109.057,115.368,101.062,95.19,96.062,106.154,152.754,120.483
9030624G23Rik,15.709,13.08,8.491,8.444,7.726,7.683,8.348,10.194
Taf1b,41.613,42.536,24.244,23.0,34.777,41.679,53.969,60.747
Grhl1,4.95,4.796,50.64,41.559,19.355,20.078,13.178,9.779
Klf11,50.031,50.287,8.111,8.657,2.281,4.456,19.857,19.633
Cys1,0.106,0.166,0.321,0.96,0.258,0.449,0.123,0.173
Rrm2,5.772,8.308,1.727,4.896,210.538,296.396,306.154,302.405
Mboat2,2.812,2.024,0.814,1.742,0.645,1.237,29.222,11.266
Kidins220,135.782,117.842,26.797,25.196,48.991,45.993,91.33,86.714
Id2,72.645,56.575,24.9,22.814,16.781,15.54,43.681,40.426
Rnf144a,42.591,35.685,1.293,3.048,10.188,10.688,7.639,15.525
Rsad2,19.778,12.667,0.582,3.039,0.118,0.643,3.756,3.612
Cmpk2,28.626,24.689,1.199,1.897,0.176,1.778,6.04,18.709
Nkx2,6.652,6.476,3.989,4.19,4.661,4.885,5.769,5.894
Sox11,0.068,0.265,0.265,0.766,0.0,0.355,0.135,0.0
Dcdc2c,0.523,0.382,0.632,0.951,0.2,0.457,0.228,0.231
Allc,0.218,0.3,0.609,2.063,0.193,0.327,0.521,0.373
Colec11,1.713,1.582,1.178,1.697,0.126,0.424,3.29,1.482
Rps7,298.996,286.18,490.402,403.237,561.637,543.577,355.45,215.598
Rnaseh1,35.757,43.686,76.193,56.595,97.198,92.901,62.459,54.959
Adi1,46.436,54.03,20.5,17.397,37.343,32.627,34.055,23.652
Trappc12,88.542,101.821,51.083,52.133,65.075,67.829,74.769,80.641
Eipr1,59.121,69.272,33.495,33.075,37.847,41.723,54.05,63.809
Myt1l,0.214,0.351,0.537,0.927,0.05,0.231,0.077,0.131
Pxdn,0.255,0.45,0.579,1.052,0.154,0.22,0.137,0.131
Tpo,0.48,0.481,0.666,1.783,0.316,0.347,0.3,0.369
Sntg2,0.253,0.405,0.636,0.949,0.14,0.375,0.185,0.223
Tmem18,27.955,27.258,16.678,20.037,44.273,52.095,39.004,62.845
Alkal2,0.244,0.597,0.461,0.445,0.413,0.0,0.0,0.095
Acp1,17.657,20.822,16.236,16.867,30.37,36.798,45.475,47.969
Sh3yl1,0.893,1.014,0.952,1.888,0.567,1.203,3.661,3.163
Fam110c,0.0,0.115,0.115,0.166,0.0,0.767,0.0,0.284
Gm6993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamb1,0.3,0.336,0.655,1.033,0.15,0.248,0.149,0.225
Dld,57.293,63.067,40.99,40.381,58.929,54.732,89.433,61.27
Slc26a3,0.43,0.492,0.652,1.381,0.211,0.427,0.197,0.175
Cbll1,99.743,81.41,46.167,41.97,52.224,54.573,63.485,66.771
Slc26a4,0.326,0.286,0.512,0.538,0.047,0.219,0.077,0.364
Bcap29,36.685,39.272,50.299,48.178,76.149,76.864,119.943,80.556
Dus4l,14.462,12.994,40.54,37.873,59.662,55.173,51.129,31.426
Cog5,58.289,57.999,22.975,24.419,38.243,41.958,94.012,62.846
Gpr22,0.758,0.415,0.446,2.3,0.0,0.14,0.159,0.226
Hbp1,312.209,331.107,16.686,26.356,15.457,21.304,55.74,90.762
Prkar2b,1.975,2.033,0.729,1.285,2.571,3.383,6.666,4.84
Pik3cg,61.509,56.386,3.078,5.814,13.947,19.287,69.731,42.701
Ccdc71l,33.325,31.545,15.655,16.783,24.571,25.952,32.918,21.834
Nampt,108.412,171.209,96.129,76.598,99.305,97.631,173.647,155.046
Sypl,16.055,15.977,20.768,20.264,19.796,19.416,42.205,20.345
Cdhr3,0.263,0.434,0.676,1.168,0.101,0.496,1.225,0.231
Atxn7l1,33.706,35.621,15.352,14.939,35.188,36.5,70.865,51.777
Efcab10,0.337,0.115,0.377,0.331,0.0,0.0,0.0,0.142
Twistnb,131.519,121.628,79.992,82.842,76.467,85.029,103.274,83.728
Ferd3l,1.991,1.66,0.83,0.0,0.0,0.0,0.0,0.0
Twist1,0.0,1.021,1.014,0.0,0.0,0.0,0.0,2.171
Hdac9,0.674,0.53,0.692,1.291,0.211,0.516,0.346,0.885
Prps1l1,0.0,0.705,0.439,0.0,0.0,0.0,0.0,2.168
Snx13,55.142,46.463,13.877,16.381,24.099,28.102,66.853,72.614
Ahr,19.442,30.071,28.594,16.15,10.439,16.986,10.134,16.689
Agr3,0.256,0.346,0.547,0.92,0.085,0.758,0.047,0.226
Agr2,0.444,0.526,0.393,2.776,0.0,0.699,0.302,0.081
Tspan13,333.679,283.839,13.033,18.663,38.503,73.427,92.888,152.662
Bzw2,247.338,255.954,103.138,99.763,124.142,127.083,115.015,84.157
Ankmy2,49.796,53.256,6.889,9.308,28.928,35.921,42.288,52.123
Lrrc72,0.383,0.255,0.846,1.218,0.042,0.37,0.175,0.161
Sostdc1,0.0,0.852,0.848,0.0,0.478,1.367,0.0,0.0
Crppa,0.522,0.593,0.792,1.278,0.509,0.951,0.752,1.46
Meox2,0.6,0.46,0.624,0.964,0.228,0.671,0.284,0.532
Agmo,0.356,0.412,0.75,0.983,0.122,0.217,0.125,0.22
Dgkb,0.418,0.452,0.791,1.129,0.176,0.302,0.201,0.275
Etv1,0.668,0.462,0.682,1.137,0.058,0.25,0.502,0.249
Arl4a,16.926,18.693,7.204,7.84,7.495,4.137,15.9,9.204
Scin,0.336,0.475,0.651,1.653,0.168,0.481,1.192,1.72
Lsmem1,12.817,13.092,8.387,8.643,3.177,3.273,11.462,7.444
Ifrd1,185.511,185.761,90.593,87.864,92.76,87.957,89.687,60.732
Zfp277,33.532,32.949,24.074,24.289,23.428,25.857,32.907,31.983
Dock4,3.428,2.581,1.176,1.983,0.649,1.016,0.911,0.671
Immp2l,15.516,16.018,15.915,14.695,29.655,31.961,40.237,33.701
Lrrn3,0.434,0.409,0.577,1.541,0.059,0.234,0.196,0.485
Dnajb9,333.555,276.486,28.53,44.672,20.54,25.861,49.855,38.266
Pnpla8,63.094,59.069,8.948,10.248,7.335,7.973,16.677,18.609
Nrcam,0.711,0.778,0.785,1.031,0.075,0.358,0.187,0.314
Stxbp6,0.287,0.349,0.678,0.99,0.45,0.386,5.922,0.382
Nova1,0.248,0.373,0.532,0.737,0.032,0.309,0.142,0.145
Foxg1,0.0,0.369,0.369,0.267,0.0,0.0,0.0,0.0
Gm43517,0.0,0.46,0.164,0.119,0.0,0.222,0.0,0.101
Prkd1,0.389,0.437,0.665,1.175,0.224,0.369,0.268,0.377
G2e3,32.621,33.465,21.866,25.099,43.916,63.568,171.3,181.937
Scfd1,37.724,49.639,32.487,31.491,40.631,42.539,66.985,81.145
Coch,0.317,0.213,0.472,0.939,0.317,0.314,0.572,0.15
Strn3,137.464,143.422,68.068,66.903,108.103,110.857,224.204,182.463
Ap4s1,46.619,50.348,24.038,23.224,25.989,25.37,21.68,22.17
Hectd1,168.974,177.184,88.111,70.747,121.674,118.505,190.502,174.86
Heatr5a,36.932,31.099,10.419,10.376,21.111,19.618,32.85,22.883
Dtd2,7.422,9.303,14.3,13.069,18.258,19.812,23.375,23.637
Gpr33,0.222,0.378,0.287,0.629,0.0,0.386,7.577,0.0
Nubpl,6.152,7.083,3.451,4.119,10.282,11.09,17.055,14.013
Arhgap5,15.534,13.394,9.263,8.41,15.764,14.489,38.249,13.799
Akap6,0.365,0.462,0.694,1.216,0.277,0.496,0.35,0.374
Npas3,0.269,0.332,0.641,1.049,0.099,0.348,0.111,0.179
Egln3,11.003,10.656,14.026,5.221,38.62,8.52,379.211,62.288
Sptssa,41.674,50.571,22.058,30.198,45.816,45.217,50.833,58.342
Eapp,23.019,27.753,25.829,24.603,30.978,30.451,41.09,42.164
Snx6,38.453,37.556,34.387,31.402,54.243,54.244,61.086,65.113
Cfl2,101.353,123.871,72.283,60.199,127.871,136.365,174.306,154.118
Baz1a,48.297,46.34,78.852,69.772,119.335,117.421,117.257,93.449
Gm20403,54.227,79.642,52.931,48.335,58.164,67.668,51.942,57.007
2700097O09Rik,12.786,13.016,21.408,21.872,27.791,28.472,45.337,38.702
Srp54a,31.34,38.681,40.185,41.195,47.263,47.642,77.289,64.775
Fam177a,50.65,49.326,13.202,11.747,23.487,21.452,31.684,31.582
Srp54b,35.074,36.694,40.564,41.059,48.721,47.386,76.156,64.514
Fam177a2,50.863,47.794,12.633,12.182,22.023,18.047,32.534,28.048
Srp54c,36.976,41.812,43.088,41.615,49.319,55.363,77.374,66.954
Ppp2r3c,51.207,50.516,31.042,26.885,63.165,60.695,59.783,56.977
Prorp,22.024,24.313,23.831,23.514,33.94,36.627,37.41,33.297
Psma6,35.089,39.811,37.876,39.159,42.106,49.218,45.558,47.695
Nfkbia,710.203,687.48,1037.217,1097.646,396.069,578.411,315.923,419.618
Aldoart2,7.934,5.787,8.305,2.562,17.458,12.177,42.448,27.555
Insm2,0.0,0.996,0.547,5.725,0.0,0.735,0.0,0.0
Ralgapa1,49.023,45.535,32.436,33.284,43.659,45.269,68.095,65.387
Brms1l,24.522,25.609,23.908,27.194,35.662,36.85,55.858,64.177
Mbip,74.113,74.588,28.877,26.958,39.73,44.827,82.091,77.717
Pax9,0.095,0.231,0.429,0.751,0.089,0.186,0.194,0.249
Slc25a21,0.301,0.399,0.672,1.149,0.11,0.296,0.143,0.184
Prps1l3,96.984,97.47,98.724,97.695,98.55,101.253,155.138,112.116
Mipol1,11.224,10.985,13.722,14.356,14.847,15.607,31.532,22.885
Foxa1,0.365,0.401,0.8,0.386,0.375,0.356,0.0,0.0
Ttc6,0.48,0.468,0.67,1.368,0.181,0.325,0.319,0.371
Sstr1,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.34
Clec14a,0.474,0.601,0.161,1.394,0.0,0.217,0.0,0.0
Sec23a,18.994,20.31,10.522,12.649,14.593,15.681,30.158,30.825
Gemin2,10.084,10.761,12.166,12.957,41.135,40.16,50.946,47.083
Trappc6b,52.255,46.095,47.512,42.055,79.146,81.074,94.318,107.945
Pnn,332.882,281.211,264.605,237.153,432.696,412.08,390.112,376.245
Mia2,73.546,70.955,77.001,69.517,64.064,57.811,95.968,69.167
Fbxo33,169.206,170.046,21.735,31.291,37.343,42.404,80.671,91.575
Lrfn5,0.451,0.594,0.701,0.808,0.163,0.342,0.254,0.408
Fscb,0.167,0.219,0.219,1.089,0.0,0.0,0.0,0.0
Gm527,8.21,9.565,2.232,3.301,1.528,0.824,6.397,6.461
Klhl28,38.896,37.724,18.584,18.688,31.33,30.897,70.893,76.963
Togaram1,68.688,77.572,41.254,42.689,49.776,53.443,95.254,89.988
Prpf39,192.84,206.893,102.178,94.812,172.733,170.75,286.173,256.089
Fkbp3,54.326,58.747,47.828,46.597,82.931,92.593,101.586,96.227
Fancm,14.738,16.617,8.414,9.327,40.885,49.705,65.749,66.115
Mis18bp1,2.424,3.163,1.369,2.604,29.845,45.882,112.373,122.849
Wdr20rt,3.752,4.097,1.884,3.355,3.723,2.749,3.614,2.746
Rpl10l,0.0,0.719,0.0,7.16,0.0,0.0,0.0,0.0
Mdga2,0.301,0.39,0.754,0.931,0.103,0.339,0.124,0.186
Rps29,165.589,203.287,452.878,416.709,457.674,427.438,199.709,184.103
Lrr1,0.378,0.429,1.184,0.822,24.154,30.985,34.582,43.885
Rpl36al,86.939,80.397,131.7,158.996,193.851,156.511,150.193,104.708
Gm49383,25.242,26.109,24.91,24.828,45.857,45.986,41.204,39.615
Mgat2,85.522,99.301,69.876,80.693,87.212,78.397,104.894,104.677
Dnaaf2,19.13,21.868,15.367,14.295,38.319,43.295,35.941,41.865
Gm49384,18.513,23.717,10.092,11.235,35.373,40.765,35.434,41.205
Pole2,39.745,60.185,3.273,4.84,40.055,47.897,49.974,62.707
Klhdc1,43.008,51.251,6.122,7.403,8.084,10.02,17.315,32.254
Klhdc2,83.923,116.6,14.483,10.381,32.891,41.21,44.549,60.843
Nemf,61.868,63.958,59.998,56.985,70.911,74.017,88.394,74.338
Arf6,251.602,241.516,227.116,238.432,226.872,217.837,274.314,230.631
Vcpkmt,13.521,24.944,51.107,45.253,90.771,93.217,64.984,64.472
Sos2,36.066,36.122,14.842,11.986,32.362,30.186,53.942,60.362
L2hgdh,5.67,5.974,17.507,17.234,25.645,23.934,23.289,18.398
Dmac2l,12.093,11.705,11.488,5.818,13.04,15.391,18.324,17.369
Cdkl1,0.556,0.522,0.416,0.829,0.175,0.382,0.114,0.228
Map4k5,9.54,13.771,1.917,2.282,1.951,3.279,4.429,5.048
Atl1,0.825,1.143,0.851,1.332,0.545,0.943,1.337,0.89
Sav1,17.247,18.212,25.068,23.788,53.866,55.767,97.013,64.073
Nin,105.428,129.724,32.835,30.306,47.605,52.463,59.063,71.897
Abhd12b,0.281,0.206,0.419,0.766,0.247,0.426,0.142,1.011
Pygl,2.322,2.133,0.359,1.207,0.136,0.465,4.401,3.641
Trim9,0.226,0.433,0.585,0.985,0.118,0.5,0.168,0.204
Tmx1,35.601,34.459,23.402,21.311,46.375,50.106,69.587,59.428
Frmd6,27.578,25.861,30.901,24.464,27.541,27.162,45.758,30.014
Actr10,27.765,26.177,18.109,18.398,35.248,31.849,46.335,44.031
Psma3,68.961,71.448,83.677,75.071,105.353,101.371,117.6,86.081
Arid4a,141.661,140.03,23.908,28.403,44.902,56.109,85.327,108.359
Tomm20l,3.045,1.758,0.784,1.611,0.318,0.418,1.801,1.127
Timm9,46.066,49.846,203.078,182.27,193.885,170.028,135.383,85.493
2700049A03Rik,18.627,19.188,5.64,6.279,18.813,22.563,43.817,53.741
Dact1,1.152,1.859,0.812,1.027,3.233,2.519,2.559,1.873
Daam1,12.948,12.135,8.393,9.509,5.482,6.59,11.145,12.402
Gpr135,0.536,0.841,1.458,0.0,0.0,1.241,0.0,0.304
L3hypdh,0.281,0.511,0.628,1.405,0.56,0.867,1.159,0.884
Jkamp,7.83,9.063,13.987,14.107,15.248,18.959,15.288,21.063
Ccdc175,0.321,0.42,0.727,1.137,0.091,0.336,0.259,0.296
Rtn1,0.348,0.488,0.598,1.069,0.101,0.458,0.149,0.298
Lrrc9,0.284,0.269,0.462,1.213,0.065,0.304,0.154,0.432
Pcnx4,11.644,11.051,13.925,14.79,13.197,12.895,18.826,19.311
Gm4756,0.604,0.746,0.779,1.898,0.969,1.094,0.772,0.751
Dhrs7,4.071,4.377,2.783,4.264,10.318,8.379,13.477,14.76
Ppm1a,76.398,80.403,53.564,51.039,51.463,49.279,73.616,65.311
4930447C04Rik,0.317,0.451,0.83,1.036,0.12,0.448,0.162,0.209
Six6,0.112,0.402,0.877,0.636,0.0,0.198,0.225,0.363
Six1,1.437,0.275,1.095,2.933,0.0,0.0,0.539,0.866
Six4,0.238,0.556,0.424,1.023,0.117,0.377,0.163,0.393
Mnat1,29.194,28.556,20.201,19.548,29.641,30.996,61.122,51.393
Trmt5,12.527,14.827,48.051,41.438,48.888,53.475,44.704,37.011
Slc38a6,17.19,16.335,4.918,6.466,10.595,13.781,22.053,23.843
Tmem30b,0.376,0.246,1.301,6.118,0.689,0.654,0.8,1.072
Prkch,572.015,610.544,156.778,222.634,241.569,258.497,354.824,422.863
Hif1a,101.678,105.662,89.087,66.998,107.989,82.823,399.016,273.531
Snapc1l,63.401,66.587,56.714,39.417,65.186,50.145,169.651,123.798
Snapc1,53.768,55.27,31.4,30.267,39.56,44.625,65.409,44.93
Syt16,0.51,0.523,0.703,1.299,0.16,0.364,0.439,0.433
Gm11042,0.0,0.0,1.144,0.827,0.0,1.522,0.0,0.707
Kcnh5,0.27,0.566,0.724,1.082,0.167,0.413,0.178,0.338
Rhoj,0.482,0.642,0.804,1.239,0.188,0.619,0.157,0.372
Gphb5,0.824,0.29,0.478,0.839,0.0,0.196,0.918,0.179
Ppp2r5e,65.41,66.797,40.221,43.452,53.269,60.031,111.356,101.774
Wdr89,15.789,23.331,30.048,30.882,49.924,45.289,53.651,41.648
AC124742.1,1046.122,1499.634,827.156,1284.387,991.297,965.716,1052.442,861.377
Sgpp1,18.542,23.679,16.962,18.723,30.456,31.37,45.857,46.61
Syne2,2.411,3.268,1.358,2.478,0.686,1.248,2.154,3.929
Esr2,0.666,0.821,1.053,1.438,0.397,1.152,0.66,0.514
Tex21,0.616,0.631,0.759,1.262,0.298,0.427,0.385,0.808
Mthfd1,23.482,23.487,88.992,73.261,136.164,128.427,86.306,59.699
Akap5,23.874,17.273,23.848,20.344,27.938,22.58,12.151,8.711
