name,337-10_r,337-11_r,337-12_r,337-13_r,337-14_r,337-15_r,337-16_r,337-17_r,337-18_r,337-19_r,337-1_r,337-20_r,337-21_r,337-22_r,337-23_r,337-24_r,337-2_r,337-3_r,337-4_r,337-5_r,337-6_r,337-7_r,337-8_r,337-9_r
ENSMUSE00000633016,47,45,116,32,21,110,88,76,102,67,182,62,66,0,66,47,106,34,67,154,144,36,52,16
ENSMUSE00000734517,3,0,1,1,7,1,2,5,3,0,14,0,0,0,0,1,26,1,3,15,24,6,12,0
ENSMUSE00000369228,107,146,333,262,52,265,326,391,213,142,789,243,270,0,197,174,185,107,295,525,286,122,381,173
ENSMUSE00000393003,108,146,333,265,52,265,326,395,214,143,795,243,272,0,198,174,186,108,296,527,290,122,382,173
ENSMUSE00001276313,94,133,309,219,42,235,282,322,198,121,689,219,220,0,172,152,160,93,263,462,253,106,333,149
ENSMUSE00001281044,15,40,97,35,7,62,69,92,36,27,187,55,65,0,43,37,30,21,71,102,50,22,84,33
ENSMUSE00001130944,1,3,9,12,1,6,7,3,2,8,14,11,8,0,4,10,0,2,5,20,7,4,9,8
ENSMUSE00000843371,244,200,574,376,78,444,501,933,408,230,1286,380,701,0,310,257,428,192,407,967,620,169,431,207
ENSMUSE00000796365,134,111,308,210,39,277,271,558,260,121,848,206,355,0,167,152,244,113,240,610,368,99,278,108
ENSMUSE00001239585,31,28,66,45,10,50,56,100,63,33,169,47,56,0,35,26,49,17,55,87,89,8,59,19
ENSMUSE00000769106,14,11,36,29,7,29,27,49,34,19,95,24,37,0,23,14,28,9,27,41,44,5,37,13
ENSMUSE00000714916,2,4,6,4,0,2,3,5,6,5,13,2,3,0,4,4,5,4,9,14,9,3,7,6
ENSMUSE00000437529,354,688,3302,4190,181,1603,4151,14936,772,972,18111,2303,14014,0,1695,2626,782,703,3044,11127,1497,909,5357,2945
ENSMUSE00001077816,3,3,15,31,0,11,19,86,5,4,79,12,90,0,2,10,4,6,11,43,4,6,18,22
ENSMUSE00000710998,40,13,23,7,26,38,40,20,33,11,20,12,14,0,21,27,42,8,17,11,70,11,34,5
ENSMUSE00000178971,151,165,295,137,55,316,266,407,250,178,555,236,347,0,192,156,239,96,184,441,335,116,218,121
ENSMUSE00000374349,151,165,295,137,55,316,266,407,250,178,555,236,347,0,192,156,239,96,184,441,335,116,218,121
ENSMUSE00000787835,0,1,0,1,2,3,2,4,2,0,4,0,0,0,0,1,12,2,5,5,6,3,5,0
ENSMUSE00000295821,2,2,3,5,5,0,0,19,1,0,5,0,8,0,1,2,6,2,5,10,7,4,7,5
ENSMUSE00000295615,735,316,241,376,381,492,191,693,1211,341,635,199,536,0,361,116,759,259,207,528,901,187,198,317
ENSMUSE00000840790,151,76,61,85,52,132,42,149,288,81,156,54,118,0,87,29,161,64,50,158,209,34,52,64
ENSMUSE00001291595,143,73,59,91,67,155,47,165,292,87,177,63,122,0,89,33,155,65,57,154,210,38,58,67
ENSMUSE00000809176,67,35,34,39,26,64,22,71,128,40,79,26,51,0,45,14,78,31,26,81,109,20,24,25
ENSMUSE00000847775,8,13,18,7,9,24,17,14,12,5,7,16,5,0,11,8,6,9,12,10,14,6,11,3
ENSMUSE00000955710,5,14,31,4,0,19,12,6,15,7,8,25,2,0,22,6,15,12,21,11,17,9,13,0
ENSMUSE00000179160,477,396,1054,391,183,786,1071,786,754,460,1139,773,621,0,607,577,737,329,639,918,1142,354,789,287
ENSMUSE00000846448,13,10,20,10,3,17,34,20,32,14,44,19,15,0,20,12,18,10,12,32,23,8,13,5
ENSMUSE00000513785,52,344,2220,103,33,980,1860,99,62,552,152,1785,90,0,1002,1161,105,387,2037,155,173,423,1971,72
ENSMUSE00001283216,52,338,2189,99,33,966,1827,97,61,540,149,1759,88,0,982,1143,105,381,2014,152,171,418,1949,71
ENSMUSE00000846137,3,56,234,11,1,136,203,18,11,76,16,185,10,0,126,142,14,68,212,13,12,72,251,10
ENSMUSE00000840182,0,9,22,2,0,17,22,0,1,9,3,23,0,0,23,16,3,6,23,4,2,6,24,0
ENSMUSE00000805063,35,164,1342,63,20,522,1031,56,32,275,97,1065,51,0,573,666,60,205,1191,97,112,233,1123,41
ENSMUSE00000751768,25,87,736,42,9,271,509,41,26,138,58,541,37,0,310,348,37,107,562,49,74,123,575,30
ENSMUSE00000845036,14,56,367,20,5,133,227,19,15,66,45,255,19,0,132,155,22,55,267,27,41,61,289,10
ENSMUSE00001206880,7,1,3,9,2,1,1,16,2,3,8,3,4,0,2,1,10,0,4,7,14,1,6,3
ENSMUSE00000761260,7,1,3,9,2,1,1,14,2,3,7,3,4,0,2,1,7,0,3,7,12,0,6,3
ENSMUSE00000675364,92,112,357,362,44,208,315,532,125,173,716,318,274,0,158,209,154,118,387,569,216,133,384,270
ENSMUSE00001268469,92,112,357,362,44,208,315,532,125,173,716,318,274,0,158,209,154,118,387,569,216,133,384,270
ENSMUSE00000838939,8,11,25,32,5,32,26,20,16,17,37,22,14,0,13,19,12,13,24,29,20,13,26,19
ENSMUSE00000725573,79,96,315,317,35,167,281,490,101,145,666,281,245,0,131,177,138,96,356,531,200,115,342,241
ENSMUSE00000660882,1,0,2,3,11,1,0,3,3,1,11,2,0,0,3,0,19,3,5,16,20,5,19,2
ENSMUSE00000660885,1,0,3,3,11,1,0,3,3,1,11,2,0,0,3,0,21,3,5,19,20,5,19,2
ENSMUSE00000415944,25,9,19,28,18,32,24,40,46,19,36,25,34,0,24,17,38,19,16,47,41,17,14,24
ENSMUSE00000734986,62,65,158,136,47,162,169,227,157,91,434,123,186,0,91,118,139,61,114,333,193,48,183,107
ENSMUSE00001279579,62,65,158,136,47,162,169,227,157,91,434,123,186,0,91,118,139,61,114,333,193,48,183,107
ENSMUSE00000843303,16,26,85,50,28,79,76,107,50,39,229,59,66,0,34,55,59,21,60,178,75,14,99,36
ENSMUSE00000748999,89,62,101,21,48,119,55,11,128,76,39,68,19,0,87,27,125,50,62,26,180,53,28,16
ENSMUSE00000845574,73,50,87,19,35,100,52,12,116,65,33,62,15,0,73,24,111,42,59,26,158,43,29,16
ENSMUSE00001245593,64,43,59,18,32,79,58,24,101,55,55,52,22,0,60,24,109,33,44,45,150,36,37,18
ENSMUSE00000734895,30,19,30,5,8,28,12,3,37,31,15,21,4,0,25,6,35,15,25,7,48,13,11,7
ENSMUSE00000829621,25,16,22,5,6,24,9,3,30,23,9,16,3,0,21,3,27,13,21,7,36,12,8,4
ENSMUSE00001236713,25,16,24,5,7,23,9,3,33,25,11,17,4,0,20,5,27,14,21,7,38,12,8,6
ENSMUSE00000741243,2,2,0,3,0,2,1,2,3,1,16,1,2,0,0,1,4,2,1,6,6,2,3,2
ENSMUSE00001220970,9,4,15,14,14,16,20,19,17,6,20,14,6,0,13,11,19,6,5,20,25,5,9,8
ENSMUSE00001287767,9,4,15,14,14,16,20,19,17,6,20,14,6,0,13,11,19,6,5,20,25,5,9,8
ENSMUSE00001292613,9,4,15,13,14,14,20,19,16,6,18,14,6,0,13,11,17,6,5,20,22,4,8,8
ENSMUSE00000813666,4,6,37,12,10,8,26,20,8,10,34,22,11,0,4,4,31,2,41,32,35,18,37,9
ENSMUSE00001055019,3,4,14,6,6,6,14,9,4,6,23,13,10,0,2,2,21,2,20,22,26,13,19,4
ENSMUSE00000969455,1,1,12,3,6,5,8,6,5,1,9,11,0,0,2,1,16,4,12,21,19,2,14,7
ENSMUSE00001028092,4,5,5,5,2,3,5,13,7,2,12,1,9,0,2,7,10,1,3,8,13,5,5,10
ENSMUSE00001275361,3,5,4,4,1,3,5,12,6,2,10,1,9,0,2,5,5,1,1,5,6,2,5,7
ENSMUSE00000844004,2,5,3,4,1,2,5,11,4,2,3,1,7,0,2,3,5,1,1,4,5,1,4,5
ENSMUSE00001040721,2,2,2,6,2,2,4,9,3,2,14,4,7,0,1,5,4,3,2,11,9,3,5,9
ENSMUSE00000675106,8,0,1,6,14,2,1,9,4,1,23,0,2,0,1,1,51,7,8,30,40,11,21,5
ENSMUSE00000785072,676,736,1185,465,235,1307,932,1175,1202,868,1361,817,1081,0,963,502,1012,652,812,1265,1433,472,785,320
ENSMUSE00000784400,66,57,126,48,18,144,87,104,127,88,119,74,102,0,120,48,88,73,100,120,147,47,72,30
ENSMUSE00000742832,85,122,168,69,31,198,127,158,168,124,197,130,162,0,139,57,140,90,100,190,212,49,133,44
ENSMUSE00000774641,55,56,87,29,15,89,83,98,94,73,110,75,88,0,110,41,74,45,67,131,113,45,72,17
ENSMUSE00000353439,144,194,278,108,62,310,217,281,263,185,382,203,264,0,196,123,236,127,178,350,309,92,159,77
ENSMUSE00000736705,23,136,178,103,11,247,243,103,51,93,103,150,82,0,171,164,39,75,149,61,79,82,254,83
ENSMUSE00000804399,23,136,179,103,11,248,243,103,51,93,103,150,83,0,171,165,39,75,149,61,79,83,254,83
ENSMUSE00000798065,3,31,24,27,4,53,56,30,10,28,21,28,16,0,34,36,8,19,27,14,19,16,51,20
ENSMUSE00001233886,6,63,76,40,5,126,129,42,29,53,44,72,19,0,86,79,17,30,66,21,32,45,126,36
ENSMUSE00001231129,5,41,65,30,1,98,98,33,25,38,33,52,22,0,68,62,15,24,47,12,22,38,98,24
ENSMUSE00001245739,11,71,94,44,5,133,115,46,28,44,51,73,45,0,95,83,22,36,86,26,44,41,132,39
ENSMUSE00001206837,10,26,37,18,1,32,41,19,8,14,20,30,20,0,34,24,6,8,27,15,9,14,48,13
ENSMUSE00000799671,10,24,32,13,1,30,36,8,7,12,19,25,10,0,25,20,5,3,20,13,6,12,43,11
ENSMUSE00000836290,5,9,23,11,0,20,17,4,2,7,13,15,8,0,11,10,3,3,11,10,4,11,27,6
ENSMUSE00000179268,236,328,344,270,118,435,251,379,486,311,323,267,249,0,330,176,359,248,248,269,366,187,255,255
ENSMUSE00000735160,217,306,316,256,107,407,233,358,454,282,298,244,232,0,292,160,331,228,223,242,336,177,237,247
ENSMUSE00000826047,38,50,46,57,20,58,41,69,78,46,51,35,47,0,34,27,51,35,38,41,49,29,45,48
ENSMUSE00000820269,35,55,50,37,11,66,53,49,71,56,71,52,38,0,57,41,52,45,43,55,44,17,43,45
ENSMUSE00000759126,149,128,124,53,78,188,91,47,252,145,68,78,50,0,157,82,152,88,95,58,195,74,89,39
ENSMUSE00000747779,94,73,70,28,47,112,48,24,156,87,40,43,30,0,94,52,95,53,58,36,119,45,51,24
ENSMUSE00000725421,96,75,71,29,44,116,51,24,163,92,42,41,29,0,99,52,98,53,61,36,120,46,52,25
ENSMUSE00001259736,136,114,109,47,71,166,86,40,231,132,61,69,44,0,136,72,138,76,85,54,180,62,81,35
ENSMUSE00001301631,121,99,90,33,56,135,69,34,203,108,54,56,35,0,114,59,114,66,75,40,143,53,69,26
ENSMUSE00000806078,80,73,72,30,44,95,59,31,138,76,39,39,27,0,75,41,78,45,61,32,98,32,56,26
ENSMUSE00001294144,60,52,44,15,30,58,40,25,101,47,31,26,17,0,49,25,48,33,47,15,56,23,43,17
ENSMUSE00001265774,64,62,61,27,41,84,55,22,119,64,33,39,23,0,65,33,70,38,51,24,82,30,48,24
ENSMUSE00000823101,38,33,36,20,16,51,28,18,58,36,16,21,12,0,36,17,35,20,21,18,53,18,24,14
ENSMUSE00000362071,6,6,41,16,5,27,39,21,12,6,20,34,23,0,11,22,18,7,22,25,42,22,43,11
ENSMUSE00000390285,5,6,41,16,5,27,39,21,12,6,20,34,23,0,11,22,17,7,22,25,42,21,43,11
ENSMUSE00000675016,3,4,39,15,5,24,32,17,11,6,14,25,20,0,9,19,14,6,15,15,33,16,32,9
ENSMUSE00000759940,2,2,14,5,2,9,17,12,6,3,12,21,9,0,5,5,10,5,14,18,25,14,22,2
ENSMUSE00000782499,40,11,46,103,32,88,78,77,62,19,134,29,40,0,33,49,40,17,30,94,117,34,75,133
ENSMUSE00001310681,37,10,45,103,31,87,76,75,58,19,133,27,40,0,32,48,36,17,29,92,115,33,71,132
ENSMUSE00000807481,3,2,15,27,3,24,14,16,15,6,35,3,11,0,8,16,9,3,7,21,33,9,15,34
ENSMUSE00000753605,13,4,15,37,11,45,36,24,31,7,37,14,12,0,18,27,19,7,14,36,58,12,27,48
ENSMUSE00000730817,25,5,16,46,23,34,35,44,24,8,76,13,21,0,15,16,14,7,12,46,39,13,40,77
ENSMUSE00000796618,23,4,14,44,20,27,35,39,23,7,60,11,18,0,13,15,12,5,12,42,38,12,37,72
ENSMUSE00001207944,19,4,15,34,21,26,28,34,15,7,62,9,12,0,8,7,14,7,11,38,29,12,34,49
ENSMUSE00000179390,0,11,17,33,0,7,31,54,3,15,81,12,40,0,15,20,1,7,10,65,5,12,22,48
ENSMUSE00000776546,0,7,10,27,0,5,25,44,2,11,62,10,30,0,10,16,0,6,8,52,3,11,17,41
ENSMUSE00001430867,11300,2318,3726,36261,5315,5058,4012,8668,5760,14660,23850,7189,9660,0,22532,13970,8311,3326,3997,36339,17363,2739,5004,22331
ENSMUSE00000846598,11300,2318,3726,36261,5315,5058,4012,8668,5760,14660,23850,7189,9660,0,22532,13970,8311,3326,3997,36339,17362,2739,5004,22331
ENSMUSE00000770500,0,1,13,5,0,10,19,1,0,1,5,16,0,0,10,13,0,0,16,2,0,4,17,2
ENSMUSE00001374581,0,4,49,9,0,19,44,8,1,4,6,37,3,0,25,35,2,3,40,8,2,9,31,5
ENSMUSE00000803183,0,4,48,9,0,19,44,8,1,4,6,37,3,0,25,35,2,3,40,8,2,9,31,5
ENSMUSE00000835062,0,1,13,4,0,10,17,1,0,1,5,16,0,0,10,12,0,0,16,2,0,4,16,2
ENSMUSE00001212277,0,4,42,8,0,18,41,8,1,4,4,36,3,0,24,33,2,3,36,8,2,9,27,4
ENSMUSE00000730288,0,0,13,0,0,2,8,4,1,2,0,8,3,0,6,5,2,1,10,3,1,1,5,1
ENSMUSE00000737953,1,2,17,4,2,9,30,3,2,3,6,17,5,0,8,17,4,3,10,2,1,4,14,10
ENSMUSE00000768449,1,1,14,4,2,8,25,2,2,3,3,16,5,0,7,15,3,3,8,1,0,4,10,10
ENSMUSE00000732234,937,1251,1814,1963,447,2088,2037,1702,1887,1355,2169,1372,1147,0,1623,1466,1176,1231,1664,1481,1554,1079,2139,2636
ENSMUSE00000748948,108,135,165,215,55,183,180,164,200,133,182,105,129,0,150,137,111,125,138,137,143,102,151,297
ENSMUSE00000179490,221,250,375,410,119,468,437,375,406,285,396,264,259,0,319,304,256,239,357,281,334,219,422,552
ENSMUSE00000756712,34,52,63,55,15,85,81,62,61,47,71,65,32,0,57,54,58,41,52,56,65,33,96,70
ENSMUSE00000833655,169,296,472,292,80,568,542,350,435,327,520,405,222,0,358,353,287,294,410,337,382,245,556,351
ENSMUSE00001284919,114,178,291,218,52,315,304,255,259,197,364,221,169,0,191,215,152,173,229,219,193,130,330,274
ENSMUSE00000839975,46,48,105,107,14,83,89,107,88,47,166,62,57,0,53,75,65,68,73,84,61,51,92,122
ENSMUSE00000753993,26,88,130,52,21,164,179,67,96,94,135,129,35,0,126,94,90,78,143,90,130,78,166,52
ENSMUSE00000812390,90,140,246,195,41,262,265,289,208,134,276,220,234,0,194,180,178,115,214,221,181,104,257,262
ENSMUSE00000827172,86,132,221,171,39,249,249,269,197,116,231,204,215,0,176,170,166,106,195,196,169,95,232,239
ENSMUSE00001247899,90,138,240,186,41,261,264,285,207,134,267,220,232,0,190,179,174,113,207,215,179,101,250,258
ENSMUSE00001246659,10,27,28,58,12,34,49,70,49,15,59,38,58,0,29,35,37,23,38,48,22,13,40,76
ENSMUSE00001280702,29,30,56,39,8,71,67,57,62,32,61,50,46,0,47,40,55,26,46,45,56,35,74,53
ENSMUSE00001241198,55,68,146,72,20,157,163,116,109,83,137,135,96,0,107,104,107,66,133,96,108,73,177,91
ENSMUSE00000785707,8,5,14,15,2,11,21,16,7,11,19,3,8,0,9,7,5,5,7,15,16,6,10,13
ENSMUSE00001228205,8,5,14,15,2,11,21,16,7,11,19,3,8,0,9,7,5,5,7,15,16,6,10,13
ENSMUSE00000832159,8,5,14,15,2,11,21,16,7,11,19,3,8,0,9,7,5,5,7,15,16,6,10,13
ENSMUSE00000827204,3,4,8,6,1,6,8,12,5,5,10,2,2,0,8,4,2,3,4,6,10,3,7,7
ENSMUSE00000711901,4,1,11,14,0,6,15,9,5,4,42,7,8,0,6,5,2,2,9,22,11,3,12,6
ENSMUSE00001044815,348,432,838,413,131,752,654,378,587,488,616,634,201,0,552,404,566,297,471,500,735,304,508,286
ENSMUSE00000929011,168,206,346,213,64,350,295,149,280,231,291,279,61,0,288,199,257,157,215,236,358,161,245,166
ENSMUSE00001297720,323,420,816,367,116,727,638,324,547,473,564,623,193,0,537,393,538,288,457,459,706,297,489,243
ENSMUSE00001219287,240,330,688,247,88,584,532,248,403,387,468,522,162,0,427,312,415,223,387,375,557,241,402,148
ENSMUSE00000945532,76,95,232,79,26,216,162,57,122,126,115,160,45,0,125,99,128,73,132,93,168,55,119,28
ENSMUSE00000935982,124,166,344,131,46,268,252,161,216,179,236,273,114,0,193,139,234,101,188,180,282,121,199,68
ENSMUSE00001302727,124,164,337,129,46,260,248,158,213,179,236,269,113,0,191,138,233,101,184,180,279,121,198,68
ENSMUSE00001286499,121,163,335,129,42,257,248,150,209,173,231,266,112,0,186,134,227,101,179,175,276,119,189,67
ENSMUSE00000527485,291,332,1541,813,124,761,1729,1255,503,462,2792,1166,756,0,589,903,520,315,1008,1876,970,371,1619,520
ENSMUSE00001296284,294,342,1552,821,127,766,1738,1269,512,466,2837,1179,769,0,597,909,526,319,1018,1899,977,375,1630,527
ENSMUSE00000771796,256,279,1349,658,109,678,1510,1052,443,405,2361,1048,640,0,520,793,457,276,904,1627,864,332,1429,404
ENSMUSE00001214476,49,65,294,170,23,177,331,227,110,93,484,223,126,0,129,184,101,47,231,361,225,81,368,97
ENSMUSE00000749221,57,70,321,183,28,190,372,262,122,113,540,249,137,0,140,211,112,54,238,386,246,82,397,111
ENSMUSE00000744930,15,14,50,35,12,39,92,65,32,31,132,57,27,0,28,51,24,11,35,89,52,6,69,24
ENSMUSE00000821305,138,169,771,302,68,358,857,530,219,211,1354,586,377,0,276,420,245,177,503,911,454,202,750,177
ENSMUSE00001298438,241,214,1149,534,107,486,1118,1135,400,309,2279,901,763,0,399,564,483,252,910,1731,847,292,1111,353
ENSMUSE00000419583,241,207,1075,530,105,438,1013,1173,393,289,2267,870,787,0,369,528,470,229,839,1721,835,277,999,359
ENSMUSE00000632786,78,73,388,143,36,166,443,256,105,102,692,293,199,0,130,200,124,91,215,452,228,85,303,92
ENSMUSE00000945584,2,0,5,1,0,2,0,5,5,0,1,0,3,0,0,0,0,0,3,13,5,0,1,1
ENSMUSE00000731381,14,1,5,8,29,7,4,24,13,4,57,7,5,0,8,3,97,5,21,78,87,38,40,8
ENSMUSE00001314240,13,1,5,8,29,7,4,24,13,2,55,6,4,0,8,3,95,4,21,76,82,37,40,8
ENSMUSE00001255488,10,1,5,7,16,3,4,13,8,1,33,6,2,0,7,3,56,2,16,49,45,21,27,5
ENSMUSE00000927318,10,0,3,5,18,4,0,14,9,1,39,2,4,0,4,1,66,2,15,41,51,21,33,6
ENSMUSE00001250122,2,0,0,0,2,0,0,5,2,0,7,0,1,0,0,0,11,0,1,10,11,3,3,1
ENSMUSE00000743245,2,2,2,7,0,0,0,10,1,2,11,2,3,0,0,0,9,1,3,10,4,3,3,3
ENSMUSE00000427330,111,113,403,271,45,249,400,315,186,157,517,306,208,0,185,298,183,121,266,401,288,133,357,186
ENSMUSE00001033494,111,113,403,271,45,249,400,315,186,157,517,306,208,0,185,298,183,121,266,401,288,133,357,186
ENSMUSE00000674517,100,106,373,226,41,223,366,291,166,140,481,278,191,0,171,272,168,115,241,380,255,120,325,156
ENSMUSE00000741291,81,95,342,182,32,195,331,237,146,126,433,256,168,0,155,241,144,104,216,349,221,103,285,116
ENSMUSE00000426517,26,25,109,85,18,32,106,91,47,11,119,79,45,0,23,72,70,21,103,114,101,33,133,55
ENSMUSE00000404729,11,16,51,61,9,12,62,42,23,4,61,46,20,0,12,32,27,6,46,61,51,15,75,33
ENSMUSE00000793898,4,7,17,15,0,6,27,8,7,0,21,19,5,0,4,10,13,2,29,22,26,6,31,13
ENSMUSE00000745465,117,88,114,30,36,113,61,35,213,70,58,48,31,0,101,38,187,43,53,47,235,53,38,18
ENSMUSE00000804189,117,88,114,30,36,113,61,35,212,70,58,48,31,0,101,38,187,43,53,47,235,53,38,18
ENSMUSE00000809094,117,88,114,30,36,113,61,35,212,70,58,48,31,0,101,38,187,43,53,47,235,53,38,18
ENSMUSE00000674496,115,86,113,30,34,111,58,34,206,69,58,48,30,0,95,36,179,42,48,46,219,51,35,16
ENSMUSE00000738105,41,66,104,71,29,122,108,83,71,67,223,51,80,0,86,60,76,37,68,139,122,51,92,43
ENSMUSE00000779041,37,62,96,63,25,114,105,80,68,63,204,44,77,0,77,53,72,33,63,127,118,44,87,36
ENSMUSE00001242551,43,64,100,65,34,116,105,79,72,67,213,47,81,0,82,55,83,35,67,144,131,53,98,42
ENSMUSE00001243495,34,57,89,57,25,97,95,66,63,53,184,40,69,0,64,44,60,28,49,121,103,44,84,39
ENSMUSE00000604828,227,107,283,193,102,208,259,281,293,181,426,245,233,0,175,157,288,113,158,323,465,109,184,140
ENSMUSE00001025584,227,107,283,193,102,208,259,281,293,181,426,245,233,0,175,157,288,113,158,323,465,109,184,140
ENSMUSE00000946092,6,3,5,4,4,2,3,5,4,1,11,7,8,0,9,6,2,3,2,4,7,0,2,6
ENSMUSE00000816235,175,83,189,125,58,153,183,206,223,135,271,179,173,0,116,110,222,84,107,233,341,77,135,86
ENSMUSE00001307287,158,79,175,113,54,145,167,186,216,129,247,171,162,0,112,97,210,79,101,215,318,70,128,83
ENSMUSE00000732453,81,44,102,42,28,81,93,92,114,68,126,88,67,0,65,56,108,42,63,122,166,40,56,41
ENSMUSE00000759718,29,18,34,35,10,35,33,36,54,25,65,37,51,0,22,23,54,18,16,44,80,9,34,19
ENSMUSE00000400373,468,158,240,165,184,298,192,876,526,192,529,227,779,0,211,128,736,194,236,450,902,169,220,176
ENSMUSE00000779108,219,69,101,55,77,134,84,242,249,88,170,104,249,0,95,55,345,82,107,148,424,75,94,41
ENSMUSE00001239515,196,64,96,46,80,121,83,299,217,85,188,98,298,0,88,58,287,74,101,138,363,74,89,55
ENSMUSE00001226938,360,123,191,137,165,233,164,801,389,141,466,170,697,0,169,103,544,155,184,392,685,132,181,152
ENSMUSE00000674404,336,299,665,224,143,642,567,490,573,342,739,467,408,0,417,323,515,246,407,537,773,259,497,217
ENSMUSE00001260213,318,278,637,211,133,607,539,473,552,321,694,451,389,0,397,306,492,233,378,516,724,238,472,193
ENSMUSE00000868665,214,193,442,136,86,428,368,357,376,202,562,316,269,0,275,209,322,150,275,397,504,153,333,127
ENSMUSE00000823123,39,41,85,17,10,85,71,87,68,40,88,57,54,0,44,46,75,28,46,56,72,34,68,23
ENSMUSE00001268889,108,94,244,95,57,214,199,170,182,103,356,177,145,0,155,104,144,75,157,246,266,74,177,65
ENSMUSE00000716844,62,56,138,53,32,119,129,95,92,58,174,101,91,0,90,54,80,50,94,140,139,43,107,33
ENSMUSE00000839335,56,50,112,49,27,109,84,81,105,52,191,87,60,0,68,56,74,29,71,119,148,33,77,35
ENSMUSE00000885218,106,174,458,407,60,317,506,348,177,193,567,364,246,0,259,267,210,155,255,507,384,183,384,270
ENSMUSE00001222969,48,82,219,165,32,155,231,135,77,92,196,158,116,0,125,129,77,72,98,145,166,90,166,99
ENSMUSE00001256378,48,82,219,165,32,155,230,135,77,91,195,158,116,0,125,129,76,72,98,144,164,89,165,99
ENSMUSE00000233539,36,84,237,122,28,168,262,151,84,102,237,206,101,0,139,140,96,81,142,260,190,92,190,84
ENSMUSE00000773090,6,9,34,19,9,27,33,16,10,20,33,31,18,0,22,16,17,11,17,31,34,16,35,9
ENSMUSE00000708405,24,8,28,16,4,17,22,33,10,22,51,21,18,0,13,3,20,4,13,24,31,7,17,5
ENSMUSE00000714256,0,0,14,5,0,1,4,4,9,1,5,6,2,0,2,3,8,1,8,4,5,2,8,3
ENSMUSE00000727102,4,3,3,3,12,0,2,7,7,1,15,0,6,0,1,0,18,1,2,27,26,8,9,2
ENSMUSE00000803094,3,2,2,2,5,0,0,0,4,1,9,1,3,0,0,0,6,1,5,7,12,4,4,1
ENSMUSE00000758897,159,110,264,154,44,253,303,253,294,149,506,182,166,0,162,148,253,123,204,441,370,108,175,102
ENSMUSE00000178226,153,103,257,148,43,247,294,246,282,145,495,180,158,0,158,141,238,118,203,433,354,101,174,96
ENSMUSE00000178232,2,4,87,7,6,5,63,7,3,4,14,67,6,0,5,34,10,5,112,14,12,9,46,6
ENSMUSE00000674382,1,4,87,5,6,4,63,0,1,4,7,66,6,0,4,33,5,4,110,10,4,8,44,6
ENSMUSE00001314445,171,285,818,1431,84,268,1371,1204,302,414,1529,758,753,0,287,827,344,354,729,1193,532,287,1152,1367
ENSMUSE00001091349,157,258,777,1349,77,251,1320,1125,267,377,1435,717,704,0,263,773,312,326,685,1106,493,271,1106,1299
ENSMUSE00001265424,126,249,729,666,58,224,1141,458,242,355,652,681,324,0,236,694,262,296,625,527,420,241,927,579
ENSMUSE00001248747,110,218,680,606,52,204,1081,407,205,313,587,629,280,0,211,640,232,266,576,479,375,223,878,529
ENSMUSE00001209306,57,111,338,229,22,99,561,124,100,159,201,325,115,0,105,293,122,143,274,167,199,94,425,206
ENSMUSE00001341441,668,1671,4051,169,141,368,1834,621,1691,3127,697,3966,183,0,511,1136,1189,1820,4374,1404,1190,399,1787,371
ENSMUSE00000674358,201,549,1093,85,30,100,473,255,558,862,257,1075,74,0,149,324,338,520,1236,535,337,91,469,148
ENSMUSE00000794871,13,47,50,4,1,5,29,18,47,56,23,53,14,0,6,16,14,28,73,26,18,8,36,14
ENSMUSE00000820197,5,33,32,3,1,5,17,13,31,42,12,37,6,0,5,14,12,18,49,18,11,7,24,11
ENSMUSE00000779175,623,1553,3833,143,138,339,1751,539,1572,2944,629,3766,155,0,485,1078,1136,1724,4108,1287,1124,378,1695,321
ENSMUSE00000674355,392,960,2550,73,97,235,1170,280,956,1921,349,2464,92,0,313,688,735,1118,2679,663,715,270,1123,177
ENSMUSE00000604778,10,33,82,12,12,21,25,31,15,35,38,72,47,0,21,34,23,27,57,43,26,15,52,4
ENSMUSE00000674328,17,3,10,31,56,7,7,45,18,5,121,6,25,0,8,3,178,10,26,126,152,47,81,28
ENSMUSE00001374645,1,0,1,3,3,0,1,3,2,1,3,0,0,0,1,0,20,3,1,9,10,5,5,1
ENSMUSE00000674317,4,0,2,3,5,0,1,2,3,4,11,1,1,0,2,0,32,1,0,15,16,8,6,1
ENSMUSE00001370268,5,1,0,9,11,1,1,5,3,0,23,1,2,0,2,0,38,2,5,9,28,5,14,4
ENSMUSE00000527358,3,2,4,8,7,6,10,9,1,0,12,2,9,0,3,9,10,1,7,11,17,17,21,5
ENSMUSE00000527357,3,2,4,7,7,6,10,9,1,0,12,2,9,0,3,9,10,1,7,11,17,17,21,5
ENSMUSE00000730566,82,66,193,146,34,96,219,112,112,57,215,166,115,0,107,122,109,59,199,196,187,76,201,116
ENSMUSE00000336107,82,44,140,94,23,83,134,73,98,51,171,125,86,0,72,89,78,42,104,152,141,37,122,58
ENSMUSE00000841251,39,12,55,42,9,34,45,30,48,21,55,52,35,0,30,40,31,14,31,52,54,9,48,19
ENSMUSE00001337033,9,2,13,3,18,6,5,7,10,2,19,4,4,0,1,1,71,3,14,32,37,15,28,1
ENSMUSE00000416241,479,547,3341,667,184,1218,2137,943,933,853,2904,2339,807,0,743,916,919,626,2448,1908,1399,537,2092,386
